C19001A_001E,C19001A_001EA,C19001A_001M,C19001A_001MA,C19001A_002E,C19001A_002EA,C19001A_002M,C19001A_002MA,C19001A_003E,C19001A_003EA,C19001A_003M,C19001A_003MA,C19001A_004E,C19001A_004EA,C19001A_004M,C19001A_004MA,C19001A_005E,C19001A_005EA,C19001A_005M,C19001A_005MA,C19001A_006E,C19001A_006EA,C19001A_006M,C19001A_006MA,C19001A_007E,C19001A_007EA,C19001A_007M,C19001A_007MA,C19001A_008E,C19001A_008EA,C19001A_008M,C19001A_008MA,C19001A_009E,C19001A_009EA,C19001A_009M,C19001A_009MA,C19001A_010E,C19001A_010EA,C19001A_010M,C19001A_010MA,C19001A_011E,C19001A_011EA,C19001A_011M,C19001A_011MA,GEO_ID,NAME,state
1306800,null,7471,null,93452,null,4207,null,85864,null,4027,null,161797,null,5443,null,151430,null,5585,null,196307,null,5280,null,250170,null,6698,null,159715,null,5947,null,133948,null,4851,null,39178,null,2481,null,34939,null,2136,null,0400000US01,Alabama,01
178066,null,2729,null,6314,null,1114,null,6666,null,1094,null,11942,null,1604,null,12955,null,1765,null,21801,null,2224,null,36510,null,2642,null,29390,null,2096,null,33700,null,2200,null,11224,null,1503,null,7564,null,1147,null,0400000US02,Alaska,02
1838976,null,9289,null,104331,null,4780,null,89853,null,4943,null,190970,null,6271,null,209639,null,8133,null,282014,null,8645,null,364304,null,9072,null,238166,null,8435,null,220271,null,6556,null,69665,null,4089,null,69763,null,3722,null,0400000US04,Arizona,04
889609,null,6202,null,79758,null,4763,null,65683,null,2929,null,119061,null,4493,null,112059,null,4948,null,144448,null,5404,null,165418,null,5021,null,90563,null,4499,null,73702,null,4139,null,19491,null,2052,null,19426,null,1944,null,0400000US05,Arkansas,05
8108964,null,22755,null,383159,null,10986,null,383984,null,10249,null,749867,null,12557,null,733301,null,13707,null,1013313,null,16205,null,1439055,null,18544,null,1045359,null,16260,null,1248815,null,17358,null,523308,null,9964,null,588803,null,9912,null,0400000US06,California,06
1611183,null,9086,null,96739,null,5498,null,74209,null,4320,null,147005,null,6056,null,152016,null,5943,null,232631,null,6256,null,315862,null,7207,null,216838,null,6468,null,224545,null,6449,null,79019,null,3915,null,72319,null,3687,null,0400000US08,Colorado,08
1090944,null,5721,null,45368,null,3775,null,37694,null,2991,null,84600,null,4430,null,82180,null,4067,null,130158,null,5716,null,196210,null,5932,null,157775,null,5533,null,188559,null,6670,null,71682,null,3218,null,96718,null,4025,null,0400000US09,Connecticut,09
247644,null,3214,null,12828,null,1555,null,8880,null,1340,null,23679,null,2018,null,23670,null,2485,null,33732,null,2706,null,50610,null,2814,null,34594,null,2589,null,36014,null,2181,null,12907,null,1690,null,10730,null,1311,null,0400000US10,Delaware,10
102308,null,3099,null,5295,null,1257,null,1416,null,544,null,4809,null,1240,null,4928,null,972,null,9450,null,1408,null,14832,null,1440,null,13018,null,2011,null,19722,null,1932,null,10795,null,1318,null,18043,null,1740,null,0400000US11,District of Columbia,11
5723889,null,17488,null,332745,null,9569,null,305303,null,7812,null,644869,null,13735,null,661416,null,13558,null,886019,null,13324,null,1126345,null,14788,null,687321,null,13115,null,639592,null,13359,null,207597,null,8179,null,232682,null,7376,null,0400000US12,Florida,12
2229166,null,11678,null,123754,null,5441,null,104423,null,5278,null,211915,null,7198,null,219612,null,8133,null,327689,null,9907,null,444850,null,11305,null,293206,null,6223,null,291691,null,7355,null,105878,null,4104,null,106148,null,5403,null,0400000US13,Georgia,13
146530,null,3170,null,8696,null,1598,null,5144,null,923,null,9978,null,1290,null,10687,null,1730,null,17131,null,2053,null,31274,null,2359,null,22049,null,2447,null,24881,null,2504,null,8390,null,1346,null,8300,null,1249,null,0400000US15,Hawaii,15
527956,null,3904,null,29162,null,2299,null,30063,null,2361,null,62688,null,3634,null,68370,null,4123,null,89233,null,3879,null,110677,null,4634,null,63951,null,3194,null,46724,null,3233,null,13559,null,1849,null,13529,null,1810,null,0400000US16,Idaho,16
3581671,null,13029,null,182920,null,6633,null,161889,null,5339,null,341178,null,7369,null,336850,null,8200,null,486182,null,10037,null,719659,null,10497,null,493628,null,9449,null,495577,null,7407,null,177178,null,6196,null,186610,null,5896,null,0400000US17,Illinois,17
2147128,null,9013,null,129403,null,4466,null,115045,null,5149,null,231151,null,7143,null,254730,null,7038,null,346197,null,7480,null,464477,null,9432,null,282687,null,6640,null,217248,null,6487,null,57308,null,3194,null,48882,null,2863,null,0400000US18,Indiana,18
1147470,null,5766,null,70954,null,3700,null,66073,null,3650,null,137737,null,5337,null,138625,null,4851,null,180282,null,5554,null,247685,null,5842,null,146797,null,4721,null,107681,null,4119,null,26861,null,1953,null,24775,null,1622,null,0400000US19,Iowa,19
958308,null,5719,null,56649,null,3209,null,48338,null,3042,null,113263,null,4556,null,111948,null,5064,null,154444,null,5216,null,189512,null,6019,null,120728,null,5028,null,102333,null,4282,null,32132,null,2252,null,28961,null,2206,null,0400000US20,Kansas,20
1492505,null,9799,null,151375,null,5801,null,106694,null,5532,null,196653,null,6706,null,177413,null,5980,null,232799,null,6409,null,269473,null,7755,null,168779,null,5207,null,126975,null,4977,null,33323,null,1858,null,29021,null,2308,null,0400000US21,Kentucky,21
1076315,null,7835,null,79538,null,4140,null,66851,null,3891,null,118742,null,5524,null,119204,null,4451,null,159437,null,5452,null,199203,null,6609,null,137018,null,4563,null,125747,null,4780,null,37778,null,2779,null,32797,null,2232,null,0400000US22,Louisiana,22
526313,null,5092,null,38353,null,2366,null,32044,null,2308,null,65745,null,3136,null,61462,null,3235,null,83179,null,3202,null,110591,null,3353,null,61738,null,2653,null,48837,null,3318,null,12021,null,1478,null,12343,null,1422,null,0400000US23,Maine,23
1337741,null,7680,null,51421,null,3201,null,42045,null,3001,null,91593,null,4753,null,96969,null,4647,null,145228,null,5372,null,238471,null,7607,null,194701,null,5759,null,251328,null,6417,null,112786,null,3754,null,113199,null,4305,null,0400000US24,Maryland,24
2100531,null,10407,null,122545,null,5955,null,99112,null,5138,null,171884,null,5678,null,166688,null,6624,null,242238,null,7894,null,367780,null,9838,null,299635,null,8558,null,353521,null,7119,null,136391,null,5119,null,140737,null,4738,null,0400000US25,Massachusetts,25
3157714,null,10738,null,197100,null,6059,null,165848,null,5749,null,342562,null,7196,null,356670,null,8495,null,480448,null,9591,null,634459,null,11091,null,397285,null,8911,null,380711,null,6352,null,109408,null,4169,null,93223,null,3817,null,0400000US26,Michigan,26
1873777,null,7132,null,94409,null,4791,null,84887,null,3223,null,169302,null,5869,null,180204,null,4962,null,278943,null,6747,null,392625,null,8015,null,269952,null,6098,null,250164,null,5435,null,80312,null,2955,null,72979,null,3326,null,0400000US27,Minnesota,27
682086,null,6157,null,50496,null,3009,null,46259,null,3126,null,82530,null,4362,null,82397,null,4523,null,105635,null,5712,null,132782,null,5746,null,79337,null,4297,null,64191,null,3218,null,19871,null,2183,null,18588,null,1989,null,0400000US28,Mississippi,28
1976512,null,10169,null,134351,null,5585,null,120086,null,5194,null,232223,null,6515,null,230560,null,6535,null,314726,null,7729,null,403709,null,8455,null,236389,null,6602,null,194227,null,6515,null,58833,null,3699,null,51408,null,2890,null,0400000US29,Missouri,29
343913,null,3227,null,26108,null,2483,null,21035,null,2235,null,46169,null,3041,null,40080,null,2765,null,59077,null,3245,null,68791,null,3222,null,39723,null,2877,null,27771,null,1964,null,8242,null,1320,null,6917,null,1153,null,0400000US30,Montana,30
639464,null,4304,null,37952,null,2586,null,37412,null,2488,null,74545,null,3662,null,75375,null,3698,null,104688,null,3641,null,135063,null,4256,null,81272,null,3079,null,61999,null,3146,null,16152,null,1499,null,15006,null,1450,null,0400000US31,Nebraska,31
739674,null,6866,null,31732,null,3193,null,28391,null,2582,null,68752,null,3700,null,69483,null,4162,null,115291,null,5809,null,160108,null,5754,null,102969,null,4540,null,98635,null,4640,null,32869,null,2397,null,31444,null,2761,null,0400000US32,Nevada,32
482079,null,3935,null,20169,null,2216,null,18917,null,2004,null,39765,null,3183,null,44144,null,3370,null,64199,null,3269,null,99048,null,4063,null,72871,null,3035,null,76418,null,3813,null,26230,null,2244,null,20318,null,1897,null,0400000US33,New Hampshire,33
2300784,null,9435,null,95379,null,4914,null,86483,null,4198,null,170326,null,5654,null,171679,null,6592,null,251111,null,7820,null,406269,null,8278,null,325602,null,7570,null,414787,null,8684,null,182888,null,5750,null,196260,null,5397,null,0400000US34,New Jersey,34
541940,null,5244,null,46398,null,3110,null,37730,null,3660,null,69433,null,3636,null,65410,null,3809,null,82619,null,5430,null,99173,null,4050,null,58093,null,2896,null,52850,null,2998,null,16263,null,1761,null,13971,null,1758,null,0400000US35,New Mexico,35
5044679,null,15126,null,311211,null,9262,null,256517,null,7846,null,477931,null,10163,null,443688,null,9766,null,633583,null,14395,null,923679,null,14016,null,634726,null,10201,null,723829,null,13313,null,295393,null,7837,null,344122,null,7401,null,0400000US36,New York,36
2580827,null,12694,null,169852,null,6876,null,152449,null,6642,null,278835,null,8277,null,286519,null,7097,null,389956,null,10415,null,516417,null,10693,null,316564,null,8208,null,283139,null,8298,null,92490,null,4109,null,94606,null,4494,null,0400000US37,North Carolina,37
253365,null,2736,null,19397,null,2092,null,14153,null,1643,null,35986,null,2222,null,28472,null,2095,null,39818,null,2465,null,53372,null,2835,null,30255,null,1880,null,21714,null,1701,null,5060,null,795,null,5138,null,884,null,0400000US38,North Dakota,38
3840245,null,12810,null,252109,null,7417,null,222329,null,7352,null,424271,null,8890,null,432664,null,9141,null,598721,null,9956,null,791090,null,10610,null,483061,null,9525,null,413204,null,8983,null,122014,null,5110,null,100782,null,4344,null,0400000US39,Ohio,39
1097500,null,6858,null,85293,null,4039,null,72388,null,3772,null,141479,null,5154,null,129909,null,5082,null,177001,null,5230,null,210453,null,5593,null,123859,null,4755,null,102817,null,4194,null,26497,null,2178,null,27804,null,2136,null,0400000US40,Oklahoma,40
1316320,null,8579,null,86023,null,4575,null,71631,null,4607,null,154883,null,6096,null,146965,null,6141,null,203233,null,6313,null,267532,null,7975,null,166278,null,5741,null,141039,null,5438,null,40834,null,2480,null,37902,null,2425,null,0400000US41,Oregon,41
