C19001A_001E,C19001A_001EA,C19001A_001M,C19001A_001MA,C19001A_002E,C19001A_002EA,C19001A_002M,C19001A_002MA,C19001A_003E,C19001A_003EA,C19001A_003M,C19001A_003MA,C19001A_004E,C19001A_004EA,C19001A_004M,C19001A_004MA,C19001A_005E,C19001A_005EA,C19001A_005M,C19001A_005MA,C19001A_006E,C19001A_006EA,C19001A_006M,C19001A_006MA,C19001A_007E,C19001A_007EA,C19001A_007M,C19001A_007MA,C19001A_008E,C19001A_008EA,C19001A_008M,C19001A_008MA,C19001A_009E,C19001A_009EA,C19001A_009M,C19001A_009MA,C19001A_010E,C19001A_010EA,C19001A_010M,C19001A_010MA,C19001A_011E,C19001A_011EA,C19001A_011M,C19001A_011MA,GEO_ID,NAME,state
4198510,null,12306,null,250307,null,6174,null,237827,null,6914,null,478900,null,8010,null,459036,null,7915,null,622895,null,10995,null,843043,null,11921,null,527307,null,8596,null,488546,null,8193,null,144663,null,5494,null,145986,null,4837,null,0400000US42,Pennsylvania,42
348821,null,4404,null,23804,null,2498,null,21201,null,2142,null,31994,null,2660,null,33621,null,3157,null,42216,null,3028,null,62165,null,3313,null,51020,null,3030,null,49544,null,3007,null,18948,null,2087,null,14308,null,1803,null,0400000US44,Rhode Island,44
1194889,null,7428,null,76841,null,3848,null,61832,null,3992,null,126584,null,5744,null,133480,null,5015,null,186469,null,6489,null,242851,null,7077,null,160111,null,5787,null,128815,null,4338,null,39974,null,2505,null,37932,null,2884,null,0400000US45,South Carolina,45
286994,null,2970,null,19605,null,1871,null,15744,null,1854,null,35881,null,2296,null,38266,null,2726,null,50385,null,2574,null,60254,null,2567,null,32941,null,2249,null,22825,null,1837,null,5563,null,1053,null,5530,null,828,null,0400000US46,South Dakota,46
1949972,null,9615,null,156100,null,5722,null,123483,null,4771,null,239604,null,7217,null,233220,null,7614,null,315579,null,8567,null,382450,null,8272,null,209034,null,6065,null,175979,null,5224,null,56724,null,3693,null,57799,null,3098,null,0400000US47,Tennessee,47
6038660,null,19525,null,401767,null,8978,null,326112,null,8852,null,660783,null,12861,null,652546,null,12714,null,872029,null,13584,null,1107263,null,16123,null,728937,null,12192,null,747048,null,11547,null,261073,null,7718,null,281102,null,6584,null,0400000US48,Texas,48
771883,null,5504,null,32917,null,2289,null,30585,null,2839,null,66956,null,4323,null,80275,null,4069,null,122741,null,4537,null,177508,null,5766,null,110783,null,4825,null,100507,null,3764,null,26177,null,2421,null,23434,null,2022,null,0400000US49,Utah,49
244921,null,2357,null,13221,null,1403,null,13561,null,1464,null,28148,null,1903,null,26417,null,1888,null,40558,null,2494,null,50258,null,2478,null,31252,null,2106,null,27143,null,1876,null,7307,null,1225,null,7056,null,910,null,0400000US50,Vermont,50
2167957,null,9682,null,104111,null,5335,null,89909,null,4232,null,167757,null,5791,null,191274,null,7173,null,281729,null,8379,null,409332,null,10040,null,299644,null,9055,null,335818,null,7223,null,144300,null,6159,null,144083,null,5137,null,0400000US51,Virginia,51
2123848,null,8609,null,119223,null,4770,null,92019,null,4729,null,191244,null,5895,null,208127,null,6932,null,304945,null,8552,null,435070,null,10301,null,290102,null,7161,null,299160,null,7977,null,92079,null,4332,null,91879,null,3989,null,0400000US53,Washington,53
696589,null,6626,null,74313,null,4108,null,62979,null,3869,null,103958,null,4189,null,87549,null,4193,null,107472,null,4726,null,123827,null,4860,null,70046,null,3950,null,46021,null,2958,null,11435,null,1583,null,8989,null,1389,null,0400000US54,West Virginia,54
2027978,null,8207,null,105521,null,4496,null,107591,null,4294,null,211043,null,5988,null,222950,null,6625,null,310745,null,7469,null,443089,null,6897,null,284665,null,7317,null,229069,null,5605,null,59533,null,3249,null,53772,null,2608,null,0400000US55,Wisconsin,55
194273,null,2948,null,9689,null,1515,null,9843,null,1729,null,21475,null,1986,null,20636,null,2235,null,30261,null,2732,null,38391,null,2507,null,27515,null,2291,null,24049,null,1981,null,7202,null,1097,null,5212,null,931,null,0400000US56,Wyoming,56
909357,null,8262,null,288197,null,5805,null,112653,null,5270,null,153501,null,4530,null,109727,null,4447,null,102402,null,4678,null,77490,null,4126,null,32216,null,2791,null,19914,null,2148,null,6186,null,1099,null,7071,null,1203,null,0400000US72,Puerto Rico,72
