B16009_001E,B16009_001EA,B16009_001M,B16009_001MA,B16009_002E,B16009_002EA,B16009_002M,B16009_002MA,B16009_003E,B16009_003EA,B16009_003M,B16009_003MA,B16009_004E,B16009_004EA,B16009_004M,B16009_004MA,B16009_005E,B16009_005EA,B16009_005M,B16009_005MA,B16009_006E,B16009_006EA,B16009_006M,B16009_006MA,B16009_007E,B16009_007EA,B16009_007M,B16009_007MA,B16009_008E,B16009_008EA,B16009_008M,B16009_008MA,B16009_009E,B16009_009EA,B16009_009M,B16009_009MA,B16009_010E,B16009_010EA,B16009_010M,B16009_010MA,B16009_011E,B16009_011EA,B16009_011M,B16009_011MA,B16009_012E,B16009_012EA,B16009_012M,B16009_012MA,B16009_013E,B16009_013EA,B16009_013M,B16009_013MA,B16009_014E,B16009_014EA,B16009_014M,B16009_014MA,B16009_015E,B16009_015EA,B16009_015M,B16009_015MA,B16009_016E,B16009_016EA,B16009_016M,B16009_016MA,B16009_017E,B16009_017EA,B16009_017M,B16009_017MA,B16009_018E,B16009_018EA,B16009_018M,B16009_018MA,B16009_019E,B16009_019EA,B16009_019M,B16009_019MA,B16009_020E,B16009_020EA,B16009_020M,B16009_020MA,B16009_021E,B16009_021EA,B16009_021M,B16009_021MA,B16009_022E,B16009_022EA,B16009_022M,B16009_022MA,B16009_023E,B16009_023EA,B16009_023M,B16009_023MA,B16009_024E,B16009_024EA,B16009_024M,B16009_024MA,B16009_025E,B16009_025EA,B16009_025M,B16009_025MA,B16009_026E,B16009_026EA,B16009_026M,B16009_026MA,B16009_027E,B16009_027EA,B16009_027M,B16009_027MA,GEO_ID,NAME,state
4202610,null,4466,null,675852,null,21538,null,185103,null,9633,null,176162,null,9477,null,7992,null,1689,null,424,null,384,null,479,null,351,null,46,null,73,null,490749,null,15095,null,464418,null,13926,null,16553,null,2213,null,4673,null,1379,null,2406,null,802,null,2699,null,1674,null,3526758,null,21279,null,617732,null,10479,null,590453,null,10458,null,16762,null,2306,null,4374,null,1024,null,4523,null,1188,null,1620,null,1087,null,2909026,null,14800,null,2792090,null,15715,null,62062,null,4221,null,26480,null,2572,null,21519,null,1999,null,6875,null,1906,null,0400000US01,Alabama,01
617327,null,1116,null,52047,null,4531,null,12861,null,2010,null,9758,null,1594,null,396,null,293,null,262,null,201,null,756,null,621,null,1689,null,458,null,39186,null,3222,null,27768,null,2222,null,1830,null,832,null,2190,null,1281,null,2068,null,1140,null,5330,null,807,null,565280,null,4757,null,115625,null,2183,null,100498,null,2671,null,4581,null,1123,null,2592,null,1081,null,3366,null,932,null,4588,null,820,null,449655,null,3420,null,382157,null,4656,null,15706,null,1843,null,11261,null,1917,null,22080,null,1626,null,18451,null,1520,null,0400000US02,Alaska,02
5736139,null,3427,null,768709,null,26574,null,218362,null,10941,null,104460,null,7703,null,96693,null,7212,null,2506,null,1403,null,2872,null,1319,null,11831,null,2654,null,550347,null,18605,null,308756,null,12498,null,180174,null,10676,null,12012,null,2484,null,9477,null,2156,null,39928,null,4560,null,4967430,null,27349,null,933468,null,11824,null,676166,null,10116,null,220312,null,8882,null,13665,null,2468,null,9468,null,1576,null,13857,null,2211,null,4033962,null,18535,null,3013430,null,17425,null,768706,null,14658,null,97528,null,6197,null,68792,null,4705,null,85506,null,5720,null,0400000US04,Arizona,04
2559938,null,2556,null,436316,null,14344,null,122069,null,6414,null,108815,null,6118,null,11290,null,1889,null,748,null,498,null,1216,null,547,null,0,null,267,null,314247,null,9916,null,288464,null,8903,null,19678,null,3620,null,2858,null,1012,null,2928,null,1299,null,319,null,254,null,2123622,null,13949,null,373661,null,6112,null,344737,null,5805,null,21916,null,2579,null,1667,null,747,null,4993,null,1703,null,348,null,347,null,1749961,null,9897,null,1654950,null,9412,null,65263,null,3511,null,12778,null,2235,null,14648,null,1720,null,2322,null,880,null,0400000US05,Arkansas,05
33154501,null,7226,null,3943545,null,54803,null,1101826,null,25873,null,402415,null,18137,null,606556,null,17218,null,21212,null,4197,null,61215,null,5556,null,10428,null,3453,null,2841719,null,35850,null,1337500,null,26751,null,1094587,null,21405,null,111009,null,7890,null,267744,null,11276,null,30879,null,5344,null,29210956,null,55302,null,5507220,null,26098,null,3251437,null,25355,null,1733115,null,19274,null,157378,null,7049,null,328368,null,10748,null,36922,null,5218,null,23703736,null,35955,null,13956711,null,45501,null,6058561,null,35401,null,1121077,null,23727,null,2367251,null,22251,null,200136,null,11291,null,0400000US06,California,06
4410541,null,3351,null,504315,null,17019,null,126654,null,7615,null,77500,null,7043,null,41457,null,4718,null,2204,null,1042,null,2996,null,1231,null,2497,null,1336,null,377661,null,12870,null,264886,null,9376,null,90204,null,7564,null,9662,null,2061,null,8381,null,2023,null,4528,null,1495,null,3906226,null,17095,null,702521,null,7864,null,599870,null,8861,null,76188,null,5302,null,15259,null,3031,null,8920,null,1630,null,2284,null,953,null,3203705,null,12765,null,2727430,null,15842,null,320542,null,11525,null,80440,null,5912,null,58651,null,3328,null,16642,null,2892,null,0400000US08,Colorado,08
3178832,null,1948,null,242572,null,11120,null,63065,null,5599,null,41486,null,4239,null,17156,null,3020,null,2052,null,1002,null,1243,null,844,null,1128,null,1007,null,179507,null,7398,null,117141,null,6368,null,39971,null,3551,null,15684,null,2505,null,4389,null,1401,null,2322,null,1040,null,2936260,null,11100,null,535417,null,5925,null,452638,null,6307,null,45715,null,4755,null,25324,null,2738,null,9524,null,1386,null,2216,null,901,null,2400843,null,7382,null,1950011,null,10504,null,190557,null,5166,null,197268,null,8475,null,49418,null,3074,null,13589,null,2297,null,0400000US09,Connecticut,09
780218,null,1363,null,77534,null,6573,null,18960,null,3060,null,14515,null,2715,null,3710,null,1477,null,582,null,693,null,37,null,64,null,116,null,192,null,58574,null,4812,null,48592,null,4475,null,6742,null,1717,null,1929,null,738,null,1063,null,543,null,248,null,231,null,702684,null,6609,null,123018,null,3168,null,108966,null,3412,null,7632,null,1560,null,4071,null,1376,null,1525,null,620,null,824,null,600,null,579666,null,4810,null,516340,null,4862,null,26912,null,2799,null,19138,null,2450,null,10467,null,1633,null,6809,null,1789,null,0400000US10,Delaware,10
523301,null,399,null,85032,null,6972,null,18695,null,3048,null,17372,null,2697,null,1093,null,1093,null,168,null,209,null,62,null,118,null,0,null,300,null,66337,null,5262,null,57058,null,5064,null,3776,null,1273,null,2874,null,871,null,1429,null,792,null,1200,null,645,null,438269,null,7001,null,57728,null,3049,null,49316,null,3307,null,5924,null,1470,null,1580,null,941,null,679,null,491,null,229,null,229,null,380541,null,5297,null,322546,null,6253,null,29641,null,2900,null,16374,null,2601,null,5335,null,1056,null,6645,null,2075,null,0400000US11,District of Columbia,11
16721408,null,5496,null,1935099,null,34900,null,454305,null,16934,null,305222,null,14526,null,116775,null,8044,null,27073,null,5056,null,3605,null,1307,null,1630,null,965,null,1480794,null,22657,null,985469,null,20259,null,372192,null,12696,null,94264,null,8586,null,18644,null,3298,null,10225,null,2526,null,14786309,null,33951,null,2393547,null,16585,null,1801505,null,17082,null,455919,null,10566,null,101157,null,7883,null,23873,null,3298,null,11093,null,3252,null,12392762,null,22423,null,9236128,null,32064,null,2272358,null,19255,null,651595,null,17892,null,166320,null,8061,null,66361,null,5921,null,0400000US12,Florida,12
