B21001A_001E,B21001A_001EA,B21001A_001M,B21001A_001MA,B21001A_002E,B21001A_002EA,B21001A_002M,B21001A_002MA,B21001A_003E,B21001A_003EA,B21001A_003M,B21001A_003MA,B21001A_004E,B21001A_004EA,B21001A_004M,B21001A_004MA,B21001A_005E,B21001A_005EA,B21001A_005M,B21001A_005MA,B21001A_006E,B21001A_006EA,B21001A_006M,B21001A_006MA,B21001A_007E,B21001A_007EA,B21001A_007M,B21001A_007MA,B21001A_008E,B21001A_008EA,B21001A_008M,B21001A_008MA,B21001A_009E,B21001A_009EA,B21001A_009M,B21001A_009MA,B21001A_010E,B21001A_010EA,B21001A_010M,B21001A_010MA,B21001A_011E,B21001A_011EA,B21001A_011M,B21001A_011MA,B21001A_012E,B21001A_012EA,B21001A_012M,B21001A_012MA,B21001A_013E,B21001A_013EA,B21001A_013M,B21001A_013MA,B21001A_014E,B21001A_014EA,B21001A_014M,B21001A_014MA,B21001A_015E,B21001A_015EA,B21001A_015M,B21001A_015MA,B21001A_016E,B21001A_016EA,B21001A_016M,B21001A_016MA,B21001A_017E,B21001A_017EA,B21001A_017M,B21001A_017MA,B21001A_018E,B21001A_018EA,B21001A_018M,B21001A_018MA,B21001A_019E,B21001A_019EA,B21001A_019M,B21001A_019MA,B21001A_020E,B21001A_020EA,B21001A_020M,B21001A_020MA,B21001A_021E,B21001A_021EA,B21001A_021M,B21001A_021MA,B21001A_022E,B21001A_022EA,B21001A_022M,B21001A_022MA,B21001A_023E,B21001A_023EA,B21001A_023M,B21001A_023MA,B21001A_024E,B21001A_024EA,B21001A_024M,B21001A_024MA,B21001A_025E,B21001A_025EA,B21001A_025M,B21001A_025MA,B21001A_026E,B21001A_026EA,B21001A_026M,B21001A_026MA,B21001A_027E,B21001A_027EA,B21001A_027M,B21001A_027MA,B21001A_028E,B21001A_028EA,B21001A_028M,B21001A_028MA,B21001A_029E,B21001A_029EA,B21001A_029M,B21001A_029MA,B21001A_030E,B21001A_030EA,B21001A_030M,B21001A_030MA,B21001A_031E,B21001A_031EA,B21001A_031M,B21001A_031MA,B21001A_032E,B21001A_032EA,B21001A_032M,B21001A_032MA,B21001A_033E,B21001A_033EA,B21001A_033M,B21001A_033MA,GEO_ID,NAME,state
7447102,null,4889,null,3586065,null,3554,null,1040026,null,2236,null,50289,null,3900,null,989737,null,4578,null,1414737,null,2557,null,189075,null,6399,null,1225662,null,6869,null,556392,null,812,null,226707,null,5114,null,329685,null,5208,null,317835,null,660,null,152041,null,3835,null,165794,null,3847,null,257075,null,684,null,182005,null,3078,null,75070,null,3187,null,3861037,null,2719,null,1026414,null,1767,null,8278,null,1634,null,1018136,null,2318,null,1431841,null,2008,null,22445,null,2574,null,1409396,null,3222,null,587563,null,1007,null,5632,null,1174,null,581931,null,1707,null,378741,null,866,null,2584,null,753,null,376157,null,1178,null,436478,null,711,null,5961,null,1018,null,430517,null,1313,null,0400000US39,Ohio,39
2087296,null,4804,null,1006006,null,3431,null,301758,null,2121,null,21375,null,2791,null,280383,null,3472,null,369227,null,2271,null,55221,null,3225,null,314006,null,3887,null,159282,null,970,null,69594,null,2673,null,89688,null,2587,null,98567,null,415,null,51017,null,1883,null,47550,null,1897,null,77172,null,417,null,54227,null,1642,null,22945,null,1639,null,1081290,null,2563,null,293799,null,1789,null,3456,null,920,null,290343,null,1891,null,379799,null,1779,null,8122,null,1192,null,371677,null,2111,null,168815,null,637,null,2004,null,513,null,166811,null,776,null,114849,null,706,null,1468,null,548,null,113381,null,873,null,124028,null,384,null,1660,null,574,null,122368,null,644,null,0400000US40,Oklahoma,40
2528256,null,7004,null,1235789,null,5077,null,362169,null,3454,null,18877,null,2730,null,343292,null,4299,null,464826,null,2521,null,73019,null,3785,null,391807,null,5026,null,206613,null,1070,null,87884,null,3452,null,118729,null,3449,null,110644,null,813,null,61042,null,2478,null,49602,null,2474,null,91537,null,581,null,64570,null,2062,null,26967,null,2009,null,1292467,null,3402,null,348211,null,2401,null,4062,null,1090,null,344149,null,2596,null,470194,null,2272,null,10633,null,1765,null,459561,null,2937,null,215238,null,1053,null,3888,null,836,null,211350,null,1311,null,123110,null,774,null,2213,null,608,null,120897,null,943,null,135714,null,585,null,2657,null,735,null,133057,null,973,null,0400000US41,Oregon,41
8243379,null,7464,null,3954179,null,4509,null,1071624,null,3408,null,47100,null,3490,null,1024524,null,4814,null,1546820,null,2881,null,178030,null,5183,null,1368790,null,5815,null,628520,null,1180,null,247352,null,4962,null,381168,null,5045,null,368804,null,1167,null,183374,null,3888,null,185430,null,4072,null,338411,null,696,null,244957,null,3396,null,93454,null,3305,null,4289200,null,5081,null,1045865,null,2752,null,7014,null,1244,null,1038851,null,3146,null,1559251,null,2698,null,18751,null,2077,null,1540500,null,3292,null,663550,null,1404,null,7103,null,1218,null,656447,null,1750,null,439661,null,1049,null,3802,null,823,null,435859,null,1237,null,580873,null,1052,null,8892,null,1457,null,571981,null,1848,null,0400000US42,Pennsylvania,42
701039,null,3400,null,331962,null,1998,null,94281,null,1480,null,5295,null,1601,null,88986,null,2336,null,130680,null,1181,null,14807,null,1690,null,115873,null,2047,null,52021,null,468,null,20265,null,1541,null,31756,null,1594,null,28150,null,487,null,15793,null,1139,null,12357,null,1192,null,26830,null,330,null,18500,null,1188,null,8330,null,1145,null,369077,null,2349,null,93685,null,1546,null,213,null,171,null,93472,null,1532,null,136560,null,1127,null,1318,null,458,null,135242,null,1158,null,56562,null,757,null,452,null,313,null,56110,null,834,null,34273,null,497,null,366,null,239,null,33907,null,574,null,47997,null,369,null,997,null,444,null,47000,null,542,null,0400000US44,Rhode Island,44
2305736,null,3554,null,1112558,null,2892,null,312615,null,2341,null,18115,null,2482,null,294500,null,3396,null,419854,null,1889,null,64373,null,4184,null,355481,null,4671,null,187824,null,714,null,83582,null,3502,null,104242,null,3507,null,113303,null,912,null,62807,null,1898,null,50496,null,1931,null,78962,null,882,null,59687,null,1821,null,19275,null,1611,null,1193178,null,1924,null,306973,null,1661,null,3340,null,934,null,303633,null,1740,null,431269,null,1815,null,9295,null,1521,null,421974,null,2285,null,200731,null,663,null,2145,null,736,null,198586,null,1010,null,127748,null,882,null,1478,null,457,null,126270,null,976,null,126457,null,778,null,2561,null,564,null,123896,null,933,null,0400000US45,South Carolina,45
537464,null,1487,null,264190,null,1034,null,78029,null,1164,null,3978,null,981,null,74051,null,1364,null,97186,null,971,null,15292,null,1432,null,81894,null,1850,null,41888,null,379,null,17827,null,1364,null,24061,null,1346,null,24978,null,596,null,12553,null,1005,null,12425,null,1039,null,22109,null,526,null,14953,null,909,null,7156,null,793,null,273274,null,880,null,73552,null,825,null,1401,null,693,null,72151,null,1133,null,96659,null,707,null,1985,null,521,null,94674,null,901,null,40123,null,502,null,788,null,381,null,39335,null,625,null,26562,null,561,null,250,null,171,null,26312,null,574,null,36378,null,561,null,728,null,334,null,35650,null,661,null,0400000US46,South Dakota,46
3780761,null,5307,null,1821698,null,3532,null,527724,null,3002,null,26682,null,2852,null,501042,null,4016,null,704513,null,2142,null,101943,null,5118,null,602570,null,5307,null,295784,null,543,null,117497,null,4019,null,178287,null,4113,null,174395,null,612,null,81645,null,3190,null,92750,null,3408,null,119282,null,595,null,81791,null,2094,null,37491,null,2127,null,1959063,null,2984,null,521161,null,2344,null,4888,null,1276,null,516273,null,2619,null,720671,null,1671,null,14087,null,1925,null,706584,null,2707,null,313017,null,782,null,3161,null,696,null,309856,null,1009,null,202637,null,671,null,1684,null,603,null,200953,null,890,null,201577,null,512,null,2691,null,847,null,198886,null,919,null,0400000US47,Tennessee,47
12375057,null,32398,null,6076734,null,19541,null,2013469,null,13098,null,105615,null,6318,null,1907854,null,13879,null,2363433,null,11073,null,302015,null,8204,null,2061418,null,13926,null,857496,null,5165,null,324562,null,6787,null,532934,null,7936,null,480521,null,3179,null,232794,null,4561,null,247727,null,5069,null,361815,null,2418,null,251836,null,4023,null,109979,null,4297,null,6298323,null,17827,null,1905084,null,11151,null,20899,null,2609,null,1884185,null,11242,null,2363461,null,10184,null,41476,null,2871,null,2321985,null,10193,null,902259,null,3715,null,12365,null,1457,null,889894,null,4128,null,551708,null,3207,null,6443,null,1187,null,545265,null,3376,null,575811,null,3066,null,9579,null,1269,null,566232,null,3274,null,0400000US48,Texas,48
1662711,null,4886,null,827698,null,3139,null,347670,null,2327,null,12191,null,1957,null,335479,null,2868,null,281499,null,1718,null,29860,null,2503,null,251639,null,2898,null,98886,null,637,null,37454,null,2573,null,61432,null,2561,null,55339,null,317,null,27476,null,1467,null,27863,null,1477,null,44304,null,366,null,32428,null,1309,null,11876,null,1308,null,835013,null,2561,null,329176,null,1718,null,1009,null,461,null,328167,null,1809,null,280163,null,1724,null,4625,null,1031,null,275538,null,1960,null,102240,null,976,null,1332,null,468,null,100908,null,1081,null,61557,null,579,null,892,null,381,null,60665,null,667,null,61877,null,427,null,995,null,422,null,60882,null,656,null,0400000US49,Utah,49
473333,null,858,null,229889,null,673,null,63367,null,357,null,2748,null,633,null,60619,null,804,null,90917,null,407,null,12748,null,1482,null,78169,null,1486,null,39979,null,279,null,15382,null,1266,null,24597,null,1314,null,20280,null,100,null,9702,null,818,null,10578,null,807,null,15346,null,118,null,10851,null,550,null,4495,null,554,null,243444,null,591,null,61437,null,425,null,404,null,253,null,61033,null,509,null,94535,null,467,null,1385,null,502,null,93150,null,656,null,40104,null,161,null,544,null,267,null,39560,null,314,null,22539,null,200,null,361,null,215,null,22178,null,305,null,24829,null,140,null,369,null,193,null,24460,null,234,null,0400000US50,Vermont,50
4171075,null,8934,null,2002608,null,7022,null,571399,null,5198,null,44387,null,4054,null,527012,null,6314,null,794014,null,4148,null,155096,null,6203,null,638918,null,6325,null,326991,null,1280,null,138693,null,3811,null,188298,null,4096,null,182610,null,1353,null,96492,null,3404,null,86118,null,3542,null,127594,null,1184,null,94697,null,2627,null,32897,null,2782,null,2168467,null,4452,null,575027,null,3269,null,13426,null,2059,null,561601,null,3564,null,829794,null,2589,null,28822,null,2457,null,800972,null,3758,null,343001,null,1378,null,6179,null,1152,null,336822,null,1793,null,207115,null,1193,null,2946,null,607,null,204169,null,1290,null,213530,null,983,null,4633,null,999,null,208897,null,1345,null,0400000US51,Virginia,51
4038114,null,8509,null,1979198,null,5747,null,568746,null,3842,null,36211,null,3397,null,532535,null,5478,null,786202,null,3212,null,137247,null,5130,null,648955,null,5970,null,323564,null,1405,null,144498,null,3704,null,179066,null,3792,null,168527,null,755,null,98495,null,2798,null,70032,null,2709,null,132159,null,750,null,98034,null,2331,null,34125,null,2365,null,2058916,null,5027,null,557126,null,2898,null,6978,null,1391,null,550148,null,3020,null,789418,null,2713,null,17194,null,1899,null,772224,null,3239,null,331038,null,1156,null,7568,null,1246,null,323470,null,1369,null,181276,null,826,null,2422,null,638,null,178854,null,1086,null,200058,null,720,null,6216,null,1486,null,193842,null,1654,null,0400000US53,Washington,53
1351035,null,1862,null,649849,null,1264,null,179942,null,1419,null,10533,null,1648,null,169409,null,2143,null,244921,null,1256,null,34425,null,2808,null,210496,null,2938,null,110189,null,372,null,45424,null,2700,null,64765,null,2658,null,65478,null,501,null,29698,null,1683,null,35780,null,1660,null,49319,null,477,null,34019,null,1294,null,15300,null,1260,null,701186,null,1203,null,180307,null,1097,null,2061,null,675,null,178246,null,1376,null,250454,null,1054,null,3913,null,868,null,246541,null,1277,null,114485,null,271,null,1368,null,566,null,113117,null,641,null,75445,null,379,null,831,null,363,null,74614,null,586,null,80495,null,483,null,835,null,397,null,79660,null,603,null,0400000US54,West Virginia,54
3824387,null,4077,null,1876581,null,2544,null,538387,null,2083,null,20842,null,2218,null,517545,null,2804,null,748600,null,1565,null,91885,null,3522,null,656715,null,3924,null,291154,null,900,null,111897,null,3160,null,179257,null,3204,null,161838,null,414,null,81900,null,2193,null,79938,null,2276,null,136602,null,296,null,92598,null,2138,null,44004,null,2092,null,1947806,null,2303,null,514894,null,1726,null,4611,null,1017,null,510283,null,1945,null,736463,null,1445,null,12575,null,1577,null,723888,null,2118,null,291838,null,841,null,2838,null,569,null,289000,null,922,null,180122,null,661,null,1689,null,452,null,178433,null,801,null,224489,null,965,null,3773,null,836,null,220716,null,1296,null,0400000US55,Wisconsin,55
366706,null,2222,null,183810,null,1825,null,55219,null,1594,null,3839,null,919,null,51380,null,1630,null,70104,null,976,null,11568,null,1511,null,58536,null,1802,null,30699,null,312,null,12705,null,1102,null,17994,null,1080,null,16003,null,330,null,8473,null,784,null,7530,null,914,null,11785,null,169,null,8579,null,845,null,3206,null,825,null,182896,null,989,null,52109,null,1131,null,951,null,454,null,51158,null,1236,null,68148,null,899,null,1575,null,596,null,66573,null,1029,null,29633,null,402,null,577,null,289,null,29056,null,481,null,16119,null,267,null,204,null,197,null,15915,null,341,null,16887,null,283,null,421,null,281,null,16466,null,390,null,0400000US56,Wyoming,56
2233495,null,15338,null,1032952,null,9051,null,342792,null,5696,null,5128,null,1366,null,337664,null,5718,null,356440,null,5187,null,18684,null,2113,null,337756,null,5574,null,153119,null,2673,null,21314,null,2194,null,131805,null,3030,null,104360,null,2493,null,22875,null,1885,null,81485,null,2662,null,76241,null,1442,null,24108,null,1771,null,52133,null,1872,null,1200543,null,9614,null,356738,null,5282,null,472,null,304,null,356266,null,5184,null,416052,null,5090,null,1298,null,471,null,414754,null,5075,null,186796,null,2737,null,523,null,216,null,186273,null,2749,null,129512,null,2069,null,515,null,261,null,128997,null,2078,null,111445,null,1986,null,229,null,139,null,111216,null,1984,null,0400000US72,Puerto Rico,72
