B05009_001E,B05009_001EA,B05009_001M,B05009_001MA,B05009_002E,B05009_002EA,B05009_002M,B05009_002MA,B05009_003E,B05009_003EA,B05009_003M,B05009_003MA,B05009_004E,B05009_004EA,B05009_004M,B05009_004MA,B05009_005E,B05009_005EA,B05009_005M,B05009_005MA,B05009_006E,B05009_006EA,B05009_006M,B05009_006MA,B05009_007E,B05009_007EA,B05009_007M,B05009_007MA,B05009_008E,B05009_008EA,B05009_008M,B05009_008MA,B05009_009E,B05009_009EA,B05009_009M,B05009_009MA,B05009_010E,B05009_010EA,B05009_010M,B05009_010MA,B05009_011E,B05009_011EA,B05009_011M,B05009_011MA,B05009_012E,B05009_012EA,B05009_012M,B05009_012MA,B05009_013E,B05009_013EA,B05009_013M,B05009_013MA,B05009_014E,B05009_014EA,B05009_014M,B05009_014MA,B05009_015E,B05009_015EA,B05009_015M,B05009_015MA,B05009_016E,B05009_016EA,B05009_016M,B05009_016MA,B05009_017E,B05009_017EA,B05009_017M,B05009_017MA,B05009_018E,B05009_018EA,B05009_018M,B05009_018MA,B05009_019E,B05009_019EA,B05009_019M,B05009_019MA,B05009_020E,B05009_020EA,B05009_020M,B05009_020MA,B05009_021E,B05009_021EA,B05009_021M,B05009_021MA,B05009_022E,B05009_022EA,B05009_022M,B05009_022MA,B05009_023E,B05009_023EA,B05009_023M,B05009_023MA,B05009_024E,B05009_024EA,B05009_024M,B05009_024MA,B05009_025E,B05009_025EA,B05009_025M,B05009_025MA,B05009_026E,B05009_026EA,B05009_026M,B05009_026MA,B05009_027E,B05009_027EA,B05009_027M,B05009_027MA,B05009_028E,B05009_028EA,B05009_028M,B05009_028MA,B05009_029E,B05009_029EA,B05009_029M,B05009_029MA,B05009_030E,B05009_030EA,B05009_030M,B05009_030MA,B05009_031E,B05009_031EA,B05009_031M,B05009_031MA,B05009_032E,B05009_032EA,B05009_032M,B05009_032MA,B05009_033E,B05009_033EA,B05009_033M,B05009_033MA,B05009_034E,B05009_034EA,B05009_034M,B05009_034MA,B05009_035E,B05009_035EA,B05009_035M,B05009_035MA,B05009_036E,B05009_036EA,B05009_036M,B05009_036MA,B05009_037E,B05009_037EA,B05009_037M,B05009_037MA,GEO_ID,NAME,state
1040931,null,6526,null,348943,null,5680,null,211174,null,6790,null,209654,null,6804,null,1520,null,779,null,194128,null,6822,null,10317,null,1960,null,8967,null,1718,null,1350,null,749,null,6729,null,1720,null,6729,null,1720,null,0,null,267,null,137769,null,6287,null,137070,null,6355,null,699,null,679,null,131354,null,5941,null,6415,null,1563,null,5993,null,1458,null,422,null,599,null,691988,null,7155,null,429259,null,8930,null,418824,null,8511,null,10435,null,1987,null,402595,null,8016,null,16279,null,2511,null,7558,null,1345,null,8721,null,1923,null,10385,null,2427,null,9957,null,2331,null,428,null,363,null,262729,null,10654,null,260783,null,10403,null,1946,null,1059,null,256724,null,10180,null,6005,null,1815,null,4677,null,1512,null,1328,null,937,null,0400000US01,Alabama,01
169607,null,1952,null,59553,null,2072,null,41324,null,2894,null,40820,null,2918,null,504,null,422,null,35489,null,2811,null,1990,null,749,null,1956,null,743,null,34,null,58,null,3845,null,1268,null,3509,null,1155,null,336,null,408,null,18229,null,2755,null,18095,null,2709,null,134,null,172,null,17075,null,2628,null,1154,null,640,null,1057,null,576,null,97,null,160,null,110054,null,2204,null,77431,null,3203,null,75927,null,3094,null,1504,null,787,null,66736,null,3101,null,5048,null,1313,null,3970,null,1155,null,1078,null,668,null,5647,null,1254,null,5286,null,1223,null,361,null,226,null,32623,null,3049,null,32135,null,3061,null,488,null,336,null,30774,null,2990,null,1849,null,815,null,1418,null,708,null,431,null,347,null,0400000US02,Alaska,02
1564752,null,7211,null,560102,null,5477,null,371208,null,8948,null,360735,null,8823,null,10473,null,2207,null,232233,null,8203,null,96862,null,6091,null,87918,null,6006,null,8944,null,2177,null,42113,null,4438,null,41696,null,4396,null,417,null,281,null,188894,null,8894,null,186083,null,8884,null,2811,null,1232,null,147355,null,7777,null,41539,null,5025,null,38827,null,4795,null,2712,null,1233,null,1004650,null,7749,null,663246,null,11397,null,605430,null,11415,null,57816,null,5556,null,429807,null,11129,null,173191,null,8135,null,119634,null,7916,null,53557,null,5588,null,60248,null,5153,null,57411,null,4862,null,2837,null,823,null,341404,null,10728,null,320379,null,10987,null,21025,null,3808,null,258326,null,10069,null,83078,null,6624,null,63076,null,5529,null,20002,null,3748,null,0400000US04,Arizona,04
648598,null,4544,null,222978,null,3863,null,140403,null,5275,null,138439,null,5253,null,1964,null,716,null,122441,null,4860,null,12082,null,1987,null,10814,null,1800,null,1268,null,528,null,5880,null,1438,null,5685,null,1411,null,195,null,312,null,82575,null,4858,null,82287,null,4870,null,288,null,279,null,77112,null,4892,null,5463,null,1491,null,5302,null,1456,null,161,null,225,null,425620,null,5048,null,282186,null,6559,null,273070,null,6332,null,9116,null,1672,null,255154,null,5840,null,20431,null,3040,null,13848,null,2446,null,6583,null,1334,null,6601,null,1560,null,5681,null,1384,null,920,null,731,null,143434,null,6170,null,141191,null,6010,null,2243,null,1024,null,134867,null,5569,null,8567,null,1971,null,6356,null,1837,null,2211,null,1019,null,0400000US05,Arkansas,05
8807512,null,18790,null,2992956,null,13237,null,2090099,null,19680,null,2042797,null,18993,null,47302,null,5150,null,931318,null,16775,null,813386,null,14655,null,772155,null,13898,null,41231,null,4938,null,345395,null,14319,null,342337,null,14221,null,3058,null,944,null,902857,null,18191,null,884362,null,18183,null,18495,null,2717,null,563112,null,15485,null,339745,null,12802,null,324387,null,13117,null,15358,null,2432,null,5814556,null,17609,null,4016774,null,28928,null,3642240,null,26771,null,374534,null,12908,null,1755255,null,22237,null,1747612,null,25750,null,1393378,null,22222,null,354234,null,12432,null,513907,null,16862,null,498744,null,16973,null,15163,null,2089,null,1797782,null,28457,null,1684995,null,27362,null,112787,null,7259,null,1103328,null,24299,null,694454,null,18291,null,587124,null,16068,null,107330,null,7374,null,0400000US06,California,06
1127106,null,6096,null,399738,null,4597,null,297022,null,6872,null,290710,null,6934,null,6312,null,1509,null,221868,null,6121,null,47151,null,4156,null,43651,null,3984,null,3500,null,1269,null,28003,null,3877,null,27055,null,3854,null,948,null,635,null,102716,null,6690,null,101603,null,6654,null,1113,null,719,null,85243,null,5746,null,17473,null,3509,null,16716,null,3375,null,757,null,586,null,727368,null,6108,null,518592,null,10972,null,487270,null,11735,null,31322,null,3413,null,407837,null,11082,null,71372,null,5928,null,44484,null,4579,null,26888,null,3458,null,39383,null,4241,null,37111,null,4173,null,2272,null,1054,null,208776,null,9163,null,201097,null,9326,null,7679,null,2032,null,176779,null,8753,null,31997,null,4842,null,25221,null,4332,null,6776,null,1913,null,0400000US08,Colorado,08
780647,null,4334,null,244515,null,3771,null,176236,null,4813,null,172144,null,4817,null,4092,null,1191,null,128692,null,4920,null,28801,null,2712,null,26017,null,2843,null,2784,null,1059,null,18743,null,2531,null,18684,null,2542,null,59,null,101,null,68279,null,4434,null,67448,null,4376,null,831,null,436,null,56383,null,4110,null,11896,null,2719,null,11359,null,2567,null,537,null,390,null,536132,null,4646,null,383321,null,7176,null,363410,null,6987,null,19911,null,2991,null,303449,null,6064,null,48740,null,4183,null,33208,null,3627,null,15532,null,2730,null,31132,null,3756,null,29604,null,3610,null,1528,null,807,null,152811,null,6543,null,147072,null,6770,null,5739,null,1098,null,133430,null,6775,null,19381,null,2626,null,14770,null,2627,null,4611,null,987,null,0400000US09,Connecticut,09
189945,null,2669,null,67349,null,1731,null,42324,null,2548,null,41769,null,2560,null,555,null,420,null,33515,null,1996,null,6763,null,1652,null,6393,null,1646,null,370,null,370,null,2046,null,835,null,2046,null,835,null,0,null,261,null,25025,null,2623,null,24525,null,2629,null,500,null,460,null,21605,null,2387,null,3420,null,1362,null,3080,null,1336,null,340,null,390,null,122596,null,2458,null,83010,null,3468,null,78963,null,3342,null,4047,null,1079,null,70547,null,3344,null,9034,null,1850,null,5724,null,1560,null,3310,null,1033,null,3429,null,1128,null,3080,null,1076,null,349,null,277,null,39586,null,3429,null,38690,null,3419,null,896,null,479,null,36919,null,3494,null,2667,null,1031,null,1835,null,802,null,832,null,456,null,0400000US10,Delaware,10
103732,null,2229,null,40560,null,1334,null,20711,null,2475,null,20246,null,2412,null,465,null,372,null,12931,null,2063,null,5132,null,1952,null,4867,null,1943,null,265,null,271,null,2648,null,974,null,2523,null,943,null,125,null,208,null,19849,null,2424,null,19849,null,2424,null,0,null,300,null,18544,null,2357,null,1305,null,694,null,1305,null,694,null,0,null,300,null,63172,null,1908,null,20947,null,2480,null,19452,null,2361,null,1495,null,852,null,14099,null,2275,null,4010,null,1380,null,2974,null,1167,null,1036,null,612,null,2838,null,1100,null,2515,null,944,null,323,null,447,null,42225,null,2855,null,41562,null,2952,null,663,null,590,null,38792,null,2923,null,3433,null,1425,null,2770,null,1336,null,663,null,590,null,0400000US11,District of Columbia,11
3785381,null,12463,null,1281852,null,8373,null,821474,null,14580,null,807246,null,14866,null,14228,null,2312,null,523245,null,12508,null,183799,null,8839,null,173370,null,8656,null,10429,null,2202,null,114430,null,7178,null,112777,null,7092,null,1653,null,674,null,460378,null,15019,null,452370,null,15034,null,8008,null,2089,null,358161,null,14528,null,102217,null,7762,null,95611,null,7301,null,6606,null,2022,null,2503529,null,13542,null,1600631,null,21700,null,1466259,null,21665,null,134372,null,7958,null,1052054,null,18506,null,361952,null,12764,null,242493,null,11445,null,119459,null,7899,null,186625,null,10237,null,175845,null,9965,null,10780,null,1739,null,902898,null,19327,null,850168,null,18945,null,52730,null,5326,null,696149,null,17728,null,206749,null,11404,null,156697,null,9809,null,50052,null,5009,null,0400000US12,Florida,12
