B02011_001E,B02011_001EA,B02011_001M,B02011_001MA,GEO_ID,NAME,state
54391,null,3002,null,0400000US01,Alabama,01
41968,null,1388,null,0400000US02,Alaska,02
187295,null,3378,null,0400000US04,Arizona,04
40263,null,3329,null,0400000US05,Arkansas,05
4959693,null,11153,null,0400000US06,California,06
158733,null,2748,null,0400000US08,Colorado,08
132736,null,2508,null,0400000US09,Connecticut,09
29487,null,1400,null,0400000US10,Delaware,10
21926,null,707,null,0400000US11,District of Columbia,11
484507,null,5103,null,0400000US12,Florida,12
290517,null,4223,null,0400000US13,Georgia,13
718976,null,4672,null,0400000US15,Hawaii,15
25211,null,1828,null,0400000US16,Idaho,16
597014,null,3739,null,0400000US17,Illinois,17
98000,null,2458,null,0400000US18,Indiana,18
54172,null,1803,null,0400000US19,Iowa,19
70211,null,1802,null,0400000US20,Kansas,20
49355,null,2583,null,0400000US21,Kentucky,21
69005,null,2276,null,0400000US22,Louisiana,22
15293,null,809,null,0400000US23,Maine,23
311424,null,2867,null,0400000US24,Maryland,24
337249,null,2613,null,0400000US25,Massachusetts,25
269369,null,2474,null,0400000US26,Michigan,26
202053,null,2181,null,0400000US27,Minnesota,27
24462,null,2959,null,0400000US28,Mississippi,28
100182,null,2439,null,0400000US29,Missouri,29
8699,null,1443,null,0400000US30,Montana,30
33792,null,1369,null,0400000US31,Nebraska,31
183397,null,2239,null,0400000US32,Nevada,32
30116,null,1197,null,0400000US33,New Hampshire,33
687204,null,3079,null,0400000US34,New Jersey,34
32485,null,1398,null,0400000US35,New Mexico,35
1410103,null,6599,null,0400000US36,New York,36
190039,null,3556,null,0400000US37,North Carolina,37
9013,null,1759,null,0400000US38,North Dakota,38
207397,null,3020,null,0400000US39,Ohio,39
76055,null,2483,null,0400000US40,Oklahoma,40
170048,null,1499,null,0400000US41,Oregon,41
321754,null,3019,null,0400000US42,Pennsylvania,42
33309,null,1097,null,0400000US44,Rhode Island,44
63805,null,2548,null,0400000US45,South Carolina,45
8145,null,815,null,0400000US46,South Dakota,46
91606,null,2834,null,0400000US47,Tennessee,47
888364,null,5267,null,0400000US48,Texas,48
66783,null,1181,null,0400000US49,Utah,49
8676,null,657,null,0400000US50,Vermont,50
418069,null,3264,null,0400000US51,Virginia,51
517005,null,3618,null,0400000US53,Washington,53
12894,null,1369,null,0400000US54,West Virginia,54
124385,null,2425,null,0400000US55,Wisconsin,55
4140,null,1364,null,0400000US56,Wyoming,56
10848,null,2611,null,0400000US72,Puerto Rico,72
