C19001H_001E,C19001H_001EA,C19001H_001M,C19001H_001MA,C19001H_002E,C19001H_002EA,C19001H_002M,C19001H_002MA,C19001H_003E,C19001H_003EA,C19001H_003M,C19001H_003MA,C19001H_004E,C19001H_004EA,C19001H_004M,C19001H_004MA,C19001H_005E,C19001H_005EA,C19001H_005M,C19001H_005MA,C19001H_006E,C19001H_006EA,C19001H_006M,C19001H_006MA,C19001H_007E,C19001H_007EA,C19001H_007M,C19001H_007MA,C19001H_008E,C19001H_008EA,C19001H_008M,C19001H_008MA,C19001H_009E,C19001H_009EA,C19001H_009M,C19001H_009MA,C19001H_010E,C19001H_010EA,C19001H_010M,C19001H_010MA,C19001H_011E,C19001H_011EA,C19001H_011M,C19001H_011MA,GEO_ID,NAME,state
1285734,null,7159,null,91790,null,4239,null,84522,null,3985,null,157229,null,5165,null,147638,null,5478,null,193694,null,5338,null,246483,null,6721,null,158212,null,5953,null,132827,null,4950,null,38938,null,2474,null,34401,null,2100,null,0400000US01,Alabama,01
173902,null,2666,null,6122,null,1089,null,6322,null,1054,null,11373,null,1589,null,12642,null,1717,null,21285,null,2173,null,35538,null,2561,null,28825,null,2139,null,33177,null,2180,null,11177,null,1488,null,7441,null,1145,null,0400000US02,Alaska,02
1556528,null,8288,null,82959,null,4543,null,72696,null,4572,null,146955,null,5227,null,166835,null,7013,null,234681,null,7632,null,309728,null,8290,null,211074,null,7426,null,200433,null,6204,null,64284,null,3822,null,66883,null,3656,null,0400000US04,Arizona,04
871428,null,5904,null,78559,null,4707,null,64586,null,2947,null,114883,null,4488,null,109915,null,5012,null,140871,null,5385,null,162708,null,4957,null,88848,null,4463,null,72439,null,4096,null,19411,null,2037,null,19208,null,1871,null,0400000US05,Arkansas,05
6501897,null,18904,null,295357,null,9555,null,289957,null,8739,null,533525,null,10265,null,515789,null,10475,null,747386,null,11904,null,1128425,null,15821,null,865294,null,13309,null,1088684,null,15588,null,479886,null,9174,null,557594,null,9498,null,0400000US06,California,06
1438221,null,9161,null,79479,null,4676,null,59444,null,3367,null,117242,null,5062,null,128060,null,5447,null,203748,null,5936,null,288324,null,7096,null,201871,null,6104,null,213519,null,6264,null,75452,null,3794,null,71082,null,3597,null,0400000US08,Colorado,08
1028676,null,4999,null,38530,null,2988,null,34769,null,3030,null,77188,null,4278,null,74570,null,3796,null,121098,null,5500,null,185451,null,5768,null,151275,null,5261,null,181898,null,6524,null,69611,null,3176,null,94286,null,3974,null,0400000US09,Connecticut,09
239442,null,3003,null,12380,null,1487,null,8628,null,1330,null,21457,null,2022,null,22451,null,2374,null,32321,null,2749,null,49547,null,2774,null,33952,null,2528,null,35355,null,2178,null,12834,null,1697,null,10517,null,1283,null,0400000US10,Delaware,10
93972,null,2850,null,4384,null,1025,null,1318,null,521,null,3950,null,1116,null,4457,null,861,null,8173,null,1341,null,13450,null,1300,null,12203,null,1827,null,18192,null,1844,null,10087,null,1290,null,17758,null,1718,null,0400000US11,District of Columbia,11
4768927,null,17226,null,256791,null,8362,null,245111,null,7288,null,510256,null,11497,null,539465,null,11560,null,729807,null,12524,null,949097,null,14656,null,591998,null,12442,null,556269,null,11635,null,180578,null,6916,null,209555,null,7060,null,0400000US12,Florida,12
2143746,null,11246,null,118980,null,5502,null,101129,null,5365,null,197078,null,7095,null,205579,null,7298,null,312836,null,9740,null,429300,null,11272,null,285452,null,6157,null,285051,null,7199,null,103541,null,3959,null,104800,null,5334,null,0400000US13,Georgia,13
137970,null,2820,null,8281,null,1553,null,4375,null,840,null,9472,null,1269,null,10112,null,1682,null,15336,null,1839,null,29106,null,2335,null,21252,null,2357,null,23833,null,2357,null,8010,null,1328,null,8193,null,1213,null,0400000US15,Hawaii,15
499785,null,3643,null,26957,null,2319,null,28223,null,2278,null,57693,null,3329,null,63819,null,4003,null,83690,null,3801,null,106023,null,4508,null,61543,null,3143,null,46016,null,3227,null,12967,null,1780,null,12854,null,1674,null,0400000US16,Idaho,16
