B03002_001E,B03002_001EA,B03002_001M,B03002_001MA,B03002_002E,B03002_002EA,B03002_002M,B03002_002MA,B03002_003E,B03002_003EA,B03002_003M,B03002_003MA,B03002_004E,B03002_004EA,B03002_004M,B03002_004MA,B03002_005E,B03002_005EA,B03002_005M,B03002_005MA,B03002_006E,B03002_006EA,B03002_006M,B03002_006MA,B03002_007E,B03002_007EA,B03002_007M,B03002_007MA,B03002_008E,B03002_008EA,B03002_008M,B03002_008MA,B03002_009E,B03002_009EA,B03002_009M,B03002_009MA,B03002_010E,B03002_010EA,B03002_010M,B03002_010MA,B03002_011E,B03002_011EA,B03002_011M,B03002_011MA,B03002_012E,B03002_012EA,B03002_012M,B03002_012MA,B03002_013E,B03002_013EA,B03002_013M,B03002_013MA,B03002_014E,B03002_014EA,B03002_014M,B03002_014MA,B03002_015E,B03002_015EA,B03002_015M,B03002_015MA,B03002_016E,B03002_016EA,B03002_016M,B03002_016MA,B03002_017E,B03002_017EA,B03002_017M,B03002_017MA,B03002_018E,B03002_018EA,B03002_018M,B03002_018MA,B03002_019E,B03002_019EA,B03002_019M,B03002_019MA,B03002_020E,B03002_020EA,B03002_020M,B03002_020MA,B03002_021E,B03002_021EA,B03002_021M,B03002_021MA,GEO_ID,NAME,state
4627851,null,0,*****,4508436,null,1324,null,3176698,null,3091,null,1208620,null,5611,null,19399,null,1986,null,44265,null,3240,null,1391,null,1296,null,2443,null,938,null,55620,null,4553,null,1764,null,912,null,53856,null,4504,null,119415,null,1324,null,77409,null,4705,null,3498,null,1476,null,1291,null,768,null,296,null,263,null,127,null,202,null,32246,null,3876,null,4548,null,1408,null,3337,null,1193,null,1211,null,685,null,0400000US01,Alabama,01
683478,null,0,*****,645038,null,799,null,451084,null,559,null,24842,null,1960,null,89132,null,2867,null,32203,null,1875,null,4900,null,1181,null,687,null,571,null,42190,null,3794,null,292,null,221,null,41898,null,3766,null,38440,null,799,null,14150,null,2396,null,979,null,778,null,2926,null,1042,null,733,null,469,null,78,null,100,null,14844,null,2863,null,4730,null,1300,null,1214,null,672,null,3516,null,1171,null,0400000US02,Alaska,02
6338755,null,0,*****,4457036,null,1390,null,3728592,null,2905,null,215214,null,4628,null,262506,null,3304,null,147341,null,3155,null,6939,null,944,null,10284,null,2258,null,86160,null,6733,null,5408,null,1468,null,80752,null,6661,null,1881719,null,1390,null,1113398,null,21237,null,9777,null,2404,null,18590,null,3485,null,4073,null,1450,null,762,null,480,null,666904,null,20647,null,68215,null,6865,null,49010,null,5520,null,19205,null,4492,null,0400000US04,Arizona,04
2834797,null,0,*****,2688255,null,1151,null,2151732,null,1043,null,440906,null,4132,null,15824,null,2107,null,33840,null,2960,null,1868,null,398,null,2695,null,1007,null,41390,null,3397,null,971,null,719,null,40419,null,3275,null,146542,null,1151,null,75026,null,5625,null,1373,null,803,null,1601,null,1077,null,93,null,115,null,406,null,601,null,61161,null,5735,null,6882,null,2756,null,3316,null,1601,null,3566,null,2189,null,0400000US05,Arkansas,05
36553215,null,0,*****,23332327,null,0,*****,15523249,null,8158,null,2195397,null,10305,null,170044,null,6222,null,4448793,null,14285,null,118635,null,3861,null,120116,null,9284,null,756093,null,16830,null,49648,null,5203,null,706445,null,15615,null,13220888,null,0,*****,6503487,null,61997,null,67966,null,5891,null,96007,null,7226,null,62614,null,6079,null,7710,null,2436,null,5976811,null,65438,null,506293,null,18871,null,358305,null,15280,null,147988,null,10435,null,0400000US06,California,06
4861515,null,0,*****,3895631,null,0,*****,3459571,null,2474,null,181129,null,4046,null,32597,null,2670,null,128970,null,3528,null,3385,null,1081,null,9733,null,2298,null,80246,null,5888,null,2456,null,885,null,77790,null,5794,null,965884,null,0,*****,601488,null,15502,null,8088,null,2248,null,13575,null,3089,null,2729,null,1018,null,319,null,335,null,293074,null,14150,null,46611,null,5078,null,30495,null,4143,null,16116,null,2912,null,0400000US08,Colorado,08
3502309,null,0,*****,3098934,null,0,*****,2592457,null,3033,null,316412,null,4293,null,6475,null,1332,null,116903,null,1956,null,857,null,721,null,18328,null,3634,null,47502,null,4649,null,2601,null,1031,null,44901,null,4552,null,403375,null,0,*****,193944,null,8373,null,11989,null,2443,null,1736,null,683,null,1313,null,829,null,38,null,63,null,171051,null,8426,null,23304,null,3682,null,13448,null,2945,null,9856,null,2403,null,0400000US09,Connecticut,09
864764,null,0,*****,808611,null,0,*****,592385,null,1294,null,172484,null,2787,null,1542,null,449,null,24500,null,1023,null,532,null,461,null,2386,null,1356,null,14782,null,2793,null,322,null,321,null,14460,null,2720,null,56153,null,0,*****,32969,null,2641,null,3198,null,1091,null,681,null,560,null,872,null,767,null,0,null,261,null,16237,null,2217,null,2196,null,1276,null,718,null,677,null,1478,null,1084,null,0400000US10,Delaware,10
588292,null,0,*****,539276,null,0,*****,190282,null,600,null,318885,null,1248,null,936,null,473,null,18066,null,1198,null,0,null,300,null,2695,null,1067,null,8412,null,1595,null,526,null,426,null,7886,null,1554,null,49016,null,0,*****,20050,null,3138,null,2761,null,1048,null,236,null,311,null,0,null,300,null,0,null,300,null,24896,null,3166,null,1073,null,502,null,705,null,472,null,368,null,280,null,0400000US11,District of Columbia,11
18251243,null,0,*****,14493819,null,1943,null,11054036,null,6480,null,2710261,null,11864,null,42205,null,2894,null,400903,null,5467,null,9556,null,3029,null,62530,null,8231,null,214328,null,10344,null,13482,null,2528,null,200846,null,10042,null,3757424,null,1943,null,2867365,null,26497,null,90113,null,9323,null,11773,null,2774,null,8241,null,2132,null,466,null,381,null,677520,null,26277,null,101946,null,7906,null,66126,null,5497,null,35820,null,5437,null,0400000US12,Florida,12
