C24010I_001E,C24010I_001EA,C24010I_001M,C24010I_001MA,C24010I_002E,C24010I_002EA,C24010I_002M,C24010I_002MA,C24010I_003E,C24010I_003EA,C24010I_003M,C24010I_003MA,C24010I_004E,C24010I_004EA,C24010I_004M,C24010I_004MA,C24010I_005E,C24010I_005EA,C24010I_005M,C24010I_005MA,C24010I_006E,C24010I_006EA,C24010I_006M,C24010I_006MA,C24010I_007E,C24010I_007EA,C24010I_007M,C24010I_007MA,C24010I_008E,C24010I_008EA,C24010I_008M,C24010I_008MA,C24010I_009E,C24010I_009EA,C24010I_009M,C24010I_009MA,C24010I_010E,C24010I_010EA,C24010I_010M,C24010I_010MA,C24010I_011E,C24010I_011EA,C24010I_011M,C24010I_011MA,C24010I_012E,C24010I_012EA,C24010I_012M,C24010I_012MA,C24010I_013E,C24010I_013EA,C24010I_013M,C24010I_013MA,C24010I_014E,C24010I_014EA,C24010I_014M,C24010I_014MA,C24010I_015E,C24010I_015EA,C24010I_015M,C24010I_015MA,GEO_ID,NAME,state
52164,null,2199,null,36229,null,1717,null,4280,null,1017,null,5517,null,1274,null,1895,null,732,null,2450,null,648,null,13051,null,1761,null,9036,null,1235,null,15935,null,1417,null,3458,null,969,null,4212,null,1139,null,3670,null,941,null,196,null,202,null,340,null,239,null,4059,null,1016,null,0400000US01,Alabama,01
16646,null,1294,null,9595,null,1094,null,1170,null,441,null,1963,null,799,null,1422,null,718,null,10,null,19,null,1961,null,873,null,3069,null,859,null,7051,null,883,null,1848,null,619,null,2405,null,757,null,2530,null,802,null,0,null,237,null,54,null,89,null,214,null,251,null,0400000US02,Alaska,02
782684,null,8721,null,479357,null,6548,null,55510,null,3816,null,109063,null,6957,null,58049,null,4791,null,10763,null,2636,null,162304,null,7626,null,83668,null,5221,null,303327,null,6521,null,67087,null,4454,null,96574,null,6410,null,108637,null,5525,null,2175,null,820,null,3611,null,975,null,25243,null,3659,null,0400000US04,Arizona,04
59344,null,2704,null,40282,null,2469,null,3697,null,1058,null,6718,null,1354,null,2218,null,724,null,1238,null,491,null,13796,null,2080,null,12615,null,2228,null,19062,null,1908,null,2555,null,869,null,6147,null,1325,null,2926,null,795,null,206,null,162,null,262,null,231,null,6966,null,1089,null,0400000US05,Arkansas,05
5632060,null,22223,null,3354762,null,15360,null,440718,null,11715,null,678061,null,15367,null,508603,null,11510,null,162911,null,8756,null,773480,null,15601,null,790989,null,15546,null,2277298,null,15870,null,495314,null,11356,null,671996,null,13074,null,786604,null,15410,null,55679,null,4654,null,14732,null,2420,null,252973,null,9147,null,0400000US06,California,06
420243,null,6842,null,254416,null,4519,null,34822,null,3765,null,53595,null,5553,null,31397,null,3878,null,5710,null,1792,null,80117,null,5374,null,48775,null,3638,null,165827,null,4869,null,40257,null,3165,null,53666,null,4160,null,51968,null,3909,null,1560,null,758,null,3158,null,1073,null,15218,null,2310,null,0400000US08,Colorado,08
176939,null,4288,null,97692,null,3473,null,14489,null,1592,null,25288,null,2526,null,15513,null,2308,null,687,null,616,null,21161,null,3102,null,20554,null,2263,null,79247,null,3018,null,18579,null,2127,null,23736,null,2699,null,24456,null,2338,null,582,null,495,null,960,null,680,null,10934,null,1557,null,0400000US09,Connecticut,09
21748,null,1384,null,14066,null,1144,null,2062,null,743,null,3313,null,1099,null,1553,null,586,null,245,null,224,null,4128,null,926,null,2765,null,894,null,7682,null,937,null,1782,null,691,null,2354,null,735,null,2334,null,713,null,342,null,291,null,87,null,119,null,783,null,424,null,0400000US10,Delaware,10
28475,null,1976,null,16122,null,1154,null,4299,null,1458,null,3884,null,1255,null,2014,null,754,null,0,null,300,null,4059,null,1510,null,1866,null,1152,null,12353,null,1448,null,3601,null,992,null,5049,null,1468,null,2942,null,925,null,0,null,300,null,480,null,439,null,281,null,438,null,0400000US11,District of Columbia,11
1800583,null,12759,null,1042067,null,8622,null,200892,null,7047,null,176622,null,8868,null,182802,null,7473,null,29318,null,4105,null,289433,null,9844,null,163000,null,6416,null,758516,null,8202,null,204698,null,7364,null,192968,null,6565,null,291235,null,7670,null,9603,null,1902,null,7350,null,1676,null,52662,null,4270,null,0400000US12,Florida,12
