B06004H_001E,B06004H_001EA,B06004H_001M,B06004H_001MA,B06004H_002E,B06004H_002EA,B06004H_002M,B06004H_002MA,B06004H_003E,B06004H_003EA,B06004H_003M,B06004H_003MA,B06004H_004E,B06004H_004EA,B06004H_004M,B06004H_004MA,B06004H_005E,B06004H_005EA,B06004H_005M,B06004H_005MA,GEO_ID,NAME,state
3176698,null,3091,null,2189274,null,19133,null,934635,null,17536,null,20004,null,2105,null,32785,null,3355,null,0400000US01,Alabama,01
451084,null,559,null,126841,null,4213,null,299862,null,4915,null,8985,null,1395,null,15396,null,2860,null,0400000US02,Alaska,02
3728592,null,2905,null,1044682,null,16070,null,2482514,null,17691,null,34752,null,3119,null,166644,null,9207,null,0400000US04,Arizona,04
2151732,null,1043,null,1314547,null,12310,null,808064,null,11841,null,12928,null,1838,null,16193,null,2624,null,0400000US05,Arkansas,05
15523249,null,8158,null,8844002,null,35173,null,5189186,null,34028,null,140520,null,5881,null,1349541,null,21510,null,0400000US06,California,06
3459571,null,2474,null,1416439,null,15460,null,1898883,null,16968,null,39113,null,3131,null,105136,null,6850,null,0400000US08,Colorado,08
2592457,null,3033,null,1583410,null,12839,null,810872,null,11968,null,19833,null,2245,null,178342,null,8913,null,0400000US09,Connecticut,09
592385,null,1294,null,277958,null,7101,null,295495,null,7253,null,4244,null,922,null,14688,null,2103,null,0400000US10,Delaware,10
190282,null,600,null,30068,null,2308,null,137794,null,3339,null,3173,null,804,null,19247,null,2604,null,0400000US11,District of Columbia,11
11054036,null,6480,null,3549873,null,29637,null,6737528,null,32814,null,109889,null,5387,null,656746,null,18838,null,0400000US12,Florida,12
5565461,null,4154,null,3218310,null,19608,null,2162552,null,19785,null,47460,null,3461,null,137139,null,8038,null,0400000US13,Georgia,13
315502,null,706,null,66421,null,3721,null,223215,null,4199,null,6885,null,1498,null,18981,null,2501,null,0400000US15,Hawaii,15
1282040,null,1257,null,623815,null,10193,null,630864,null,10597,null,7533,null,1386,null,19828,null,2616,null,0400000US16,Idaho,16
8341761,null,3440,null,6086738,null,19911,null,1726482,null,18243,null,42427,null,3538,null,486114,null,15646,null,0400000US17,Illinois,17
5291210,null,3486,null,3801609,null,19271,null,1405700,null,18859,null,21256,null,2531,null,62645,null,4420,null,0400000US18,Indiana,18
2704497,null,2074,null,2050515,null,12432,null,616443,null,12676,null,10085,null,1361,null,27454,null,4007,null,0400000US19,Iowa,19
2238342,null,801,null,1405790,null,12047,null,795503,null,11539,null,14388,null,1999,null,22661,null,2717,null,0400000US20,Kansas,20
3732791,null,2535,null,2722964,null,17580,null,958956,null,17362,null,18773,null,2043,null,32098,null,3808,null,0400000US21,Kentucky,21
2671485,null,846,null,2091547,null,14018,null,535870,null,13280,null,12627,null,1867,null,31441,null,4229,null,0400000US22,Louisiana,22
1244734,null,3068,null,805848,null,9711,null,402578,null,8915,null,9389,null,1572,null,26919,null,3055,null,0400000US23,Maine,23
3252109,null,3753,null,1743588,null,16388,null,1348911,null,14760,null,30496,null,2920,null,129114,null,7298,null,0400000US24,Maryland,24
5101330,null,6021,null,3629384,null,21279,null,1078493,null,18923,null,32474,null,3257,null,360979,null,15026,null,0400000US25,Massachusetts,25
7801815,null,2711,null,6198639,null,20276,null,1277790,null,18515,null,37945,null,2954,null,287441,null,11550,null,0400000US26,Michigan,26
4451045,null,2021,null,3299299,null,15569,null,1060199,null,14469,null,17910,null,1864,null,73637,null,5547,null,0400000US27,Minnesota,27
1717014,null,839,null,1130150,null,10803,null,568014,null,10924,null,10144,null,1987,null,8706,null,1720,null,0400000US28,Mississippi,28
4832220,null,2156,null,3299168,null,20498,null,1441138,null,19183,null,23323,null,2544,null,68591,null,5551,null,0400000US29,Missouri,29
844672,null,313,null,447048,null,7544,null,381262,null,7408,null,5675,null,1345,null,10687,null,1316,null,0400000US30,Montana,30
1503006,null,1437,null,1057292,null,10142,null,419749,null,9811,null,8218,null,1248,null,17747,null,2909,null,0400000US31,Nebraska,31
1484173,null,907,null,329183,null,9301,null,1062219,null,10643,null,13498,null,1797,null,79273,null,6642,null,0400000US32,Nevada,32
