C01001F_001E,C01001F_001EA,C01001F_001M,C01001F_001MA,C01001F_002E,C01001F_002EA,C01001F_002M,C01001F_002MA,C01001F_003E,C01001F_003EA,C01001F_003M,C01001F_003MA,C01001F_004E,C01001F_004EA,C01001F_004M,C01001F_004MA,C01001F_005E,C01001F_005EA,C01001F_005M,C01001F_005MA,C01001F_006E,C01001F_006EA,C01001F_006M,C01001F_006MA,C01001F_007E,C01001F_007EA,C01001F_007M,C01001F_007MA,C01001F_008E,C01001F_008EA,C01001F_008M,C01001F_008MA,C01001F_009E,C01001F_009EA,C01001F_009M,C01001F_009MA,GEO_ID,NAME,state
34689,null,3695,null,19235,null,2504,null,5749,null,1403,null,13325,null,1901,null,161,null,274,null,15454,null,1952,null,6630,null,1368,null,8602,null,1156,null,222,null,185,null,0400000US01,Alabama,01
15531,null,2952,null,8658,null,1851,null,2031,null,843,null,6530,null,1380,null,97,null,130,null,6873,null,1471,null,2280,null,724,null,4469,null,1022,null,124,null,130,null,0400000US02,Alaska,02
677188,null,21346,null,353056,null,13001,null,123451,null,7264,null,217225,null,8074,null,12380,null,1492,null,324132,null,11077,null,115818,null,6312,null,194370,null,6453,null,13944,null,1751,null,0400000US04,Arizona,04
63856,null,5827,null,34793,null,3561,null,14249,null,2048,null,19835,null,2589,null,709,null,526,null,29063,null,2964,null,11970,null,1795,null,16520,null,1786,null,573,null,330,null,0400000US05,Arkansas,05
6096927,null,64388,null,3150747,null,36340,null,1028316,null,20217,null,2007896,null,23067,null,114535,null,4132,null,2946180,null,35848,null,979564,null,17622,null,1813991,null,23350,null,152625,null,4720,null,0400000US06,California,06
302807,null,14246,null,159275,null,8302,null,50221,null,4034,null,102740,null,6147,null,6314,null,1012,null,143532,null,7449,null,46502,null,4005,null,89480,null,4647,null,7550,null,1175,null,0400000US08,Colorado,08
189379,null,9599,null,95433,null,5463,null,27503,null,2551,null,64770,null,4588,null,3160,null,882,null,93946,null,5817,null,27979,null,2691,null,61941,null,4055,null,4026,null,832,null,0400000US09,Connecticut,09
18623,null,2783,null,10101,null,1835,null,3519,null,1289,null,6396,null,923,null,186,null,189,null,8522,null,1560,null,3951,null,1110,null,4183,null,836,null,388,null,362,null,0400000US10,Delaware,10
27591,null,3508,null,14681,null,2150,null,3226,null,896,null,10923,null,1719,null,532,null,316,null,12910,null,2090,null,3632,null,989,null,8472,null,1397,null,806,null,294,null,0400000US11,District of Columbia,11
740050,null,25344,null,394839,null,15391,null,115887,null,7705,null,265449,null,10313,null,13503,null,1866,null,345211,null,13250,null,106424,null,6889,null,220499,null,8247,null,18288,null,2264,null,0400000US12,Florida,12
359719,null,15508,null,210797,null,9743,null,70195,null,4606,null,139375,null,7688,null,1227,null,555,null,148922,null,8326,null,61052,null,4737,null,84197,null,5014,null,3673,null,1114,null,0400000US13,Georgia,13
17034,null,2711,null,10772,null,1801,null,1974,null,745,null,8383,null,1404,null,415,null,296,null,6262,null,1421,null,1138,null,623,null,4845,null,1066,null,279,null,227,null,0400000US15,Hawaii,15
33071,null,4120,null,18100,null,2346,null,6241,null,1374,null,11347,null,1488,null,512,null,331,null,14971,null,2326,null,5776,null,1459,null,8670,null,1284,null,525,null,399,null,0400000US16,Idaho,16
1132783,null,20341,null,598037,null,12744,null,197206,null,6369,null,382153,null,8671,null,18678,null,1714,null,534746,null,9878,null,188109,null,5792,null,324802,null,6446,null,21835,null,1764,null,0400000US17,Illinois,17
152795,null,7457,null,84239,null,4843,null,29504,null,2720,null,52762,null,3152,null,1973,null,478,null,68556,null,3777,null,24965,null,2359,null,41013,null,2610,null,2578,null,654,null,0400000US18,Indiana,18
52435,null,5537,null,27875,null,2993,null,8516,null,1328,null,19224,null,2122,null,135,null,121,null,24560,null,3117,null,9576,null,1908,null,14108,null,1668,null,876,null,512,null,0400000US19,Iowa,19
84581,null,6739,null,44111,null,3931,null,14010,null,1775,null,28826,null,2887,null,1275,null,356,null,40470,null,3544,null,14793,null,1958,null,23827,null,2082,null,1850,null,548,null,0400000US20,Kansas,20
34108,null,3567,null,19323,null,2063,null,5613,null,1408,null,13495,null,1615,null,215,null,251,null,14785,null,2449,null,6109,null,1640,null,8451,null,1561,null,225,null,210,null,0400000US21,Kentucky,21
40811,null,4754,null,23876,null,3062,null,4812,null,1222,null,17636,null,2467,null,1428,null,739,null,16935,null,2661,null,4615,null,1414,null,11638,null,1950,null,682,null,361,null,0400000US22,Louisiana,22
3838,null,1365,null,2195,null,880,null,607,null,370,null,1554,null,655,null,34,null,56,null,1643,null,662,null,237,null,186,null,1372,null,581,null,34,null,55,null,0400000US23,Maine,23
182967,null,10027,null,98721,null,4873,null,30952,null,2320,null,65378,null,3698,null,2391,null,719,null,84246,null,5969,null,28404,null,3037,null,52165,null,3968,null,3677,null,970,null,0400000US24,Maryland,24
290054,null,13916,null,142846,null,7705,null,43676,null,3643,null,94496,null,5616,null,4674,null,767,null,147208,null,8033,null,44697,null,3930,null,95552,null,5374,null,6959,null,1080,null,0400000US25,Massachusetts,25
167762,null,9852,null,89006,null,5668,null,27930,null,2805,null,58283,null,4073,null,2793,null,704,null,78756,null,5082,null,27108,null,2599,null,48244,null,3444,null,3404,null,680,null,0400000US26,Michigan,26
71518,null,6700,null,39934,null,4104,null,13777,null,2046,null,25212,null,2658,null,945,null,508,null,31584,null,3637,null,11519,null,1918,null,19226,null,2340,null,839,null,433,null,0400000US27,Minnesota,27
19149,null,2835,null,11985,null,2145,null,3748,null,1333,null,7975,null,1842,null,262,null,216,null,7164,null,1657,null,1780,null,874,null,5086,null,1147,null,298,null,234,null,0400000US28,Mississippi,28
61151,null,5017,null,33488,null,3399,null,10178,null,1698,null,22111,null,2513,null,1199,null,565,null,27663,null,2733,null,9406,null,1521,null,16726,null,1916,null,1531,null,389,null,0400000US29,Missouri,29
5517,null,1644,null,3136,null,784,null,647,null,471,null,2437,null,676,null,52,null,89,null,2381,null,1009,null,687,null,499,null,1620,null,762,null,74,null,112,null,0400000US30,Montana,30
46045,null,4205,null,25685,null,2871,null,8437,null,1578,null,16648,null,1874,null,600,null,341,null,20360,null,1965,null,7874,null,1337,null,12053,null,1261,null,433,null,272,null,0400000US31,Nebraska,31
200328,null,12865,null,107640,null,7016,null,36551,null,3680,null,67971,null,4490,null,3118,null,867,null,92688,null,7378,null,35782,null,4233,null,52091,null,3731,null,4815,null,1213,null,0400000US32,Nevada,32
10142,null,2586,null,4683,null,1426,null,1557,null,810,null,3042,null,995,null,84,null,63,null,5459,null,1671,null,1614,null,870,null,3845,null,1223,null,0,null,253,null,0400000US33,New Hampshire,33
652830,null,18450,null,338265,null,10746,null,97384,null,5319,null,229174,null,7939,null,11707,null,1720,null,314565,null,9966,null,94781,null,5010,null,201835,null,6856,null,17949,null,2116,null,0400000US34,New Jersey,34
306480,null,10794,null,151727,null,6562,null,44076,null,3533,null,96136,null,4257,null,11515,null,1259,null,154753,null,6030,null,44848,null,3169,null,96355,null,3985,null,13550,null,1268,null,0400000US35,New Mexico,35
1778293,null,30564,null,869480,null,17037,null,260394,null,6933,null,568723,null,13842,null,40363,null,2698,null,908813,null,17288,null,256284,null,7249,null,587425,null,11929,null,65104,null,2938,null,0400000US36,New York,36
381740,null,15305,null,221287,null,9753,null,68338,null,5487,null,150649,null,6344,null,2300,null,1101,null,160453,null,8150,null,67506,null,4321,null,91060,null,4926,null,1887,null,636,null,0400000US37,North Carolina,37
2788,null,1024,null,1232,null,541,null,261,null,276,null,971,null,433,null,0,null,203,null,1556,null,782,null,438,null,294,null,1067,null,640,null,51,null,83,null,0400000US38,North Dakota,38
103010,null,6744,null,54599,null,4566,null,20676,null,2490,null,32116,null,3172,null,1807,null,581,null,48411,null,3851,null,15334,null,1980,null,30905,null,2618,null,2172,null,649,null,0400000US39,Ohio,39
104040,null,7908,null,56888,null,4543,null,19911,null,2430,null,36341,null,2962,null,636,null,321,null,47152,null,4339,null,17078,null,2345,null,28601,null,2658,null,1473,null,550,null,0400000US40,Oklahoma,40
131493,null,10733,null,74259,null,6724,null,25226,null,3464,null,47781,null,4637,null,1252,null,656,null,57234,null,5491,null,20771,null,2784,null,35025,null,3550,null,1438,null,554,null,0400000US41,Oregon,41
252574,null,11178,null,129152,null,5949,null,48327,null,3435,null,76934,null,4091,null,3891,null,1162,null,123422,null,6915,null,45333,null,3580,null,74279,null,4174,null,3810,null,813,null,0400000US42,Pennsylvania,42
