B15004_001E,B15004_001EA,B15004_001M,B15004_001MA,B15004_002E,B15004_002EA,B15004_002M,B15004_002MA,B15004_003E,B15004_003EA,B15004_003M,B15004_003MA,B15004_004E,B15004_004EA,B15004_004M,B15004_004MA,B15004_005E,B15004_005EA,B15004_005M,B15004_005MA,B15004_006E,B15004_006EA,B15004_006M,B15004_006MA,B15004_007E,B15004_007EA,B15004_007M,B15004_007MA,B15004_008E,B15004_008EA,B15004_008M,B15004_008MA,B15004_009E,B15004_009EA,B15004_009M,B15004_009MA,B15004_010E,B15004_010EA,B15004_010M,B15004_010MA,B15004_011E,B15004_011EA,B15004_011M,B15004_011MA,B15004_012E,B15004_012EA,B15004_012M,B15004_012MA,B15004_013E,B15004_013EA,B15004_013M,B15004_013MA,B15004_014E,B15004_014EA,B15004_014M,B15004_014MA,B15004_015E,B15004_015EA,B15004_015M,B15004_015MA,B15004_016E,B15004_016EA,B15004_016M,B15004_016MA,B15004_017E,B15004_017EA,B15004_017M,B15004_017MA,B15004_018E,B15004_018EA,B15004_018M,B15004_018MA,B15004_019E,B15004_019EA,B15004_019M,B15004_019MA,B15004_020E,B15004_020EA,B15004_020M,B15004_020MA,B15004_021E,B15004_021EA,B15004_021M,B15004_021MA,B15004_022E,B15004_022EA,B15004_022M,B15004_022MA,B15004_023E,B15004_023EA,B15004_023M,B15004_023MA,B15004_024E,B15004_024EA,B15004_024M,B15004_024MA,B15004_025E,B15004_025EA,B15004_025M,B15004_025MA,B15004_026E,B15004_026EA,B15004_026M,B15004_026MA,B15004_027E,B15004_027EA,B15004_027M,B15004_027MA,B15004_028E,B15004_028EA,B15004_028M,B15004_028MA,B15004_029E,B15004_029EA,B15004_029M,B15004_029MA,B15004_030E,B15004_030EA,B15004_030M,B15004_030MA,B15004_031E,B15004_031EA,B15004_031M,B15004_031MA,B15004_032E,B15004_032EA,B15004_032M,B15004_032MA,B15004_033E,B15004_033EA,B15004_033M,B15004_033MA,B15004_034E,B15004_034EA,B15004_034M,B15004_034MA,B15004_035E,B15004_035EA,B15004_035M,B15004_035MA,B15004_036E,B15004_036EA,B15004_036M,B15004_036MA,B15004_037E,B15004_037EA,B15004_037M,B15004_037MA,B15004_038E,B15004_038EA,B15004_038M,B15004_038MA,B15004_039E,B15004_039EA,B15004_039M,B15004_039MA,GEO_ID,NAME,state
2986734,null,4741,null,382603,null,13288,null,152081,null,6837,null,134667,null,7058,null,73492,null,4324,null,16160,null,2420,null,6203,null,1335,null,2604131,null,13384,null,414039,null,11987,null,825909,null,13243,null,738739,null,11527,null,389710,null,9510,null,235734,null,8092,null,1398880,null,3997,null,138130,null,6637,null,56295,null,4190,null,49884,null,4508,null,22204,null,2744,null,6990,null,1581,null,2757,null,903,null,1260750,null,7811,null,214137,null,7963,null,402821,null,9527,null,338787,null,6896,null,190990,null,6367,null,114015,null,5621,null,1587854,null,3494,null,244473,null,9125,null,95786,null,4818,null,84783,null,5104,null,51288,null,3424,null,9170,null,1468,null,3446,null,879,null,1343381,null,8387,null,199902,null,7077,null,423088,null,8394,null,399952,null,9272,null,198720,null,6346,null,121719,null,4989,null,0400000US01,Alabama,01
415629,null,2614,null,28610,null,2246,null,6654,null,1149,null,13235,null,1518,null,6686,null,988,null,1481,null,533,null,554,null,323,null,387019,null,3160,null,32519,null,2901,null,111898,null,4963,null,135417,null,5242,null,65973,null,3266,null,41212,null,3391,null,212029,null,2341,null,14682,null,1681,null,3529,null,776,null,6492,null,1174,null,3537,null,764,null,754,null,358,null,370,null,232,null,197347,null,2791,null,17419,null,1967,null,59209,null,3677,null,68622,null,3540,null,30243,null,2225,null,21854,null,2081,null,203600,null,1550,null,13928,null,1364,null,3125,null,806,null,6743,null,1179,null,3149,null,720,null,727,null,403,null,184,null,197,null,189672,null,1986,null,15100,null,1674,null,52689,null,2728,null,66795,null,3028,null,35730,null,2478,null,19358,null,1957,null,0400000US02,Alaska,02
4020283,null,3355,null,423973,null,14504,null,160395,null,7218,null,128331,null,8993,null,95644,null,6019,null,27640,null,3119,null,11963,null,1892,null,3596310,null,14313,null,495145,null,10996,null,945266,null,17826,null,1166292,null,17193,null,625985,null,11668,null,363622,null,7241,null,1967031,null,2992,null,177073,null,8915,null,69052,null,4322,null,52403,null,5760,null,38397,null,3519,null,12199,null,2006,null,5022,null,1301,null,1789958,null,9262,null,267762,null,7799,null,459859,null,12101,null,552722,null,12343,null,319056,null,8255,null,190559,null,4918,null,2053252,null,2253,null,246900,null,8356,null,91343,null,5196,null,75928,null,5314,null,57247,null,4152,null,15441,null,2355,null,6941,null,1449,null,1806352,null,8051,null,227383,null,7271,null,485407,null,11151,null,613570,null,10517,null,306929,null,7214,null,173063,null,5147,null,0400000US04,Arizona,04
1819785,null,4818,null,245158,null,8607,null,95550,null,5316,null,84327,null,5081,null,50840,null,3970,null,8968,null,1688,null,5473,null,1155,null,1574627,null,9518,null,237981,null,7621,null,563246,null,10298,null,430192,null,9129,null,228666,null,7588,null,114542,null,4483,null,867134,null,3834,null,95338,null,4653,null,38944,null,3140,null,32253,null,3235,null,16437,null,2035,null,4547,null,1202,null,3157,null,941,null,771796,null,5488,null,124434,null,4804,null,277560,null,5924,null,200447,null,5491,null,111286,null,5367,null,58069,null,2768,null,952651,null,3734,null,149820,null,5874,null,56606,null,3580,null,52074,null,3544,null,34403,null,3475,null,4421,null,992,null,2316,null,765,null,802831,null,6702,null,113547,null,5159,null,285686,null,7217,null,229745,null,6161,null,117380,null,5097,null,56473,null,3394,null,0400000US05,Arkansas,05
22963104,null,7406,null,2208936,null,28445,null,890486,null,16909,null,596032,null,16114,null,455297,null,14038,null,191530,null,6839,null,75591,null,5152,null,20754168,null,29430,null,3586854,null,33907,null,4670229,null,37233,null,5908441,null,36773,null,4213775,null,34864,null,2374869,null,26127,null,11210310,null,6558,null,911059,null,18045,null,367376,null,10032,null,243316,null,10325,null,173286,null,8288,null,87868,null,4096,null,39213,null,3791,null,10299251,null,18254,null,1841406,null,20289,null,2327950,null,27386,null,2770137,null,25688,null,2083047,null,23786,null,1276711,null,15042,null,11752794,null,5168,null,1297877,null,16584,null,523110,null,10839,null,352716,null,10125,null,282011,null,8993,null,103662,null,5510,null,36378,null,3178,null,10454917,null,16705,null,1745448,null,20907,null,2342279,null,22280,null,3138304,null,21968,null,2130728,null,21336,null,1098158,null,16842,null,0400000US06,California,06
3152381,null,4267,null,279650,null,10994,null,82198,null,5558,null,85949,null,6257,null,69351,null,5975,null,30593,null,3133,null,11559,null,1896,null,2872731,null,11506,null,258877,null,8835,null,689492,null,14493,null,850111,null,15037,null,687051,null,12281,null,387200,null,9814,null,1561363,null,3773,null,116147,null,6129,null,36543,null,3738,null,35364,null,3197,null,25510,null,3020,null,12876,null,2183,null,5854,null,1207,null,1445216,null,6699,null,140115,null,6270,null,351173,null,9548,null,405361,null,10170,null,344618,null,9012,null,203949,null,5883,null,1591018,null,2788,null,163503,null,6800,null,45655,null,3179,null,50585,null,4244,null,43841,null,4000,null,17717,null,2277,null,5705,null,1210,null,1427515,null,7439,null,118762,null,5103,null,338319,null,8565,null,444750,null,8621,null,342433,null,7684,null,183251,null,6249,null,0400000US08,Colorado,08
2309891,null,1895,null,143709,null,6761,null,49297,null,3475,null,48359,null,4305,null,27770,null,2711,null,11465,null,1677,null,6818,null,1482,null,2166182,null,6768,null,215352,null,7831,null,627140,null,11496,null,529367,null,9678,null,440364,null,9679,null,353959,null,8058,null,1095289,null,2294,null,51406,null,4077,null,15455,null,1873,null,18600,null,2709,null,9935,null,1772,null,4891,null,1123,null,2525,null,782,null,1043883,null,4724,null,108492,null,5168,null,303364,null,7139,null,242039,null,7144,null,214526,null,7571,null,175462,null,5757,null,1214602,null,1955,null,92303,null,4833,null,33842,null,3122,null,29759,null,2696,null,17835,null,2116,null,6574,null,1286,null,4293,null,1066,null,1122299,null,5060,null,106860,null,5121,null,323776,null,7291,null,287328,null,5861,null,225838,null,7088,null,178497,null,4958,null,0400000US09,Connecticut,09
564034,null,978,null,46500,null,4229,null,14029,null,2215,null,18475,null,2331,null,9255,null,1694,null,3609,null,924,null,1132,null,434,null,517534,null,4341,null,54747,null,3858,null,169193,null,5622,null,150111,null,5241,null,85082,null,4037,null,58401,null,3420,null,265559,null,919,null,17036,null,2103,null,4759,null,1277,null,6358,null,1391,null,3758,null,1153,null,1436,null,487,null,725,null,377,null,248523,null,2327,null,29840,null,2488,null,80934,null,4081,null,68825,null,3406,null,39239,null,2642,null,29685,null,2330,null,298475,null,648,null,29464,null,3006,null,9270,null,1514,null,12117,null,1815,null,5497,null,1267,null,2173,null,784,null,407,null,245,null,269011,null,2970,null,24907,null,2104,null,88259,null,4054,null,81286,null,3771,null,45843,null,2615,null,28716,null,2113,null,0400000US10,Delaware,10
391866,null,1471,null,51705,null,4196,null,16288,null,2222,null,16523,null,2859,null,10153,null,1916,null,4869,null,1348,null,3872,null,1179,null,340161,null,4243,null,37860,null,3540,null,66851,null,4312,null,54617,null,4087,null,80734,null,4160,null,100099,null,4377,null,180108,null,1567,null,19470,null,2370,null,6471,null,1386,null,5536,null,1286,null,3317,null,969,null,2865,null,1160,null,1281,null,619,null,160638,null,2720,null,18534,null,2317,null,31219,null,2956,null,25648,null,2792,null,37910,null,2781,null,47327,null,2769,null,211758,null,716,null,32235,null,2992,null,9817,null,1638,null,10987,null,2146,null,6836,null,1476,null,2004,null,757,null,2591,null,948,null,179523,null,3053,null,19326,null,2328,null,35632,null,2963,null,28969,null,2536,null,42824,null,3107,null,52772,null,2651,null,0400000US11,District of Columbia,11
12357640,null,7992,null,1185906,null,18829,null,373690,null,11438,null,439009,null,11843,null,245465,null,8673,null,92886,null,6216,null,34856,null,2706,null,11171734,null,21016,null,1434017,null,20462,null,3434228,null,33594,null,3203524,null,30604,null,2020657,null,20546,null,1079308,null,17355,null,5896209,null,6794,null,457136,null,11358,null,153784,null,7878,null,163916,null,7529,null,82505,null,4757,null,40512,null,3572,null,16419,null,1987,null,5439073,null,12696,null,753725,null,15048,null,1620432,null,21615,null,1485851,null,19760,null,1010280,null,14959,null,568785,null,12090,null,6461431,null,5749,null,728770,null,13331,null,219906,null,7538,null,275093,null,8879,null,162960,null,7087,null,52374,null,4579,null,18437,null,1853,null,5732661,null,15113,null,680292,null,12348,null,1813796,null,19321,null,1717673,null,20268,null,1010377,null,13643,null,510523,null,11915,null,0400000US12,Florida,12
