B18020A_001E,B18020A_001EA,B18020A_001M,B18020A_001MA,B18020A_002E,B18020A_002EA,B18020A_002M,B18020A_002MA,B18020A_003E,B18020A_003EA,B18020A_003M,B18020A_003MA,B18020A_004E,B18020A_004EA,B18020A_004M,B18020A_004MA,B18020A_005E,B18020A_005EA,B18020A_005M,B18020A_005MA,B18020A_006E,B18020A_006EA,B18020A_006M,B18020A_006MA,B18020A_007E,B18020A_007EA,B18020A_007M,B18020A_007MA,B18020A_008E,B18020A_008EA,B18020A_008M,B18020A_008MA,B18020A_009E,B18020A_009EA,B18020A_009M,B18020A_009MA,B18020A_010E,B18020A_010EA,B18020A_010M,B18020A_010MA,B18020A_011E,B18020A_011EA,B18020A_011M,B18020A_011MA,B18020A_012E,B18020A_012EA,B18020A_012M,B18020A_012MA,B18020A_013E,B18020A_013EA,B18020A_013M,B18020A_013MA,B18020A_014E,B18020A_014EA,B18020A_014M,B18020A_014MA,B18020A_015E,B18020A_015EA,B18020A_015M,B18020A_015MA,B18020A_016E,B18020A_016EA,B18020A_016M,B18020A_016MA,B18020A_017E,B18020A_017EA,B18020A_017M,B18020A_017MA,B18020A_018E,B18020A_018EA,B18020A_018M,B18020A_018MA,B18020A_019E,B18020A_019EA,B18020A_019M,B18020A_019MA,B18020A_020E,B18020A_020EA,B18020A_020M,B18020A_020MA,B18020A_021E,B18020A_021EA,B18020A_021M,B18020A_021MA,B18020A_022E,B18020A_022EA,B18020A_022M,B18020A_022MA,B18020A_023E,B18020A_023EA,B18020A_023M,B18020A_023MA,B18020A_024E,B18020A_024EA,B18020A_024M,B18020A_024MA,B18020A_025E,B18020A_025EA,B18020A_025M,B18020A_025MA,B18020A_026E,B18020A_026EA,B18020A_026M,B18020A_026MA,B18020A_027E,B18020A_027EA,B18020A_027M,B18020A_027MA,B18020A_028E,B18020A_028EA,B18020A_028M,B18020A_028MA,B18020A_029E,B18020A_029EA,B18020A_029M,B18020A_029MA,B18020A_030E,B18020A_030EA,B18020A_030M,B18020A_030MA,B18020A_031E,B18020A_031EA,B18020A_031M,B18020A_031MA,GEO_ID,NAME,state
3868689,null,9997,null,449949,null,11533,null,223110,null,8411,null,49302,null,4142,null,21762,null,2558,null,27540,null,3136,null,173808,null,7242,null,70270,null,4497,null,103538,null,5078,null,226839,null,7889,null,38304,null,4375,null,14565,null,2318,null,23739,null,3319,null,188535,null,6739,null,54679,null,3585,null,133856,null,5966,null,3418740,null,16333,null,1701539,null,12494,null,664651,null,7390,null,500372,null,7447,null,164279,null,6131,null,1036888,null,8322,null,927749,null,10090,null,109139,null,4645,null,1717201,null,9822,null,665169,null,6038,null,411973,null,7595,null,253196,null,7554,null,1052032,null,7628,null,758634,null,8291,null,293398,null,7603,null,0400000US13,Georgia,13
220520,null,2777,null,23559,null,2900,null,13511,null,2012,null,3245,null,1237,null,1406,null,861,null,1839,null,910,null,10266,null,1498,null,4059,null,1096,null,6207,null,1098,null,10048,null,1516,null,1962,null,943,null,812,null,556,null,1150,null,710,null,8086,null,1338,null,2813,null,762,null,5273,null,1239,null,196961,null,3992,null,100383,null,2557,null,37755,null,1997,null,28514,null,2323,null,9241,null,1735,null,62628,null,1929,null,52230,null,1975,null,10398,null,1478,null,96578,null,2308,null,36310,null,1621,null,22085,null,1844,null,14225,null,1790,null,60268,null,1496,null,43745,null,1982,null,16523,null,1619,null,0400000US15,Hawaii,15
878645,null,3611,null,104009,null,4708,null,53514,null,3843,null,14015,null,2069,null,7770,null,1650,null,6245,null,1183,null,39499,null,2857,null,17352,null,1637,null,22147,null,2318,null,50495,null,2794,null,11020,null,1572,null,5219,null,1141,null,5801,null,1179,null,39475,null,2507,null,14222,null,1564,null,25253,null,1991,null,774636,null,6397,null,387600,null,4802,null,168205,null,3048,null,133049,null,2982,null,35156,null,2680,null,219395,null,3158,null,195684,null,3479,null,23711,null,2384,null,387036,null,3765,null,164323,null,2292,null,106021,null,3461,null,58302,null,3466,null,222713,null,3088,null,165110,null,3621,null,57603,null,3149,null,0400000US16,Idaho,16
5946976,null,14363,null,560017,null,12267,null,288038,null,8116,null,66674,null,3716,null,31418,null,2844,null,35256,null,2931,null,221364,null,7014,null,95146,null,4499,null,126218,null,5619,null,271979,null,8118,null,54715,null,4228,null,23937,null,2506,null,30778,null,2855,null,217264,null,6887,null,82210,null,3569,null,135054,null,5625,null,5386959,null,15012,null,2696358,null,9925,null,1072004,null,7393,null,784828,null,8553,null,287176,null,6601,null,1624354,null,7759,null,1443244,null,9275,null,181110,null,5436,null,2690601,null,9935,null,1043294,null,5749,null,700490,null,8357,null,342804,null,8186,null,1647307,null,7977,null,1231446,null,9069,null,415861,null,7872,null,0400000US17,Illinois,17
3534989,null,7310,null,450572,null,10868,null,220223,null,7300,null,52980,null,4190,null,23782,null,2497,null,29198,null,2767,null,167243,null,5704,null,69774,null,3678,null,97469,null,4170,null,230349,null,6703,null,45397,null,3439,null,17644,null,2210,null,27753,null,2713,null,184952,null,5758,null,59711,null,3251,null,125241,null,5146,null,3084417,null,13274,null,1540122,null,8769,null,623412,null,5287,null,462410,null,7230,null,161002,null,5440,null,916710,null,6030,null,820106,null,6439,null,96604,null,4109,null,1544295,null,7544,null,619784,null,4323,null,397549,null,6160,null,222235,null,5408,null,924511,null,6366,null,705794,null,8486,null,218717,null,6743,null,0400000US18,Indiana,18
1772640,null,4046,null,201416,null,7005,null,101236,null,4858,null,24479,null,2429,null,12973,null,1800,null,11506,null,1613,null,76757,null,4006,null,35491,null,2888,null,41266,null,3090,null,100180,null,4178,null,21672,null,2203,null,9909,null,1353,null,11763,null,1769,null,78508,null,3391,null,31836,null,2680,null,46672,null,3158,null,1571224,null,7339,null,784862,null,5239,null,315709,null,3034,null,250356,null,4072,null,65353,null,3704,null,469153,null,4160,null,426309,null,4545,null,42844,null,2313,null,786362,null,4715,null,313171,null,2550,null,232859,null,3767,null,80312,null,3727,null,473191,null,3720,null,384645,null,4159,null,88546,null,3070,null,0400000US19,Iowa,19
1526726,null,4475,null,171705,null,5709,null,87316,null,3823,null,23757,null,2547,null,12593,null,1843,null,11164,null,1659,null,63559,null,2660,null,29681,null,2068,null,33878,null,2088,null,84389,null,3869,null,17346,null,2120,null,8231,null,1389,null,9115,null,1494,null,67043,null,3203,null,26561,null,2008,null,40482,null,2552,null,1355021,null,7340,null,674624,null,4770,null,275992,null,3965,null,210464,null,4365,null,65528,null,3875,null,398632,null,3379,null,364495,null,3865,null,34137,null,2455,null,680397,null,4621,null,274777,null,3385,null,192290,null,4913,null,82487,null,4119,null,405620,null,3452,null,323632,null,3813,null,81988,null,3165,null,0400000US20,Kansas,20
2472833,null,4613,null,465464,null,11582,null,229225,null,7288,null,50726,null,3715,null,19451,null,2763,null,31275,null,2830,null,178499,null,6024,null,54496,null,3793,null,124003,null,4848,null,236239,null,7684,null,46471,null,3556,null,15197,null,2026,null,31274,null,2965,null,189768,null,6774,null,48190,null,3767,null,141578,null,5118,null,2007369,null,12966,null,986698,null,8776,null,410177,null,4625,null,298219,null,5875,null,111958,null,5378,null,576521,null,6461,null,503266,null,6652,null,73255,null,3755,null,1020671,null,7805,null,418614,null,3977,null,272632,null,6065,null,145982,null,5655,null,602057,null,6762,null,446367,null,7584,null,155690,null,4565,null,0400000US21,Kentucky,21
1790818,null,4629,null,256650,null,8189,null,132712,null,5642,null,32039,null,2754,null,15887,null,1808,null,16152,null,2146,null,100673,null,4395,null,41336,null,2883,null,59337,null,3372,null,123938,null,4928,null,24748,null,2121,null,8430,null,1461,null,16318,null,1950,null,99190,null,4151,null,31888,null,2400,null,67302,null,3791,null,1534168,null,9770,null,751446,null,6807,null,306702,null,4207,null,231724,null,4951,null,74978,null,4128,null,444744,null,5005,null,394574,null,5678,null,50170,null,3137,null,782722,null,5799,null,319208,null,3182,null,196741,null,4923,null,122467,null,5478,null,463514,null,4671,null,323760,null,5217,null,139754,null,5112,null,0400000US22,Louisiana,22
836927,null,2357,null,134965,null,4696,null,69502,null,2932,null,15042,null,1834,null,5973,null,1114,null,9069,null,1260,null,54460,null,2293,null,21961,null,1920,null,32499,null,2200,null,65463,null,3504,null,13234,null,1913,null,4490,null,1142,null,8744,null,1441,null,52229,null,2817,null,17285,null,1628,null,34944,null,2387,null,701962,null,5639,null,341593,null,3336,null,122920,null,2400,null,91819,null,2809,null,31101,null,1977,null,218673,null,2528,null,194857,null,2961,null,23816,null,2082,null,360369,null,4271,null,125930,null,2226,null,88609,null,2436,null,37321,null,2176,null,234439,null,3251,null,186183,null,3478,null,48256,null,2847,null,0400000US23,Maine,23
2236967,null,7620,null,230274,null,8930,null,114688,null,5284,null,27269,null,2554,null,12926,null,2143,null,14343,null,1908,null,87419,null,4255,null,40216,null,3048,null,47203,null,3172,null,115586,null,5750,null,24101,null,2879,null,11362,null,1938,null,12739,null,2231,null,91485,null,4491,null,37621,null,2897,null,53864,null,2996,null,2006693,null,11616,null,989795,null,6811,null,367575,null,4437,null,276990,null,5449,null,90585,null,3929,null,622220,null,4494,null,565147,null,4874,null,57073,null,3356,null,1016898,null,7175,null,365510,null,4274,null,252177,null,4832,null,113333,null,4345,null,651388,null,4620,null,499076,null,6291,null,152312,null,5458,null,0400000US24,Maryland,24
3540979,null,9501,null,384873,null,9263,null,195146,null,6621,null,49975,null,4138,null,21632,null,2640,null,28343,null,2702,null,145171,null,5287,null,53787,null,3416,null,91384,null,4497,null,189727,null,6046,null,36071,null,3028,null,13225,null,1639,null,22846,null,2523,null,153656,null,5892,null,51411,null,3730,null,102245,null,5098,null,3156106,null,11764,null,1542270,null,8536,null,574530,null,6683,null,414520,null,7713,null,160010,null,6440,null,967740,null,5623,null,857096,null,7357,null,110644,null,5230,null,1613836,null,8217,null,590929,null,4943,null,415919,null,6389,null,175010,null,6603,null,1022907,null,6567,null,811125,null,8506,null,211782,null,6466,null,0400000US25,Massachusetts,25
5261060,null,8064,null,668636,null,11274,null,340018,null,8669,null,83239,null,4926,null,32616,null,2996,null,50623,null,4150,null,256779,null,6973,null,89614,null,4712,null,167165,null,6237,null,328618,null,7467,null,68608,null,3940,null,26368,null,2414,null,42240,null,3274,null,260010,null,6146,null,76604,null,3896,null,183406,null,4990,null,4592424,null,14430,null,2294541,null,10566,null,883791,null,7285,null,624715,null,8269,null,259076,null,6141,null,1410750,null,7202,null,1187240,null,8333,null,223510,null,5266,null,2297883,null,9013,null,870969,null,4961,null,578160,null,6646,null,292809,null,6732,null,1426914,null,6407,null,1028692,null,8458,null,398222,null,7196,null,0400000US26,Michigan,26
3037978,null,5437,null,289368,null,6691,null,152238,null,5059,null,37998,null,2560,null,20312,null,2086,null,17686,null,1629,null,114240,null,4073,null,55416,null,2898,null,58824,null,3157,null,137130,null,4651,null,33404,null,2595,null,18437,null,1969,null,14967,null,1592,null,103726,null,4078,null,45797,null,2842,null,57929,null,3152,null,2748610,null,8641,null,1376999,null,6489,null,536147,null,4102,null,423402,null,4328,null,112745,null,4051,null,840852,null,4318,null,752108,null,5377,null,88744,null,3569,null,1371611,null,5637,null,521372,null,3831,null,391065,null,4873,null,130307,null,4903,null,850239,null,4208,null,687867,null,6056,null,162372,null,5206,null,0400000US27,Minnesota,27
1107924,null,4149,null,185941,null,7118,null,93888,null,4614,null,19811,null,2592,null,8893,null,1550,null,10918,null,1995,null,74077,null,3361,null,28010,null,2513,null,46067,null,2815,null,92053,null,4814,null,14963,null,2096,null,5297,null,1243,null,9666,null,1744,null,77090,null,4361,null,20098,null,2188,null,56992,null,3880,null,921983,null,8237,null,455334,null,5970,null,187932,null,4042,null,135305,null,4225,null,52627,null,3443,null,267402,null,3513,null,239017,null,4094,null,28385,null,2402,null,466649,null,5154,null,189941,null,2549,null,111788,null,3869,null,78153,null,3702,null,276708,null,4808,null,198709,null,5029,null,77999,null,4159,null,0400000US28,Mississippi,28
3183162,null,5383,null,445653,null,9589,null,220096,null,6158,null,49479,null,3495,null,22736,null,2558,null,26743,null,2678,null,170617,null,5874,null,68829,null,3918,null,101788,null,4661,null,225557,null,6945,null,44198,null,3647,null,18497,null,2156,null,25701,null,2978,null,181359,null,6134,null,62016,null,3434,null,119343,null,4574,null,2737509,null,10870,null,1352294,null,7027,null,549331,null,3917,null,415047,null,5817,null,134284,null,4653,null,802963,null,6361,null,714205,null,7653,null,88758,null,4087,null,1385215,null,7687,null,553762,null,4509,null,384091,null,5695,null,169671,null,5189,null,831453,null,6081,null,644754,null,6930,null,186699,null,6533,null,0400000US29,Missouri,29
563339,null,2156,null,72560,null,4203,null,39368,null,3087,null,7315,null,1327,null,3722,null,970,null,3593,null,1031,null,32053,null,2751,null,14017,null,1930,null,18036,null,2034,null,33192,null,2319,null,6991,null,1328,null,3149,null,898,null,3842,null,1011,null,26201,null,2027,null,10483,null,1302,null,15718,null,1645,null,490779,null,4943,null,244689,null,3706,null,97506,null,1778,null,73710,null,2557,null,23796,null,2765,null,147183,null,3078,null,129223,null,3618,null,17960,null,1679,null,246090,null,2613,null,91824,null,1549,null,63451,null,2444,null,28373,null,2215,null,154266,null,2221,null,117509,null,2923,null,36757,null,2504,null,0400000US30,Montana,30
1008942,null,4225,null,105231,null,4295,null,56108,null,2590,null,13284,null,1559,null,7275,null,1222,null,6009,null,926,null,42824,null,2283,null,20602,null,1622,null,22222,null,1677,null,49123,null,3324,null,10029,null,1494,null,5441,null,1152,null,4588,null,1154,null,39094,null,2602,null,16118,null,1735,null,22976,null,1957,null,903711,null,6454,null,449180,null,3925,null,187539,null,3024,null,149980,null,3497,null,37559,null,2912,null,261641,null,2751,null,242004,null,2792,null,19637,null,1569,null,454531,null,4355,null,184610,null,2528,null,138704,null,2974,null,45906,null,2563,null,269921,null,2993,null,220005,null,3647,null,49916,null,2677,null,0400000US31,Nebraska,31
1240518,null,8016,null,135969,null,7055,null,68640,null,4940,null,12745,null,2387,null,6350,null,1638,null,6395,null,1558,null,55895,null,3831,null,23793,null,3095,null,32102,null,3004,null,67329,null,4184,null,11991,null,1947,null,5375,null,1236,null,6616,null,1373,null,55338,null,3508,null,19603,null,2319,null,35735,null,2805,null,1104549,null,10750,null,568313,null,6617,null,222992,null,4859,null,177433,null,4962,null,45559,null,3626,null,345321,null,5312,null,300511,null,6205,null,44810,null,2929,null,536236,null,6793,null,209025,null,4431,null,134251,null,3965,null,74774,null,4717,null,327211,null,4752,null,238173,null,5162,null,89038,null,3662,null,0400000US32,Nevada,32
841934,null,2633,null,92994,null,4914,null,47427,null,3304,null,12555,null,1506,null,6534,null,1276,null,6021,null,1010,null,34872,null,2817,null,14959,null,1622,null,19913,null,2047,null,45567,null,3118,null,10486,null,1244,null,5579,null,899,null,4907,null,981,null,35081,null,2639,null,13011,null,1715,null,22070,null,2155,null,748940,null,5262,null,370377,null,3750,null,130399,null,2357,null,96347,null,2830,null,34052,null,2655,null,239978,null,2913,null,218519,null,3196,null,21459,null,1868,null,378563,null,3423,null,132664,null,1794,null,93316,null,2490,null,39348,null,2030,null,245899,null,2702,null,194643,null,3702,null,51256,null,3216,null,0400000US33,New Hampshire,33
3919568,null,13256,null,346097,null,8324,null,170623,null,6253,null,37459,null,3146,null,16947,null,2236,null,20512,null,2478,null,133164,null,5723,null,55148,null,3631,null,78016,null,4386,null,175474,null,5469,null,29403,null,2888,null,11861,null,1673,null,17542,null,2353,null,146071,null,4995,null,50163,null,3118,null,95908,null,4311,null,3573471,null,14372,null,1776021,null,9715,null,619464,null,6076,null,438306,null,7578,null,181158,null,5643,null,1156557,null,7568,null,1034729,null,8442,null,121828,null,4924,null,1797450,null,9100,null,607037,null,5314,null,389621,null,7305,null,217416,null,7030,null,1190413,null,6626,null,877304,null,8659,null,313109,null,8317,null,0400000US34,New Jersey,34
867155,null,8261,null,113973,null,5562,null,60507,null,3897,null,12733,null,2176,null,6376,null,1500,null,6357,null,1528,null,47774,null,3037,null,19105,null,2173,null,28669,null,2597,null,53466,null,3934,null,9674,null,1725,null,4751,null,1100,null,4923,null,1256,null,43792,null,3344,null,14171,null,2001,null,29621,null,2691,null,753182,null,9373,null,364867,null,5874,null,152719,null,4466,null,113809,null,4047,null,38910,null,3250,null,212148,null,4274,null,181975,null,4487,null,30173,null,2408,null,388315,null,5706,null,151118,null,3715,null,91726,null,4270,null,59392,null,3917,null,237197,null,4457,null,172796,null,4382,null,64401,null,3905,null,0400000US35,New Mexico,35
8381067,null,24639,null,909235,null,14002,null,458008,null,10638,null,104503,null,5140,null,42871,null,3413,null,61632,null,3735,null,353505,null,8471,null,131048,null,5552,null,222457,null,6933,null,451227,null,9620,null,89431,null,4406,null,36346,null,3221,null,53085,null,3642,null,361796,null,8502,null,112496,null,4870,null,249300,null,6975,null,7471832,null,28252,null,3703698,null,19317,null,1421959,null,10859,null,979090,null,13713,null,442869,null,8890,null,2281739,null,11314,null,2002580,null,12129,null,279159,null,8241,null,3768134,null,14090,null,1411532,null,8970,null,911236,null,11397,null,500296,null,10066,null,2356602,null,9470,null,1761027,null,12194,null,595575,null,10088,null,0400000US36,New York,36
4124654,null,10242,null,559984,null,12448,null,276163,null,8419,null,61412,null,4598,null,30611,null,3588,null,30801,null,3080,null,214751,null,6363,null,86511,null,4289,null,128240,null,5776,null,283821,null,8302,null,49891,null,3692,null,20305,null,2411,null,29586,null,2807,null,233930,null,7253,null,69273,null,4145,null,164657,null,6788,null,3564670,null,15410,null,1740828,null,10241,null,653840,null,6236,null,482953,null,6990,null,170887,null,5844,null,1086988,null,7316,null,969961,null,7953,null,117027,null,5165,null,1823842,null,9690,null,692187,null,6444,null,447000,null,6384,null,245187,null,7254,null,1131655,null,7915,null,844104,null,10994,null,287551,null,7939,null,0400000US37,North Carolina,37
378281,null,1534,null,33420,null,2148,null,17923,null,1596,null,4080,null,943,null,2737,null,756,null,1343,null,546,null,13843,null,1475,null,8357,null,1234,null,5486,null,827,null,15497,null,1466,null,3803,null,1061,null,1686,null,618,null,2117,null,861,null,11694,null,1080,null,5572,null,954,null,6122,null,901,null,344861,null,2576,null,175536,null,2109,null,76721,null,1588,null,59153,null,1965,null,17568,null,1840,null,98815,null,1604,null,90581,null,1904,null,8234,null,1079,null,169325,null,1693,null,69681,null,1377,null,53052,null,1907,null,16629,null,1426,null,99644,null,1123,null,82723,null,1632,null,16921,null,1312,null,0400000US38,North Dakota,38
6276084,null,6194,null,804510,null,12941,null,403763,null,8646,null,96617,null,4605,null,43265,null,3288,null,53352,null,3687,null,307146,null,6642,null,117619,null,4275,null,189527,null,5640,null,400747,null,8930,null,77183,null,4769,null,27004,null,2524,null,50179,null,4012,null,323564,null,8274,null,107529,null,5048,null,216035,null,6342,null,5471574,null,13129,null,2705527,null,9011,null,1063539,null,5955,null,779658,null,8211,null,283881,null,7133,null,1641988,null,7134,null,1440076,null,8656,null,201912,null,6279,null,2766047,null,9644,null,1078388,null,5087,null,730705,null,8794,null,347683,null,8159,null,1687659,null,8829,null,1290258,null,9592,null,397401,null,7546,null,0400000US39,Ohio,39
