B10059_001E,B10059_001EA,B10059_001M,B10059_001MA,B10059_002E,B10059_002EA,B10059_002M,B10059_002MA,B10059_003E,B10059_003EA,B10059_003M,B10059_003MA,B10059_004E,B10059_004EA,B10059_004M,B10059_004MA,B10059_005E,B10059_005EA,B10059_005M,B10059_005MA,B10059_006E,B10059_006EA,B10059_006M,B10059_006MA,B10059_007E,B10059_007EA,B10059_007M,B10059_007MA,B10059_008E,B10059_008EA,B10059_008M,B10059_008MA,B10059_009E,B10059_009EA,B10059_009M,B10059_009MA,B10059_010E,B10059_010EA,B10059_010M,B10059_010MA,B10059_011E,B10059_011EA,B10059_011M,B10059_011MA,GEO_ID,NAME,state
109141,null,5275,null,19762,null,2508,null,12831,null,1875,null,7466,null,1426,null,5365,null,1254,null,6931,null,1509,null,89379,null,5658,null,45963,null,4580,null,33114,null,3868,null,12849,null,2147,null,43416,null,3232,null,0400000US01,Alabama,01
15875,null,2786,null,1499,null,575,null,812,null,302,null,639,null,300,null,173,null,86,null,687,null,418,null,14376,null,2733,null,5141,null,1303,null,3124,null,977,null,2017,null,688,null,9235,null,2117,null,0400000US02,Alaska,02
149205,null,8551,null,26133,null,3443,null,13665,null,2373,null,8846,null,1808,null,4819,null,1468,null,12468,null,2441,null,123072,null,7739,null,49609,null,4600,null,35666,null,4024,null,13943,null,2110,null,73463,null,6436,null,0400000US04,Arizona,04
68828,null,5019,null,14528,null,2283,null,10785,null,1908,null,6957,null,1505,null,3828,null,977,null,3743,null,1326,null,54300,null,4717,null,29563,null,3590,null,20764,null,3039,null,8799,null,1689,null,24737,null,3031,null,0400000US05,Arkansas,05
964877,null,17714,null,104125,null,7416,null,38323,null,3716,null,26392,null,2915,null,11931,null,1842,null,65802,null,6282,null,860752,null,15823,null,237604,null,8017,null,147241,null,6301,null,90363,null,5319,null,623148,null,14457,null,0400000US06,California,06
80887,null,5552,null,12818,null,2410,null,7434,null,1995,null,5427,null,1790,null,2007,null,713,null,5384,null,1396,null,68069,null,5044,null,27528,null,2818,null,19241,null,2791,null,8287,null,1315,null,40541,null,4163,null,0400000US08,Colorado,08
59095,null,5080,null,5248,null,1607,null,3080,null,1151,null,2385,null,915,null,695,null,490,null,2168,null,790,null,53847,null,4830,null,17174,null,2611,null,10862,null,1951,null,6312,null,1499,null,36673,null,3381,null,0400000US09,Connecticut,09
18132,null,2776,null,1345,null,623,null,790,null,429,null,604,null,351,null,186,null,226,null,555,null,441,null,16787,null,2659,null,7435,null,1423,null,5070,null,1021,null,2365,null,910,null,9352,null,1961,null,0400000US10,Delaware,10
13258,null,2201,null,2042,null,947,null,1225,null,672,null,905,null,640,null,320,null,206,null,817,null,645,null,11216,null,1897,null,4939,null,1421,null,2907,null,1082,null,2032,null,800,null,6277,null,1376,null,0400000US11,District of Columbia,11
396952,null,14654,null,46876,null,3948,null,23832,null,2667,null,14300,null,1892,null,9532,null,1550,null,23044,null,2864,null,350076,null,14400,null,127425,null,8073,null,83218,null,6388,null,44207,null,3801,null,222651,null,11003,null,0400000US12,Florida,12
227160,null,9803,null,40233,null,3763,null,22916,null,2807,null,15205,null,2210,null,7711,null,1692,null,17317,null,3001,null,186927,null,9323,null,77579,null,6327,null,52364,null,4854,null,25215,null,3125,null,109348,null,6648,null,0400000US13,Georgia,13
48288,null,3594,null,1231,null,407,null,639,null,370,null,224,null,211,null,415,null,314,null,592,null,262,null,47057,null,3610,null,12108,null,1878,null,6467,null,1395,null,5641,null,1249,null,34949,null,3383,null,0400000US15,Hawaii,15
18959,null,2525,null,2162,null,687,null,1254,null,599,null,921,null,565,null,333,null,228,null,908,null,491,null,16797,null,2330,null,7130,null,1258,null,4833,null,1051,null,2297,null,717,null,9667,null,1759,null,0400000US16,Idaho,16
263363,null,8214,null,33779,null,3266,null,19896,null,2380,null,13721,null,2095,null,6175,null,1201,null,13883,null,2321,null,229584,null,7802,null,81983,null,5266,null,55223,null,4565,null,26760,null,2855,null,147601,null,6959,null,0400000US17,Illinois,17
102978,null,5713,null,11546,null,1852,null,7225,null,1341,null,5107,null,1143,null,2118,null,663,null,4321,null,1131,null,91432,null,5091,null,41819,null,3972,null,29610,null,3079,null,12209,null,1892,null,49613,null,4386,null,0400000US18,Indiana,18
30311,null,2756,null,3377,null,1079,null,1537,null,484,null,1049,null,403,null,488,null,310,null,1840,null,985,null,26934,null,2692,null,11404,null,1889,null,7995,null,1519,null,3409,null,959,null,15530,null,2123,null,0400000US19,Iowa,19
42157,null,3860,null,4842,null,1320,null,3041,null,1024,null,2384,null,906,null,657,null,338,null,1801,null,675,null,37315,null,3639,null,15707,null,2335,null,10793,null,1919,null,4914,null,1104,null,21608,null,2614,null,0400000US20,Kansas,20
82436,null,5279,null,17629,null,2504,null,12095,null,1967,null,9426,null,1708,null,2669,null,866,null,5534,null,1544,null,64807,null,4208,null,34217,null,3326,null,23178,null,2684,null,11039,null,2095,null,30590,null,3098,null,0400000US21,Kentucky,21
