B19001H_001E,B19001H_001EA,B19001H_001M,B19001H_001MA,B19001H_002E,B19001H_002EA,B19001H_002M,B19001H_002MA,B19001H_003E,B19001H_003EA,B19001H_003M,B19001H_003MA,B19001H_004E,B19001H_004EA,B19001H_004M,B19001H_004MA,B19001H_005E,B19001H_005EA,B19001H_005M,B19001H_005MA,B19001H_006E,B19001H_006EA,B19001H_006M,B19001H_006MA,B19001H_007E,B19001H_007EA,B19001H_007M,B19001H_007MA,B19001H_008E,B19001H_008EA,B19001H_008M,B19001H_008MA,B19001H_009E,B19001H_009EA,B19001H_009M,B19001H_009MA,B19001H_010E,B19001H_010EA,B19001H_010M,B19001H_010MA,B19001H_011E,B19001H_011EA,B19001H_011M,B19001H_011MA,B19001H_012E,B19001H_012EA,B19001H_012M,B19001H_012MA,B19001H_013E,B19001H_013EA,B19001H_013M,B19001H_013MA,B19001H_014E,B19001H_014EA,B19001H_014M,B19001H_014MA,B19001H_015E,B19001H_015EA,B19001H_015M,B19001H_015MA,B19001H_016E,B19001H_016EA,B19001H_016M,B19001H_016MA,B19001H_017E,B19001H_017EA,B19001H_017M,B19001H_017MA,GEO_ID,NAME,state
1285734,null,7159,null,91790,null,4239,null,84522,null,3985,null,80944,null,4574,null,76285,null,3410,null,72878,null,4133,null,74760,null,4001,null,68406,null,3638,null,69063,null,3789,null,56225,null,3510,null,112879,null,4388,null,133604,null,5429,null,158212,null,5953,null,87854,null,4074,null,44973,null,3286,null,38938,null,2474,null,34401,null,2100,null,0400000US01,Alabama,01
173902,null,2666,null,6122,null,1089,null,6322,null,1054,null,4861,null,1092,null,6512,null,1036,null,5489,null,1070,null,7153,null,1184,null,6964,null,1298,null,7133,null,1280,null,7188,null,1223,null,14358,null,1769,null,21180,null,2113,null,28825,null,2139,null,20891,null,1872,null,12286,null,1371,null,11177,null,1488,null,7441,null,1145,null,0400000US02,Alaska,02
1556528,null,8288,null,82959,null,4543,null,72696,null,4572,null,68889,null,3279,null,78066,null,4201,null,82529,null,4739,null,84306,null,4891,null,78268,null,4354,null,79212,null,5438,null,77201,null,4025,null,137547,null,5584,null,172181,null,7443,null,211074,null,7426,null,128463,null,5228,null,71970,null,4026,null,64284,null,3822,null,66883,null,3656,null,0400000US04,Arizona,04
871428,null,5904,null,78559,null,4707,null,64586,null,2947,null,58070,null,3495,null,56813,null,3267,null,54873,null,3113,null,55042,null,3835,null,49606,null,3410,null,48738,null,3226,null,42527,null,3164,null,73398,null,3996,null,89310,null,3538,null,88848,null,4463,null,49148,null,2921,null,23291,null,2210,null,19411,null,2037,null,19208,null,1871,null,0400000US05,Arkansas,05
6501897,null,18904,null,295357,null,9555,null,289957,null,8739,null,257203,null,8611,null,276322,null,8807,null,251537,null,7209,null,264252,null,8660,null,240887,null,8946,null,267585,null,8855,null,238914,null,6961,null,459283,null,10413,null,669142,null,12228,null,865294,null,13309,null,664486,null,12862,null,424198,null,9060,null,479886,null,9174,null,557594,null,9498,null,0400000US06,California,06
1438221,null,9161,null,79479,null,4676,null,59444,null,3367,null,53791,null,3607,null,63451,null,3975,null,63105,null,3847,null,64955,null,3809,null,66538,null,4023,null,73005,null,3836,null,64205,null,4044,null,120399,null,4351,null,167925,null,5850,null,201871,null,6104,null,134165,null,5381,null,79354,null,4071,null,75452,null,3794,null,71082,null,3597,null,0400000US08,Colorado,08
1028676,null,4999,null,38530,null,2988,null,34769,null,3030,null,38989,null,3228,null,38199,null,3162,null,36451,null,2532,null,38119,null,3137,null,35947,null,2618,null,42522,null,3046,null,42629,null,3080,null,78083,null,4232,null,107368,null,4201,null,151275,null,5261,null,113288,null,5098,null,68610,null,3822,null,69611,null,3176,null,94286,null,3974,null,0400000US09,Connecticut,09
239442,null,3003,null,12380,null,1487,null,8628,null,1330,null,11120,null,1558,null,10337,null,1395,null,10926,null,1757,null,11525,null,1600,null,10738,null,1568,null,10077,null,1548,null,11506,null,1574,null,21284,null,2107,null,28263,null,2544,null,33952,null,2528,null,22224,null,1796,null,13131,null,1319,null,12834,null,1697,null,10517,null,1283,null,0400000US10,Delaware,10
93972,null,2850,null,4384,null,1025,null,1318,null,521,null,1958,null,764,null,1992,null,827,null,1484,null,543,null,2973,null,761,null,2021,null,709,null,3054,null,751,null,3098,null,887,null,5413,null,773,null,8037,null,1104,null,12203,null,1827,null,9682,null,1463,null,8510,null,1359,null,10087,null,1290,null,17758,null,1718,null,0400000US11,District of Columbia,11
4768927,null,17226,null,256791,null,8362,null,245111,null,7288,null,239734,null,8763,null,270522,null,8671,null,264895,null,7416,null,274570,null,9131,null,255050,null,8016,null,251832,null,6154,null,222925,null,6574,null,425221,null,10494,null,523876,null,10875,null,591998,null,12442,null,363840,null,10180,null,192429,null,6818,null,180578,null,6916,null,209555,null,7060,null,0400000US12,Florida,12
