B17004_001E,B17004_001EA,B17004_001M,B17004_001MA,B17004_002E,B17004_002EA,B17004_002M,B17004_002MA,B17004_003E,B17004_003EA,B17004_003M,B17004_003MA,B17004_004E,B17004_004EA,B17004_004M,B17004_004MA,B17004_005E,B17004_005EA,B17004_005M,B17004_005MA,B17004_006E,B17004_006EA,B17004_006M,B17004_006MA,B17004_007E,B17004_007EA,B17004_007M,B17004_007MA,B17004_008E,B17004_008EA,B17004_008M,B17004_008MA,B17004_009E,B17004_009EA,B17004_009M,B17004_009MA,B17004_010E,B17004_010EA,B17004_010M,B17004_010MA,B17004_011E,B17004_011EA,B17004_011M,B17004_011MA,B17004_012E,B17004_012EA,B17004_012M,B17004_012MA,B17004_013E,B17004_013EA,B17004_013M,B17004_013MA,B17004_014E,B17004_014EA,B17004_014M,B17004_014MA,B17004_015E,B17004_015EA,B17004_015M,B17004_015MA,B17004_016E,B17004_016EA,B17004_016M,B17004_016MA,B17004_017E,B17004_017EA,B17004_017M,B17004_017MA,B17004_018E,B17004_018EA,B17004_018M,B17004_018MA,B17004_019E,B17004_019EA,B17004_019M,B17004_019MA,GEO_ID,NAME,state
3530995,null,4496,null,517541,null,15843,null,196862,null,9193,null,16900,null,2059,null,73142,null,5727,null,106820,null,6118,null,320679,null,9856,null,23930,null,3035,null,105446,null,5434,null,191303,null,7588,null,3013454,null,15559,null,1476046,null,9474,null,798126,null,11562,null,326193,null,9399,null,351727,null,7584,null,1537408,null,9815,null,542494,null,9274,null,418970,null,9304,null,575944,null,8590,null,0400000US01,Alabama,01
513269,null,1628,null,41055,null,3393,null,20838,null,2435,null,978,null,468,null,11928,null,1912,null,7932,null,1271,null,20217,null,1849,null,693,null,375,null,11403,null,1483,null,8121,null,1207,null,472214,null,3686,null,243713,null,2996,null,110589,null,3846,null,98143,null,3854,null,34981,null,2667,null,228501,null,2457,null,78643,null,3318,null,92042,null,4017,null,57816,null,2791,null,0400000US02,Alaska,02
4762829,null,4415,null,581008,null,19825,null,254533,null,11587,null,40695,null,4384,null,87954,null,6012,null,125884,null,7499,null,326475,null,11463,null,23144,null,3060,null,104216,null,6509,null,199115,null,7499,null,4181821,null,20714,null,2097471,null,12492,null,1118635,null,12618,null,508828,null,11050,null,470008,null,9296,null,2084350,null,11736,null,728410,null,10651,null,603715,null,12370,null,752225,null,10363,null,0400000US04,Arizona,04
2142527,null,3725,null,332087,null,10550,null,135557,null,6675,null,13419,null,1959,null,52628,null,4002,null,69510,null,4388,null,196530,null,6796,null,15362,null,2035,null,72966,null,4407,null,108202,null,4720,null,1810440,null,11025,null,896339,null,7238,null,464561,null,8739,null,216546,null,6429,null,215232,null,5306,null,914101,null,7267,null,331542,null,6507,null,256413,null,7906,null,326146,null,7352,null,0400000US05,Arkansas,05
27638400,null,9029,null,3013470,null,38411,null,1270089,null,22879,null,190506,null,7654,null,468269,null,12603,null,611314,null,16645,null,1743381,null,22419,null,104592,null,6243,null,566130,null,12792,null,1072659,null,16393,null,24624930,null,39419,null,12332807,null,23994,null,6476139,null,26789,null,3259826,null,31677,null,2596842,null,23006,null,12292123,null,23560,null,4171604,null,28089,null,3778364,null,28731,null,4342155,null,27712,null,0400000US06,California,06
3714433,null,3616,null,397053,null,13017,null,169228,null,7903,null,24674,null,2707,null,81848,null,6030,null,62706,null,4217,null,227825,null,7677,null,15567,null,2311,null,96266,null,5562,null,115992,null,6180,null,3317380,null,13553,null,1684628,null,8571,null,951201,null,11277,null,470317,null,9351,null,263110,null,6450,null,1632752,null,8847,null,614953,null,9291,null,560052,null,9431,null,457747,null,8186,null,0400000US08,Colorado,08
2682755,null,2955,null,190456,null,7806,null,73889,null,4747,null,4673,null,1223,null,31060,null,2873,null,38156,null,3410,null,116567,null,5924,null,5916,null,1312,null,39343,null,3246,null,71308,null,4644,null,2492299,null,7882,null,1214163,null,5863,null,668691,null,8796,null,313156,null,8444,null,232316,null,5233,null,1278136,null,6214,null,473223,null,7798,null,421207,null,9147,null,383706,null,7745,null,0400000US09,Connecticut,09
661485,null,1481,null,61391,null,5058,null,21898,null,2488,null,1928,null,674,null,9317,null,1687,null,10653,null,1932,null,39493,null,3760,null,2485,null,862,null,14177,null,2167,null,22831,null,2763,null,600094,null,5535,null,293609,null,2887,null,158612,null,4125,null,72795,null,3334,null,62202,null,2795,null,306485,null,3592,null,119589,null,4033,null,87291,null,2913,null,99605,null,3582,null,0400000US10,Delaware,10
458962,null,1214,null,69695,null,5491,null,27494,null,3196,null,790,null,507,null,7796,null,1597,null,18908,null,2571,null,42201,null,3764,null,2171,null,925,null,15088,null,1895,null,24942,null,2780,null,389267,null,5640,null,183512,null,3137,null,103871,null,3778,null,45551,null,3359,null,34090,null,2796,null,205755,null,4122,null,96649,null,4179,null,59072,null,3254,null,50034,null,3132,null,0400000US11,District of Columbia,11
14347521,null,8469,null,1558525,null,24536,null,629200,null,13608,null,69561,null,4934,null,220910,null,9509,null,338729,null,10653,null,929325,null,17107,null,73623,null,4835,null,293169,null,9830,null,562533,null,12909,null,12788996,null,24842,null,6284404,null,15056,null,3250580,null,19855,null,1435032,null,20964,null,1598792,null,15682,null,6504592,null,17822,null,2365088,null,18874,null,1723810,null,19442,null,2415694,null,19385,null,0400000US12,Florida,12
