B07408_001E,B07408_001EA,B07408_001M,B07408_001MA,B07408_002E,B07408_002EA,B07408_002M,B07408_002MA,B07408_003E,B07408_003EA,B07408_003M,B07408_003MA,B07408_004E,B07408_004EA,B07408_004M,B07408_004MA,B07408_005E,B07408_005EA,B07408_005M,B07408_005MA,B07408_006E,B07408_006EA,B07408_006M,B07408_006MA,B07408_007E,B07408_007EA,B07408_007M,B07408_007MA,B07408_008E,B07408_008EA,B07408_008M,B07408_008MA,B07408_009E,B07408_009EA,B07408_009M,B07408_009MA,B07408_010E,B07408_010EA,B07408_010M,B07408_010MA,B07408_011E,B07408_011EA,B07408_011M,B07408_011MA,B07408_012E,B07408_012EA,B07408_012M,B07408_012MA,B07408_013E,B07408_013EA,B07408_013M,B07408_013MA,B07408_014E,B07408_014EA,B07408_014M,B07408_014MA,B07408_015E,B07408_015EA,B07408_015M,B07408_015MA,B07408_016E,B07408_016EA,B07408_016M,B07408_016MA,B07408_017E,B07408_017EA,B07408_017M,B07408_017MA,B07408_018E,B07408_018EA,B07408_018M,B07408_018MA,B07408_019E,B07408_019EA,B07408_019M,B07408_019MA,B07408_020E,B07408_020EA,B07408_020M,B07408_020MA,B07408_021E,B07408_021EA,B07408_021M,B07408_021MA,B07408_022E,B07408_022EA,B07408_022M,B07408_022MA,B07408_023E,B07408_023EA,B07408_023M,B07408_023MA,B07408_024E,B07408_024EA,B07408_024M,B07408_024MA,B07408_025E,B07408_025EA,B07408_025M,B07408_025MA,B07408_026E,B07408_026EA,B07408_026M,B07408_026MA,B07408_027E,B07408_027EA,B07408_027M,B07408_027MA,B07408_028E,B07408_028EA,B07408_028M,B07408_028MA,B07408_029E,B07408_029EA,B07408_029M,B07408_029MA,B07408_030E,B07408_030EA,B07408_030M,B07408_030MA,GEO_ID,NAME,state
3665798,null,10451,null,983871,null,16129,null,1876346,null,21702,null,436661,null,11024,null,89551,null,5355,null,279369,null,8351,null,3105782,null,16306,null,757945,null,14461,null,1675745,null,20509,null,353218,null,10068,null,62707,null,4103,null,256167,null,8046,null,340630,null,12451,null,136217,null,8113,null,119819,null,7611,null,53169,null,4679,null,16352,null,2111,null,15073,null,2154,null,127956,null,6720,null,55831,null,4066,null,44782,null,4778,null,17454,null,2132,null,5784,null,1441,null,4105,null,910,null,91430,null,6962,null,33878,null,3338,null,36000,null,4465,null,12820,null,2156,null,4708,null,1486,null,4024,null,930,null,0400000US01,Alabama,01
550122,null,6615,null,181407,null,6529,null,275940,null,8028,null,62271,null,4367,null,11698,null,1942,null,18806,null,1644,null,424110,null,6797,null,125082,null,5589,null,228629,null,6473,null,46788,null,3424,null,7720,null,1612,null,15891,null,1477,null,59094,null,5272,null,25969,null,2882,null,20962,null,3178,null,9352,null,1847,null,1781,null,740,null,1030,null,417,null,17023,null,2458,null,7261,null,1345,null,6129,null,1736,null,2338,null,749,null,931,null,470,null,364,null,434,null,49895,null,5309,null,23095,null,3200,null,20220,null,3248,null,3793,null,1198,null,1266,null,621,null,1521,null,786,null,0400000US02,Alaska,02
4824522,null,16835,null,1469621,null,20944,null,2381547,null,25571,null,596603,null,15020,null,92890,null,6525,null,283861,null,8962,null,3958917,null,21661,null,1092702,null,19477,null,2081868,null,23036,null,471667,null,13164,null,57523,null,5033,null,255157,null,8312,null,623050,null,17055,null,276218,null,12067,null,205479,null,11305,null,94131,null,6223,null,27014,null,3673,null,20208,null,2333,null,89209,null,7340,null,42493,null,4234,null,28667,null,4298,null,13000,null,2125,null,2889,null,1038,null,2160,null,748,null,153346,null,10516,null,58208,null,5115,null,65533,null,6455,null,17805,null,2676,null,5464,null,1344,null,6336,null,1140,null,0400000US04,Arizona,04
2243651,null,8796,null,556336,null,11823,null,1197279,null,15863,null,266023,null,9347,null,53871,null,3817,null,170142,null,4469,null,1848833,null,12978,null,397448,null,10466,null,1054389,null,15174,null,207949,null,8259,null,35934,null,3208,null,153113,null,4238,null,234832,null,10759,null,88759,null,6304,null,89756,null,5909,null,34643,null,3338,null,10286,null,1866,null,11388,null,1768,null,91751,null,5576,null,40410,null,3816,null,28597,null,2988,null,14866,null,2351,null,5112,null,1134,null,2766,null,695,null,68235,null,5881,null,29719,null,3594,null,24537,null,3371,null,8565,null,1781,null,2539,null,900,null,2875,null,779,null,0400000US05,Arkansas,05
28709472,null,23180,null,9879860,null,45058,null,13841823,null,61478,null,2742320,null,27393,null,706869,null,14963,null,1538600,null,15634,null,24340590,null,54096,null,7835374,null,48096,null,12299007,null,54238,null,2281105,null,25410,null,528019,null,12359,null,1397085,null,15052,null,2873549,null,45295,null,1332622,null,28299,null,1016061,null,27223,null,306045,null,12830,null,127134,null,6881,null,91687,null,5260,null,953793,null,20671,null,490376,null,15210,null,296587,null,12803,null,100847,null,5136,null,36597,null,3680,null,29386,null,2977,null,541540,null,14664,null,221488,null,9142,null,230168,null,10281,null,54323,null,4333,null,15119,null,2143,null,20442,null,3106,null,0400000US06,California,06
3828974,null,11812,null,1121597,null,16028,null,1992445,null,17121,null,473069,null,10795,null,65173,null,5368,null,176690,null,5931,null,3116880,null,16511,null,802594,null,14704,null,1741375,null,16039,null,374320,null,9422,null,41232,null,3827,null,157359,null,5582,null,373151,null,13549,null,167672,null,9177,null,126592,null,8463,null,54702,null,5069,null,13134,null,2445,null,11051,null,1845,null,192915,null,8766,null,89773,null,5363,null,63258,null,5147,null,26884,null,3153,null,7629,null,1910,null,5371,null,1131,null,146028,null,7695,null,61558,null,5340,null,61220,null,4848,null,17163,null,2662,null,3178,null,922,null,2909,null,856,null,0400000US08,Colorado,08
2834298,null,7838,null,890996,null,11854,null,1436942,null,14953,null,276523,null,7538,null,42904,null,3672,null,186933,null,5976,null,2473415,null,12989,null,712748,null,11134,null,1327447,null,15455,null,229831,null,7114,null,32341,null,3275,null,171048,null,5733,null,216887,null,11062,null,101342,null,7340,null,64348,null,5949,null,33382,null,3538,null,7324,null,1395,null,10491,null,1701,null,59223,null,4382,null,34822,null,2992,null,16018,null,2704,null,4669,null,969,null,1420,null,652,null,2294,null,736,null,84773,null,5585,null,42084,null,3901,null,29129,null,3833,null,8641,null,1739,null,1819,null,769,null,3100,null,883,null,0400000US09,Connecticut,09
683691,null,5103,null,209491,null,5618,null,345001,null,9379,null,70663,null,4487,null,11381,null,1728,null,47155,null,2899,null,591323,null,6617,null,162892,null,6134,null,318263,null,9478,null,59395,null,3900,null,7347,null,1318,null,43426,null,2810,null,59359,null,4953,null,29153,null,3125,null,16243,null,2674,null,8057,null,1626,null,2837,null,977,null,3069,null,974,null,7621,null,1925,null,3895,null,1022,null,2485,null,1093,null,874,null,407,null,210,null,189,null,157,null,147,null,25388,null,3460,null,13551,null,2187,null,8010,null,1853,null,2337,null,828,null,987,null,563,null,503,null,328,null,0400000US10,Delaware,10
497990,null,6654,null,262703,null,7134,null,136195,null,7382,null,49541,null,4065,null,19438,null,2317,null,30113,null,2043,null,396083,null,5779,null,197824,null,6700,null,114194,null,6653,null,41648,null,3655,null,14972,null,2207,null,27445,null,1913,null,48088,null,4983,null,32336,null,3734,null,8569,null,2626,null,3651,null,958,null,2094,null,877,null,1438,null,579,null,0,null,267,null,0,null,267,null,0,null,267,null,0,null,267,null,0,null,267,null,0,null,267,null,53819,null,5469,null,32543,null,3989,null,13432,null,2523,null,4242,null,1366,null,2372,null,861,null,1230,null,689,null,0400000US11,District of Columbia,11
14816633,null,23949,null,4142752,null,32511,null,7379722,null,50705,null,1825998,null,27122,null,343441,null,12024,null,1124720,null,16218,null,12468669,null,32544,null,3146091,null,29398,null,6566648,null,49397,null,1494344,null,25835,null,246231,null,10802,null,1015355,null,15709,null,1418822,null,25303,null,603258,null,15877,null,478793,null,17087,null,209267,null,8466,null,63646,null,5372,null,63858,null,4582,null,493146,null,15541,null,228531,null,10977,null,155047,null,8099,null,69046,null,5500,null,20186,null,2763,null,20336,null,2470,null,435996,null,13364,null,164872,null,7147,null,179234,null,9450,null,53341,null,4056,null,13378,null,2326,null,25171,null,3043,null,0400000US12,Florida,12
7340189,null,18890,null,2299442,null,23945,null,3593728,null,28142,null,840298,null,14925,null,173435,null,8019,null,433286,null,10082,null,6118628,null,25575,null,1729305,null,25211,null,3192842,null,27207,null,687598,null,13431,null,119685,null,6703,null,389198,null,9208,null,612660,null,18244,null,277183,null,13304,null,201970,null,10994,null,76843,null,5646,null,29449,null,2941,null,27215,null,2974,null,402440,null,13564,null,199835,null,9711,null,119144,null,7510,null,54817,null,4953,null,17237,null,2229,null,11407,null,1728,null,206461,null,10553,null,93119,null,6084,null,79772,null,7374,null,21040,null,3065,null,7064,null,1355,null,5466,null,1089,null,0400000US13,Georgia,13
1043790,null,8398,null,328672,null,8264,null,532745,null,10182,null,97001,null,5461,null,16997,null,2424,null,68375,null,3257,null,883784,null,9111,null,265023,null,7587,null,464828,null,9589,null,79292,null,4849,null,11772,null,2027,null,62869,null,3016,null,98496,null,7333,null,38270,null,4534,null,41824,null,4490,null,11068,null,2125,null,2846,null,964,null,4488,null,1066,null,7930,null,2085,null,2787,null,1280,null,2647,null,1287,null,1987,null,1089,null,232,null,178,null,277,null,246,null,53580,null,6112,null,22592,null,3246,null,23446,null,4087,null,4654,null,1374,null,2147,null,957,null,741,null,420,null,0400000US15,Hawaii,15
1140326,null,6366,null,270809,null,7696,null,664310,null,11030,null,132017,null,6500,null,13464,null,2206,null,59726,null,2762,null,936045,null,8221,null,189524,null,7207,null,582415,null,10562,null,101948,null,5256,null,7942,null,1427,null,54216,null,2607,null,123501,null,6303,null,45783,null,4048,null,49958,null,4477,null,20378,null,2108,null,3519,null,1245,null,3863,null,1047,null,40116,null,4035,null,16221,null,2164,null,15968,null,2546,null,5719,null,1651,null,1383,null,709,null,825,null,404,null,40664,null,4136,null,19281,null,2912,null,15969,null,2137,null,3972,null,1047,null,620,null,342,null,822,null,370,null,0400000US16,Idaho,16
10205171,null,12786,null,3346938,null,24141,null,5075607,null,32509,null,968841,null,16487,null,182051,null,7772,null,631734,null,9626,null,8746956,null,28841,null,2603519,null,21946,null,4619348,null,34580,null,814054,null,15947,null,133120,null,6272,null,576915,null,10037,null,891641,null,24204,null,438880,null,14351,null,279751,null,13972,null,103495,null,6149,null,32947,null,3485,null,36568,null,3031,null,318451,null,11917,null,178572,null,7160,null,89604,null,5885,null,30712,null,2819,null,8693,null,1656,null,10870,null,1840,null,248123,null,8907,null,125967,null,6627,null,86904,null,6497,null,20580,null,2120,null,7291,null,1568,null,7381,null,1300,null,0400000US17,Illinois,17
5018096,null,9745,null,1371356,null,15307,null,2646735,null,22164,null,610499,null,12480,null,75510,null,5482,null,313996,null,6531,null,4222087,null,18025,null,1013182,null,15286,null,2394688,null,20284,null,482735,null,9372,null,47965,null,3889,null,283517,null,6550,null,477703,null,17584,null,203370,null,8764,null,153649,null,9424,null,82618,null,6005,null,17763,null,2358,null,20303,null,2306,null,195199,null,7216,null,98410,null,4583,null,53479,null,4065,null,30114,null,2542,null,6550,null,1616,null,6646,null,1280,null,123107,null,6996,null,56394,null,4537,null,44919,null,5151,null,15032,null,2064,null,3232,null,1065,null,3530,null,818,null,0400000US18,Indiana,18
