B21001_001E,B21001_001EA,B21001_001M,B21001_001MA,B21001_002E,B21001_002EA,B21001_002M,B21001_002MA,B21001_003E,B21001_003EA,B21001_003M,B21001_003MA,B21001_004E,B21001_004EA,B21001_004M,B21001_004MA,B21001_005E,B21001_005EA,B21001_005M,B21001_005MA,B21001_006E,B21001_006EA,B21001_006M,B21001_006MA,B21001_007E,B21001_007EA,B21001_007M,B21001_007MA,B21001_008E,B21001_008EA,B21001_008M,B21001_008MA,B21001_009E,B21001_009EA,B21001_009M,B21001_009MA,B21001_010E,B21001_010EA,B21001_010M,B21001_010MA,B21001_011E,B21001_011EA,B21001_011M,B21001_011MA,B21001_012E,B21001_012EA,B21001_012M,B21001_012MA,B21001_013E,B21001_013EA,B21001_013M,B21001_013MA,B21001_014E,B21001_014EA,B21001_014M,B21001_014MA,B21001_015E,B21001_015EA,B21001_015M,B21001_015MA,B21001_016E,B21001_016EA,B21001_016M,B21001_016MA,B21001_017E,B21001_017EA,B21001_017M,B21001_017MA,B21001_018E,B21001_018EA,B21001_018M,B21001_018MA,B21001_019E,B21001_019EA,B21001_019M,B21001_019MA,B21001_020E,B21001_020EA,B21001_020M,B21001_020MA,B21001_021E,B21001_021EA,B21001_021M,B21001_021MA,B21001_022E,B21001_022EA,B21001_022M,B21001_022MA,B21001_023E,B21001_023EA,B21001_023M,B21001_023MA,B21001_024E,B21001_024EA,B21001_024M,B21001_024MA,B21001_025E,B21001_025EA,B21001_025M,B21001_025MA,B21001_026E,B21001_026EA,B21001_026M,B21001_026MA,B21001_027E,B21001_027EA,B21001_027M,B21001_027MA,B21001_028E,B21001_028EA,B21001_028M,B21001_028MA,B21001_029E,B21001_029EA,B21001_029M,B21001_029MA,B21001_030E,B21001_030EA,B21001_030M,B21001_030MA,B21001_031E,B21001_031EA,B21001_031M,B21001_031MA,B21001_032E,B21001_032EA,B21001_032M,B21001_032MA,B21001_033E,B21001_033EA,B21001_033M,B21001_033MA,GEO_ID,NAME,state
3489439,null,3368,null,1655966,null,3630,null,515399,null,4064,null,28508,null,2586,null,486891,null,4637,null,633676,null,3499,null,106820,null,5309,null,526856,null,5779,null,249785,null,1819,null,98924,null,3429,null,150861,null,3634,null,152765,null,1734,null,70465,null,3130,null,82300,null,3249,null,104341,null,1529,null,71649,null,2318,null,32692,null,2624,null,1833473,null,2257,null,522374,null,3142,null,7682,null,1835,null,514692,null,3381,null,666866,null,2784,null,15170,null,2022,null,651696,null,3420,null,276592,null,1626,null,3172,null,765,null,273420,null,1691,null,183277,null,1665,null,1525,null,490,null,181752,null,1744,null,184364,null,1777,null,2847,null,837,null,181517,null,1939,null,0400000US01,Alabama,01
485178,null,1575,null,247011,null,1835,null,83743,null,2071,null,9988,null,1633,null,73755,null,2476,null,102694,null,1862,null,23140,null,1963,null,79554,null,2368,null,38395,null,1092,null,18774,null,1631,null,19621,null,1414,null,14381,null,608,null,8471,null,698,null,5910,null,727,null,7798,null,639,null,5447,null,582,null,2351,null,655,null,238167,null,1285,null,77791,null,1295,null,2294,null,753,null,75497,null,1476,null,101272,null,1360,null,4972,null,1272,null,96300,null,1653,null,34202,null,923,null,1233,null,670,null,32969,null,1058,null,15082,null,1010,null,210,null,176,null,14872,null,1008,null,9820,null,593,null,85,null,113,null,9735,null,573,null,0400000US02,Alaska,02
4649090,null,2502,null,2301994,null,2344,null,781073,null,2667,null,41592,null,3673,null,739481,null,4087,null,840977,null,2297,null,122202,null,5580,null,718775,null,5921,null,312529,null,1140,null,127864,null,4748,null,184665,null,4635,null,198150,null,1019,null,102731,null,2981,null,95419,null,2949,null,169265,null,901,null,119215,null,3248,null,50050,null,3160,null,2347096,null,1302,null,714092,null,1878,null,7805,null,1478,null,706287,null,2622,null,838219,null,1771,null,19347,null,2325,null,818872,null,2914,null,343024,null,1055,null,6218,null,1335,null,336806,null,1734,null,223081,null,1156,null,2818,null,833,null,220263,null,1474,null,228680,null,1037,null,5708,null,1212,null,222972,null,1443,null,0400000US04,Arizona,04
2127954,null,2340,null,1026317,null,3587,null,320477,null,3817,null,17647,null,2724,null,302830,null,4736,null,381433,null,3283,null,60997,null,3980,null,320436,null,4901,null,154282,null,1451,null,61714,null,2539,null,92568,null,2854,null,97079,null,1443,null,48213,null,2147,null,48866,null,2339,null,73046,null,1099,null,49904,null,1873,null,23142,null,1947,null,1101637,null,2644,null,313806,null,2943,null,2667,null,943,null,311139,null,3087,null,393541,null,3004,null,5798,null,1206,null,387743,null,3349,null,166479,null,1496,null,2070,null,651,null,164409,null,1611,null,112787,null,1248,null,1193,null,452,null,111594,null,1345,null,115024,null,941,null,1279,null,470,null,113745,null,1020,null,0400000US05,Arkansas,05
27033547,null,5446,null,13353397,null,6557,null,4616551,null,6806,null,151386,null,7855,null,4465165,null,10729,null,5306364,null,5983,null,472710,null,11997,null,4833654,null,12869,null,1722787,null,2824,null,497026,null,8542,null,1225761,null,8986,null,942597,null,2529,null,375873,null,5614,null,566724,null,6309,null,765098,null,1761,null,447079,null,6217,null,318019,null,6136,null,13680150,null,3138,null,4318008,null,4445,null,33172,null,3807,null,4284836,null,5845,null,5230568,null,3978,null,53570,null,3157,null,5176998,null,5207,null,1838320,null,2419,null,15588,null,1793,null,1822732,null,3013,null,1105734,null,2428,null,11281,null,1614,null,1094453,null,2927,null,1187520,null,2644,null,21921,null,1934,null,1165599,null,3227,null,0400000US06,California,06
3643412,null,2891,null,1819218,null,3193,null,609469,null,3656,null,32462,null,2752,null,577007,null,4647,null,737948,null,3550,null,112341,null,4333,null,625607,null,4955,null,258007,null,1704,null,105818,null,3735,null,152189,null,3673,null,125609,null,1518,null,66294,null,2596,null,59315,null,2659,null,88185,null,1282,null,63147,null,1772,null,25038,null,1865,null,1824194,null,2348,null,559140,null,2993,null,7973,null,1374,null,551167,null,3348,null,722497,null,2874,null,17041,null,2161,null,705456,null,3232,null,262958,null,1365,null,3826,null,898,null,259132,null,1458,null,140554,null,1577,null,2080,null,678,null,138474,null,1718,null,139045,null,1483,null,3246,null,695,null,135799,null,1681,null,0400000US08,Colorado,08
2674817,null,1708,null,1280440,null,1867,null,363814,null,1951,null,11361,null,1720,null,352453,null,2618,null,529984,null,1451,null,49238,null,3466,null,480746,null,3685,null,192620,null,902,null,61736,null,2994,null,130884,null,3041,null,104394,null,815,null,50095,null,2407,null,54299,null,2551,null,89628,null,670,null,60456,null,2056,null,29172,null,2094,null,1394377,null,1167,null,355825,null,1240,null,1517,null,569,null,354308,null,1303,null,551853,null,1212,null,4665,null,976,null,547188,null,1646,null,209261,null,856,null,1746,null,505,null,207515,null,893,null,124294,null,858,null,1424,null,617,null,122870,null,1078,null,153144,null,779,null,3121,null,677,null,150023,null,1026,null,0400000US09,Connecticut,09
657092,null,718,null,312238,null,785,null,93241,null,692,null,3936,null,1113,null,89305,null,1278,null,122105,null,710,null,19876,null,1850,null,102229,null,1897,null,46552,null,580,null,18828,null,1367,null,27724,null,1383,null,28723,null,642,null,14094,null,1018,null,14629,null,1016,null,21617,null,418,null,15212,null,930,null,6405,null,917,null,344854,null,479,null,96847,null,729,null,1063,null,542,null,95784,null,874,null,128624,null,723,null,3174,null,798,null,125450,null,1077,null,52642,null,470,null,905,null,398,null,51737,null,637,null,33014,null,435,null,452,null,258,null,32562,null,500,null,33727,null,402,null,535,null,357,null,33192,null,554,null,0400000US10,Delaware,10
466868,null,1415,null,213624,null,1667,null,81543,null,1410,null,3190,null,1252,null,78353,null,1669,null,77376,null,1282,null,8442,null,1656,null,68934,null,2049,null,27210,null,262,null,5102,null,1079,null,22108,null,1138,null,15722,null,404,null,6929,null,863,null,8793,null,865,null,11773,null,312,null,7235,null,800,null,4538,null,846,null,253244,null,1298,null,94317,null,1247,null,446,null,308,null,93871,null,1296,null,82438,null,482,null,1355,null,600,null,81083,null,790,null,33720,null,280,null,299,null,265,null,33421,null,391,null,20561,null,356,null,557,null,464,null,20004,null,609,null,22208,null,340,null,156,null,146,null,22052,null,396,null,0400000US11,District of Columbia,11
14155099,null,3760,null,6846240,null,5484,null,1959611,null,6639,null,95837,null,6183,null,1863774,null,8508,null,2533891,null,6069,null,376993,null,9631,null,2156898,null,11457,null,995216,null,2624,null,362514,null,7156,null,632702,null,7024,null,683193,null,3080,null,316307,null,5810,null,366886,null,5842,null,674329,null,2617,null,442577,null,5247,null,231752,null,5362,null,7308859,null,4775,null,1870801,null,4953,null,20370,null,2422,null,1850431,null,5384,null,2589987,null,4142,null,52122,null,3747,null,2537865,null,4789,null,1109018,null,3358,null,15570,null,1818,null,1093448,null,3565,null,801472,null,2926,null,9315,null,1402,null,792157,null,3556,null,937581,null,3276,null,17822,null,2034,null,919759,null,4032,null,0400000US12,Florida,12
6972297,null,3629,null,3360040,null,3803,null,1131727,null,5569,null,52371,null,4190,null,1079356,null,6951,null,1382620,null,5049,null,207669,null,6844,null,1174951,null,8270,null,462673,null,2744,null,177040,null,5429,null,285633,null,5055,null,237820,null,2372,null,110556,null,3768,null,127264,null,3556,null,145200,null,1827,null,97025,null,2159,null,48175,null,2466,null,3612257,null,3375,null,1113473,null,4322,null,13715,null,2214,null,1099758,null,5111,null,1427963,null,4053,null,40052,null,3613,null,1387911,null,4972,null,513380,null,2778,null,6920,null,1483,null,506460,null,3031,null,289439,null,2797,null,2227,null,664,null,287212,null,3045,null,268002,null,2607,null,3151,null,835,null,264851,null,2746,null,0400000US13,Georgia,13
960064,null,3061,null,464648,null,2678,null,138543,null,2469,null,15315,null,1992,null,123228,null,2574,null,172258,null,1732,null,26354,null,2711,null,145904,null,2803,null,73818,null,521,null,29004,null,2205,null,44814,null,2237,null,40553,null,638,null,20025,null,1546,null,20528,null,1606,null,39476,null,694,null,23565,null,1474,null,15911,null,1535,null,495416,null,1265,null,134257,null,1408,null,4358,null,1130,null,129899,null,1356,null,181362,null,1116,null,3146,null,808,null,178216,null,1293,null,75334,null,582,null,1005,null,504,null,74329,null,795,null,47219,null,619,null,502,null,259,null,46717,null,676,null,57244,null,648,null,987,null,477,null,56257,null,815,null,0400000US15,Hawaii,15
1088296,null,1889,null,540640,null,2170,null,182045,null,2040,null,11481,null,1970,null,170564,null,2447,null,199550,null,1457,null,33884,null,2518,null,165666,null,2533,null,79784,null,921,null,30667,null,1904,null,49117,null,2030,null,44894,null,748,null,22580,null,1349,null,22314,null,1456,null,34367,null,557,null,24216,null,1218,null,10151,null,1331,null,547656,null,1564,null,171121,null,1511,null,1692,null,760,null,169429,null,1757,null,200252,null,1536,null,4483,null,1186,null,195769,null,1923,null,80643,null,981,null,1333,null,475,null,79310,null,1065,null,47113,null,843,null,597,null,301,null,46516,null,896,null,48527,null,600,null,862,null,374,null,47665,null,700,null,0400000US16,Idaho,16
9636981,null,2537,null,4679712,null,3390,null,1557457,null,3579,null,50743,null,4061,null,1506714,null,5051,null,1842546,null,3484,null,171899,null,5532,null,1670647,null,5655,null,644431,null,1794,null,208944,null,4330,null,435487,null,4386,null,356925,null,1550,null,145088,null,3299,null,211837,null,3553,null,278353,null,1200,null,182827,null,3552,null,95526,null,3685,null,4957269,null,2486,null,1491252,null,3162,null,10013,null,1546,null,1481239,null,3633,null,1863889,null,2558,null,18976,null,2065,null,1844913,null,2983,null,689323,null,1638,null,5837,null,1038,null,683486,null,1903,null,429910,null,2371,null,2866,null,800,null,427044,null,2425,null,482895,null,1743,null,6036,null,1005,null,476859,null,2015,null,0400000US17,Illinois,17
4754575,null,2585,null,2307492,null,2299,null,736469,null,2450,null,29485,null,3055,null,706984,null,3703,null,908820,null,2482,null,124833,null,4770,null,783987,null,5058,null,333343,null,1339,null,132962,null,4480,null,200381,null,4537,null,187187,null,1100,null,84018,null,2724,null,103169,null,3055,null,141673,null,1148,null,95535,null,2586,null,46138,null,2583,null,2447083,null,2120,null,714167,null,2260,null,3477,null,769,null,710690,null,2329,null,912672,null,2416,null,12833,null,1496,null,899839,null,2971,null,355948,null,1526,null,3284,null,869,null,352664,null,1717,null,220581,null,1128,null,2481,null,733,null,218100,null,1368,null,243715,null,935,null,2776,null,791,null,240939,null,1123,null,0400000US18,Indiana,18
2274820,null,2198,null,1106903,null,2407,null,339591,null,2390,null,15908,null,1568,null,323683,null,2792,null,419385,null,2275,null,53549,null,3100,null,365836,null,3770,null,165744,null,1276,null,65842,null,2526,null,99902,null,2639,null,97061,null,910,null,45463,null,1808,null,51598,null,1864,null,85122,null,599,null,57465,null,1738,null,27657,null,1823,null,1167917,null,1882,null,328388,null,2280,null,2505,null,789,null,325883,null,2303,null,414899,null,1954,null,5684,null,1073,null,409215,null,2237,null,168213,null,989,null,1900,null,653,null,166313,null,1167,null,110925,null,812,null,940,null,454,null,109985,null,905,null,145492,null,699,null,1596,null,501,null,143896,null,817,null,0400000US19,Iowa,19
