C25122_001E,C25122_001EA,C25122_001M,C25122_001MA,C25122_002E,C25122_002EA,C25122_002M,C25122_002MA,C25122_003E,C25122_003EA,C25122_003M,C25122_003MA,C25122_004E,C25122_004EA,C25122_004M,C25122_004MA,C25122_005E,C25122_005EA,C25122_005M,C25122_005MA,C25122_006E,C25122_006EA,C25122_006M,C25122_006MA,C25122_007E,C25122_007EA,C25122_007M,C25122_007MA,C25122_008E,C25122_008EA,C25122_008M,C25122_008MA,C25122_009E,C25122_009EA,C25122_009M,C25122_009MA,C25122_010E,C25122_010EA,C25122_010M,C25122_010MA,C25122_011E,C25122_011EA,C25122_011M,C25122_011MA,C25122_012E,C25122_012EA,C25122_012M,C25122_012MA,C25122_013E,C25122_013EA,C25122_013M,C25122_013MA,C25122_014E,C25122_014EA,C25122_014M,C25122_014MA,C25122_015E,C25122_015EA,C25122_015M,C25122_015MA,C25122_016E,C25122_016EA,C25122_016M,C25122_016MA,C25122_017E,C25122_017EA,C25122_017M,C25122_017MA,C25122_018E,C25122_018EA,C25122_018M,C25122_018MA,C25122_019E,C25122_019EA,C25122_019M,C25122_019MA,C25122_020E,C25122_020EA,C25122_020M,C25122_020MA,C25122_021E,C25122_021EA,C25122_021M,C25122_021MA,C25122_022E,C25122_022EA,C25122_022M,C25122_022MA,C25122_023E,C25122_023EA,C25122_023M,C25122_023MA,C25122_024E,C25122_024EA,C25122_024M,C25122_024MA,C25122_025E,C25122_025EA,C25122_025M,C25122_025MA,C25122_026E,C25122_026EA,C25122_026M,C25122_026MA,C25122_027E,C25122_027EA,C25122_027M,C25122_027MA,C25122_028E,C25122_028EA,C25122_028M,C25122_028MA,C25122_029E,C25122_029EA,C25122_029M,C25122_029MA,C25122_030E,C25122_030EA,C25122_030M,C25122_030MA,C25122_031E,C25122_031EA,C25122_031M,C25122_031MA,GEO_ID,NAME,state
528488,null,10257,null,114877,null,4608,null,55130,null,3705,null,36361,null,2912,null,3812,null,1184,null,19574,null,2279,null,125632,null,5991,null,50540,null,3062,null,53090,null,4477,null,4832,null,1141,null,17170,null,2266,null,118546,null,5877,null,29069,null,2826,null,66791,null,4601,null,7524,null,1503,null,15162,null,2196,null,74283,null,4550,null,11221,null,1823,null,47548,null,3706,null,6930,null,1391,null,8584,null,1655,null,61032,null,4535,null,6902,null,1413,null,38748,null,3878,null,8247,null,1625,null,7135,null,1393,null,34118,null,3131,null,1486,null,738,null,18282,null,2509,null,11156,null,1619,null,3194,null,987,null,0400000US01,Alabama,01
87403,null,3597,null,6092,null,1201,null,1624,null,585,null,2934,null,908,null,639,null,369,null,895,null,401,null,12239,null,1562,null,3618,null,894,null,6098,null,1119,null,1340,null,704,null,1183,null,429,null,16651,null,1770,null,2135,null,786,null,8085,null,1195,null,4448,null,876,null,1983,null,589,null,14277,null,1825,null,668,null,427,null,7144,null,1235,null,5114,null,1170,null,1351,null,469,null,18077,null,2257,null,204,null,124,null,7956,null,1537,null,7525,null,1571,null,2392,null,740,null,20067,null,2209,null,531,null,277,null,4446,null,1081,null,12840,null,2139,null,2250,null,686,null,0400000US02,Alaska,02
718401,null,12688,null,85382,null,4915,null,21867,null,2397,null,42088,null,3573,null,12783,null,2069,null,8644,null,1678,null,120101,null,6965,null,23667,null,2823,null,73385,null,4950,null,16047,null,2390,null,7002,null,1386,null,182235,null,7336,null,17367,null,2000,null,116973,null,5757,null,38615,null,3849,null,9280,null,1606,null,126847,null,6214,null,9056,null,1654,null,75151,null,5130,null,38743,null,3246,null,3897,null,890,null,116375,null,6726,null,5071,null,1252,null,53696,null,4451,null,53292,null,4239,null,4316,null,1029,null,87461,null,5044,null,4404,null,1221,null,25243,null,2648,null,56060,null,4528,null,1754,null,551,null,0400000US04,Arizona,04
355895,null,8224,null,75210,null,4017,null,40559,null,3356,null,23229,null,2429,null,973,null,568,null,10449,null,1339,null,84013,null,4285,null,37858,null,2617,null,35234,null,3293,null,1838,null,790,null,9083,null,1606,null,87927,null,4401,null,23437,null,2643,null,50618,null,3759,null,4096,null,1048,null,9776,null,1433,null,50333,null,4047,null,7910,null,1542,null,33156,null,3621,null,4449,null,1314,null,4818,null,941,null,39354,null,3314,null,4320,null,1304,null,26065,null,2583,null,4852,null,1258,null,4117,null,1007,null,19058,null,2378,null,1558,null,557,null,11531,null,1910,null,3991,null,913,null,1978,null,697,null,0400000US05,Arkansas,05
5123700,null,28871,null,469407,null,12274,null,103955,null,6182,null,186774,null,8092,null,149765,null,7395,null,28913,null,3240,null,800715,null,13319,null,169317,null,5978,null,384036,null,9938,null,214097,null,7535,null,33265,null,2807,null,1016870,null,17629,null,59372,null,4282,null,501969,null,12361,null,420986,null,10956,null,34543,null,2993,null,821747,null,16330,null,22019,null,2707,null,334710,null,9385,null,442269,null,10872,null,22749,null,2567,null,918851,null,19736,null,16849,null,2348,null,249444,null,9407,null,625843,null,14805,null,26715,null,2635,null,1096110,null,17191,null,8902,null,1520,null,146154,null,6867,null,912097,null,15650,null,28957,null,2400,null,0400000US06,California,06
579758,null,10271,null,83271,null,4921,null,27165,null,2741,null,42011,null,3761,null,10322,null,2080,null,3773,null,894,null,98955,null,5696,null,23762,null,2635,null,60233,null,4238,null,11117,null,1766,null,3843,null,840,null,133123,null,6259,null,13091,null,1712,null,89074,null,4954,null,25798,null,3219,null,5160,null,1087,null,101498,null,5470,null,6007,null,1436,null,63421,null,4305,null,27684,null,2721,null,4386,null,1282,null,90445,null,5122,null,3074,null,1013,null,45408,null,3699,null,38163,null,3223,null,3800,null,1054,null,72466,null,4566,null,1292,null,644,null,22828,null,2818,null,45330,null,3558,null,3016,null,817,null,0400000US08,Colorado,08
395875,null,7185,null,50176,null,4081,null,17547,null,2019,null,18568,null,2115,null,11416,null,2010,null,2645,null,800,null,68247,null,4502,null,21915,null,2358,null,27564,null,3074,null,15639,null,2040,null,3129,null,788,null,81207,null,4133,null,7423,null,1289,null,44009,null,3452,null,26101,null,2668,null,3674,null,895,null,62854,null,4163,null,2518,null,930,null,31841,null,3109,null,25536,null,2578,null,2959,null,774,null,66395,null,4327,null,1359,null,701,null,27394,null,2420,null,35369,null,3380,null,2273,null,666,null,66996,null,4083,null,1576,null,537,null,16366,null,2265,null,46057,null,3234,null,2997,null,739,null,0400000US09,Connecticut,09
90336,null,3436,null,12258,null,1739,null,3600,null,892,null,4467,null,1130,null,3226,null,1159,null,965,null,570,null,14383,null,1943,null,3557,null,855,null,6428,null,1479,null,3513,null,1035,null,885,null,458,null,19365,null,2410,null,1242,null,567,null,12079,null,1856,null,4648,null,1089,null,1396,null,437,null,17885,null,2118,null,574,null,381,null,9041,null,1508,null,6730,null,1388,null,1540,null,621,null,14424,null,1943,null,267,null,200,null,6142,null,1401,null,6951,null,1220,null,1064,null,539,null,12021,null,1695,null,12,null,20,null,2600,null,679,null,8243,null,1569,null,1166,null,531,null,0400000US10,Delaware,10
139226,null,3601,null,22171,null,2619,null,8938,null,1574,null,6414,null,1507,null,5968,null,1353,null,851,null,504,null,19185,null,1840,null,5887,null,1186,null,8127,null,1272,null,4653,null,1229,null,518,null,334,null,26316,null,2580,null,2045,null,701,null,17475,null,2300,null,6620,null,1315,null,176,null,147,null,21448,null,2023,null,1143,null,495,null,9814,null,1376,null,9553,null,1473,null,938,null,475,null,19769,null,2085,null,858,null,373,null,8172,null,1502,null,10134,null,1457,null,605,null,340,null,30337,null,2561,null,278,null,280,null,4889,null,1213,null,23755,null,1987,null,1415,null,654,null,0400000US11,District of Columbia,11
2083252,null,21269,null,259391,null,9186,null,74755,null,4144,null,114912,null,7585,null,49584,null,3560,null,20140,null,2796,null,345775,null,13001,null,60067,null,4158,null,184024,null,7937,null,79706,null,5808,null,21978,null,2704,null,503750,null,13343,null,30279,null,2900,null,298457,null,9430,null,153523,null,8244,null,21491,null,2401,null,370971,null,10225,null,10795,null,1653,null,186521,null,7172,null,159644,null,6640,null,14011,null,2005,null,348440,null,10428,null,7284,null,1390,null,130955,null,6299,null,196147,null,8632,null,14054,null,1898,null,254925,null,9101,null,4637,null,976,null,53475,null,4110,null,184664,null,7979,null,12149,null,1922,null,0400000US12,Florida,12
