C08128_001E,C08128_001EA,C08128_001M,C08128_001MA,C08128_002E,C08128_002EA,C08128_002M,C08128_002MA,C08128_003E,C08128_003EA,C08128_003M,C08128_003MA,C08128_004E,C08128_004EA,C08128_004M,C08128_004MA,C08128_005E,C08128_005EA,C08128_005M,C08128_005MA,C08128_006E,C08128_006EA,C08128_006M,C08128_006MA,C08128_007E,C08128_007EA,C08128_007M,C08128_007MA,C08128_008E,C08128_008EA,C08128_008M,C08128_008MA,C08128_009E,C08128_009EA,C08128_009M,C08128_009MA,C08128_010E,C08128_010EA,C08128_010M,C08128_010MA,C08128_011E,C08128_011EA,C08128_011M,C08128_011MA,C08128_012E,C08128_012EA,C08128_012M,C08128_012MA,C08128_013E,C08128_013EA,C08128_013M,C08128_013MA,C08128_014E,C08128_014EA,C08128_014M,C08128_014MA,C08128_015E,C08128_015EA,C08128_015M,C08128_015MA,C08128_016E,C08128_016EA,C08128_016M,C08128_016MA,C08128_017E,C08128_017EA,C08128_017M,C08128_017MA,C08128_018E,C08128_018EA,C08128_018M,C08128_018MA,C08128_019E,C08128_019EA,C08128_019M,C08128_019MA,C08128_020E,C08128_020EA,C08128_020M,C08128_020MA,C08128_021E,C08128_021EA,C08128_021M,C08128_021MA,C08128_022E,C08128_022EA,C08128_022M,C08128_022MA,C08128_023E,C08128_023EA,C08128_023M,C08128_023MA,C08128_024E,C08128_024EA,C08128_024M,C08128_024MA,C08128_025E,C08128_025EA,C08128_025M,C08128_025MA,C08128_026E,C08128_026EA,C08128_026M,C08128_026MA,C08128_027E,C08128_027EA,C08128_027M,C08128_027MA,C08128_028E,C08128_028EA,C08128_028M,C08128_028MA,C08128_029E,C08128_029EA,C08128_029M,C08128_029MA,C08128_030E,C08128_030EA,C08128_030M,C08128_030MA,GEO_ID,NAME,state
1982297,null,16571,null,1536654,null,15585,null,321443,null,9484,null,120024,null,5713,null,4176,null,982,null,1652706,null,16282,null,1298639,null,15937,null,274785,null,8495,null,77924,null,4140,null,1358,null,448,null,222349,null,8772,null,172929,null,7868,null,30270,null,2944,null,17497,null,2121,null,1653,null,555,null,8367,null,1650,null,5239,null,1321,null,2837,null,862,null,291,null,314,null,0,null,267,null,48330,null,3497,null,31711,null,3128,null,10868,null,1538,null,5565,null,991,null,186,null,279,null,50545,null,3217,null,28136,null,2598,null,2683,null,767,null,18747,null,2001,null,979,null,446,null,0400000US01,Alabama,01
329649,null,4948,null,210411,null,6176,null,93079,null,4379,null,24790,null,2658,null,1369,null,586,null,218370,null,6076,null,142653,null,5098,null,62180,null,3823,null,13075,null,1881,null,462,null,349,null,44116,null,4014,null,28988,null,3098,null,11961,null,1903,null,3042,null,1057,null,125,null,124,null,4662,null,1071,null,3942,null,1058,null,580,null,323,null,140,null,126,null,0,null,237,null,42892,null,2912,null,27096,null,2326,null,13820,null,1564,null,1659,null,506,null,317,null,251,null,19609,null,2190,null,7732,null,1354,null,4538,null,752,null,6874,null,1362,null,465,null,272,null,0400000US02,Alaska,02
2777552,null,16921,null,2193902,null,20517,null,407695,null,11038,null,171321,null,7082,null,4634,null,1219,null,2077219,null,19521,null,1664506,null,20621,null,316179,null,9167,null,94526,null,4946,null,2008,null,770,null,375361,null,12165,null,302083,null,10962,null,53118,null,3480,null,19437,null,2929,null,723,null,481,null,59574,null,5386,null,49214,null,4752,null,9020,null,2142,null,1340,null,616,null,0,null,292,null,130832,null,6124,null,100111,null,5168,null,22811,null,2617,null,7469,null,1877,null,441,null,429,null,134566,null,7156,null,77988,null,5965,null,6567,null,1548,null,48549,null,3107,null,1462,null,594,null,0400000US04,Arizona,04
1209981,null,11399,null,923639,null,12315,null,195938,null,6167,null,87394,null,5253,null,3010,null,820,null,978100,null,12718,null,757607,null,11757,null,164445,null,5934,null,54688,null,4019,null,1360,null,460,null,146039,null,7359,null,113141,null,6779,null,22338,null,2345,null,10115,null,2078,null,445,null,286,null,6089,null,1380,null,4524,null,1234,null,1440,null,589,null,125,null,204,null,0,null,267,null,37515,null,3331,null,27486,null,3011,null,5171,null,1168,null,4474,null,1037,null,384,null,342,null,42238,null,3410,null,20881,null,2632,null,2544,null,943,null,17992,null,2044,null,821,null,346,null,0400000US05,Arkansas,05
16421576,null,43258,null,12545757,null,46479,null,2397794,null,24577,null,1442611,null,20179,null,35414,null,3397,null,12013179,null,47470,null,9332202,null,45322,null,1841878,null,22898,null,825175,null,14688,null,13924,null,1800,null,1949186,null,27609,null,1535751,null,25647,null,250051,null,9074,null,154863,null,7698,null,8521,null,1985,null,841919,null,19033,null,690257,null,16369,null,107504,null,6118,null,43659,null,4266,null,499,null,394,null,829949,null,17147,null,627250,null,16076,null,128937,null,6448,null,71631,null,4538,null,2131,null,959,null,787343,null,14812,null,360297,null,8976,null,69424,null,4082,null,347283,null,12337,null,10339,null,1635,null,0400000US06,California,06
2445512,null,14273,null,1902448,null,15964,null,356747,null,8751,null,179672,null,7441,null,6645,null,1268,null,1822969,null,14852,null,1443657,null,16056,null,277111,null,7244,null,98595,null,5117,null,3606,null,1047,null,257439,null,10129,null,207149,null,8869,null,32258,null,3147,null,17335,null,2372,null,697,null,464,null,82486,null,6404,null,66277,null,5598,null,14195,null,2077,null,1928,null,928,null,86,null,141,null,136077,null,5669,null,97467,null,4392,null,28047,null,2635,null,10148,null,1863,null,415,null,289,null,146541,null,6072,null,87898,null,5565,null,5136,null,816,null,51666,null,4096,null,1841,null,553,null,0400000US08,Colorado,08
1720206,null,10787,null,1379735,null,13187,null,221019,null,7420,null,116591,null,5598,null,2861,null,730,null,1368547,null,11826,null,1100762,null,12926,null,190283,null,6777,null,75629,null,4734,null,1873,null,628,null,134429,null,7082,null,112100,null,5955,null,13424,null,1923,null,8587,null,1492,null,318,null,263,null,75425,null,4076,null,69485,null,4068,null,4274,null,1006,null,1482,null,554,null,184,null,224,null,76714,null,4892,null,58862,null,4193,null,10524,null,1401,null,7074,null,2221,null,254,null,225,null,65091,null,3752,null,38526,null,2817,null,2514,null,802,null,23819,null,2214,null,232,null,173,null,0400000US09,Connecticut,09
406312,null,6741,null,328816,null,7245,null,57517,null,3436,null,19213,null,1970,null,766,null,453,null,324704,null,7468,null,265750,null,7477,null,46683,null,3264,null,12068,null,1825,null,203,null,185,null,41576,null,3745,null,34346,null,3588,null,5303,null,1014,null,1845,null,553,null,82,null,112,null,11136,null,1995,null,9531,null,1804,null,1462,null,527,null,143,null,164,null,0,null,261,null,16054,null,2107,null,11127,null,1758,null,3428,null,885,null,1419,null,585,null,80,null,106,null,12842,null,1913,null,8062,null,1333,null,641,null,306,null,3738,null,879,null,401,null,376,null,0400000US10,Delaware,10
289798,null,5639,null,197368,null,5869,null,78620,null,4294,null,13709,null,1777,null,101,null,119,null,110570,null,4928,null,77058,null,3927,null,29009,null,3050,null,4458,null,996,null,45,null,76,null,19761,null,2777,null,13296,null,2274,null,5660,null,1377,null,805,null,435,null,0,null,300,null,105443,null,5859,null,71665,null,4407,null,31607,null,3031,null,2171,null,711,null,0,null,300,null,39416,null,3267,null,28455,null,2737,null,9523,null,1817,null,1382,null,596,null,56,null,91,null,14608,null,2387,null,6894,null,1576,null,2821,null,1282,null,4893,null,1148,null,0,null,300,null,0400000US11,District of Columbia,11
8173299,null,32297,null,6588520,null,33934,null,1093090,null,14928,null,478247,null,11417,null,13442,null,1711,null,6507890,null,32711,null,5266897,null,28722,null,938203,null,15475,null,296411,null,9210,null,6379,null,1180,null,857987,null,19092,null,710160,null,17696,null,96110,null,5841,null,48847,null,4860,null,2870,null,927,null,158057,null,8650,null,132652,null,7704,null,15168,null,1892,null,10084,null,2313,null,153,null,188,null,308595,null,12609,null,255552,null,11530,null,31505,null,2791,null,20847,null,2413,null,691,null,350,null,340770,null,9629,null,223259,null,7621,null,12104,null,1561,null,102058,null,5860,null,3349,null,786,null,0400000US12,Florida,12
