B24011_001E,B24011_001EA,B24011_001M,B24011_001MA,B24011_002E,B24011_002EA,B24011_002M,B24011_002MA,B24011_003E,B24011_003EA,B24011_003M,B24011_003MA,B24011_004E,B24011_004EA,B24011_004M,B24011_004MA,B24011_005E,B24011_005EA,B24011_005M,B24011_005MA,B24011_006E,B24011_006EA,B24011_006M,B24011_006MA,B24011_007E,B24011_007EA,B24011_007M,B24011_007MA,B24011_008E,B24011_008EA,B24011_008M,B24011_008MA,B24011_009E,B24011_009EA,B24011_009M,B24011_009MA,B24011_010E,B24011_010EA,B24011_010M,B24011_010MA,B24011_011E,B24011_011EA,B24011_011M,B24011_011MA,B24011_012E,B24011_012EA,B24011_012M,B24011_012MA,B24011_013E,B24011_013EA,B24011_013M,B24011_013MA,B24011_014E,B24011_014EA,B24011_014M,B24011_014MA,B24011_015E,B24011_015EA,B24011_015M,B24011_015MA,B24011_016E,B24011_016EA,B24011_016M,B24011_016MA,B24011_017E,B24011_017EA,B24011_017M,B24011_017MA,B24011_018E,B24011_018EA,B24011_018M,B24011_018MA,B24011_019E,B24011_019EA,B24011_019M,B24011_019MA,B24011_020E,B24011_020EA,B24011_020M,B24011_020MA,B24011_021E,B24011_021EA,B24011_021M,B24011_021MA,B24011_022E,B24011_022EA,B24011_022M,B24011_022MA,B24011_023E,B24011_023EA,B24011_023M,B24011_023MA,B24011_024E,B24011_024EA,B24011_024M,B24011_024MA,B24011_025E,B24011_025EA,B24011_025M,B24011_025MA,B24011_026E,B24011_026EA,B24011_026M,B24011_026MA,B24011_027E,B24011_027EA,B24011_027M,B24011_027MA,B24011_028E,B24011_028EA,B24011_028M,B24011_028MA,B24011_029E,B24011_029EA,B24011_029M,B24011_029MA,B24011_030E,B24011_030EA,B24011_030M,B24011_030MA,B24011_031E,B24011_031EA,B24011_031M,B24011_031MA,B24011_032E,B24011_032EA,B24011_032M,B24011_032MA,B24011_033E,B24011_033EA,B24011_033M,B24011_033MA,B24011_034E,B24011_034EA,B24011_034M,B24011_034MA,B24011_035E,B24011_035EA,B24011_035M,B24011_035MA,B24011_036E,B24011_036EA,B24011_036M,B24011_036MA,B24011_037E,B24011_037EA,B24011_037M,B24011_037MA,GEO_ID,NAME,state
28221,null,465,null,43438,null,754,null,49695,null,1528,null,51702,null,1134,null,44303,null,2529,null,41354,null,609,null,57349,null,4235,null,60599,null,2744,null,44317,null,6690,null,35563,null,1848,null,52089,null,5035,null,36799,null,1150,null,30358,null,2446,null,41428,null,1149,null,50325,null,1087,null,30105,null,2162,null,14749,null,568,null,17916,null,1109,null,33504,null,2409,null,27973,null,3488,null,40098,null,1862,null,9979,null,738,null,15814,null,936,null,12251,null,1082,null,23307,null,702,null,21748,null,834,null,24124,null,696,null,20047,null,3930,null,30759,null,703,null,26533,null,714,null,36519,null,925,null,26403,null,484,null,26286,null,781,null,26558,null,862,null,37835,null,5934,null,30550,null,1453,null,21896,null,911,null,0400000US01,Alabama,01
35502,null,786,null,51013,null,1153,null,54226,null,3775,null,57722,null,5246,null,47548,null,5483,null,48786,null,2508,null,59701,null,9339,null,70786,null,8663,null,57198,null,8879,null,36286,null,1593,null,51023,null,3024,null,44282,null,3378,null,28120,null,6112,null,58415,null,4011,null,61547,null,1388,null,47257,null,8037,null,20403,null,1243,null,27632,null,2271,null,50890,null,4161,null,47779,null,15963,null,56447,null,6611,null,11614,null,2559,null,19607,null,1672,null,16522,null,2290,null,28966,null,1606,null,28501,null,3299,null,29136,null,1746,null,32077,null,8023,null,43470,null,3533,null,40432,null,5398,null,48914,null,5003,null,31029,null,1470,null,26287,null,3003,null,35836,null,6154,null,59123,null,10697,null,34782,null,6514,null,19573,null,9379,null,0400000US02,Alaska,02
30990,null,255,null,47488,null,802,null,52786,null,1486,null,58275,null,2758,null,45181,null,1389,null,43011,null,993,null,59327,null,2588,null,67117,null,3555,null,44328,null,4169,null,36008,null,1192,null,62411,null,7525,null,33517,null,961,null,30173,null,2069,null,50804,null,955,null,60296,null,1775,null,34236,null,2218,null,17148,null,341,null,22373,null,973,null,40383,null,1787,null,28712,null,3345,null,50009,null,2727,null,12924,null,813,null,16633,null,567,null,16003,null,1043,null,26894,null,437,null,30288,null,1077,null,26164,null,410,null,19763,null,1723,null,31018,null,496,null,28549,null,1328,null,36642,null,845,null,27301,null,768,null,29169,null,1212,null,25933,null,979,null,49979,null,3685,null,28445,null,2417,null,19212,null,1593,null,0400000US04,Arizona,04
25945,null,339,null,40495,null,597,null,44720,null,2087,null,45889,null,2352,null,41771,null,3305,null,38319,null,1009,null,47192,null,3217,null,55069,null,6037,null,48401,null,7484,null,32131,null,2315,null,44332,null,12105,null,34844,null,1158,null,27183,null,6086,null,41381,null,1347,null,51422,null,1254,null,27655,null,2473,null,13486,null,642,null,17226,null,1545,null,30032,null,1607,null,25113,null,4337,null,31328,null,844,null,10356,null,539,null,14381,null,1080,null,11689,null,1034,null,21773,null,400,null,21052,null,901,null,22098,null,421,null,19623,null,2462,null,27851,null,1172,null,25754,null,761,null,31848,null,811,null,25448,null,723,null,25435,null,897,null,25466,null,1080,null,46671,null,11549,null,28566,null,2204,null,20304,null,1397,null,0400000US05,Arkansas,05
33449,null,213,null,57416,null,412,null,61984,null,301,null,68829,null,1805,null,52553,null,824,null,53528,null,571,null,75105,null,1441,null,76156,null,1488,null,57275,null,1704,null,40017,null,1137,null,80463,null,3586,null,39771,null,1109,null,40837,null,657,null,60725,null,372,null,71721,null,560,null,37288,null,935,null,18046,null,236,null,23177,null,722,null,50165,null,1667,null,30158,null,1333,null,75648,null,1892,null,14952,null,318,null,18153,null,343,null,15083,null,491,null,29919,null,300,null,30127,null,372,null,29752,null,365,null,15726,null,458,null,33921,null,826,null,31472,null,413,null,38065,null,1182,null,25989,null,269,null,25708,null,329,null,26294,null,427,null,41662,null,2254,null,32440,null,709,null,19410,null,582,null,0400000US06,California,06
33059,null,440,null,49724,null,987,null,54803,null,2113,null,59377,null,3400,null,49735,null,1868,null,45172,null,937,null,67738,null,2452,null,66739,null,2691,null,54493,null,3407,null,33229,null,2979,null,57264,null,6296,null,30825,null,994,null,31803,null,1306,null,47214,null,1722,null,54452,null,2354,null,31623,null,1640,null,16969,null,519,null,22730,null,1137,null,45022,null,2483,null,33849,null,5094,null,52782,null,3076,null,11556,null,611,null,17163,null,1101,null,15626,null,1217,null,29535,null,735,null,32164,null,808,null,27501,null,669,null,15978,null,1878,null,33159,null,844,null,30610,null,955,null,38243,null,1663,null,27369,null,808,null,27003,null,1193,null,27937,null,2403,null,44375,null,5789,null,31782,null,1321,null,20244,null,2252,null,0400000US08,Colorado,08
39633,null,691,null,60293,null,593,null,71221,null,971,null,77081,null,2260,null,62139,null,2313,null,52886,null,1164,null,71691,null,1786,null,69969,null,3509,null,61492,null,4277,null,39564,null,2086,null,78227,null,5767,null,42323,null,1502,null,42806,null,2238,null,57775,null,3875,null,66387,null,1838,null,41201,null,1904,null,20825,null,550,null,25249,null,1079,null,46236,null,4751,null,28637,null,3703,null,65407,null,7841,null,13230,null,1562,null,21453,null,1176,null,18100,null,2407,null,31768,null,498,null,32229,null,1808,null,31560,null,503,null,16509,null,1248,null,41023,null,1025,null,38505,null,3347,null,44208,null,2211,null,31893,null,863,null,35459,null,1328,null,26648,null,1054,null,48285,null,14880,null,30607,null,2239,null,21862,null,1498,null,0400000US09,Connecticut,09
35316,null,710,null,51895,null,839,null,58001,null,2345,null,60511,null,2467,null,52022,null,2497,null,48949,null,2315,null,65662,null,5588,null,65489,null,7650,null,60342,null,6284,null,33904,null,2254,null,53138,null,24715,null,38034,null,4032,null,36462,null,11460,null,53032,null,2099,null,60458,null,4257,null,39238,null,2849,null,18244,null,1508,null,27046,null,2693,null,32943,null,3961,null,26918,null,5605,null,50152,null,4257,null,11118,null,891,null,19063,null,2542,null,17029,null,4336,null,28155,null,1507,null,26111,null,1733,null,29123,null,1420,null,30182,null,11790,null,36022,null,1346,null,31208,null,1163,null,49874,null,3232,null,32768,null,2322,null,35099,null,3831,null,31471,null,4385,null,47218,null,9397,null,35050,null,4027,null,21406,null,3087,null,0400000US10,Delaware,10
42440,null,1668,null,63820,null,3363,null,70673,null,4488,null,77988,null,6963,null,62045,null,9131,null,60255,null,2761,null,76449,null,7614,null,56054,null,11559,null,69890,null,8982,null,34514,null,10824,null,100001,"100,000+",0,***,45890,null,6692,null,50567,null,3572,null,62995,null,5529,null,66806,null,11287,null,50828,null,42049,null,21071,null,1373,null,26904,null,6870,null,33899,null,7921,null,29831,null,8516,null,50573,null,22314,null,18759,null,2438,null,17959,null,2946,null,17387,null,5276,null,32972,null,1418,null,32861,null,3125,null,33037,null,1803,null,-666666666,-,0,**,31248,null,5116,null,27004,null,2025,null,41121,null,2639,null,26902,null,4869,null,24869,null,20082,null,26960,null,3296,null,32866,null,28723,null,26345,null,3735,null,28299,null,7763,null,0400000US11,District of Columbia,11
30363,null,138,null,45888,null,332,null,51472,null,369,null,55264,null,913,null,43755,null,1147,null,41806,null,250,null,56546,null,1414,null,57966,null,2079,null,45606,null,2967,null,33810,null,1403,null,56573,null,4262,null,35821,null,443,null,33046,null,1121,null,47313,null,924,null,56633,null,769,null,32148,null,690,null,18521,null,296,null,21978,null,430,null,35961,null,765,null,27844,null,2043,null,43639,null,2527,null,14212,null,638,null,17274,null,314,null,16920,null,534,null,26461,null,223,null,28456,null,783,null,25744,null,219,null,15862,null,1056,null,30446,null,314,null,27365,null,420,null,35870,null,654,null,25426,null,361,null,26235,null,504,null,24699,null,657,null,34167,null,4646,null,27951,null,1367,null,19519,null,888,null,0400000US12,Florida,12
