B07409_001E,B07409_001EA,B07409_001M,B07409_001MA,B07409_002E,B07409_002EA,B07409_002M,B07409_002MA,B07409_003E,B07409_003EA,B07409_003M,B07409_003MA,B07409_004E,B07409_004EA,B07409_004M,B07409_004MA,B07409_005E,B07409_005EA,B07409_005M,B07409_005MA,B07409_006E,B07409_006EA,B07409_006M,B07409_006MA,B07409_007E,B07409_007EA,B07409_007M,B07409_007MA,B07409_008E,B07409_008EA,B07409_008M,B07409_008MA,B07409_009E,B07409_009EA,B07409_009M,B07409_009MA,B07409_010E,B07409_010EA,B07409_010M,B07409_010MA,B07409_011E,B07409_011EA,B07409_011M,B07409_011MA,B07409_012E,B07409_012EA,B07409_012M,B07409_012MA,B07409_013E,B07409_013EA,B07409_013M,B07409_013MA,B07409_014E,B07409_014EA,B07409_014M,B07409_014MA,B07409_015E,B07409_015EA,B07409_015M,B07409_015MA,B07409_016E,B07409_016EA,B07409_016M,B07409_016MA,B07409_017E,B07409_017EA,B07409_017M,B07409_017MA,B07409_018E,B07409_018EA,B07409_018M,B07409_018MA,B07409_019E,B07409_019EA,B07409_019M,B07409_019MA,B07409_020E,B07409_020EA,B07409_020M,B07409_020MA,B07409_021E,B07409_021EA,B07409_021M,B07409_021MA,B07409_022E,B07409_022EA,B07409_022M,B07409_022MA,B07409_023E,B07409_023EA,B07409_023M,B07409_023MA,B07409_024E,B07409_024EA,B07409_024M,B07409_024MA,B07409_025E,B07409_025EA,B07409_025M,B07409_025MA,B07409_026E,B07409_026EA,B07409_026M,B07409_026MA,B07409_027E,B07409_027EA,B07409_027M,B07409_027MA,B07409_028E,B07409_028EA,B07409_028M,B07409_028MA,B07409_029E,B07409_029EA,B07409_029M,B07409_029MA,B07409_030E,B07409_030EA,B07409_030M,B07409_030MA,GEO_ID,NAME,state
3022518,null,10188,null,595408,null,13514,null,974128,null,14340,null,811082,null,12516,null,403914,null,10010,null,237986,null,7847,null,2636249,null,13137,null,511809,null,12370,null,857706,null,13637,null,704431,null,11252,null,350649,null,9075,null,211654,null,7188,null,238908,null,9820,null,55688,null,4664,null,74234,null,4990,null,66972,null,5192,null,28492,null,2971,null,13522,null,1896,null,81649,null,5688,null,17711,null,2250,null,23978,null,2964,null,21522,null,2631,null,12605,null,2142,null,5833,null,1312,null,65712,null,5822,null,10200,null,1863,null,18210,null,2759,null,18157,null,3249,null,12168,null,1721,null,6977,null,1252,null,0400000US01,Alabama,01
433771,null,5587,null,40536,null,3189,null,133243,null,5388,null,146501,null,5880,null,72227,null,3801,null,41264,null,3128,null,345593,null,5407,null,30957,null,2796,null,104408,null,5059,null,119519,null,4439,null,55104,null,3219,null,35605,null,3082,null,41261,null,4040,null,5561,null,1372,null,12544,null,1841,null,14701,null,2145,null,6504,null,1517,null,1951,null,558,null,12391,null,2235,null,1671,null,588,null,5401,null,1589,null,2656,null,774,null,1659,null,650,null,1004,null,435,null,34526,null,4343,null,2347,null,828,null,10890,null,2201,null,9625,null,2317,null,8960,null,1767,null,2704,null,825,null,0400000US02,Alaska,02
3983823,null,13828,null,653990,null,12276,null,1067151,null,20300,null,1255355,null,17150,null,639018,null,11770,null,368309,null,7275,null,3358605,null,17089,null,546796,null,10748,null,893723,null,18362,null,1058947,null,16629,null,539508,null,11449,null,319631,null,7198,null,453577,null,14384,null,86800,null,7335,null,127987,null,7290,null,140876,null,8689,null,67171,null,4877,null,30743,null,2843,null,59620,null,5184,null,8486,null,1579,null,17566,null,2564,null,21827,null,2796,null,8239,null,1583,null,3502,null,818,null,112021,null,7901,null,11908,null,2251,null,27875,null,3469,null,33705,null,3470,null,24100,null,3256,null,14433,null,2238,null,0400000US04,Arizona,04
1849067,null,7811,null,351162,null,7726,null,657767,null,11070,null,483657,null,9771,null,236964,null,8060,null,119517,null,4641,null,1581066,null,11265,null,293749,null,7106,null,560064,null,10586,null,414583,null,9330,null,206665,null,7377,null,106005,null,3938,null,165353,null,8454,null,35731,null,3987,null,64325,null,5054,null,42794,null,4242,null,16530,null,2349,null,5973,null,1251,null,58889,null,4064,null,12801,null,2032,null,20031,null,2367,null,14651,null,2271,null,7696,null,1530,null,3710,null,1128,null,43759,null,4713,null,8881,null,1871,null,13347,null,2316,null,11629,null,2116,null,6073,null,1616,null,3829,null,1270,null,0400000US05,Arkansas,05
23276205,null,21543,null,4594326,null,36658,null,5400193,null,40895,null,6454205,null,39853,null,4398354,null,34405,null,2429127,null,26579,null,20152990,null,40708,null,3956500,null,36755,null,4636134,null,36384,null,5602844,null,36865,null,3824219,null,29769,null,2133293,null,23826,null,2073635,null,34961,null,458130,null,14383,null,514963,null,14774,null,560407,null,15796,null,361034,null,12299,null,179101,null,8433,null,647013,null,14953,null,126880,null,7825,null,159938,null,6934,null,173785,null,8725,null,122797,null,6200,null,63613,null,4560,null,402567,null,11381,null,52816,null,4761,null,89158,null,7085,null,117169,null,6536,null,90304,null,5273,null,53120,null,4037,null,0400000US06,California,06
3174594,null,9217,null,350735,null,9420,null,792101,null,14749,null,919944,null,16305,null,714624,null,13132,null,397190,null,10164,null,2679826,null,13279,null,289993,null,8968,null,664660,null,13350,null,770397,null,13602,null,612302,null,11917,null,342474,null,9187,null,256384,null,10932,null,32022,null,3632,null,72371,null,5823,null,77165,null,5011,null,49732,null,4777,null,25094,null,3172,null,133496,null,7370,null,19234,null,2901,null,33599,null,4302,null,42376,null,4329,null,25739,null,2396,null,12548,null,2201,null,104888,null,5669,null,9486,null,1806,null,21471,null,3045,null,30006,null,2879,null,26851,null,2599,null,17074,null,2271,null,0400000US08,Colorado,08
2359530,null,6056,null,281407,null,7794,null,697354,null,11861,null,566184,null,9922,null,455696,null,10090,null,358889,null,8116,null,2102576,null,10413,null,238119,null,8106,null,621511,null,12106,null,512045,null,10425,null,406114,null,9799,null,324787,null,7893,null,162839,null,9111,null,33178,null,3532,null,52348,null,4443,null,33550,null,3212,null,25798,null,2849,null,17965,null,2258,null,38240,null,3430,null,5819,null,1112,null,11277,null,1829,null,7879,null,1805,null,9273,null,1783,null,3992,null,1030,null,55875,null,4168,null,4291,null,974,null,12218,null,2284,null,12710,null,2162,null,14511,null,1966,null,12145,null,1706,null,0400000US09,Connecticut,09
564757,null,4537,null,71470,null,3968,null,187256,null,5913,null,159106,null,5200,null,88155,null,3779,null,58770,null,3587,null,503227,null,5452,null,62547,null,4026,null,169179,null,6359,null,140040,null,4879,null,79274,null,3488,null,52187,null,3329,null,40863,null,3817,null,6085,null,1149,null,12511,null,2201,null,13314,null,2099,null,5578,null,1266,null,3375,null,918,null,5015,null,1340,null,1134,null,504,null,1645,null,685,null,1522,null,655,null,308,null,233,null,406,null,263,null,15652,null,2738,null,1704,null,735,null,3921,null,1197,null,4230,null,996,null,2995,null,959,null,2802,null,1101,null,0400000US10,Delaware,10
408352,null,5328,null,58617,null,4117,null,90573,null,5200,null,67281,null,4337,null,87751,null,4337,null,104130,null,4826,null,335078,null,4566,null,49476,null,3489,null,73157,null,4380,null,56729,null,3564,null,69921,null,4007,null,85795,null,4421,null,35703,null,4045,null,5735,null,1816,null,9888,null,2589,null,4635,null,1247,null,7151,null,1533,null,8294,null,1662,null,0,null,267,null,0,null,267,null,0,null,267,null,0,null,267,null,0,null,267,null,0,null,267,null,37571,null,4295,null,3406,null,1386,null,7528,null,2021,null,5917,null,1391,null,10679,null,2066,null,10041,null,1834,null,0400000US11,District of Columbia,11
12497715,null,21827,null,1883334,null,20711,null,3934975,null,33313,null,3469928,null,31687,null,2104106,null,22297,null,1105372,null,18790,null,10764735,null,30840,null,1593608,null,18388,null,3375177,null,33912,null,2992511,null,31451,null,1819177,null,22267,null,984262,null,17855,null,1045886,null,21017,null,193482,null,8753,null,349650,null,14024,null,277677,null,9646,null,162446,null,8083,null,62631,null,4496,null,361798,null,13376,null,56575,null,4316,null,117696,null,8075,null,106241,null,6402,null,55751,null,4640,null,25535,null,3010,null,325296,null,12116,null,39669,null,4821,null,92452,null,6287,null,93499,null,5478,null,66732,null,4912,null,32944,null,3300,null,0400000US12,Florida,12
