B01001_001E,B01001_001EA,B01001_001M,B01001_001MA,B01001_002E,B01001_002EA,B01001_002M,B01001_002MA,B01001_003E,B01001_003EA,B01001_003M,B01001_003MA,B01001_004E,B01001_004EA,B01001_004M,B01001_004MA,B01001_005E,B01001_005EA,B01001_005M,B01001_005MA,B01001_006E,B01001_006EA,B01001_006M,B01001_006MA,B01001_007E,B01001_007EA,B01001_007M,B01001_007MA,B01001_008E,B01001_008EA,B01001_008M,B01001_008MA,B01001_009E,B01001_009EA,B01001_009M,B01001_009MA,B01001_010E,B01001_010EA,B01001_010M,B01001_010MA,B01001_011E,B01001_011EA,B01001_011M,B01001_011MA,B01001_012E,B01001_012EA,B01001_012M,B01001_012MA,B01001_013E,B01001_013EA,B01001_013M,B01001_013MA,B01001_014E,B01001_014EA,B01001_014M,B01001_014MA,B01001_015E,B01001_015EA,B01001_015M,B01001_015MA,B01001_016E,B01001_016EA,B01001_016M,B01001_016MA,B01001_017E,B01001_017EA,B01001_017M,B01001_017MA,B01001_018E,B01001_018EA,B01001_018M,B01001_018MA,B01001_019E,B01001_019EA,B01001_019M,B01001_019MA,B01001_020E,B01001_020EA,B01001_020M,B01001_020MA,B01001_021E,B01001_021EA,B01001_021M,B01001_021MA,B01001_022E,B01001_022EA,B01001_022M,B01001_022MA,B01001_023E,B01001_023EA,B01001_023M,B01001_023MA,B01001_024E,B01001_024EA,B01001_024M,B01001_024MA,B01001_025E,B01001_025EA,B01001_025M,B01001_025MA,B01001_026E,B01001_026EA,B01001_026M,B01001_026MA,B01001_027E,B01001_027EA,B01001_027M,B01001_027MA,B01001_028E,B01001_028EA,B01001_028M,B01001_028MA,B01001_029E,B01001_029EA,B01001_029M,B01001_029MA,B01001_030E,B01001_030EA,B01001_030M,B01001_030MA,B01001_031E,B01001_031EA,B01001_031M,B01001_031MA,B01001_032E,B01001_032EA,B01001_032M,B01001_032MA,B01001_033E,B01001_033EA,B01001_033M,B01001_033MA,B01001_034E,B01001_034EA,B01001_034M,B01001_034MA,B01001_035E,B01001_035EA,B01001_035M,B01001_035MA,B01001_036E,B01001_036EA,B01001_036M,B01001_036MA,B01001_037E,B01001_037EA,B01001_037M,B01001_037MA,B01001_038E,B01001_038EA,B01001_038M,B01001_038MA,B01001_039E,B01001_039EA,B01001_039M,B01001_039MA,B01001_040E,B01001_040EA,B01001_040M,B01001_040MA,B01001_041E,B01001_041EA,B01001_041M,B01001_041MA,B01001_042E,B01001_042EA,B01001_042M,B01001_042MA,B01001_043E,B01001_043EA,B01001_043M,B01001_043MA,B01001_044E,B01001_044EA,B01001_044M,B01001_044MA,B01001_045E,B01001_045EA,B01001_045M,B01001_045MA,B01001_046E,B01001_046EA,B01001_046M,B01001_046MA,B01001_047E,B01001_047EA,B01001_047M,B01001_047MA,B01001_048E,B01001_048EA,B01001_048M,B01001_048MA,B01001_049E,B01001_049EA,B01001_049M,B01001_049MA,GEO_ID,NAME,state
4627851,null,0,*****,2238295,null,5238,null,156445,null,2866,null,157124,null,4816,null,156090,null,4740,null,100758,null,2353,null,71390,null,2716,null,36447,null,3557,null,31807,null,2904,null,93975,null,4076,null,150937,null,2782,null,138364,null,2515,null,152306,null,5403,null,161670,null,5542,null,166578,null,2135,null,157116,null,2196,null,137536,null,3863,null,52980,null,2974,null,59666,null,2823,null,38350,null,2427,null,48893,null,2899,null,65522,null,3116,null,51602,null,2630,null,32283,null,2387,null,20456,null,1895,null,2389556,null,5238,null,152558,null,3707,null,150868,null,4895,null,152081,null,4782,null,98726,null,2495,null,63762,null,2970,null,36313,null,2965,null,30463,null,2802,null,93151,null,4071,null,159546,null,2545,null,140404,null,2340,null,154997,null,4624,null,167430,null,5249,null,175953,null,2276,null,169058,null,1971,null,150290,null,4510,null,55595,null,3385,null,70720,null,3610,null,42749,null,2761,null,57791,null,3135,null,82737,null,3128,null,73387,null,2947,null,57960,null,2609,null,53017,null,3060,null,0400000US01,Alabama,01
683478,null,0,*****,357280,null,1766,null,26477,null,924,null,24821,null,1659,null,24451,null,1607,null,19173,null,1229,null,11445,null,1145,null,7298,null,1460,null,7270,null,1267,null,19937,null,2235,null,27396,null,1560,null,22919,null,1361,null,24168,null,1849,null,25584,null,1943,null,27840,null,1170,null,27927,null,875,null,23369,null,1410,null,7189,null,968,null,7837,null,1101,null,3935,null,687,null,4906,null,805,null,5540,null,873,null,4363,null,737,null,2134,null,493,null,1301,null,487,null,326198,null,1766,null,24195,null,784,null,22266,null,1802,null,23689,null,1493,null,16047,null,1081,null,10296,null,1224,null,4900,null,1097,null,5189,null,1255,null,14206,null,1471,null,23610,null,1563,null,20809,null,1220,null,21878,null,1846,null,25761,null,1809,null,28123,null,1123,null,26065,null,865,null,20174,null,1307,null,6382,null,957,null,7706,null,1117,null,4095,null,754,null,4837,null,825,null,6150,null,911,null,3531,null,649,null,2781,null,529,null,3508,null,670,null,0400000US02,Alaska,02
6338755,null,0,*****,3173292,null,2602,null,255105,null,1314,null,226887,null,5872,null,233441,null,5552,null,139270,null,1386,null,86261,null,2186,null,48527,null,3986,null,47738,null,3539,null,128283,null,5396,null,253641,null,2028,null,228001,null,1919,null,229548,null,4887,null,212678,null,5162,null,214919,null,1756,null,189049,null,966,null,167895,null,3879,null,63439,null,3730,null,81195,null,3547,null,49008,null,2803,null,61358,null,3156,null,87784,null,3685,null,81271,null,3631,null,50193,null,2766,null,37801,null,3055,null,3165463,null,2602,null,243862,null,1648,null,226616,null,5270,null,215087,null,5194,null,130287,null,1486,null,78726,null,1995,null,43564,null,4291,null,43387,null,3565,null,115889,null,5031,null,225922,null,1647,null,208495,null,1866,null,216047,null,5901,null,206387,null,5522,null,217385,null,1056,null,199024,null,999,null,181579,null,4127,null,68598,null,4043,null,92847,null,3393,null,55533,null,3510,null,71016,null,3184,null,96532,null,3514,null,95656,null,3772,null,69260,null,3689,null,63764,null,3692,null,0400000US04,Arizona,04
2834797,null,0,*****,1387235,null,3965,null,99541,null,2274,null,98861,null,3392,null,97564,null,3408,null,60793,null,2175,null,42474,null,2702,null,22430,null,2574,null,20238,null,2160,null,54044,null,3112,null,95572,null,2616,null,88049,null,3104,null,91671,null,4059,null,96482,null,3962,null,102243,null,2576,null,92805,null,2047,null,83456,null,3056,null,29913,null,2099,null,40974,null,2804,null,24146,null,2087,null,30666,null,2053,null,42267,null,2302,null,32435,null,1977,null,24630,null,1770,null,15981,null,1681,null,1447562,null,3965,null,97409,null,2235,null,96574,null,3845,null,93052,null,3468,null,57698,null,1945,null,41749,null,2491,null,17951,null,1952,null,18444,null,2600,null,54165,null,2940,null,96195,null,2301,null,86195,null,2333,null,93046,null,4009,null,100160,null,3971,null,101334,null,1728,null,99300,null,1954,null,87233,null,3143,null,34941,null,2171,null,44305,null,2545,null,25720,null,2150,null,35957,null,2740,null,51110,null,2832,null,43287,null,2437,null,35555,null,2462,null,36182,null,2243,null,0400000US05,Arkansas,05
36553215,null,0,*****,18281748,null,4844,null,1364004,null,3008,null,1247886,null,12475,null,1341959,null,13073,null,852727,null,2906,null,573361,null,4855,null,312284,null,9065,null,283873,null,10245,null,830164,null,12715,null,1390430,null,3942,null,1323195,null,3933,null,1383909,null,14744,null,1398204,null,14662,null,1355988,null,3799,null,1193143,null,2747,null,983303,null,10953,null,341165,null,7881,null,398458,null,8506,null,240094,null,6147,null,290009,null,6756,null,412494,null,5831,null,334850,null,6973,null,246865,null,5560,null,183383,null,6043,null,18271467,null,4844,null,1297886,null,2824,null,1195931,null,13728,null,1274387,null,13426,null,808841,null,2887,null,536117,null,2896,null,267950,null,9426,null,269220,null,8283,null,764863,null,10667,null,1261564,null,3182,null,1230351,null,2813,null,1324304,null,14188,null,1343506,null,14172,null,1345953,null,2943,null,1219020,null,3101,null,1026457,null,12030,null,370017,null,8766,null,441846,null,8994,null,263046,null,6753,null,340422,null,7106,null,502266,null,7548,null,445457,null,10392,null,380956,null,9857,null,361107,null,8630,null,0400000US06,California,06
4861515,null,0,*****,2451108,null,3586,null,178403,null,1990,null,167176,null,5017,null,163045,null,4435,null,101503,null,2094,null,68581,null,1991,null,36438,null,4046,null,41465,null,4031,null,100739,null,4212,null,196564,null,2573,null,181566,null,2258,null,193154,null,5487,null,181928,null,5996,null,191390,null,2114,null,177303,null,1897,null,147536,null,4673,null,50199,null,3358,null,60324,null,3344,null,30590,null,1686,null,41422,null,2351,null,53597,null,2345,null,41062,null,1923,null,26916,null,1943,null,20207,null,1605,null,2410407,null,3586,null,170917,null,1891,null,162983,null,4263,null,151274,null,4222,null,96838,null,1350,null,60886,null,1791,null,34309,null,3444,null,32314,null,3196,null,90940,null,3936,null,180268,null,2188,null,163947,null,2563,null,178106,null,4828,null,173752,null,4717,null,193800,null,2165,null,177516,null,1884,null,149560,null,3757,null,49934,null,2945,null,63464,null,3434,null,31841,null,1980,null,43472,null,2309,null,65241,null,2678,null,52519,null,2488,null,44103,null,2477,null,42423,null,2207,null,0400000US08,Colorado,08
3502309,null,0,*****,1706150,null,1888,null,108908,null,1365,null,113480,null,3965,null,119389,null,3823,null,76643,null,832,null,52233,null,1455,null,28912,null,2463,null,25379,null,2266,null,60040,null,2843,null,101652,null,1375,null,101253,null,1109,null,120347,null,3783,null,138476,null,3545,null,142973,null,986,null,129823,null,1126,null,106363,null,3043,null,37539,null,2458,null,48718,null,2438,null,25848,null,2336,null,31383,null,2248,null,47163,null,2389,null,37693,null,1959,null,27134,null,1976,null,24801,null,2089,null,1796159,null,1888,null,103076,null,840,null,107160,null,4075,null,116166,null,3947,null,74228,null,1280,null,48439,null,750,null,26505,null,2295,null,24024,null,2410,null,58159,null,2827,null,97702,null,874,null,102050,null,1161,null,127432,null,4012,null,141123,null,3948,null,149295,null,915,null,134101,null,878,null,115539,null,3386,null,41444,null,2978,null,52278,null,2879,null,29991,null,2168,null,37915,null,2174,null,56388,null,2512,null,51334,null,2844,null,46409,null,2376,null,55401,null,2896,null,0400000US09,Connecticut,09
864764,null,0,*****,418659,null,993,null,30052,null,625,null,26594,null,2019,null,30049,null,2113,null,17916,null,595,null,13941,null,950,null,6420,null,1260,null,6017,null,933,null,16923,null,1552,null,26586,null,774,null,24352,null,540,null,28720,null,2215,null,32753,null,2087,null,31805,null,789,null,29561,null,610,null,26588,null,1616,null,9166,null,1373,null,10876,null,1296,null,7481,null,1041,null,9089,null,1035,null,12153,null,1249,null,10839,null,963,null,5679,null,798,null,5099,null,807,null,446105,null,993,null,29110,null,556,null,25886,null,1757,null,28205,null,1715,null,17820,null,460,null,12905,null,631,null,6172,null,1080,null,6766,null,1232,null,16053,null,1176,null,28301,null,314,null,26741,null,561,null,31365,null,2153,null,32411,null,2134,null,33972,null,589,null,31015,null,314,null,25543,null,1673,null,10735,null,1323,null,16364,null,1665,null,7003,null,1036,null,11233,null,1248,null,14778,null,1122,null,13693,null,1318,null,9448,null,1222,null,10586,null,1419,null,0400000US10,Delaware,10
588292,null,0,*****,277076,null,806,null,18218,null,205,null,14816,null,1575,null,14231,null,1712,null,9957,null,460,null,9060,null,434,null,3943,null,1062,null,4583,null,1619,null,16329,null,1799,null,28260,null,811,null,23739,null,2,null,22566,null,1729,null,20286,null,1643,null,19630,null,417,null,16697,null,495,null,15296,null,1238,null,5932,null,1023,null,6038,null,1136,null,4024,null,804,null,4801,null,745,null,6897,null,900,null,5451,null,911,null,4038,null,795,null,2284,null,596,null,311216,null,806,null,18094,null,336,null,14656,null,1502,null,14042,null,1441,null,9560,null,472,null,10910,null,320,null,4491,null,1137,null,4298,null,1555,null,20086,null,1721,null,30787,null,438,null,25216,null,328,null,22383,null,1621,null,20525,null,1662,null,20304,null,510,null,19375,null,579,null,20115,null,1415,null,6496,null,1294,null,7109,null,1218,null,4279,null,833,null,6550,null,873,null,9732,null,937,null,7341,null,1179,null,6746,null,1227,null,8121,null,1140,null,0400000US11,District of Columbia,11
18251243,null,0,*****,8964955,null,6749,null,585902,null,3690,null,544123,null,8491,null,573529,null,8654,null,369325,null,3092,null,248425,null,4884,null,126634,null,5695,null,130342,null,7349,null,339498,null,8654,null,594578,null,4751,null,551831,null,3941,null,617403,null,9003,null,668489,null,9050,null,665076,null,3393,null,596496,null,3968,null,525053,null,7637,null,202295,null,7631,null,268434,null,8331,null,154408,null,5218,null,221287,null,5860,null,307498,null,6188,null,299836,null,7046,null,214174,null,6549,null,160319,null,5608,null,9286288,null,6749,null,560100,null,3447,null,525473,null,10964,null,535594,null,10495,null,348623,null,3021,null,226329,null,4576,null,112851,null,6315,null,110078,null,6184,null,326334,null,7052,null,566802,null,3721,null,533969,null,3657,null,598614,null,10580,null,675197,null,10912,null,685114,null,3435,null,633085,null,3020,null,582479,null,8534,null,229566,null,6632,null,297027,null,7379,null,187210,null,6098,null,248338,null,6176,null,365924,null,6535,null,367947,null,7032,null,298103,null,7386,null,271531,null,6916,null,0400000US12,Florida,12
