B18020_001E,B18020_001EA,B18020_001M,B18020_001MA,B18020_002E,B18020_002EA,B18020_002M,B18020_002MA,B18020_003E,B18020_003EA,B18020_003M,B18020_003MA,B18020_004E,B18020_004EA,B18020_004M,B18020_004MA,B18020_005E,B18020_005EA,B18020_005M,B18020_005MA,B18020_006E,B18020_006EA,B18020_006M,B18020_006MA,B18020_007E,B18020_007EA,B18020_007M,B18020_007MA,B18020_008E,B18020_008EA,B18020_008M,B18020_008MA,B18020_009E,B18020_009EA,B18020_009M,B18020_009MA,B18020_010E,B18020_010EA,B18020_010M,B18020_010MA,B18020_011E,B18020_011EA,B18020_011M,B18020_011MA,B18020_012E,B18020_012EA,B18020_012M,B18020_012MA,B18020_013E,B18020_013EA,B18020_013M,B18020_013MA,B18020_014E,B18020_014EA,B18020_014M,B18020_014MA,B18020_015E,B18020_015EA,B18020_015M,B18020_015MA,B18020_016E,B18020_016EA,B18020_016M,B18020_016MA,B18020_017E,B18020_017EA,B18020_017M,B18020_017MA,B18020_018E,B18020_018EA,B18020_018M,B18020_018MA,B18020_019E,B18020_019EA,B18020_019M,B18020_019MA,B18020_020E,B18020_020EA,B18020_020M,B18020_020MA,B18020_021E,B18020_021EA,B18020_021M,B18020_021MA,B18020_022E,B18020_022EA,B18020_022M,B18020_022MA,B18020_023E,B18020_023EA,B18020_023M,B18020_023MA,B18020_024E,B18020_024EA,B18020_024M,B18020_024MA,B18020_025E,B18020_025EA,B18020_025M,B18020_025MA,B18020_026E,B18020_026EA,B18020_026M,B18020_026MA,B18020_027E,B18020_027EA,B18020_027M,B18020_027MA,B18020_028E,B18020_028EA,B18020_028M,B18020_028MA,B18020_029E,B18020_029EA,B18020_029M,B18020_029MA,B18020_030E,B18020_030EA,B18020_030M,B18020_030MA,B18020_031E,B18020_031EA,B18020_031M,B18020_031MA,GEO_ID,NAME,state
2956627,null,5820,null,528552,null,12137,null,254467,null,8736,null,55424,null,4521,null,21088,null,2552,null,34336,null,3701,null,199043,null,7216,null,66493,null,4194,null,132550,null,5340,null,274085,null,7234,null,53848,null,3694,null,16122,null,2255,null,37726,null,3302,null,220237,null,6766,null,55765,null,3827,null,164472,null,6013,null,2428075,null,14271,null,1176099,null,10072,null,509422,null,6825,null,364944,null,7734,null,144478,null,4952,null,666677,null,6905,null,587362,null,6902,null,79315,null,3604,null,1251976,null,7897,null,532139,null,5417,null,316499,null,7132,null,215640,null,6512,null,719837,null,6914,null,520086,null,8450,null,199751,null,5563,null,0400000US01,Alabama,01
457758,null,2791,null,62394,null,3483,null,31713,null,2641,null,6991,null,1210,null,3337,null,1048,null,3654,null,879,null,24722,null,2519,null,10862,null,1636,null,13860,null,1775,null,30681,null,2534,null,8281,null,1563,null,2441,null,704,null,5840,null,1355,null,22400,null,1867,null,9329,null,1320,null,13071,null,1510,null,395364,null,4058,null,201978,null,3587,null,87681,null,2729,null,61384,null,2828,null,26297,null,2333,null,114297,null,3027,null,97839,null,2884,null,16458,null,1663,null,193386,null,2890,null,80649,null,2316,null,50617,null,2116,null,30032,null,2369,null,112737,null,2022,null,84718,null,2358,null,28019,null,2062,null,0400000US02,Alaska,02
3958827,null,4939,null,453508,null,12379,null,222390,null,7276,null,58586,null,4927,null,24008,null,3355,null,34578,null,4242,null,163804,null,6127,null,63803,null,4071,null,100001,null,4380,null,231118,null,9002,null,47629,null,4044,null,17841,null,2317,null,29788,null,3223,null,183489,null,8150,null,57600,null,4605,null,125889,null,6600,null,3505319,null,13799,null,1762840,null,8495,null,793717,null,6576,null,592769,null,8094,null,200948,null,7665,null,969123,null,6662,null,828036,null,7633,null,141087,null,5516,null,1742479,null,9687,null,749254,null,5278,null,458751,null,8202,null,290503,null,7830,null,993225,null,7957,null,690398,null,8625,null,302827,null,7686,null,0400000US04,Arizona,04
1783300,null,4047,null,322561,null,8376,null,161832,null,6232,null,35595,null,3370,null,13067,null,2285,null,22528,null,2588,null,126237,null,4554,null,45603,null,3428,null,80634,null,3984,null,160729,null,5231,null,31001,null,2486,null,8656,null,1570,null,22345,null,2279,null,129728,null,4405,null,34959,null,2735,null,94769,null,4178,null,1460739,null,9559,null,711204,null,7589,null,313050,null,5350,null,222625,null,6317,null,90425,null,4332,null,398154,null,5738,null,346386,null,6039,null,51768,null,3539,null,749535,null,5670,null,321325,null,4112,null,197290,null,4821,null,124035,null,4489,null,428210,null,5242,null,319266,null,6777,null,108944,null,5533,null,0400000US05,Arkansas,05
23813857,null,10948,null,2433477,null,27803,null,1193627,null,18965,null,299390,null,10668,null,111347,null,6603,null,188043,null,7546,null,894237,null,14321,null,349348,null,11011,null,544889,null,12310,null,1239850,null,16660,null,248169,null,8763,null,90244,null,6029,null,157925,null,6928,null,991681,null,13046,null,314226,null,7483,null,677455,null,12300,null,21380380,null,27164,null,10735858,null,18065,null,4735863,null,12952,null,3323505,null,18828,null,1412358,null,15188,null,5999995,null,14967,null,5194169,null,21311,null,805826,null,16280,null,10644522,null,17672,null,4592004,null,11498,null,2678867,null,19036,null,1913137,null,20120,null,6052518,null,13208,null,4225011,null,21023,null,1827507,null,18330,null,0400000US06,California,06
3244377,null,4392,null,331668,null,9566,null,164487,null,6850,null,45591,null,4253,null,22269,null,3237,null,23322,null,2559,null,118896,null,5591,null,53809,null,3284,null,65087,null,4187,null,167181,null,6246,null,37818,null,3378,null,17489,null,2318,null,20329,null,2373,null,129363,null,5650,null,49540,null,3493,null,79823,null,4866,null,2912709,null,9899,null,1476997,null,7406,null,617114,null,5082,null,475359,null,6838,null,141755,null,5545,null,859883,null,5684,null,765993,null,6643,null,93890,null,4743,null,1435712,null,6718,null,583736,null,4357,null,383820,null,6622,null,199916,null,6306,null,851976,null,6781,null,640022,null,7655,null,211954,null,6053,null,0400000US08,Colorado,08
2280955,null,3659,null,225609,null,7409,null,111169,null,5280,null,29452,null,2728,null,12266,null,1776,null,17186,null,2175,null,81717,null,4562,null,36914,null,2987,null,44803,null,3435,null,114440,null,4568,null,21918,null,2105,null,10921,null,1672,null,10997,null,1520,null,92522,null,4265,null,34446,null,2645,null,58076,null,3864,null,2055346,null,7699,null,1006506,null,5691,null,376113,null,4141,null,267687,null,5662,null,108426,null,4919,null,630393,null,4633,null,566072,null,4854,null,64321,null,3693,null,1048840,null,5025,null,382430,null,3115,null,251490,null,4536,null,130940,null,4640,null,666410,null,4268,null,512767,null,5869,null,153643,null,4571,null,0400000US09,Connecticut,09
557332,null,1905,null,64625,null,4543,null,30363,null,2879,null,6787,null,1243,null,2524,null,746,null,4263,null,1003,null,23576,null,2541,null,10151,null,1612,null,13425,null,1964,null,34262,null,2898,null,6885,null,1419,null,3055,null,810,null,3830,null,1047,null,27377,null,2322,null,9478,null,1442,null,17899,null,2078,null,492707,null,4792,null,237982,null,3178,null,95222,null,1684,null,69552,null,2341,null,25670,null,2112,null,142760,null,2522,null,123415,null,2784,null,19345,null,1847,null,254725,null,3019,null,101671,null,1805,null,67303,null,2868,null,34368,null,2654,null,153054,null,2386,null,113835,null,2868,null,39219,null,2638,null,0400000US10,Delaware,10
404199,null,1682,null,45837,null,3566,null,21680,null,2310,null,5228,null,1297,null,2122,null,813,null,3106,null,1015,null,16452,null,1733,null,4789,null,1086,null,11663,null,1504,null,24157,null,2680,null,4757,null,1348,null,2036,null,681,null,2721,null,1013,null,19400,null,2006,null,6081,null,1246,null,13319,null,1587,null,358362,null,3552,null,167252,null,2770,null,80683,null,1877,null,53180,null,2412,null,27503,null,2366,null,86569,null,2159,null,72723,null,2667,null,13846,null,2069,null,191110,null,2649,null,95324,null,1758,null,65162,null,2922,null,30162,null,2559,null,95786,null,2026,null,73155,null,2519,null,22631,null,2207,null,0400000US11,District of Columbia,11
11362681,null,10312,null,1316781,null,21026,null,650529,null,12193,null,140152,null,6938,null,58691,null,5141,null,81461,null,5429,null,510377,null,9931,null,196197,null,7263,null,314180,null,9384,null,666252,null,12924,null,117087,null,6430,null,47669,null,4088,null,69418,null,4713,null,549165,null,10748,null,180736,null,7346,null,368429,null,9485,null,10045900,null,22322,null,4927930,null,13179,null,1989475,null,11417,null,1433042,null,12367,null,556433,null,12637,null,2938455,null,10728,null,2536525,null,13532,null,401930,null,9825,null,5117970,null,15248,null,1982195,null,9843,null,1248727,null,12263,null,733468,null,13602,null,3135775,null,11384,null,2272413,null,15506,null,863362,null,13544,null,0400000US12,Florida,12
