C18031_001E,C18031_001EA,C18031_001M,C18031_001MA,C18031_002E,C18031_002EA,C18031_002M,C18031_002MA,C18031_003E,C18031_003EA,C18031_003M,C18031_003MA,C18031_004E,C18031_004EA,C18031_004M,C18031_004MA,C18031_005E,C18031_005EA,C18031_005M,C18031_005MA,C18031_006E,C18031_006EA,C18031_006M,C18031_006MA,C18031_007E,C18031_007EA,C18031_007M,C18031_007MA,C18031_008E,C18031_008EA,C18031_008M,C18031_008MA,C18031_009E,C18031_009EA,C18031_009M,C18031_009MA,C18031_010E,C18031_010EA,C18031_010M,C18031_010MA,C18031_011E,C18031_011EA,C18031_011M,C18031_011MA,C18031_012E,C18031_012EA,C18031_012M,C18031_012MA,C18031_013E,C18031_013EA,C18031_013M,C18031_013MA,C18031_014E,C18031_014EA,C18031_014M,C18031_014MA,C18031_015E,C18031_015EA,C18031_015M,C18031_015MA,GEO_ID,NAME,state
4191504,null,4866,null,257930,null,7815,null,133542,null,5872,null,22710,null,2343,null,110832,null,5216,null,124388,null,5224,null,32996,null,3352,null,91392,null,4164,null,3933574,null,9868,null,1870610,null,8830,null,253721,null,11480,null,1616889,null,13146,null,2062964,null,6730,null,366194,null,12160,null,1696770,null,13582,null,0400000US01,Alabama,01
605600,null,1791,null,29869,null,2059,null,17928,null,1681,null,2229,null,617,null,15699,null,1565,null,11941,null,1400,null,1285,null,473,null,10656,null,1321,null,575731,null,2471,null,290895,null,2759,null,24266,null,2800,null,266629,null,3709,null,284836,null,2084,null,24267,null,2437,null,260569,null,3130,null,0400000US02,Alaska,02
5721472,null,3769,null,249432,null,7233,null,130660,null,5525,null,18625,null,2533,null,112035,null,5350,null,118772,null,4581,null,24471,null,2676,null,94301,null,4185,null,5472040,null,7922,null,2703682,null,5990,null,328538,null,13978,null,2375144,null,15048,null,2768358,null,5412,null,396798,null,14844,null,2371560,null,15495,null,0400000US04,Arizona,04
2555108,null,2801,null,163326,null,5517,null,86368,null,4087,null,14750,null,1839,null,71618,null,3684,null,76958,null,4136,null,19611,null,2009,null,57347,null,3708,null,2391782,null,5544,null,1155186,null,5046,null,173220,null,7643,null,981966,null,9436,null,1236596,null,5027,null,228306,null,7942,null,1008290,null,8458,null,0400000US05,Arkansas,05
33077163,null,8479,null,1195648,null,15648,null,600814,null,10823,null,77724,null,4747,null,523090,null,10799,null,594834,null,11245,null,103610,null,5262,null,491224,null,11169,null,31881515,null,17573,null,15762242,null,13511,null,1675051,null,29920,null,14087191,null,32625,null,16119273,null,13167,null,2085815,null,30542,null,14033458,null,33755,null,0400000US06,California,06
4393190,null,4028,null,162139,null,6493,null,85804,null,4829,null,12245,null,1781,null,73559,null,4548,null,76335,null,4454,null,12101,null,1966,null,64234,null,3945,null,4231051,null,7761,null,2108291,null,7333,null,207694,null,9537,null,1900597,null,10605,null,2122760,null,5189,null,272056,null,10451,null,1850704,null,11126,null,0400000US08,Colorado,08
3174416,null,2230,null,110754,null,4902,null,57600,null,3357,null,6662,null,1396,null,50938,null,3292,null,53154,null,3443,null,8238,null,1565,null,44916,null,3279,null,3063662,null,5275,null,1478514,null,4563,null,95861,null,6412,null,1382653,null,7880,null,1585148,null,4476,null,131539,null,7329,null,1453609,null,8254,null,0400000US09,Connecticut,09
778178,null,1609,null,30972,null,2634,null,16508,null,1878,null,2199,null,787,null,14309,null,1776,null,14464,null,1697,null,2373,null,621,null,12091,null,1592,null,747206,null,3173,null,358158,null,2466,null,28714,null,2934,null,329444,null,3816,null,389048,null,2085,null,44248,null,4419,null,344800,null,4641,null,0400000US10,Delaware,10
521456,null,759,null,19277,null,1931,null,8015,null,1415,null,3079,null,1037,null,4936,null,829,null,11262,null,1655,null,3095,null,1154,null,8167,null,1383,null,502179,null,2099,null,233897,null,2213,null,32223,null,3406,null,201674,null,4076,null,268282,null,2657,null,46538,null,4453,null,221744,null,5017,null,0400000US11,District of Columbia,11
16682722,null,6639,null,769523,null,15427,null,390292,null,11233,null,49717,null,4724,null,340575,null,10625,null,379231,null,9698,null,70858,null,4202,null,308373,null,9185,null,15913199,null,17547,null,7710380,null,14141,null,775006,null,18214,null,6935374,null,20416,null,8202819,null,12608,null,1038889,null,22158,null,7163930,null,23603,null,0400000US12,Florida,12
8541438,null,5347,null,339057,null,11176,null,168006,null,6714,null,28896,null,3127,null,139110,null,5693,null,171051,null,7624,null,44612,null,3240,null,126439,null,6715,null,8202381,null,11619,null,3970420,null,9302,null,466686,null,14406,null,3503734,null,16103,null,4231961,null,9136,null,616968,null,17217,null,3614993,null,16552,null,0400000US13,Georgia,13
1143019,null,3095,null,47628,null,4088,null,26266,null,2406,null,3003,null,815,null,23263,null,2238,null,21362,null,2604,null,3658,null,1138,null,17704,null,2356,null,1095391,null,5714,null,535582,null,4371,null,37464,null,3777,null,498118,null,5148,null,559809,null,3210,null,46038,null,3942,null,513771,null,4686,null,0400000US15,Hawaii,15
1346444,null,2309,null,63381,null,3527,null,36171,null,2977,null,3486,null,1138,null,32685,null,2520,null,27210,null,2420,null,4984,null,1141,null,22226,null,2014,null,1283063,null,4061,null,635663,null,4182,null,61640,null,4672,null,574023,null,6339,null,647400,null,3400,null,86066,null,5186,null,561334,null,5781,null,0400000US16,Idaho,16
11651830,null,4113,null,406112,null,11155,null,200408,null,7032,null,27953,null,2963,null,172455,null,6046,null,205704,null,7175,null,41087,null,3306,null,164617,null,6086,null,11245718,null,11719,null,5505609,null,8959,null,551696,null,15350,null,4953913,null,18616,null,5740109,null,8642,null,715301,null,17582,null,5024808,null,19412,null,0400000US17,Illinois,17
