C17010_001E,C17010_001EA,C17010_001M,C17010_001MA,C17010_002E,C17010_002EA,C17010_002M,C17010_002MA,C17010_003E,C17010_003EA,C17010_003M,C17010_003MA,C17010_004E,C17010_004EA,C17010_004M,C17010_004MA,C17010_005E,C17010_005EA,C17010_005M,C17010_005MA,C17010_006E,C17010_006EA,C17010_006M,C17010_006MA,C17010_007E,C17010_007EA,C17010_007M,C17010_007MA,C17010_008E,C17010_008EA,C17010_008M,C17010_008MA,C17010_009E,C17010_009EA,C17010_009M,C17010_009MA,C17010_010E,C17010_010EA,C17010_010M,C17010_010MA,C17010_011E,C17010_011EA,C17010_011M,C17010_011MA,C17010_012E,C17010_012EA,C17010_012M,C17010_012MA,C17010_013E,C17010_013EA,C17010_013M,C17010_013MA,C17010_014E,C17010_014EA,C17010_014M,C17010_014MA,C17010_015E,C17010_015EA,C17010_015M,C17010_015MA,C17010_016E,C17010_016EA,C17010_016M,C17010_016MA,C17010_017E,C17010_017EA,C17010_017M,C17010_017MA,GEO_ID,NAME,state
1245126,null,10267,null,162943,null,6985,null,47410,null,3265,null,27997,null,2577,null,115533,null,5973,null,14196,null,2492,null,10402,null,2142,null,101337,null,5260,null,87218,null,4894,null,1082183,null,10796,null,844063,null,11532,null,351777,null,8130,null,238120,null,7617,null,69330,null,4513,null,36104,null,3006,null,168790,null,6197,null,98836,null,4742,null,0400000US01,Alabama,01
162345,null,3643,null,10479,null,1522,null,2763,null,655,null,1966,null,630,null,7716,null,1347,null,1883,null,491,null,1651,null,517,null,5833,null,1275,null,5546,null,1273,null,151866,null,3431,null,119498,null,3693,null,58681,null,2835,null,32368,null,2434,null,11556,null,1713,null,6844,null,1394,null,20812,null,1761,null,14986,null,1731,null,0400000US02,Alaska,02
1491772,null,13954,null,151973,null,6630,null,61105,null,4394,null,41779,null,4289,null,90868,null,5411,null,17000,null,2498,null,12885,null,2050,null,73868,null,4510,null,66501,null,4517,null,1339799,null,14101,null,1053439,null,13199,null,454799,null,10147,null,286360,null,8101,null,95701,null,5924,null,59295,null,4489,null,190659,null,6341,null,125009,null,6122,null,0400000US04,Arizona,04
756113,null,10348,null,103529,null,5709,null,39058,null,3164,null,26191,null,2703,null,64471,null,4545,null,8333,null,1515,null,6454,null,1275,null,56138,null,4189,null,50858,null,4175,null,652584,null,8478,null,531017,null,8564,null,216094,null,5749,null,121567,null,5267,null,36544,null,3490,null,20868,null,2473,null,85023,null,4446,null,52395,null,3766,null,0400000US05,Arkansas,05
8330684,null,27121,null,774183,null,13795,null,324337,null,8008,null,237761,null,7213,null,449846,null,10788,null,75843,null,5463,null,58748,null,5045,null,374003,null,9905,null,331338,null,10209,null,7556501,null,27990,null,5741409,null,29582,null,2924718,null,23737,null,1815092,null,18672,null,625609,null,12139,null,333763,null,10049,null,1189483,null,15516,null,711528,null,12128,null,0400000US06,California,06
1202485,null,10691,null,100762,null,5794,null,42466,null,3763,null,30361,null,3338,null,58296,null,4342,null,9708,null,1845,null,7887,null,1674,null,48588,null,3847,null,44889,null,3707,null,1101723,null,9674,null,891960,null,8790,null,405923,null,8180,null,209763,null,7543,null,78093,null,4952,null,48365,null,3915,null,131670,null,5798,null,85857,null,4344,null,0400000US08,Colorado,08
885471,null,7409,null,50353,null,3653,null,12002,null,1758,null,6866,null,1278,null,38351,null,3207,null,4965,null,1087,null,3964,null,1007,null,33386,null,2966,null,30143,null,2782,null,835118,null,6915,null,661740,null,8003,null,307072,null,5728,null,173378,null,6463,null,46656,null,3822,null,23594,null,2375,null,126722,null,4738,null,75254,null,3879,null,0400000US09,Connecticut,09
224451,null,4325,null,16916,null,2128,null,4532,null,966,null,2615,null,832,null,12384,null,1845,null,1922,null,784,null,1228,null,540,null,10462,null,1635,null,9462,null,1589,null,207535,null,4750,null,158450,null,5204,null,65095,null,3499,null,49085,null,3391,null,14286,null,2066,null,7768,null,1671,null,34799,null,2648,null,22884,null,2573,null,0400000US10,Delaware,10
108181,null,3697,null,14098,null,2048,null,1841,null,751,null,613,null,386,null,12257,null,1930,null,701,null,357,null,550,null,349,null,11556,null,1898,null,9099,null,1708,null,94083,null,3637,null,53949,null,2793,null,20230,null,2061,null,40134,null,2974,null,8733,null,1480,null,3771,null,1106,null,31401,null,2731,null,19537,null,2020,null,0400000US11,District of Columbia,11
4626215,null,26538,null,397771,null,11413,null,150096,null,5696,null,79249,null,5049,null,247675,null,8906,null,34598,null,3680,null,25892,null,3195,null,213077,null,8911,null,188314,null,8541,null,4228444,null,24996,null,3264916,null,24612,null,1253205,null,16191,null,963528,null,16986,null,296716,null,9012,null,155088,null,6708,null,666812,null,14215,null,402667,null,10697,null,0400000US12,Florida,12
