C17020D_001E,C17020D_001EA,C17020D_001M,C17020D_001MA,C17020D_002E,C17020D_002EA,C17020D_002M,C17020D_002MA,C17020D_003E,C17020D_003EA,C17020D_003M,C17020D_003MA,C17020D_004E,C17020D_004EA,C17020D_004M,C17020D_004MA,C17020D_005E,C17020D_005EA,C17020D_005M,C17020D_005MA,C17020D_006E,C17020D_006EA,C17020D_006M,C17020D_006MA,C17020D_007E,C17020D_007EA,C17020D_007M,C17020D_007MA,C17020D_008E,C17020D_008EA,C17020D_008M,C17020D_008MA,C17020D_009E,C17020D_009EA,C17020D_009M,C17020D_009MA,GEO_ID,NAME,state
43441,null,3283,null,5584,null,1751,null,1279,null,786,null,4254,null,1228,null,51,null,99,null,37857,null,3159,null,8913,null,1661,null,26141,null,2014,null,2803,null,788,null,0400000US01,Alabama,01
32700,null,1953,null,2054,null,1144,null,702,null,652,null,1352,null,580,null,0,null,237,null,30646,null,1939,null,6280,null,1075,null,21404,null,1544,null,2962,null,456,null,0400000US02,Alaska,02
149571,null,3554,null,17871,null,3830,null,5171,null,1938,null,11331,null,2313,null,1369,null,644,null,131700,null,4380,null,30386,null,2364,null,90331,null,2607,null,10983,null,784,null,0400000US04,Arizona,04
33439,null,3070,null,4564,null,1928,null,1495,null,781,null,2965,null,1245,null,104,null,171,null,28875,null,3245,null,9510,null,1897,null,17062,null,1843,null,2303,null,868,null,0400000US05,Arkansas,05
4450985,null,15148,null,430482,null,18600,null,100831,null,8280,null,275960,null,11599,null,53691,null,3871,null,4020503,null,20323,null,820862,null,10217,null,2749092,null,14435,null,450549,null,5164,null,0400000US06,California,06
129839,null,3294,null,15781,null,3405,null,4210,null,1555,null,10112,null,2128,null,1459,null,630,null,114058,null,3841,null,25968,null,2197,null,79997,null,2769,null,8093,null,999,null,0400000US08,Colorado,08
114351,null,2435,null,10643,null,3022,null,3395,null,1616,null,7179,null,1864,null,69,null,114,null,103708,null,3288,null,25066,null,1830,null,71383,null,2269,null,7259,null,734,null,0400000US09,Connecticut,09
25315,null,1316,null,1865,null,840,null,0,null,261,null,1821,null,836,null,44,null,84,null,23450,null,1343,null,5640,null,721,null,16089,null,1103,null,1721,null,339,null,0400000US10,Delaware,10
16423,null,1494,null,1794,null,783,null,62,null,118,null,1134,null,602,null,598,null,593,null,14629,null,1482,null,2068,null,706,null,11189,null,1237,null,1372,null,587,null,0400000US11,District of Columbia,11
404755,null,5458,null,42769,null,5876,null,10750,null,2298,null,28773,null,4055,null,3246,null,1016,null,361986,null,7832,null,83406,null,4013,null,246910,null,5685,null,31670,null,1838,null,0400000US12,Florida,12
