B25007_001E,B25007_001EA,B25007_001M,B25007_001MA,B25007_002E,B25007_002EA,B25007_002M,B25007_002MA,B25007_003E,B25007_003EA,B25007_003M,B25007_003MA,B25007_004E,B25007_004EA,B25007_004M,B25007_004MA,B25007_005E,B25007_005EA,B25007_005M,B25007_005MA,B25007_006E,B25007_006EA,B25007_006M,B25007_006MA,B25007_007E,B25007_007EA,B25007_007M,B25007_007MA,B25007_008E,B25007_008EA,B25007_008M,B25007_008MA,B25007_009E,B25007_009EA,B25007_009M,B25007_009MA,B25007_010E,B25007_010EA,B25007_010M,B25007_010MA,B25007_011E,B25007_011EA,B25007_011M,B25007_011MA,B25007_012E,B25007_012EA,B25007_012M,B25007_012MA,B25007_013E,B25007_013EA,B25007_013M,B25007_013MA,B25007_014E,B25007_014EA,B25007_014M,B25007_014MA,B25007_015E,B25007_015EA,B25007_015M,B25007_015MA,B25007_016E,B25007_016EA,B25007_016M,B25007_016MA,B25007_017E,B25007_017EA,B25007_017M,B25007_017MA,B25007_018E,B25007_018EA,B25007_018M,B25007_018MA,B25007_019E,B25007_019EA,B25007_019M,B25007_019MA,B25007_020E,B25007_020EA,B25007_020M,B25007_020MA,B25007_021E,B25007_021EA,B25007_021M,B25007_021MA,GEO_ID,NAME,state
1816313,null,9214,null,1287825,null,11794,null,22849,null,2682,null,140326,null,5380,null,238326,null,5266,null,287834,null,5078,null,142036,null,4479,null,120638,null,4150,null,181027,null,3799,null,121216,null,3450,null,33573,null,2365,null,528488,null,10257,null,79726,null,4466,null,143350,null,5694,null,103885,null,4721,null,87207,null,4446,null,28549,null,2593,null,21743,null,2467,null,29965,null,2409,null,23920,null,2077,null,10143,null,1561,null,0400000US01,Alabama,01
236421,null,2731,null,149018,null,3290,null,2075,null,591,null,16848,null,1834,null,31878,null,2125,null,43779,null,1935,null,19436,null,1698,null,14169,null,1372,null,14307,null,1044,null,4924,null,803,null,1602,null,450,null,87403,null,3597,null,12371,null,1668,null,24175,null,2220,null,17689,null,1767,null,17188,null,1973,null,6252,null,1226,null,2878,null,619,null,3830,null,836,null,2282,null,665,null,738,null,383,null,0400000US02,Alaska,02
2251546,null,9458,null,1533145,null,12918,null,20080,null,2223,null,182307,null,6188,null,288727,null,7399,null,329758,null,6469,null,160074,null,4526,null,145770,null,4930,null,215151,null,4157,null,154452,null,4001,null,36826,null,2763,null,718401,null,12688,null,89207,null,4351,null,216649,null,6851,null,149378,null,7243,null,115641,null,5600,null,40230,null,3740,null,28363,null,2901,null,32207,null,2476,null,28757,null,2466,null,17969,null,1965,null,0400000US04,Arizona,04
1102734,null,8133,null,746839,null,10273,null,12358,null,1930,null,81060,null,3812,null,132970,null,5030,null,165224,null,4533,null,79978,null,3280,null,72559,null,3073,null,109091,null,3209,null,72565,null,2536,null,21034,null,2012,null,355895,null,8224,null,52825,null,4226,null,92545,null,4457,null,73164,null,4289,null,55481,null,3779,null,19697,null,2387,null,15909,null,1837,null,20807,null,1919,null,16652,null,1676,null,8815,null,1359,null,0400000US05,Arkansas,05
12200672,null,20297,null,7076972,null,24937,null,54395,null,3713,null,666603,null,10684,null,1461615,null,15993,null,1764421,null,15869,null,785571,null,11655,null,631080,null,9539,null,879779,null,9197,null,619931,null,7964,null,213577,null,6931,null,5123700,null,28871,null,451737,null,8512,null,1361030,null,13459,null,1223543,null,21334,null,956771,null,15124,null,320173,null,9585,null,228164,null,6791,null,284976,null,7898,null,206568,null,6832,null,90738,null,5267,null,0400000US06,California,06
1859965,null,9746,null,1280207,null,11127,null,18084,null,2010,null,163468,null,5575,null,271096,null,6018,null,326239,null,5699,null,142582,null,4803,null,112876,null,4444,null,138478,null,2794,null,84998,null,2512,null,22386,null,1810,null,579758,null,10271,null,83421,null,3823,null,170806,null,6516,null,122916,null,6229,null,92807,null,5468,null,32615,null,3018,null,19451,null,2398,null,25135,null,2172,null,20058,null,2236,null,12549,null,1537,null,0400000US08,Colorado,08
1320714,null,5183,null,924839,null,7954,null,6170,null,1572,null,87870,null,4282,null,196019,null,4622,null,234553,null,4648,null,101352,null,3668,null,85323,null,3528,null,108009,null,2844,null,77394,null,2901,null,28149,null,1783,null,395875,null,7185,null,32195,null,2680,null,94410,null,4085,null,83893,null,3952,null,71565,null,5288,null,25887,null,2301,null,18427,null,2136,null,29464,null,2763,null,24090,null,2026,null,15944,null,1624,null,0400000US09,Connecticut,09
328477,null,3041,null,238141,null,4151,null,3206,null,952,null,28293,null,2102,null,44384,null,2409,null,56027,null,2237,null,25115,null,1702,null,23300,null,1866,null,31411,null,1407,null,20789,null,1501,null,5616,null,1001,null,90336,null,3436,null,10669,null,1608,null,21947,null,1942,null,23176,null,2478,null,14123,null,1700,null,3971,null,1045,null,3587,null,852,null,5338,null,976,null,4906,null,999,null,2619,null,772,null,0400000US10,Delaware,10
251039,null,2911,null,111813,null,2883,null,759,null,497,null,14472,null,1592,null,23704,null,2148,null,22495,null,1686,null,11217,null,1457,null,9581,null,1151,null,14012,null,1259,null,10958,null,1060,null,4615,null,859,null,139226,null,3601,null,11976,null,1621,null,43138,null,2642,null,26115,null,2254,null,23355,null,2195,null,10880,null,1446,null,6697,null,1133,null,8582,null,1180,null,6215,null,910,null,2268,null,672,null,0400000US11,District of Columbia,11
7088960,null,21361,null,5005708,null,26411,null,53977,null,4230,null,460786,null,10050,null,884105,null,14684,null,1061327,null,11494,null,505909,null,9724,null,478194,null,9630,null,747319,null,8808,null,625405,null,9945,null,188686,null,6298,null,2083252,null,21269,null,241750,null,6805,null,535057,null,12320,null,457456,null,11433,null,347879,null,8529,null,123395,null,6030,null,94193,null,5112,null,115729,null,5035,null,108289,null,5178,null,59504,null,3864,null,0400000US12,Florida,12
