C06001_001E,C06001_001EA,C06001_001M,C06001_001MA,C06001_002E,C06001_002EA,C06001_002M,C06001_002MA,C06001_003E,C06001_003EA,C06001_003M,C06001_003MA,C06001_004E,C06001_004EA,C06001_004M,C06001_004MA,C06001_005E,C06001_005EA,C06001_005M,C06001_005MA,C06001_006E,C06001_006EA,C06001_006M,C06001_006MA,C06001_007E,C06001_007EA,C06001_007M,C06001_007MA,C06001_008E,C06001_008EA,C06001_008M,C06001_008MA,C06001_009E,C06001_009EA,C06001_009M,C06001_009MA,C06001_010E,C06001_010EA,C06001_010M,C06001_010MA,C06001_011E,C06001_011EA,C06001_011M,C06001_011MA,C06001_012E,C06001_012EA,C06001_012M,C06001_012MA,C06001_013E,C06001_013EA,C06001_013M,C06001_013MA,C06001_014E,C06001_014EA,C06001_014M,C06001_014MA,C06001_015E,C06001_015EA,C06001_015M,C06001_015MA,C06001_016E,C06001_016EA,C06001_016M,C06001_016MA,C06001_017E,C06001_017EA,C06001_017M,C06001_017MA,C06001_018E,C06001_018EA,C06001_018M,C06001_018MA,C06001_019E,C06001_019EA,C06001_019M,C06001_019MA,C06001_020E,C06001_020EA,C06001_020M,C06001_020MA,C06001_021E,C06001_021EA,C06001_021M,C06001_021MA,C06001_022E,C06001_022EA,C06001_022M,C06001_022MA,C06001_023E,C06001_023EA,C06001_023M,C06001_023MA,C06001_024E,C06001_024EA,C06001_024M,C06001_024MA,C06001_025E,C06001_025EA,C06001_025M,C06001_025MA,C06001_026E,C06001_026EA,C06001_026M,C06001_026MA,C06001_027E,C06001_027EA,C06001_027M,C06001_027MA,C06001_028E,C06001_028EA,C06001_028M,C06001_028MA,C06001_029E,C06001_029EA,C06001_029M,C06001_029MA,C06001_030E,C06001_030EA,C06001_030M,C06001_030MA,C06001_031E,C06001_031EA,C06001_031M,C06001_031MA,C06001_032E,C06001_032EA,C06001_032M,C06001_032MA,C06001_033E,C06001_033EA,C06001_033M,C06001_033MA,C06001_034E,C06001_034EA,C06001_034M,C06001_034MA,C06001_035E,C06001_035EA,C06001_035M,C06001_035MA,C06001_036E,C06001_036EA,C06001_036M,C06001_036MA,C06001_037E,C06001_037EA,C06001_037M,C06001_037MA,C06001_038E,C06001_038EA,C06001_038M,C06001_038MA,C06001_039E,C06001_039EA,C06001_039M,C06001_039MA,C06001_040E,C06001_040EA,C06001_040M,C06001_040MA,C06001_041E,C06001_041EA,C06001_041M,C06001_041MA,C06001_042E,C06001_042EA,C06001_042M,C06001_042MA,C06001_043E,C06001_043EA,C06001_043M,C06001_043MA,C06001_044E,C06001_044EA,C06001_044M,C06001_044MA,C06001_045E,C06001_045EA,C06001_045M,C06001_045MA,GEO_ID,NAME,state
4627851,null,0,*****,309003,null,3512,null,815647,null,3096,null,457308,null,4446,null,1225654,null,5437,null,668705,null,3931,null,526787,null,2500,null,336042,null,2396,null,288705,null,2490,null,3300499,null,19114,null,273426,null,4433,null,650812,null,7632,null,314030,null,6046,null,786745,null,9950,null,446699,null,6326,null,370604,null,4475,null,245155,null,3834,null,213028,null,4390,null,1157122,null,18470,null,31846,null,3017,null,146198,null,7522,null,116567,null,5429,null,368379,null,8773,null,197565,null,5200,null,142682,null,4470,null,83767,null,3492,null,70118,null,3335,null,32955,null,3093,null,1305,null,638,null,3904,null,1095,null,5277,null,1384,null,11067,null,1741,null,8147,null,1370,null,2162,null,592,null,457,null,262,null,636,null,353,null,137275,null,6688,null,2426,null,1032,null,14733,null,2453,null,21434,null,2860,null,59463,null,3875,null,16294,null,2163,null,11339,null,1647,null,6663,null,1040,null,4923,null,1054,null,0400000US01,Alabama,01
683478,null,0,*****,50672,null,1002,null,130447,null,1142,null,80541,null,2637,null,192125,null,2888,null,109955,null,1785,null,72657,null,1320,null,29463,null,1196,null,17618,null,934,null,264365,null,5676,null,39457,null,1712,null,87657,null,3082,null,39991,null,2781,null,57172,null,3323,null,19613,null,1845,null,12135,null,1075,null,4980,null,895,null,3360,null,722,null,354080,null,6267,null,10111,null,1671,null,35945,null,3159,null,34235,null,2754,null,110162,null,3226,null,77768,null,1814,null,53348,null,1492,null,20886,null,1119,null,11625,null,776,null,16105,null,2364,null,768,null,493,null,4008,null,1112,null,1194,null,672,null,6561,null,1287,null,2362,null,667,null,1101,null,499,null,14,null,23,null,97,null,113,null,48928,null,3479,null,336,null,278,null,2837,null,947,null,5121,null,1517,null,18230,null,2047,null,10212,null,1401,null,6073,null,919,null,3583,null,857,null,2536,null,677,null,0400000US02,Alaska,02
6338755,null,0,*****,498967,null,1598,null,1171588,null,1805,null,592375,null,3007,null,1780719,null,3886,null,820377,null,2110,null,655553,null,1466,null,421231,null,1696,null,397945,null,1566,null,2259108,null,25007,null,425281,null,5981,null,774394,null,11666,null,272874,null,9437,null,459504,null,11372,null,158902,null,6434,null,90488,null,4149,null,44511,null,2966,null,33154,null,2542,null,3023548,null,25656,null,61626,null,5381,null,296416,null,10398,null,210502,null,7998,null,831165,null,12504,null,511739,null,6585,null,474639,null,4627,null,317447,null,4100,null,320014,null,3785,null,64515,null,4669,null,1926,null,711,null,9006,null,1828,null,8154,null,1678,null,22947,null,2674,null,11667,null,1427,null,5605,null,1277,null,2254,null,888,null,2956,null,833,null,991584,null,21150,null,10134,null,2237,null,91772,null,7075,null,100845,null,6423,null,467103,null,10902,null,138069,null,5070,null,84821,null,3418,null,57019,null,3550,null,41821,null,3143,null,0400000US04,Arizona,04
2834797,null,0,*****,196950,null,2141,null,504542,null,2229,null,271495,null,4062,null,747370,null,5301,null,395682,null,3402,null,320822,null,2136,null,209866,null,2084,null,188070,null,1595,null,1731175,null,13796,null,165438,null,3070,null,362897,null,6610,null,167084,null,4770,null,407686,null,7275,null,201744,null,5212,null,183580,null,4478,null,127930,null,3347,null,114816,null,2602,null,967490,null,13465,null,29610,null,2986,null,125131,null,6443,null,86583,null,4349,null,278441,null,5846,null,171452,null,4975,null,129021,null,4356,null,76604,null,3263,null,70648,null,2706,null,17727,null,2383,null,357,null,235,null,3094,null,1010,null,2858,null,1035,null,6347,null,1260,null,3953,null,806,null,783,null,435,null,91,null,107,null,244,null,307,null,118405,null,5995,null,1545,null,656,null,13420,null,2000,null,14970,null,1851,null,54896,null,3687,null,18533,null,2375,null,7438,null,1327,null,5241,null,1402,null,2362,null,787,null,0400000US05,Arkansas,05
36553215,null,0,*****,2661890,null,3050,null,6721731,null,3273,null,3837832,null,6155,null,10655463,null,8590,null,5114104,null,6046,null,3561246,null,3531,null,2048331,null,3600,null,1952618,null,3378,null,19239727,null,58766,null,2498064,null,8617,null,5726054,null,19241,null,2519138,null,18340,null,4455377,null,32468,null,1913099,null,19304,null,1176253,null,13174,null,502002,null,7888,null,449740,null,9540,null,6918204,null,45923,null,95130,null,6512,null,370473,null,11997,null,400559,null,13756,null,1715298,null,21549,null,1303665,null,14693,null,1215550,null,11334,null,863830,null,8643,null,953699,null,9512,null,370932,null,10905,null,14190,null,2082,null,55548,null,4795,null,35724,null,3549,null,124585,null,6117,null,70022,null,4229,null,36452,null,2923,null,17841,null,2172,null,16570,null,2325,null,10024352,null,44960,null,54506,null,4962,null,569656,null,14634,null,882411,null,16029,null,4360203,null,27186,null,1827318,null,16071,null,1132991,null,12050,null,664658,null,8591,null,532609,null,7926,null,0400000US06,California,06
4861515,null,0,*****,349320,null,1921,null,842819,null,1901,null,465672,null,3767,null,1449285,null,5479,null,740009,null,4059,null,521017,null,1979,null,266163,null,2326,null,227230,null,2123,null,2066182,null,19485,null,302537,null,4120,null,578212,null,7569,null,238635,null,7329,null,462869,null,10963,null,215373,null,6194,null,134363,null,4605,null,69697,null,2921,null,64496,null,2746,null,2246659,null,20872,null,39628,null,3205,null,208946,null,7389,null,169812,null,6812,null,728761,null,12455,null,437675,null,6945,null,343822,null,4925,null,173804,null,3616,null,144211,null,3208,null,63504,null,3902,null,1680,null,835,null,9957,null,2055,null,7942,null,1539,null,24670,null,2849,null,12586,null,1897,null,3526,null,871,null,1034,null,524,null,2109,null,903,null,485170,null,16736,null,5475,null,1495,null,45704,null,4723,null,49283,null,4456,null,232985,null,9507,null,74375,null,4237,null,39306,null,2919,null,21628,null,2486,null,16414,null,1916,null,0400000US08,Colorado,08
3502309,null,0,*****,211984,null,1348,null,607066,null,1588,null,323691,null,2097,null,930035,null,2365,null,556192,null,1681,null,401881,null,1246,null,228688,null,1269,null,242772,null,1152,null,1944924,null,17899,null,185556,null,3106,null,458754,null,7015,null,194542,null,5600,null,441447,null,7861,null,263976,null,5883,null,183465,null,4592,null,97722,null,3283,null,119462,null,3209,null,997924,null,15071,null,21182,null,2417,null,107367,null,5841,null,86802,null,4708,null,261885,null,7017,null,194456,null,5423,null,149239,null,4694,null,88237,null,3737,null,88756,null,3021,null,109800,null,6861,null,1490,null,590,null,12012,null,2776,null,8501,null,1517,null,38132,null,3663,null,20952,null,2283,null,16325,null,1957,null,7944,null,1128,null,4444,null,1084,null,449661,null,13332,null,3756,null,1068,null,28933,null,3382,null,33846,null,3362,null,188571,null,6441,null,76808,null,4131,null,52852,null,3220,null,34785,null,3056,null,30110,null,2729,null,0400000US09,Connecticut,09
864764,null,0,*****,59162,null,277,null,146470,null,300,null,85197,null,904,null,231229,null,1584,null,126353,null,1119,null,99272,null,775,null,61737,null,841,null,55344,null,636,null,393589,null,9576,null,48480,null,1666,null,97888,null,3652,null,40316,null,2379,null,94351,null,4429,null,48601,null,2838,null,31447,null,2178,null,17585,null,1484,null,14921,null,1633,null,392848,null,9386,null,9515,null,1640,null,41546,null,3517,null,37299,null,2543,null,102849,null,4245,null,65780,null,3082,null,59923,null,2309,null,39303,null,1548,null,36633,null,1704,null,12506,null,2306,null,204,null,290,null,1495,null,716,null,1173,null,462,null,4240,null,1199,null,2437,null,736,null,1753,null,596,null,509,null,304,null,695,null,459,null,65821,null,4221,null,963,null,613,null,5541,null,1216,null,6409,null,1404,null,29789,null,2841,null,9535,null,1361,null,6149,null,1116,null,4340,null,914,null,3095,null,731,null,0400000US10,Delaware,10
588292,null,0,*****,36312,null,267,null,77262,null,3,null,73700,null,756,null,193762,null,859,null,76006,null,645,null,60986,null,396,null,36283,null,517,null,33981,null,540,null,233489,null,6415,null,28603,null,1982,null,56271,null,2378,null,25183,null,2093,null,62423,null,2974,null,28113,null,2002,null,18952,null,1968,null,7591,null,1015,null,6353,null,1020,null,274054,null,6893,null,7284,null,1908,null,17348,null,2169,null,39302,null,2721,null,93042,null,4104,null,35813,null,2148,null,33661,null,2248,null,24181,null,1181,null,23423,null,1155,null,6340,null,1310,null,85,null,145,null,526,null,413,null,747,null,484,null,2568,null,848,null,1130,null,632,null,813,null,461,null,170,null,212,null,301,null,367,null,74409,null,4708,null,340,null,306,null,3117,null,1282,null,8468,null,1633,null,35729,null,2971,null,10950,null,1346,null,7560,null,1591,null,4341,null,736,null,3904,null,798,null,0400000US11,District of Columbia,11
18251243,null,0,*****,1146002,null,3743,null,2896667,null,3545,null,1620491,null,7951,null,4806883,null,9835,null,2579771,null,6785,null,2104854,null,4163,null,1484665,null,4542,null,1611910,null,4538,null,6210283,null,34358,null,1005920,null,7724,null,1984418,null,20054,null,781577,null,14834,null,1322155,null,17350,null,527154,null,10926,null,305823,null,8323,null,148642,null,5389,null,134594,null,6043,null,8050726,null,35175,null,110899,null,6417,null,623493,null,16091,null,513679,null,12047,null,2003023,null,18108,null,1364988,null,10849,null,1296785,null,10106,null,977454,null,7592,null,1160405,null,9587,null,549316,null,15595,null,10304,null,1986,null,74081,null,6029,null,49863,null,4190,null,187336,null,8169,null,87772,null,5235,null,64038,null,4479,null,42948,null,3749,null,32974,null,3294,null,3440918,null,30327,null,18879,null,2810,null,214675,null,9910,null,275372,null,9270,null,1294369,null,17002,null,599857,null,10685,null,438208,null,9306,null,315621,null,8056,null,283937,null,6803,null,0400000US12,Florida,12
