B02009_001E,B02009_001EA,B02009_001M,B02009_001MA,GEO_ID,NAME,state
1241787,null,4991,null,0400000US01,Alabama,01
36416,null,2076,null,0400000US02,Alaska,02
264434,null,3415,null,0400000US04,Arizona,04
456974,null,3819,null,0400000US05,Arkansas,05
2556653,null,10221,null,0400000US06,California,06
224086,null,3858,null,0400000US08,Colorado,08
367790,null,4113,null,0400000US09,Connecticut,09
187800,null,1844,null,0400000US10,Delaware,10
326332,null,1381,null,0400000US11,District of Columbia,11
2932070,null,13171,null,0400000US12,Florida,12
2917936,null,8213,null,0400000US13,Georgia,13
45107,null,1802,null,0400000US15,Hawaii,15
13683,null,1504,null,0400000US16,Idaho,16
1963794,null,6822,null,0400000US17,Illinois,17
605583,null,3702,null,0400000US18,Indiana,18
88782,null,1957,null,0400000US19,Iowa,19
187921,null,2870,null,0400000US20,Kansas,20
345587,null,4622,null,0400000US21,Kentucky,21
1387221,null,3547,null,0400000US22,Louisiana,22
18454,null,2468,null,0400000US23,Maine,23
1688952,null,3540,null,0400000US24,Maryland,24
448784,null,6679,null,0400000US25,Massachusetts,25
1501267,null,3914,null,0400000US26,Michigan,26
267487,null,2611,null,0400000US27,Minnesota,27
1108797,null,5103,null,0400000US28,Mississippi,28
706136,null,3862,null,0400000US29,Missouri,29
9806,null,1492,null,0400000US30,Montana,30
84405,null,2406,null,0400000US31,Nebraska,31
216506,null,3356,null,0400000US32,Nevada,32
18906,null,1122,null,0400000US33,New Hampshire,33
1252044,null,7020,null,0400000US34,New Jersey,34
55309,null,3650,null,0400000US35,New Mexico,35
3200372,null,10683,null,0400000US36,New York,36
2004014,null,7085,null,0400000US37,North Carolina,37
8067,null,1189,null,0400000US38,North Dakota,38
1448448,null,4398,null,0400000US39,Ohio,39
316188,null,2695,null,0400000US40,Oklahoma,40
88253,null,2219,null,0400000US41,Oregon,41
1392056,null,5772,null,0400000US42,Pennsylvania,42
69656,null,2960,null,0400000US44,Rhode Island,44
1281690,null,4426,null,0400000US45,South Carolina,45
12804,null,1623,null,0400000US46,South Dakota,46
1058840,null,4349,null,0400000US47,Tennessee,47
2889671,null,10277,null,0400000US48,Texas,48
39676,null,2015,null,0400000US49,Utah,49
6643,null,832,null,0400000US50,Vermont,50
1585971,null,6409,null,0400000US51,Virginia,51
286223,null,3542,null,0400000US53,Washington,53
71579,null,2025,null,0400000US54,West Virginia,54
368138,null,3257,null,0400000US55,Wisconsin,55
7906,null,1898,null,0400000US56,Wyoming,56
425918,null,13836,null,0400000US72,Puerto Rico,72
