C15002G_001E,C15002G_001EA,C15002G_001M,C15002G_001MA,C15002G_002E,C15002G_002EA,C15002G_002M,C15002G_002MA,C15002G_003E,C15002G_003EA,C15002G_003M,C15002G_003MA,C15002G_004E,C15002G_004EA,C15002G_004M,C15002G_004MA,C15002G_005E,C15002G_005EA,C15002G_005M,C15002G_005MA,C15002G_006E,C15002G_006EA,C15002G_006M,C15002G_006MA,C15002G_007E,C15002G_007EA,C15002G_007M,C15002G_007MA,C15002G_008E,C15002G_008EA,C15002G_008M,C15002G_008MA,C15002G_009E,C15002G_009EA,C15002G_009M,C15002G_009MA,C15002G_010E,C15002G_010EA,C15002G_010M,C15002G_010MA,C15002G_011E,C15002G_011EA,C15002G_011M,C15002G_011MA,GEO_ID,NAME,state
44968,null,4038,null,19467,null,2771,null,3079,null,1017,null,6114,null,1567,null,5813,null,1359,null,4461,null,1238,null,25501,null,2703,null,4310,null,1542,null,6539,null,1415,null,7799,null,1517,null,6853,null,1264,null,0400000US13,Georgia,13
139061,null,6445,null,69012,null,4205,null,7134,null,1382,null,28549,null,2638,null,22361,null,2415,null,10968,null,1846,null,70049,null,4306,null,5981,null,1477,null,26491,null,2293,null,22485,null,2676,null,15092,null,2021,null,0400000US15,Hawaii,15
13284,null,1535,null,6249,null,936,null,1124,null,477,null,1600,null,561,null,2386,null,712,null,1139,null,459,null,7035,null,1355,null,887,null,360,null,1334,null,668,null,3759,null,941,null,1055,null,430,null,0400000US16,Idaho,16
73352,null,5267,null,34529,null,3346,null,5589,null,1022,null,8319,null,1702,null,12394,null,2000,null,8227,null,1473,null,38823,null,3047,null,5593,null,1073,null,10342,null,1634,null,12204,null,1819,null,10684,null,1278,null,0400000US17,Illinois,17
34996,null,2700,null,16446,null,1633,null,2844,null,770,null,5411,null,1066,null,5011,null,992,null,3180,null,895,null,18550,null,2035,null,2901,null,1002,null,5940,null,1134,null,6362,null,1252,null,3347,null,942,null,0400000US18,Indiana,18
12759,null,1687,null,5890,null,1028,null,833,null,441,null,1964,null,754,null,1883,null,507,null,1210,null,466,null,6869,null,1204,null,1091,null,403,null,1832,null,557,null,2780,null,854,null,1166,null,469,null,0400000US19,Iowa,19
28490,null,2820,null,13707,null,1730,null,1541,null,559,null,5247,null,1182,null,4520,null,940,null,2399,null,725,null,14783,null,1863,null,1777,null,543,null,5058,null,1195,null,5642,null,1123,null,2306,null,697,null,0400000US20,Kansas,20
20194,null,2633,null,8778,null,1420,null,1683,null,508,null,3436,null,942,null,2057,null,726,null,1602,null,486,null,11416,null,1981,null,3452,null,1006,null,2694,null,864,null,3878,null,1024,null,1392,null,545,null,0400000US21,Kentucky,21
21013,null,2773,null,9052,null,1620,null,1816,null,704,null,3643,null,987,null,2131,null,816,null,1462,null,557,null,11961,null,1912,null,3240,null,1392,null,3206,null,819,null,3313,null,877,null,2202,null,708,null,0400000US22,Louisiana,22
10556,null,1380,null,5034,null,870,null,1542,null,687,null,1916,null,639,null,1172,null,534,null,404,null,198,null,5522,null,1070,null,1362,null,707,null,2088,null,658,null,1216,null,559,null,856,null,442,null,0400000US23,Maine,23
46828,null,4166,null,22201,null,2228,null,2546,null,1042,null,5682,null,1285,null,7414,null,1445,null,6559,null,1229,null,24627,null,2878,null,2376,null,851,null,5033,null,1271,null,8443,null,1674,null,8775,null,1533,null,0400000US24,Maryland,24
48492,null,4391,null,23717,null,3056,null,5851,null,1652,null,7116,null,2243,null,4328,null,892,null,6422,null,1496,null,24775,null,2551,null,4473,null,1316,null,6189,null,1324,null,6917,null,1402,null,7196,null,1308,null,0400000US25,Massachusetts,25
74279,null,4016,null,34210,null,2586,null,5738,null,1099,null,10510,null,1398,null,10199,null,1468,null,7763,null,1545,null,40069,null,2690,null,4595,null,1038,null,11394,null,1354,null,14643,null,1986,null,9437,null,1237,null,0400000US26,Michigan,26
30490,null,2663,null,15619,null,1959,null,1678,null,677,null,4531,null,1165,null,5328,null,1107,null,4082,null,1021,null,14871,null,1691,null,1840,null,810,null,4464,null,944,null,5598,null,1103,null,2969,null,868,null,0400000US27,Minnesota,27
9962,null,1903,null,4730,null,1232,null,636,null,360,null,1418,null,672,null,2095,null,808,null,581,null,343,null,5232,null,1095,null,596,null,340,null,2094,null,696,null,1454,null,546,null,1088,null,531,null,0400000US28,Mississippi,28
46786,null,3341,null,23180,null,2073,null,4354,null,834,null,8465,null,1293,null,6241,null,1193,null,4120,null,979,null,23606,null,2444,null,5082,null,1083,null,6338,null,1131,null,8338,null,1706,null,3848,null,942,null,0400000US29,Missouri,29
9323,null,1456,null,4723,null,968,null,966,null,476,null,1814,null,693,null,1398,null,505,null,545,null,340,null,4600,null,914,null,540,null,340,null,1470,null,591,null,1694,null,648,null,896,null,448,null,0400000US30,Montana,30
9740,null,1713,null,4013,null,999,null,290,null,180,null,1291,null,527,null,1430,null,640,null,1002,null,503,null,5727,null,1254,null,642,null,358,null,1165,null,590,null,2511,null,691,null,1409,null,556,null,0400000US31,Nebraska,31
31150,null,3368,null,15088,null,1940,null,2276,null,803,null,5094,null,1153,null,4921,null,1141,null,2797,null,855,null,16062,null,1967,null,1363,null,518,null,4271,null,1065,null,6587,null,1204,null,3841,null,1015,null,0400000US32,Nevada,32
6004,null,1184,null,2505,null,751,null,686,null,382,null,594,null,336,null,596,null,318,null,629,null,412,null,3499,null,927,null,596,null,535,null,859,null,458,null,1246,null,446,null,798,null,452,null,0400000US33,New Hampshire,33
59024,null,3910,null,29510,null,2583,null,4948,null,1351,null,9501,null,1900,null,7372,null,1389,null,7689,null,1235,null,29514,null,2523,null,4156,null,1112,null,6879,null,1425,null,7683,null,1345,null,10796,null,1751,null,0400000US34,New Jersey,34
21633,null,2160,null,11841,null,1623,null,2465,null,821,null,3943,null,1088,null,3144,null,851,null,2289,null,785,null,9792,null,1446,null,1400,null,472,null,2635,null,771,null,3757,null,961,null,2000,null,745,null,0400000US35,New Mexico,35
162072,null,8217,null,77792,null,4957,null,17993,null,2316,null,23333,null,2561,null,18347,null,2621,null,18119,null,2699,null,84280,null,4953,null,16278,null,2171,null,19009,null,2152,null,24093,null,2293,null,24900,null,2754,null,0400000US36,New York,36
49242,null,4045,null,23985,null,2637,null,4769,null,1318,null,6696,null,1371,null,7419,null,1489,null,5101,null,1179,null,25257,null,2609,null,3162,null,827,null,5938,null,1236,null,9247,null,1585,null,6910,null,1503,null,0400000US37,North Carolina,37
2594,null,747,null,1400,null,587,null,126,null,118,null,356,null,203,null,384,null,286,null,534,null,444,null,1194,null,452,null,156,null,198,null,205,null,149,null,557,null,400,null,276,null,209,null,0400000US38,North Dakota,38
64298,null,3537,null,32636,null,2373,null,6203,null,1168,null,11406,null,1786,null,8158,null,1431,null,6869,null,1253,null,31662,null,2557,null,4542,null,910,null,7775,null,1314,null,12545,null,1537,null,6800,null,1342,null,0400000US39,Ohio,39
108963,null,4891,null,53235,null,3295,null,10284,null,1679,null,20823,null,2184,null,13231,null,1516,null,8897,null,1672,null,55728,null,3152,null,8571,null,1393,null,17854,null,1947,null,19326,null,2087,null,9977,null,1413,null,0400000US40,Oklahoma,40
52060,null,3679,null,23529,null,2410,null,3959,null,1167,null,5881,null,1316,null,7689,null,1560,null,6000,null,1426,null,28531,null,2672,null,4356,null,1207,null,7131,null,1510,null,10257,null,1718,null,6787,null,1283,null,0400000US41,Oregon,41
57477,null,3656,null,28102,null,2648,null,5439,null,1018,null,8999,null,1552,null,7043,null,1244,null,6621,null,1480,null,29375,null,2446,null,4553,null,1043,null,9002,null,1433,null,10098,null,1579,null,5722,null,1084,null,0400000US42,Pennsylvania,42
10015,null,1780,null,4621,null,1166,null,1223,null,646,null,1357,null,590,null,1581,null,689,null,460,null,294,null,5394,null,1083,null,1212,null,501,null,1474,null,637,null,1835,null,717,null,873,null,504,null,0400000US44,Rhode Island,44
18291,null,2464,null,8913,null,1709,null,1531,null,639,null,3236,null,1014,null,2766,null,928,null,1380,null,566,null,9378,null,1476,null,1727,null,666,null,2377,null,831,null,3375,null,894,null,1899,null,746,null,0400000US45,South Carolina,45
4905,null,1194,null,2413,null,796,null,101,null,99,null,1222,null,542,null,869,null,446,null,221,null,238,null,2492,null,843,null,539,null,394,null,519,null,338,null,1209,null,596,null,225,null,211,null,0400000US46,South Dakota,46
31865,null,2881,null,15809,null,1981,null,3875,null,1032,null,4440,null,844,null,4658,null,1013,null,2836,null,856,null,16056,null,1783,null,3506,null,910,null,4961,null,972,null,4897,null,1136,null,2692,null,701,null,0400000US47,Tennessee,47
180182,null,8172,null,90214,null,5300,null,14716,null,1996,null,24319,null,2552,null,29642,null,3093,null,21537,null,2383,null,89968,null,4606,null,14875,null,1756,null,23517,null,2652,null,31658,null,2704,null,19918,null,1903,null,0400000US48,Texas,48
14251,null,2011,null,7637,null,1550,null,1359,null,738,null,1660,null,711,null,3464,null,1005,null,1154,null,562,null,6614,null,1204,null,604,null,396,null,1637,null,558,null,2557,null,697,null,1816,null,662,null,0400000US49,Utah,49
4185,null,827,null,2037,null,593,null,353,null,220,null,1194,null,436,null,234,null,187,null,256,null,223,null,2148,null,598,null,151,null,138,null,748,null,294,null,718,null,426,null,531,null,296,null,0400000US50,Vermont,50
57139,null,4813,null,26950,null,2954,null,3349,null,1029,null,6283,null,1356,null,8882,null,1983,null,8436,null,1624,null,30189,null,3248,null,3958,null,948,null,6147,null,1396,null,10043,null,1790,null,10041,null,1980,null,0400000US51,Virginia,51
91902,null,5909,null,44508,null,3469,null,6182,null,1301,null,12785,null,1934,null,16083,null,2031,null,9458,null,1508,null,47394,null,3914,null,4204,null,999,null,11839,null,1857,null,19244,null,2195,null,12107,null,1956,null,0400000US53,Washington,53
9735,null,1487,null,3939,null,886,null,737,null,372,null,1257,null,433,null,1213,null,580,null,732,null,387,null,5796,null,1057,null,908,null,412,null,1725,null,481,null,2261,null,825,null,902,null,392,null,0400000US54,West Virginia,54
24415,null,2237,null,13180,null,1713,null,1928,null,591,null,4451,null,1119,null,4291,null,1021,null,2510,null,739,null,11235,null,1536,null,1268,null,461,null,2930,null,690,null,4519,null,895,null,2518,null,775,null,0400000US55,Wisconsin,55
5220,null,947,null,2491,null,803,null,373,null,272,null,519,null,341,null,1148,null,648,null,451,null,305,null,2729,null,731,null,334,null,222,null,660,null,414,null,1201,null,714,null,534,null,443,null,0400000US56,Wyoming,56
109706,null,5812,null,52291,null,3451,null,18632,null,2137,null,15050,null,1958,null,10705,null,1504,null,7904,null,1685,null,57415,null,3734,null,16447,null,1976,null,13478,null,2021,null,13732,null,2165,null,13758,null,1530,null,0400000US72,Puerto Rico,72
