B10051_001E,B10051_001EA,B10051_001M,B10051_001MA,B10051_002E,B10051_002EA,B10051_002M,B10051_002MA,B10051_003E,B10051_003EA,B10051_003M,B10051_003MA,B10051_004E,B10051_004EA,B10051_004M,B10051_004MA,B10051_005E,B10051_005EA,B10051_005M,B10051_005MA,B10051_006E,B10051_006EA,B10051_006M,B10051_006MA,B10051_007E,B10051_007EA,B10051_007M,B10051_007MA,B10051_008E,B10051_008EA,B10051_008M,B10051_008MA,B10051_009E,B10051_009EA,B10051_009M,B10051_009MA,B10051_010E,B10051_010EA,B10051_010M,B10051_010MA,B10051_011E,B10051_011EA,B10051_011M,B10051_011MA,GEO_ID,NAME,state
109141,null,5275,null,58794,null,4544,null,27129,null,2952,null,15868,null,2336,null,11261,null,1761,null,31665,null,3982,null,24712,null,3898,null,6953,null,1398,null,50347,null,3476,null,26343,null,2949,null,24004,null,2479,null,0400000US01,Alabama,01
15875,null,2786,null,5953,null,1298,null,1350,null,456,null,554,null,258,null,796,null,385,null,4603,null,1255,null,3209,null,927,null,1394,null,656,null,9922,null,2221,null,3982,null,1357,null,5940,null,1613,null,0400000US02,Alaska,02
149205,null,8551,null,63274,null,5269,null,19669,null,2379,null,11697,null,1811,null,7972,null,1529,null,43605,null,4475,null,32815,null,3824,null,10790,null,2012,null,85931,null,7127,null,46286,null,5647,null,39645,null,4202,null,0400000US04,Arizona,04
68828,null,5019,null,40348,null,4209,null,18628,null,2875,null,9995,null,1932,null,8633,null,1670,null,21720,null,3416,null,17726,null,3054,null,3994,null,1065,null,28480,null,3192,null,17315,null,2675,null,11165,null,1765,null,0400000US05,Arkansas,05
963255,null,17643,null,274682,null,8585,null,73704,null,4775,null,37854,null,3815,null,35850,null,3064,null,200978,null,7803,null,134740,null,6598,null,66238,null,4641,null,688573,null,15836,null,305610,null,10663,null,382963,null,10746,null,0400000US06,California,06
80887,null,5552,null,34962,null,3049,null,13508,null,2277,null,8253,null,1919,null,5255,null,1166,null,21454,null,2630,null,16415,null,2550,null,5039,null,1274,null,45925,null,4586,null,23938,null,3036,null,21987,null,2935,null,0400000US08,Colorado,08
59095,null,5080,null,20254,null,2799,null,7451,null,1642,null,4059,null,1147,null,3392,null,1142,null,12803,null,2138,null,9188,null,1724,null,3615,null,1095,null,38841,null,3428,null,16805,null,2496,null,22036,null,2571,null,0400000US09,Connecticut,09
18080,null,2778,null,8173,null,1535,null,4016,null,1111,null,2399,null,856,null,1617,null,755,null,4157,null,1198,null,3223,null,1042,null,934,null,453,null,9907,null,1993,null,4706,null,1367,null,5201,null,1402,null,0400000US10,Delaware,10
13258,null,2201,null,6164,null,1598,null,2511,null,1025,null,1545,null,876,null,966,null,524,null,3653,null,1240,null,2267,null,997,null,1386,null,650,null,7094,null,1575,null,3735,null,1298,null,3359,null,1122,null,0400000US11,District of Columbia,11
396952,null,14654,null,151257,null,8414,null,53699,null,5189,null,30488,null,3693,null,23211,null,2716,null,97558,null,6841,null,67030,null,5020,null,30528,null,3663,null,245695,null,11484,null,104935,null,7574,null,140760,null,8318,null,0400000US12,Florida,12
225636,null,9769,null,99733,null,6487,null,38543,null,3949,null,21823,null,2685,null,16720,null,2439,null,61190,null,4892,null,44984,null,4026,null,16206,null,2330,null,125903,null,7374,null,69368,null,5694,null,56535,null,4578,null,0400000US13,Georgia,13
48288,null,3594,null,12747,null,1889,null,3721,null,980,null,1569,null,681,null,2152,null,789,null,9026,null,1647,null,5122,null,1174,null,3904,null,1044,null,35541,null,3406,null,10618,null,1857,null,24923,null,2917,null,0400000US15,Hawaii,15
18959,null,2525,null,8384,null,1398,null,3829,null,982,null,2543,null,786,null,1286,null,477,null,4555,null,1109,null,3211,null,921,null,1344,null,584,null,10575,null,1784,null,6469,null,1628,null,4106,null,982,null,0400000US16,Idaho,16
263192,null,8196,null,101827,null,5819,null,32762,null,3332,null,18086,null,2326,null,14676,null,2343,null,69065,null,5542,null,50806,null,4628,null,18259,null,2327,null,161365,null,7461,null,75063,null,5221,null,86302,null,5766,null,0400000US17,Illinois,17
102978,null,5713,null,49044,null,4281,null,21216,null,2639,null,13283,null,2169,null,7933,null,1426,null,27828,null,3194,null,21434,null,2607,null,6394,null,1339,null,53934,null,4555,null,29344,null,3047,null,24590,null,3220,null,0400000US18,Indiana,18
30311,null,2756,null,12941,null,1909,null,5701,null,1103,null,3343,null,829,null,2358,null,830,null,7240,null,1538,null,5701,null,1268,null,1539,null,659,null,17370,null,2251,null,12667,null,2052,null,4703,null,906,null,0400000US19,Iowa,19
42157,null,3860,null,18748,null,2678,null,7019,null,1266,null,4005,null,947,null,3014,null,657,null,11729,null,2141,null,9172,null,2031,null,2557,null,749,null,23409,null,2535,null,12792,null,2185,null,10617,null,1687,null,0400000US20,Kansas,20
82436,null,5279,null,46312,null,4085,null,24468,null,3111,null,15756,null,2595,null,8712,null,1582,null,21844,null,2977,null,16848,null,2627,null,4996,null,1301,null,36124,null,3532,null,17978,null,2389,null,18146,null,2678,null,0400000US21,Kentucky,21
114611,null,6355,null,60671,null,4494,null,22000,null,3054,null,13035,null,2493,null,8965,null,1325,null,38671,null,3555,null,28205,null,2929,null,10466,null,1829,null,53940,null,4651,null,29156,null,3504,null,24784,null,3062,null,0400000US22,Louisiana,22
16225,null,2264,null,7471,null,1616,null,3255,null,870,null,1909,null,710,null,1346,null,471,null,4216,null,1181,null,2925,null,1149,null,1291,null,725,null,8754,null,1394,null,4204,null,933,null,4550,null,1082,null,0400000US23,Maine,23
118525,null,6624,null,42717,null,3821,null,14223,null,2385,null,7005,null,1482,null,7218,null,1507,null,28494,null,3217,null,20099,null,2705,null,8395,null,1540,null,75808,null,4984,null,34256,null,3245,null,41552,null,3554,null,0400000US24,Maryland,24
106457,null,6056,null,28850,null,3192,null,9674,null,1828,null,5040,null,1150,null,4634,null,1310,null,19176,null,2848,null,12708,null,2364,null,6468,null,1378,null,77607,null,5481,null,28165,null,2631,null,49442,null,4574,null,0400000US25,Massachusetts,25
156097,null,5823,null,68893,null,4576,null,25006,null,2637,null,14229,null,2049,null,10777,null,1697,null,43887,null,3470,null,32515,null,2777,null,11372,null,1730,null,87204,null,5232,null,44509,null,3434,null,42695,null,3459,null,0400000US26,Michigan,26
55618,null,3734,null,24589,null,2612,null,7330,null,1556,null,3824,null,1115,null,3506,null,819,null,17259,null,2405,null,13307,null,2177,null,3952,null,1035,null,31029,null,2781,null,17385,null,2053,null,13644,null,1813,null,0400000US27,Minnesota,27
82249,null,5281,null,48144,null,4381,null,18050,null,2942,null,9912,null,1910,null,8138,null,1857,null,30094,null,3524,null,23427,null,3136,null,6667,null,1532,null,34105,null,3250,null,19132,null,2650,null,14973,null,1845,null,0400000US28,Mississippi,28
102150,null,5941,null,46898,null,3138,null,20266,null,2568,null,11441,null,1779,null,8825,null,1400,null,26632,null,2906,null,19993,null,2578,null,6639,null,1340,null,55252,null,5045,null,29668,null,3445,null,25584,null,2815,null,0400000US29,Missouri,29
12774,null,1787,null,6870,null,1343,null,3606,null,1069,null,1400,null,612,null,2206,null,709,null,3264,null,860,null,2122,null,622,null,1142,null,381,null,5904,null,1210,null,3099,null,856,null,2805,null,793,null,0400000US30,Montana,30
19626,null,2551,null,8969,null,1607,null,3452,null,832,null,1926,null,603,null,1526,null,491,null,5517,null,1293,null,4695,null,1203,null,822,null,383,null,10657,null,1850,null,6234,null,1507,null,4423,null,1039,null,0400000US31,Nebraska,31
56048,null,4855,null,22589,null,2984,null,8708,null,1935,null,4329,null,1366,null,4379,null,1255,null,13881,null,2480,null,9541,null,1855,null,4340,null,1075,null,33459,null,3846,null,17931,null,2829,null,15528,null,2357,null,0400000US32,Nevada,32
18501,null,2155,null,6889,null,1462,null,2440,null,915,null,1311,null,633,null,1129,null,506,null,4449,null,1227,null,3739,null,1098,null,710,null,384,null,11612,null,1897,null,5443,null,1500,null,6169,null,1375,null,0400000US33,New Hampshire,33
180415,null,8068,null,49732,null,4317,null,16086,null,2267,null,8587,null,1780,null,7499,null,1469,null,33646,null,3653,null,22185,null,2892,null,11461,null,1938,null,130683,null,7020,null,45892,null,4932,null,84791,null,4616,null,0400000US34,New Jersey,34
47893,null,4035,null,24271,null,2951,null,8861,null,1725,null,5063,null,1178,null,3798,null,1029,null,15410,null,2308,null,12217,null,2144,null,3193,null,954,null,23622,null,2603,null,13074,null,2163,null,10548,null,1570,null,0400000US35,New Mexico,35
408418,null,10955,null,131800,null,6943,null,38825,null,3530,null,21073,null,2411,null,17752,null,2371,null,92975,null,6078,null,61384,null,5037,null,31591,null,3136,null,276618,null,9155,null,104069,null,6305,null,172549,null,6862,null,0400000US36,New York,36
171867,null,9074,null,87075,null,6963,null,37330,null,3871,null,21591,null,3256,null,15739,null,1949,null,49745,null,5135,null,36450,null,4255,null,13295,null,1879,null,84792,null,5694,null,45448,null,4616,null,39344,null,3422,null,0400000US37,North Carolina,37
5040,null,1039,null,3110,null,906,null,1724,null,731,null,985,null,472,null,739,null,333,null,1386,null,532,null,978,null,456,null,408,null,305,null,1930,null,543,null,1125,null,449,null,805,null,313,null,0400000US38,North Dakota,38
192437,null,9338,null,90425,null,6158,null,41293,null,3889,null,23674,null,2917,null,17619,null,2367,null,49132,null,4272,null,38098,null,3676,null,11034,null,1780,null,102012,null,6584,null,55124,null,5415,null,46888,null,3928,null,0400000US39,Ohio,39
78229,null,5154,null,43756,null,4283,null,20306,null,2711,null,11086,null,2018,null,9220,null,1358,null,23450,null,2929,null,18016,null,2615,null,5434,null,950,null,34473,null,3114,null,18888,null,2267,null,15585,null,1845,null,0400000US40,Oklahoma,40
60589,null,4825,null,24060,null,3229,null,11963,null,2216,null,8035,null,1712,null,3928,null,1066,null,12097,null,2050,null,9133,null,1686,null,2964,null,1124,null,36529,null,3782,null,16214,null,2497,null,20315,null,2747,null,0400000US41,Oregon,41
207366,null,6795,null,83497,null,5236,null,31067,null,2950,null,17614,null,2186,null,13453,null,1848,null,52430,null,4164,null,39930,null,3854,null,12500,null,1832,null,123869,null,5821,null,54086,null,3541,null,69783,null,4748,null,0400000US42,Pennsylvania,42
18925,null,2521,null,4275,null,1033,null,827,null,487,null,348,null,346,null,479,null,352,null,3448,null,956,null,2921,null,919,null,527,null,353,null,14650,null,2233,null,7358,null,1713,null,7292,null,1315,null,0400000US44,Rhode Island,44
95483,null,5976,null,50141,null,4454,null,22937,null,2923,null,13927,null,2291,null,9010,null,1638,null,27204,null,2913,null,21311,null,2754,null,5893,null,1170,null,45342,null,3931,null,24183,null,2765,null,21159,null,2570,null,0400000US45,South Carolina,45
10140,null,1582,null,5858,null,1333,null,1982,null,684,null,1345,null,610,null,637,null,346,null,3876,null,1090,null,2815,null,990,null,1061,null,515,null,4282,null,1002,null,2751,null,927,null,1531,null,577,null,0400000US46,South Dakota,46
130956,null,7465,null,71544,null,5511,null,31530,null,3020,null,19113,null,2351,null,12417,null,2070,null,40014,null,4244,null,29503,null,3617,null,10511,null,1977,null,59412,null,4587,null,31558,null,3106,null,27854,null,3345,null,0400000US47,Tennessee,47
630156,null,15676,null,281655,null,10517,null,96758,null,5929,null,57040,null,4894,null,39718,null,3104,null,184897,null,8528,null,138101,null,7958,null,46796,null,4225,null,348501,null,12230,null,183717,null,10236,null,164784,null,7805,null,0400000US48,Texas,48
46886,null,3721,null,16464,null,1868,null,5258,null,1025,null,2235,null,765,null,3023,null,903,null,11206,null,1781,null,6993,null,1257,null,4213,null,1001,null,30422,null,3104,null,17343,null,2641,null,13079,null,1658,null,0400000US49,Utah,49
5205,null,1104,null,2175,null,720,null,1143,null,616,null,691,null,544,null,452,null,273,null,1032,null,541,null,862,null,516,null,170,null,157,null,3030,null,828,null,1296,null,489,null,1734,null,601,null,0400000US50,Vermont,50
155088,null,6677,null,61333,null,4174,null,25410,null,3022,null,14401,null,2282,null,11009,null,1899,null,35923,null,2857,null,27599,null,2611,null,8324,null,1614,null,93755,null,5621,null,43453,null,3679,null,50302,null,4069,null,0400000US51,Virginia,51
104302,null,5320,null,40370,null,3762,null,16555,null,2477,null,8764,null,1808,null,7791,null,1538,null,23815,null,2408,null,16232,null,2241,null,7583,null,1485,null,63932,null,4606,null,30890,null,3476,null,33042,null,3311,null,0400000US53,Washington,53
34800,null,3518,null,20321,null,2729,null,10211,null,1815,null,5755,null,1249,null,4456,null,1180,null,10110,null,2045,null,7319,null,1753,null,2791,null,967,null,14479,null,1932,null,7397,null,1434,null,7082,null,1567,null,0400000US54,West Virginia,54
63587,null,4610,null,27417,null,3251,null,10947,null,1941,null,6828,null,1504,null,4119,null,959,null,16470,null,2488,null,13694,null,2233,null,2776,null,725,null,36170,null,3529,null,21693,null,3010,null,14477,null,1852,null,0400000US55,Wisconsin,55
9398,null,1988,null,4564,null,1584,null,1897,null,775,null,1503,null,728,null,394,null,209,null,2667,null,1190,null,2492,null,1174,null,175,null,155,null,4834,null,1334,null,3415,null,1284,null,1419,null,525,null,0400000US56,Wyoming,56
121717,null,5611,null,57494,null,3868,null,16402,null,2040,null,7272,null,1587,null,9130,null,1327,null,41092,null,3188,null,28320,null,2668,null,12772,null,1578,null,64223,null,3534,null,28795,null,2395,null,35428,null,3077,null,0400000US72,Puerto Rico,72
