C25093_001E,C25093_001EA,C25093_001M,C25093_001MA,C25093_002E,C25093_002EA,C25093_002M,C25093_002MA,C25093_003E,C25093_003EA,C25093_003M,C25093_003MA,C25093_004E,C25093_004EA,C25093_004M,C25093_004MA,C25093_005E,C25093_005EA,C25093_005M,C25093_005MA,C25093_006E,C25093_006EA,C25093_006M,C25093_006MA,C25093_007E,C25093_007EA,C25093_007M,C25093_007MA,C25093_008E,C25093_008EA,C25093_008M,C25093_008MA,C25093_009E,C25093_009EA,C25093_009M,C25093_009MA,C25093_010E,C25093_010EA,C25093_010M,C25093_010MA,C25093_011E,C25093_011EA,C25093_011M,C25093_011MA,C25093_012E,C25093_012EA,C25093_012M,C25093_012MA,C25093_013E,C25093_013EA,C25093_013M,C25093_013MA,C25093_014E,C25093_014EA,C25093_014M,C25093_014MA,C25093_015E,C25093_015EA,C25093_015M,C25093_015MA,C25093_016E,C25093_016EA,C25093_016M,C25093_016MA,C25093_017E,C25093_017EA,C25093_017M,C25093_017MA,GEO_ID,NAME,state
1287825,null,11794,null,22849,null,2682,null,15085,null,2223,null,7537,null,1347,null,227,null,180,null,140326,null,5380,null,103673,null,4342,null,35782,null,3482,null,871,null,470,null,788834,null,7863,null,611673,null,7298,null,171264,null,5597,null,5897,null,952,null,335816,null,4745,null,255417,null,4288,null,78856,null,3239,null,1543,null,499,null,0400000US01,Alabama,01
149018,null,3290,null,2075,null,591,null,708,null,335,null,1367,null,568,null,0,null,237,null,16848,null,1834,null,10581,null,1343,null,6267,null,1179,null,0,null,237,null,109262,null,2736,null,79765,null,2826,null,29226,null,2371,null,271,null,192,null,20833,null,1349,null,15782,null,1200,null,4984,null,849,null,67,null,106,null,0400000US02,Alaska,02
1533145,null,12918,null,20080,null,2223,null,9891,null,1541,null,9631,null,1729,null,558,null,359,null,182307,null,6188,null,103045,null,4946,null,78537,null,4690,null,725,null,544,null,924329,null,10433,null,620954,null,8647,null,296447,null,8792,null,6928,null,1208,null,406429,null,5336,null,306804,null,5831,null,96592,null,3913,null,3033,null,852,null,0400000US04,Arizona,04
746839,null,10273,null,12358,null,1930,null,8281,null,1537,null,3912,null,1124,null,165,null,160,null,81060,null,3812,null,64682,null,3216,null,15925,null,1821,null,453,null,404,null,450731,null,7979,null,358543,null,7829,null,89234,null,4581,null,2954,null,962,null,202690,null,4240,null,161144,null,4146,null,40544,null,2580,null,1002,null,504,null,0400000US05,Arkansas,05
7076972,null,24937,null,54395,null,3713,null,18322,null,2012,null,35326,null,3418,null,747,null,307,null,666603,null,10684,null,253053,null,7729,null,410452,null,7739,null,3098,null,1051,null,4642687,null,21994,null,2508907,null,22009,null,2108724,null,16801,null,25056,null,2560,null,1713287,null,13457,null,1159697,null,11108,null,546581,null,8903,null,7009,null,1173,null,0400000US06,California,06
1280207,null,11127,null,18084,null,2010,null,9358,null,1621,null,8693,null,1337,null,33,null,58,null,163468,null,5575,null,93086,null,4223,null,69977,null,4033,null,405,null,383,null,852793,null,8205,null,582739,null,7990,null,266120,null,6856,null,3934,null,949,null,245862,null,4044,null,179790,null,4268,null,64305,null,3857,null,1767,null,788,null,0400000US08,Colorado,08
924839,null,7954,null,6170,null,1572,null,1441,null,496,null,4729,null,1363,null,0,null,273,null,87870,null,4282,null,48110,null,3381,null,39449,null,3280,null,311,null,319,null,617247,null,6282,null,410906,null,6071,null,204920,null,6219,null,1421,null,509,null,213552,null,3789,null,134426,null,3804,null,78381,null,2984,null,745,null,393,null,0400000US09,Connecticut,09
238141,null,4151,null,3206,null,952,null,1890,null,729,null,1316,null,621,null,0,null,261,null,28293,null,2102,null,18739,null,2006,null,9541,null,1408,null,13,null,23,null,148826,null,3043,null,102899,null,3468,null,44541,null,2834,null,1386,null,658,null,57816,null,1913,null,42906,null,2159,null,14491,null,1280,null,419,null,313,null,0400000US10,Delaware,10
111813,null,2883,null,759,null,497,null,85,null,110,null,674,null,485,null,0,null,300,null,14472,null,1592,null,7420,null,1211,null,6972,null,1207,null,80,null,133,null,66997,null,2693,null,46086,null,2413,null,20478,null,2036,null,433,null,360,null,29585,null,1424,null,21119,null,1382,null,8406,null,1093,null,60,null,111,null,0400000US11,District of Columbia,11
5005708,null,26411,null,53977,null,4230,null,23238,null,2489,null,29345,null,3236,null,1394,null,571,null,460786,null,10050,null,227716,null,7931,null,230977,null,7421,null,2093,null,935,null,2929535,null,19198,null,1745218,null,17980,null,1157773,null,13975,null,26544,null,2965,null,1561410,null,12822,null,1031251,null,11586,null,516965,null,9578,null,13194,null,1889,null,0400000US12,Florida,12
