B14001D_001E,B14001D_001EA,B14001D_001M,B14001D_001MA,B14001D_002E,B14001D_002EA,B14001D_002M,B14001D_002MA,B14001D_003E,B14001D_003EA,B14001D_003M,B14001D_003MA,B14001D_004E,B14001D_004EA,B14001D_004M,B14001D_004MA,B14001D_005E,B14001D_005EA,B14001D_005M,B14001D_005MA,B14001D_006E,B14001D_006EA,B14001D_006M,B14001D_006MA,B14001D_007E,B14001D_007EA,B14001D_007M,B14001D_007MA,GEO_ID,NAME,state
43342,null,3141,null,15211,null,2069,null,761,null,360,null,5585,null,1443,null,2380,null,685,null,6485,null,1117,null,28131,null,2044,null,0400000US01,Alabama,01
31587,null,1886,null,5925,null,1222,null,779,null,347,null,2314,null,733,null,1458,null,431,null,1374,null,724,null,25662,null,1320,null,0400000US02,Alaska,02
144014,null,3175,null,43158,null,2452,null,5375,null,1222,null,14438,null,1654,null,6924,null,1031,null,16421,null,1790,null,100856,null,2803,null,0400000US04,Arizona,04
32393,null,2896,null,11930,null,1866,null,1907,null,763,null,4697,null,1263,null,2631,null,695,null,2695,null,759,null,20463,null,1786,null,0400000US05,Arkansas,05
4356905,null,13499,null,1242052,null,11911,null,113604,null,4225,null,401332,null,6515,null,236139,null,5888,null,490977,null,8401,null,3114853,null,14119,null,0400000US06,California,06
126094,null,3277,null,37011,null,2636,null,4236,null,1085,null,12832,null,1886,null,6325,null,1301,null,13618,null,1703,null,89083,null,2723,null,0400000US08,Colorado,08
112994,null,1992,null,37295,null,2071,null,3555,null,771,null,12250,null,1182,null,6536,null,950,null,14954,null,1528,null,75699,null,1702,null,0400000US09,Connecticut,09
23590,null,1329,null,6064,null,1070,null,867,null,418,null,2241,null,612,null,361,null,273,null,2595,null,713,null,17526,null,1181,null,0400000US10,Delaware,10
17482,null,1127,null,4545,null,992,null,614,null,463,null,870,null,715,null,62,null,118,null,2999,null,914,null,12937,null,1041,null,0400000US11,District of Columbia,11
395392,null,5371,null,114826,null,4218,null,14243,null,1948,null,42496,null,2681,null,20049,null,1502,null,38038,null,3226,null,280566,null,4744,null,0400000US12,Florida,12
253848,null,4165,null,79377,null,3611,null,10361,null,1436,null,28205,null,1992,null,12684,null,978,null,28127,null,2478,null,174471,null,3032,null,0400000US13,Georgia,13
487773,null,8415,null,88944,null,4796,null,7894,null,1295,null,28717,null,2646,null,22981,null,1782,null,29352,null,2783,null,398829,null,6064,null,0400000US15,Hawaii,15
16202,null,1756,null,6407,null,1141,null,896,null,379,null,2254,null,730,null,1009,null,378,null,2248,null,735,null,9795,null,1221,null,0400000US16,Idaho,16
527464,null,4257,null,162152,null,4724,null,17621,null,1751,null,52729,null,2533,null,26319,null,1672,null,65483,null,3902,null,365312,null,4433,null,0400000US17,Illinois,17
79490,null,2508,null,30359,null,1676,null,2740,null,741,null,8714,null,1400,null,3789,null,822,null,15116,null,1361,null,49131,null,2441,null,0400000US18,Indiana,18
45901,null,2153,null,18637,null,1531,null,2189,null,771,null,6221,null,1040,null,2067,null,677,null,8160,null,1176,null,27264,null,1847,null,0400000US19,Iowa,19
57148,null,2239,null,19675,null,1936,null,2090,null,659,null,6861,null,971,null,2473,null,732,null,8251,null,1461,null,37473,null,1707,null,0400000US20,Kansas,20
38318,null,2320,null,11894,null,1647,null,1609,null,455,null,3597,null,792,null,2016,null,679,null,4672,null,1053,null,26424,null,1856,null,0400000US21,Kentucky,21
57804,null,2258,null,19730,null,1847,null,2243,null,742,null,6005,null,785,null,3485,null,1014,null,7997,null,1490,null,38074,null,1996,null,0400000US22,Louisiana,22
12365,null,866,null,5940,null,849,null,310,null,249,null,1875,null,473,null,1230,null,437,null,2525,null,600,null,6425,null,634,null,0400000US23,Maine,23
265471,null,3272,null,77956,null,3010,null,6445,null,975,null,25134,null,1757,null,15132,null,1559,null,31245,null,2554,null,187515,null,3035,null,0400000US24,Maryland,24
298285,null,3223,null,96369,null,3367,null,9487,null,1287,null,29690,null,2158,null,15058,null,1614,null,42134,null,2877,null,201916,null,3811,null,0400000US25,Massachusetts,25
230928,null,3037,null,82268,null,3005,null,8994,null,1162,null,27810,null,1403,null,13546,null,1350,null,31918,null,2497,null,148660,null,2595,null,0400000US26,Michigan,26
172298,null,2877,null,63959,null,2327,null,6675,null,1003,null,23985,null,1740,null,14844,null,1272,null,18455,null,1838,null,108339,null,2692,null,0400000US27,Minnesota,27
19860,null,2998,null,6698,null,1757,null,725,null,431,null,2406,null,930,null,1397,null,688,null,2170,null,1249,null,13162,null,2038,null,0400000US28,Mississippi,28
77938,null,3040,null,25691,null,2312,null,3215,null,829,null,8628,null,1367,null,3414,null,646,null,10434,null,1673,null,52247,null,2517,null,0400000US29,Missouri,29
5000,null,918,null,1929,null,596,null,29,null,59,null,373,null,211,null,639,null,434,null,888,null,463,null,3071,null,980,null,0400000US30,Montana,30
