B13002A_001E,B13002A_001EA,B13002A_001M,B13002A_001MA,B13002A_002E,B13002A_002EA,B13002A_002M,B13002A_002MA,B13002A_003E,B13002A_003EA,B13002A_003M,B13002A_003MA,B13002A_004E,B13002A_004EA,B13002A_004M,B13002A_004MA,B13002A_005E,B13002A_005EA,B13002A_005M,B13002A_005MA,B13002A_006E,B13002A_006EA,B13002A_006M,B13002A_006MA,B13002A_007E,B13002A_007EA,B13002A_007M,B13002A_007MA,GEO_ID,NAME,state
383468,null,2048,null,22507,null,2276,null,16301,null,1839,null,6206,null,1142,null,360961,null,2948,null,188492,null,4338,null,172469,null,4458,null,0400000US31,Nebraska,31
450798,null,4157,null,26460,null,3298,null,18431,null,2291,null,8029,null,1774,null,424338,null,4737,null,218900,null,5436,null,205438,null,5392,null,0400000US32,Nevada,32
315194,null,1977,null,12744,null,1859,null,9399,null,1672,null,3345,null,1069,null,302450,null,2570,null,149604,null,4372,null,152846,null,4908,null,0400000US33,New Hampshire,33
1445020,null,6438,null,69252,null,4517,null,55763,null,3390,null,13489,null,2244,null,1375768,null,7522,null,695672,null,9198,null,680096,null,10068,null,0400000US34,New Jersey,34
322538,null,4934,null,18166,null,2266,null,11755,null,1432,null,6411,null,1517,null,304372,null,5328,null,143437,null,5655,null,160935,null,5622,null,0400000US35,New Mexico,35
3128037,null,11682,null,143699,null,5463,null,108897,null,4685,null,34802,null,3448,null,2984338,null,11707,null,1390455,null,13859,null,1593883,null,15148,null,0400000US36,New York,36
1554979,null,5409,null,78894,null,4664,null,59992,null,4029,null,18902,null,2501,null,1476085,null,6703,null,824300,null,10101,null,651785,null,9324,null,0400000US37,North Carolina,37
140671,null,1030,null,7801,null,1165,null,5945,null,999,null,1856,null,570,null,132870,null,1519,null,70096,null,2449,null,62774,null,2609,null,0400000US38,North Dakota,38
2358348,null,4376,null,126515,null,4977,null,86988,null,3657,null,39527,null,3011,null,2231833,null,6667,null,1109085,null,11024,null,1122748,null,11421,null,0400000US39,Ohio,39
644866,null,3308,null,37059,null,2931,null,26875,null,2711,null,10184,null,1414,null,607807,null,4674,null,328416,null,5496,null,279391,null,5674,null,0400000US40,Oklahoma,40
778315,null,3828,null,36873,null,2643,null,26674,null,2306,null,10199,null,1522,null,741442,null,4750,null,364754,null,7201,null,376688,null,6881,null,0400000US41,Oregon,41
2493220,null,6251,null,117617,null,4340,null,86142,null,3867,null,31475,null,2818,null,2375603,null,7524,null,1187790,null,11328,null,1187813,null,11549,null,0400000US42,Pennsylvania,42
220798,null,2071,null,9037,null,1382,null,6643,null,1162,null,2394,null,863,null,211761,null,2192,null,93555,null,3662,null,118206,null,3982,null,0400000US44,Rhode Island,44
712730,null,2796,null,32324,null,2321,null,25552,null,2042,null,6772,null,1268,null,680406,null,3451,null,377139,null,8621,null,303267,null,8476,null,0400000US45,South Carolina,45
163405,null,1141,null,10129,null,1594,null,6965,null,1321,null,3164,null,877,null,153276,null,1794,null,79142,null,2982,null,74134,null,3175,null,0400000US46,South Dakota,46
1191369,null,4077,null,61666,null,4043,null,43441,null,3417,null,18225,null,2714,null,1129703,null,6092,null,603082,null,10151,null,526621,null,11049,null,0400000US47,Tennessee,47
4180833,null,18032,null,255547,null,8314,null,181950,null,6672,null,73597,null,5098,null,3925286,null,19994,null,2058665,null,15638,null,1866621,null,20466,null,0400000US48,Texas,48
610984,null,3117,null,48494,null,3074,null,41805,null,2678,null,6689,null,1248,null,562490,null,4102,null,305968,null,6493,null,256522,null,6267,null,0400000US49,Utah,49
147860,null,923,null,5895,null,1005,null,4028,null,778,null,1867,null,609,null,141965,null,1402,null,67967,null,2274,null,73998,null,2462,null,0400000US50,Vermont,50
1356733,null,4563,null,63105,null,4037,null,50463,null,3573,null,12642,null,2052,null,1293628,null,6351,null,697996,null,8578,null,595632,null,9494,null,0400000US51,Virginia,51
1292643,null,5534,null,68527,null,4730,null,50608,null,3988,null,17919,null,2604,null,1224116,null,6738,null,615332,null,9878,null,608784,null,9296,null,0400000US53,Washington,53
411560,null,2585,null,16533,null,2084,null,11726,null,1707,null,4807,null,1258,null,395027,null,3325,null,207281,null,5420,null,187746,null,5393,null,0400000US54,West Virginia,54
1199988,null,3012,null,61018,null,3296,null,45014,null,2728,null,16004,null,1924,null,1138970,null,3755,null,578113,null,7767,null,560857,null,8204,null,0400000US55,Wisconsin,55
115388,null,1464,null,5121,null,982,null,3498,null,992,null,1623,null,617,null,110267,null,1728,null,59065,null,2420,null,51202,null,2580,null,0400000US56,Wyoming,56
763218,null,8349,null,31074,null,2637,null,15457,null,1933,null,15617,null,1904,null,732144,null,8496,null,288992,null,8029,null,443152,null,8004,null,0400000US72,Puerto Rico,72
