B13002A_001E,B13002A_001EA,B13002A_001M,B13002A_001MA,B13002A_002E,B13002A_002EA,B13002A_002M,B13002A_002MA,B13002A_003E,B13002A_003EA,B13002A_003M,B13002A_003MA,B13002A_004E,B13002A_004EA,B13002A_004M,B13002A_004MA,B13002A_005E,B13002A_005EA,B13002A_005M,B13002A_005MA,B13002A_006E,B13002A_006EA,B13002A_006M,B13002A_006MA,B13002A_007E,B13002A_007EA,B13002A_007M,B13002A_007MA,GEO_ID,NAME,state
774935,null,3582,null,42330,null,3218,null,31279,null,2994,null,11051,null,1690,null,732605,null,4941,null,415207,null,6887,null,317398,null,6716,null,0400000US01,Alabama,01
119819,null,1344,null,5997,null,1148,null,4521,null,945,null,1476,null,608,null,113822,null,1605,null,61998,null,2848,null,51824,null,2468,null,0400000US02,Alaska,02
1136408,null,6823,null,70259,null,4412,null,47314,null,3577,null,22945,null,2504,null,1066149,null,7894,null,511144,null,9517,null,555005,null,8956,null,0400000US04,Arizona,04
526062,null,3000,null,27738,null,2850,null,19440,null,2188,null,8298,null,1574,null,498324,null,4012,null,286656,null,5562,null,211668,null,5978,null,0400000US05,Arkansas,05
5407908,null,23785,null,277608,null,9093,null,197328,null,7426,null,80280,null,5411,null,5130300,null,24288,null,2416348,null,22061,null,2713952,null,23765,null,0400000US06,California,06
1026411,null,6311,null,54282,null,3715,null,42585,null,3074,null,11697,null,1845,null,972129,null,6743,null,495477,null,7811,null,476652,null,6964,null,0400000US08,Colorado,08
675780,null,4332,null,32465,null,2919,null,25795,null,2594,null,6670,null,1513,null,643315,null,4816,null,316212,null,6288,null,327103,null,5909,null,0400000US09,Connecticut,09
152104,null,1135,null,6152,null,1191,null,4844,null,1008,null,1308,null,773,null,145952,null,1674,null,72436,null,3263,null,73516,null,3168,null,0400000US10,Delaware,10
66585,null,1399,null,1975,null,684,null,1587,null,595,null,388,null,335,null,64610,null,1355,null,16970,null,1502,null,47640,null,1713,null,0400000US11,District of Columbia,11
3136357,null,10107,null,146494,null,6884,null,103385,null,5181,null,43109,null,3851,null,2989863,null,12522,null,1484747,null,14671,null,1505116,null,15737,null,0400000US12,Florida,12
1465117,null,5687,null,76804,null,5465,null,58567,null,5000,null,18237,null,2497,null,1388313,null,7346,null,766448,null,10353,null,621865,null,8953,null,0400000US13,Georgia,13
77132,null,1534,null,4263,null,1074,null,3655,null,996,null,608,null,423,null,72869,null,1796,null,40991,null,2638,null,31878,null,2370,null,0400000US15,Hawaii,15
337359,null,2392,null,25886,null,2630,null,19754,null,2234,null,6132,null,1503,null,311473,null,3547,null,174048,null,4791,null,137425,null,4952,null,0400000US16,Idaho,16
2231928,null,7449,null,113445,null,5264,null,87537,null,4800,null,25908,null,2540,null,2118483,null,9298,null,1061629,null,10429,null,1056854,null,10967,null,0400000US17,Illinois,17
1339508,null,4038,null,73731,null,4178,null,52312,null,3350,null,21419,null,2455,null,1265777,null,5576,null,659488,null,8093,null,606289,null,9051,null,0400000US18,Indiana,18
664306,null,2662,null,37724,null,2583,null,27786,null,2240,null,9938,null,1490,null,626582,null,3798,null,325148,null,5705,null,301434,null,5651,null,0400000US19,Iowa,19
579847,null,3049,null,36497,null,2701,null,27338,null,2512,null,9159,null,1465,null,543350,null,3617,null,291571,null,6186,null,251779,null,6726,null,0400000US20,Kansas,20
940683,null,3296,null,53216,null,3578,null,37868,null,3091,null,15348,null,2034,null,887467,null,4722,null,471017,null,8048,null,416450,null,7671,null,0400000US21,Kentucky,21
681765,null,3046,null,37850,null,2999,null,27357,null,2276,null,10493,null,2076,null,643915,null,4658,null,335556,null,5895,null,308359,null,6115,null,0400000US22,Louisiana,22
307877,null,1658,null,14827,null,1907,null,10947,null,1655,null,3880,null,865,null,293050,null,2423,null,147103,null,3996,null,145947,null,3942,null,0400000US23,Maine,23
837856,null,4362,null,44761,null,3625,null,35951,null,3266,null,8810,null,1462,null,793095,null,5640,null,408881,null,6786,null,384214,null,6632,null,0400000US24,Maryland,24
1343916,null,5482,null,55964,null,3537,null,43367,null,3295,null,12597,null,1772,null,1287952,null,6738,null,571795,null,8272,null,716157,null,9800,null,0400000US25,Massachusetts,25
1950051,null,3927,null,98963,null,4144,null,69923,null,3458,null,29040,null,2714,null,1851088,null,5963,null,918592,null,10200,null,932496,null,9795,null,0400000US26,Michigan,26
1140046,null,3154,null,64666,null,3329,null,48546,null,2953,null,16120,null,1925,null,1075380,null,4753,null,555027,null,6563,null,520353,null,5941,null,0400000US27,Minnesota,27
411048,null,2410,null,20773,null,2113,null,17068,null,1951,null,3705,null,839,null,390275,null,3001,null,221634,null,5482,null,168641,null,5935,null,0400000US28,Mississippi,28
1210356,null,3746,null,64482,null,3649,null,47104,null,2808,null,17378,null,2270,null,1145874,null,5315,null,594417,null,9095,null,551457,null,9655,null,0400000US29,Missouri,29
202146,null,1411,null,8649,null,1357,null,6889,null,1185,null,1760,null,612,null,193497,null,1782,null,96810,null,3274,null,96687,null,3505,null,0400000US30,Montana,30
