B18012_001E,B18012_001EA,B18012_001M,B18012_001MA,B18012_002E,B18012_002EA,B18012_002M,B18012_002MA,B18012_003E,B18012_003EA,B18012_003M,B18012_003MA,B18012_004E,B18012_004EA,B18012_004M,B18012_004MA,B18012_005E,B18012_005EA,B18012_005M,B18012_005MA,B18012_006E,B18012_006EA,B18012_006M,B18012_006MA,B18012_007E,B18012_007EA,B18012_007M,B18012_007MA,B18012_008E,B18012_008EA,B18012_008M,B18012_008MA,B18012_009E,B18012_009EA,B18012_009M,B18012_009MA,B18012_010E,B18012_010EA,B18012_010M,B18012_010MA,B18012_011E,B18012_011EA,B18012_011M,B18012_011MA,B18012_012E,B18012_012EA,B18012_012M,B18012_012MA,B18012_013E,B18012_013EA,B18012_013M,B18012_013MA,B18012_014E,B18012_014EA,B18012_014M,B18012_014MA,B18012_015E,B18012_015EA,B18012_015M,B18012_015MA,B18012_016E,B18012_016EA,B18012_016M,B18012_016MA,B18012_017E,B18012_017EA,B18012_017M,B18012_017MA,B18012_018E,B18012_018EA,B18012_018M,B18012_018MA,B18012_019E,B18012_019EA,B18012_019M,B18012_019MA,GEO_ID,NAME,state
1019359,null,5332,null,40010,null,3378,null,6031,null,1307,null,2004,null,730,null,4027,null,1024,null,33979,null,3323,null,11459,null,2001,null,12268,null,2152,null,8473,null,1612,null,1779,null,836,null,979349,null,6501,null,267582,null,6805,null,40351,null,3394,null,227231,null,7068,null,711767,null,9553,null,139659,null,6825,null,256971,null,8830,null,188007,null,7379,null,127130,null,6298,null,0400000US01,Alabama,01
159100,null,2455,null,4437,null,1069,null,975,null,416,null,201,null,285,null,774,null,416,null,3462,null,1000,null,750,null,411,null,1895,null,850,null,767,null,376,null,50,null,81,null,154663,null,2510,null,36642,null,3059,null,9101,null,1591,null,27541,null,2813,null,118021,null,3876,null,13559,null,1794,null,51232,null,3372,null,33104,null,2765,null,20126,null,2044,null,0400000US02,Alaska,02
1470640,null,3527,null,35592,null,3662,null,5544,null,1374,null,1073,null,382,null,4471,null,1334,null,30048,null,3317,null,8278,null,1690,null,11139,null,2272,null,8225,null,1336,null,2406,null,1099,null,1435048,null,5433,null,348684,null,9518,null,55401,null,4523,null,293283,null,8976,null,1086364,null,9765,null,236648,null,8531,null,376883,null,11756,null,281113,null,10846,null,191720,null,6738,null,0400000US04,Arizona,04
622037,null,4681,null,25424,null,2898,null,3360,null,969,null,1660,null,477,null,1700,null,773,null,22064,null,2816,null,5646,null,1212,null,10383,null,2057,null,5562,null,1517,null,473,null,329,null,596613,null,5187,null,153806,null,5030,null,27036,null,2905,null,126770,null,4834,null,442807,null,7028,null,74600,null,4517,null,178095,null,7410,null,114704,null,4776,null,75408,null,4961,null,0400000US05,Arkansas,05
8780370,null,7937,null,185052,null,8463,null,35643,null,3107,null,7382,null,1704,null,28261,null,2833,null,149409,null,7739,null,45249,null,4418,null,55064,null,4332,null,39012,null,3811,null,10084,null,1772,null,8595318,null,11300,null,2530100,null,23523,null,332791,null,9788,null,2197309,null,25827,null,6065218,null,24992,null,1327863,null,22341,null,1916730,null,23147,null,1437932,null,18759,null,1382693,null,16000,null,0400000US06,California,06
1150965,null,4537,null,23830,null,2867,null,3910,null,976,null,791,null,347,null,3119,null,946,null,19920,null,2739,null,4396,null,1258,null,7562,null,1649,null,6088,null,1433,null,1874,null,689,null,1127135,null,4866,null,293229,null,7126,null,41088,null,2801,null,252141,null,7337,null,833906,null,8728,null,124118,null,6496,null,266344,null,9952,null,217101,null,8872,null,226343,null,6960,null,0400000US08,Colorado,08
706827,null,2629,null,14886,null,2015,null,2329,null,792,null,209,null,180,null,2120,null,754,null,12557,null,1853,null,2938,null,954,null,4997,null,1235,null,3539,null,1049,null,1083,null,421,null,691941,null,3326,null,232295,null,5506,null,29132,null,2221,null,203163,null,6017,null,459646,null,6439,null,51850,null,4155,null,157084,null,7225,null,104779,null,4970,null,145933,null,4446,null,0400000US09,Connecticut,09
187123,null,1176,null,4585,null,1248,null,682,null,431,null,262,null,315,null,420,null,263,null,3903,null,1134,null,731,null,405,null,1700,null,710,null,1174,null,697,null,298,null,271,null,182538,null,1602,null,57566,null,2702,null,7090,null,1170,null,50476,null,2948,null,124972,null,3022,null,21370,null,2132,null,43722,null,2869,null,29864,null,1978,null,30016,null,2968,null,0400000US10,Delaware,10
173420,null,1532,null,1809,null,766,null,154,null,152,null,0,null,300,null,154,null,152,null,1655,null,747,null,384,null,293,null,607,null,456,null,134,null,164,null,530,null,361,null,171611,null,1623,null,51915,null,3431,null,4838,null,1470,null,47077,null,3541,null,119696,null,3326,null,13640,null,2704,null,27144,null,3452,null,13734,null,2002,null,65178,null,3599,null,0400000US11,District of Columbia,11
3753929,null,8563,null,93591,null,6881,null,15822,null,2694,null,6202,null,1707,null,9620,null,2187,null,77769,null,6801,null,21732,null,3130,null,32385,null,4294,null,17930,null,2876,null,5722,null,1298,null,3660338,null,10734,null,1000058,null,16399,null,154708,null,7564,null,845350,null,13950,null,2660280,null,17757,null,464316,null,16048,null,991886,null,20614,null,655658,null,17126,null,548420,null,13446,null,0400000US12,Florida,12
