B16008_001E,B16008_001EA,B16008_001M,B16008_001MA,B16008_002E,B16008_002EA,B16008_002M,B16008_002MA,B16008_003E,B16008_003EA,B16008_003M,B16008_003MA,B16008_004E,B16008_004EA,B16008_004M,B16008_004MA,B16008_005E,B16008_005EA,B16008_005M,B16008_005MA,B16008_006E,B16008_006EA,B16008_006M,B16008_006MA,B16008_007E,B16008_007EA,B16008_007M,B16008_007MA,B16008_008E,B16008_008EA,B16008_008M,B16008_008MA,B16008_009E,B16008_009EA,B16008_009M,B16008_009MA,B16008_010E,B16008_010EA,B16008_010M,B16008_010MA,B16008_011E,B16008_011EA,B16008_011M,B16008_011MA,B16008_012E,B16008_012EA,B16008_012M,B16008_012MA,B16008_013E,B16008_013EA,B16008_013M,B16008_013MA,B16008_014E,B16008_014EA,B16008_014M,B16008_014MA,B16008_015E,B16008_015EA,B16008_015M,B16008_015MA,B16008_016E,B16008_016EA,B16008_016M,B16008_016MA,B16008_017E,B16008_017EA,B16008_017M,B16008_017MA,B16008_018E,B16008_018EA,B16008_018M,B16008_018MA,B16008_019E,B16008_019EA,B16008_019M,B16008_019MA,B16008_020E,B16008_020EA,B16008_020M,B16008_020MA,B16008_021E,B16008_021EA,B16008_021M,B16008_021MA,B16008_022E,B16008_022EA,B16008_022M,B16008_022MA,B16008_023E,B16008_023EA,B16008_023M,B16008_023MA,B16008_024E,B16008_024EA,B16008_024M,B16008_024MA,B16008_025E,B16008_025EA,B16008_025M,B16008_025MA,B16008_026E,B16008_026EA,B16008_026M,B16008_026MA,B16008_027E,B16008_027EA,B16008_027M,B16008_027MA,B16008_028E,B16008_028EA,B16008_028M,B16008_028MA,B16008_029E,B16008_029EA,B16008_029M,B16008_029MA,B16008_030E,B16008_030EA,B16008_030M,B16008_030MA,B16008_031E,B16008_031EA,B16008_031M,B16008_031MA,B16008_032E,B16008_032EA,B16008_032M,B16008_032MA,B16008_033E,B16008_033EA,B16008_033M,B16008_033MA,B16008_034E,B16008_034EA,B16008_034M,B16008_034MA,B16008_035E,B16008_035EA,B16008_035M,B16008_035MA,B16008_036E,B16008_036EA,B16008_036M,B16008_036MA,B16008_037E,B16008_037EA,B16008_037M,B16008_037MA,B16008_038E,B16008_038EA,B16008_038M,B16008_038MA,B16008_039E,B16008_039EA,B16008_039M,B16008_039MA,B16008_040E,B16008_040EA,B16008_040M,B16008_040MA,B16008_041E,B16008_041EA,B16008_041M,B16008_041MA,GEO_ID,NAME,state
4318848,null,3512,null,4183999,null,7335,null,800914,null,3560,null,776177,null,3351,null,18267,null,2334,null,3080,null,870,null,2390,null,630,null,1000,null,719,null,3383085,null,6118,null,3329731,null,6200,null,31894,null,3194,null,15821,null,2004,null,3676,null,910,null,1963,null,757,null,134849,null,6641,null,40615,null,3991,null,2921,null,1002,null,1806,null,793,null,344,null,326,null,619,null,541,null,123,null,156,null,29,null,48,null,37694,null,3673,null,13141,null,1782,null,5893,null,1601,null,6900,null,1455,null,9611,null,1444,null,2149,null,923,null,94234,null,6550,null,11812,null,2513,null,1397,null,662,null,6143,null,1614,null,1146,null,612,null,2489,null,1020,null,637,null,778,null,82422,null,5314,null,12765,null,2403,null,42771,null,3079,null,10013,null,2191,null,11327,null,2003,null,5546,null,2223,null,0400000US01,Alabama,01
632806,null,1002,null,584214,null,3449,null,127610,null,1453,null,111256,null,2259,null,4735,null,1176,null,2486,null,1068,null,2954,null,994,null,6179,null,778,null,456604,null,3101,null,410691,null,4476,null,10685,null,1615,null,6150,null,1224,null,5558,null,1107,null,23520,null,1707,null,48592,null,3469,null,24807,null,2289,null,1052,null,442,null,242,null,197,null,141,null,173,null,129,null,103,null,389,null,298,null,151,null,204,null,23755,null,2174,null,5764,null,1141,null,3481,null,902,null,3109,null,931,null,11130,null,1166,null,271,null,234,null,23785,null,2625,null,1785,null,746,null,425,null,404,null,222,null,198,null,239,null,193,null,792,null,421,null,107,null,178,null,22000,null,2364,null,3920,null,992,null,4474,null,1111,null,4376,null,1658,null,7893,null,1344,null,1337,null,710,null,0400000US02,Alaska,02
5839788,null,1598,null,4858338,null,20821,null,1079816,null,7540,null,786453,null,9267,null,250072,null,8289,null,11125,null,2334,null,9255,null,1588,null,22911,null,2642,null,3778522,null,16983,null,3259329,null,16777,null,367440,null,11691,null,36867,null,3220,null,12239,null,2162,null,102647,null,4095,null,981450,null,20814,null,294081,null,10518,null,8883,null,1827,null,2417,null,991,null,3961,null,1346,null,1617,null,750,null,833,null,454,null,55,null,94,null,285198,null,9806,null,63623,null,4162,null,130482,null,7407,null,42158,null,4296,null,36723,null,3128,null,12212,null,3209,null,687369,null,18729,null,82889,null,6694,null,5697,null,1385,null,68139,null,6090,null,3491,null,1580,null,2535,null,868,null,3027,null,1679,null,604480,null,15275,null,59720,null,4839,null,468724,null,12782,null,32170,null,3957,null,30587,null,3495,null,13279,null,3912,null,0400000US04,Arizona,04
2637847,null,2141,null,2520987,null,6147,null,491122,null,2684,null,459162,null,3166,null,24956,null,2443,null,1722,null,665,null,5059,null,1689,null,223,null,272,null,2029865,null,5130,null,1992050,null,5150,null,26340,null,2398,null,8493,null,1531,null,2297,null,778,null,685,null,366,null,116860,null,5838,null,33040,null,2966,null,2352,null,967,null,1590,null,877,null,420,null,336,null,115,null,173,null,227,null,199,null,0,null,267,null,30688,null,2865,null,7573,null,1423,null,10914,null,2205,null,3031,null,923,null,7893,null,1099,null,1277,null,637,null,83820,null,5214,null,11068,null,1708,null,1130,null,579,null,8312,null,1542,null,578,null,479,null,923,null,400,null,125,null,147,null,72752,null,4561,null,8380,null,2136,null,50481,null,3696,null,5066,null,1256,null,7697,null,1091,null,1128,null,600,null,0400000US05,Arkansas,05
33891325,null,3050,null,23921479,null,44345,null,6152075,null,14637,null,3671254,null,21420,null,2029455,null,22027,null,128711,null,7162,null,287249,null,9816,null,35406,null,5714,null,17769404,null,40460,null,14822452,null,38070,null,2304006,null,26174,null,269472,null,9779,null,327823,null,11554,null,45651,null,4389,null,9969846,null,44218,null,4364690,null,34442,null,91840,null,5650,null,20268,null,2917,null,32594,null,3707,null,14190,null,2589,null,20912,null,2451,null,3876,null,1728,null,4272850,null,33154,null,558225,null,13767,null,1497123,null,21799,null,605361,null,16411,null,1492835,null,18166,null,119306,null,6498,null,5605156,null,47549,null,477816,null,13760,null,31498,null,3439,null,316738,null,10607,null,36712,null,3715,null,84663,null,5129,null,8205,null,2364,null,5127340,null,43195,null,345977,null,11451,null,3484467,null,36717,null,371752,null,14028,null,854051,null,20797,null,71093,null,6949,null,0400000US06,California,06
4512195,null,1921,null,4032500,null,16685,null,797115,null,5107,null,682610,null,8244,null,90199,null,6276,null,12261,null,2220,null,8764,null,1846,null,3281,null,1142,null,3235385,null,14191,null,3002317,null,14687,null,180102,null,8086,null,36372,null,3092,null,9794,null,1737,null,6800,null,1316,null,479695,null,16391,null,151894,null,8189,null,6302,null,1454,null,3837,null,1168,null,714,null,474,null,1231,null,632,null,520,null,319,null,0,null,275,null,145592,null,7709,null,37896,null,3451,null,39859,null,4707,null,28966,null,3058,null,31842,null,3070,null,7029,null,1619,null,327801,null,15050,null,39402,null,4299,null,2960,null,1031,null,28031,null,3496,null,4016,null,1576,null,2814,null,1051,null,1581,null,1244,null,288399,null,12603,null,26826,null,3461,null,200605,null,10497,null,26681,null,3665,null,26135,null,3295,null,8152,null,1910,null,0400000US08,Colorado,08
3290325,null,1348,null,2844420,null,13283,null,578133,null,3427,null,492401,null,5643,null,56809,null,4877,null,19767,null,2356,null,7608,null,1407,null,1548,null,701,null,2266287,null,12474,null,2037734,null,11445,null,145091,null,6765,null,73565,null,3787,null,5967,null,1219,null,3930,null,1053,null,445905,null,13238,null,211981,null,8300,null,9147,null,1688,null,4490,null,1116,null,726,null,487,null,2880,null,1219,null,608,null,353,null,443,null,468,null,202834,null,8089,null,67838,null,5009,null,27600,null,2981,null,77576,null,5323,null,24346,null,2702,null,5474,null,1443,null,233924,null,10680,null,19786,null,3148,null,3928,null,1225,null,6645,null,1555,null,5138,null,1433,null,2722,null,799,null,1353,null,1026,null,214138,null,9447,null,44348,null,4727,null,67467,null,5892,null,69425,null,5408,null,25775,null,2375,null,7123,null,1587,null,0400000US09,Connecticut,09
805602,null,277,null,740744,null,4074,null,140929,null,1222,null,126805,null,2445,null,8736,null,1665,null,3643,null,1295,null,1293,null,608,null,452,null,445,null,599815,null,3687,null,566813,null,3914,null,19459,null,2689,null,10688,null,1745,null,1407,null,551,null,1448,null,728,null,64858,null,4053,null,27323,null,2726,null,1506,null,860,null,687,null,407,null,187,null,220,null,516,null,763,null,0,null,261,null,116,null,192,null,25817,null,2452,null,9183,null,1445,null,3148,null,928,null,6049,null,1364,null,5640,null,1077,null,1797,null,753,null,37535,null,3739,null,4035,null,890,null,165,null,180,null,2735,null,763,null,494,null,335,null,269,null,263,null,372,null,315,null,33500,null,3415,null,5020,null,1279,null,13801,null,2573,null,5815,null,1380,null,4621,null,1074,null,4243,null,1446,null,0400000US10,Delaware,10
551980,null,267,null,477911,null,4703,null,74145,null,1282,null,66279,null,1520,null,5912,null,1392,null,1220,null,683,null,574,null,462,null,160,null,204,null,403766,null,4298,null,381395,null,4296,null,12718,null,2339,null,6578,null,1129,null,1635,null,836,null,1440,null,614,null,74069,null,4687,null,26973,null,3541,null,916,null,699,null,401,null,338,null,0,null,300,null,243,null,425,null,272,null,298,null,0,null,300,null,26057,null,3407,null,9901,null,1974,null,6901,null,2031,null,4854,null,1202,null,2201,null,786,null,2200,null,907,null,47096,null,4881,null,2201,null,1082,null,687,null,540,null,1105,null,852,null,340,null,298,null,0,null,300,null,69,null,114,null,44895,null,4431,null,13122,null,2209,null,14827,null,2644,null,8800,null,2349,null,3589,null,1101,null,4557,null,1468,null,0400000US11,District of Columbia,11
17105241,null,3743,null,13683202,null,30161,null,2681992,null,10053,null,2112965,null,12907,null,456842,null,8470,null,84123,null,6675,null,18909,null,2806,null,9153,null,2922,null,11001210,null,28600,null,9877922,null,28064,null,906445,null,17848,null,186004,null,8698,null,16376,null,2671,null,14463,null,2012,null,3422039,null,29919,null,1564394,null,21918,null,36804,null,3716,null,12777,null,2284,null,13937,null,2461,null,8177,null,1875,null,1123,null,508,null,790,null,539,null,1527590,null,21459,null,362945,null,10770,null,760172,null,13495,null,266810,null,12269,null,98486,null,5426,null,39177,null,4708,null,1857645,null,28929,null,177871,null,9100,null,20304,null,2893,null,109854,null,5782,null,37038,null,4834,null,7833,null,1683,null,2842,null,1428,null,1679774,null,26527,null,252541,null,8781,null,1021842,null,20740,null,305867,null,13178,null,72834,null,5722,null,26690,null,3655,null,0400000US12,Florida,12
