B14006_001E,B14006_001EA,B14006_001M,B14006_001MA,B14006_002E,B14006_002EA,B14006_002M,B14006_002MA,B14006_003E,B14006_003EA,B14006_003M,B14006_003MA,B14006_004E,B14006_004EA,B14006_004M,B14006_004MA,B14006_005E,B14006_005EA,B14006_005M,B14006_005MA,B14006_006E,B14006_006EA,B14006_006M,B14006_006MA,B14006_007E,B14006_007EA,B14006_007M,B14006_007MA,B14006_008E,B14006_008EA,B14006_008M,B14006_008MA,B14006_009E,B14006_009EA,B14006_009M,B14006_009MA,B14006_010E,B14006_010EA,B14006_010M,B14006_010MA,B14006_011E,B14006_011EA,B14006_011M,B14006_011MA,B14006_012E,B14006_012EA,B14006_012M,B14006_012MA,B14006_013E,B14006_013EA,B14006_013M,B14006_013MA,B14006_014E,B14006_014EA,B14006_014M,B14006_014MA,B14006_015E,B14006_015EA,B14006_015M,B14006_015MA,B14006_016E,B14006_016EA,B14006_016M,B14006_016MA,B14006_017E,B14006_017EA,B14006_017M,B14006_017MA,B14006_018E,B14006_018EA,B14006_018M,B14006_018MA,B14006_019E,B14006_019EA,B14006_019M,B14006_019MA,B14006_020E,B14006_020EA,B14006_020M,B14006_020MA,B14006_021E,B14006_021EA,B14006_021M,B14006_021MA,GEO_ID,NAME,state
4329090,null,5806,null,707865,null,22281,null,251795,null,11766,null,14059,null,1820,null,16757,null,2614,null,61159,null,4575,null,53369,null,4731,null,51594,null,4214,null,49184,null,4448,null,5673,null,1037,null,456070,null,14570,null,3621225,null,22482,null,860563,null,13227,null,53879,null,3715,null,45612,null,3467,null,180800,null,6761,null,192603,null,7305,null,197209,null,5650,null,154557,null,6435,null,35903,null,3181,null,2760662,null,17049,null,0400000US01,Alabama,01
635672,null,1869,null,54130,null,4784,null,17781,null,2641,null,816,null,342,null,876,null,316,null,3829,null,871,null,3409,null,731,null,5012,null,1038,null,3711,null,1480,null,128,null,123,null,36349,null,3362,null,581542,null,5175,null,161114,null,4517,null,9450,null,1499,null,8056,null,1282,null,30565,null,2108,null,34483,null,2247,null,40959,null,2548,null,30205,null,2927,null,7396,null,1205,null,420428,null,4857,null,0400000US02,Alaska,02
5936867,null,7599,null,812815,null,27749,null,294043,null,13932,null,12892,null,2464,null,19388,null,2964,null,72269,null,4768,null,64306,null,4939,null,59220,null,5083,null,57364,null,5746,null,8604,null,1944,null,518772,null,17912,null,5124052,null,30066,null,1312416,null,19113,null,72627,null,4494,null,73328,null,4074,null,280623,null,7537,null,284896,null,8122,null,292562,null,6710,null,250233,null,8713,null,58147,null,4996,null,3811636,null,21355,null,0400000US04,Arizona,04
2638982,null,4352,null,456001,null,15287,null,163486,null,8130,null,12331,null,2107,null,10644,null,1667,null,41219,null,3516,null,35060,null,2956,null,33244,null,2900,null,28159,null,2971,null,2829,null,984,null,292515,null,9342,null,2182981,null,15384,null,512607,null,10174,null,33066,null,3106,null,30334,null,2539,null,108723,null,4726,null,112236,null,4215,null,121166,null,4488,null,90968,null,5135,null,16114,null,2034,null,1670374,null,11077,null,0400000US05,Arkansas,05
34199363,null,13778,null,4128851,null,58337,null,1641676,null,31634,null,77446,null,5147,null,90746,null,4971,null,335981,null,11607,null,338836,null,11635,null,367749,null,10441,null,377446,null,14975,null,53472,null,4280,null,2487175,null,33895,null,30070512,null,59725,null,8395214,null,40485,null,503442,null,11540,null,395254,null,10672,null,1602748,null,20469,null,1704856,null,16066,null,1933044,null,16520,null,1872537,null,25013,null,383333,null,11338,null,21675298,null,42749,null,0400000US06,California,06
4548032,null,5480,null,529389,null,18175,null,200161,null,9915,null,10338,null,2092,null,11500,null,1975,null,39806,null,3908,null,34096,null,4079,null,36456,null,3149,null,59920,null,5133,null,8045,null,1434,null,329228,null,12619,null,4018643,null,18998,null,1004789,null,12097,null,67968,null,3995,null,55000,null,3948,null,208289,null,5834,null,213111,null,6817,null,223236,null,4907,null,184698,null,7081,null,52487,null,3960,null,3013854,null,15364,null,0400000US08,Colorado,08
3262868,null,4113,null,253015,null,11831,null,95124,null,6829,null,6256,null,1297,null,5144,null,1262,null,20384,null,2785,null,17878,null,2525,null,22004,null,2232,null,17742,null,2339,null,5716,null,1471,null,157891,null,7649,null,3009853,null,12261,null,784872,null,8936,null,54994,null,3249,null,36542,null,2989,null,158275,null,4946,null,164920,null,5049,null,183789,null,4007,null,141285,null,5777,null,45067,null,4342,null,2224981,null,10772,null,0400000US09,Connecticut,09
803950,null,2461,null,81921,null,7007,null,30401,null,3844,null,2463,null,1056,null,1594,null,682,null,4610,null,1120,null,6792,null,1648,null,5457,null,1409,null,8229,null,1596,null,1256,null,511,null,51520,null,4602,null,722029,null,7177,null,176891,null,5336,null,10769,null,1451,null,8658,null,1549,null,34752,null,2778,null,39447,null,2388,null,40060,null,2365,null,33570,null,2832,null,9635,null,1529,null,545138,null,5061,null,0400000US10,Delaware,10
535658,null,1645,null,87207,null,7162,null,33452,null,4098,null,859,null,517,null,507,null,375,null,5823,null,1400,null,6428,null,1512,null,7316,null,1521,null,5955,null,1556,null,6564,null,1985,null,53755,null,4748,null,448451,null,7621,null,101135,null,5112,null,8497,null,1883,null,4780,null,1340,null,17801,null,1995,null,18106,null,2070,null,18391,null,1826,null,19199,null,2409,null,14361,null,2275,null,347316,null,5848,null,0400000US11,District of Columbia,11
17171275,null,9686,null,2018658,null,36096,null,662722,null,20138,null,38067,null,4246,null,41413,null,4590,null,138815,null,7705,null,130908,null,8334,null,142641,null,7156,null,153004,null,7949,null,17874,null,2412,null,1355936,null,22519,null,15152617,null,37331,null,3530543,null,25194,null,249984,null,9280,null,172301,null,7043,null,717823,null,12360,null,738801,null,13565,null,781083,null,11416,null,724626,null,15381,null,145925,null,6713,null,11622074,null,29612,null,0400000US12,Florida,12
