B14004_001E,B14004_001EA,B14004_001M,B14004_001MA,B14004_002E,B14004_002EA,B14004_002M,B14004_002MA,B14004_003E,B14004_003EA,B14004_003M,B14004_003MA,B14004_004E,B14004_004EA,B14004_004M,B14004_004MA,B14004_005E,B14004_005EA,B14004_005M,B14004_005MA,B14004_006E,B14004_006EA,B14004_006M,B14004_006MA,B14004_007E,B14004_007EA,B14004_007M,B14004_007MA,B14004_008E,B14004_008EA,B14004_008M,B14004_008MA,B14004_009E,B14004_009EA,B14004_009M,B14004_009MA,B14004_010E,B14004_010EA,B14004_010M,B14004_010MA,B14004_011E,B14004_011EA,B14004_011M,B14004_011MA,B14004_012E,B14004_012EA,B14004_012M,B14004_012MA,B14004_013E,B14004_013EA,B14004_013M,B14004_013MA,B14004_014E,B14004_014EA,B14004_014M,B14004_014MA,B14004_015E,B14004_015EA,B14004_015M,B14004_015MA,B14004_016E,B14004_016EA,B14004_016M,B14004_016MA,B14004_017E,B14004_017EA,B14004_017M,B14004_017MA,B14004_018E,B14004_018EA,B14004_018M,B14004_018MA,B14004_019E,B14004_019EA,B14004_019M,B14004_019MA,B14004_020E,B14004_020EA,B14004_020M,B14004_020MA,B14004_021E,B14004_021EA,B14004_021M,B14004_021MA,B14004_022E,B14004_022EA,B14004_022M,B14004_022MA,B14004_023E,B14004_023EA,B14004_023M,B14004_023MA,B14004_024E,B14004_024EA,B14004_024M,B14004_024MA,B14004_025E,B14004_025EA,B14004_025M,B14004_025MA,B14004_026E,B14004_026EA,B14004_026M,B14004_026MA,B14004_027E,B14004_027EA,B14004_027M,B14004_027MA,B14004_028E,B14004_028EA,B14004_028M,B14004_028MA,B14004_029E,B14004_029EA,B14004_029M,B14004_029MA,B14004_030E,B14004_030EA,B14004_030M,B14004_030MA,B14004_031E,B14004_031EA,B14004_031M,B14004_031MA,B14004_032E,B14004_032EA,B14004_032M,B14004_032MA,B14004_033E,B14004_033EA,B14004_033M,B14004_033MA,GEO_ID,NAME,state
3702685,null,3710,null,1768636,null,3902,null,98937,null,4633,null,477,null,305,null,68186,null,3854,null,18176,null,2041,null,12098,null,2062,null,20328,null,2277,null,0,null,267,null,11818,null,1546,null,3384,null,957,null,5126,null,999,null,1649371,null,5956,null,100281,null,2363,null,153615,null,4692,null,267741,null,4359,null,1127734,null,4305,null,1934049,null,3097,null,139759,null,6477,null,585,null,400,null,83480,null,4017,null,30197,null,2867,null,25497,null,2514,null,23031,null,2029,null,0,null,267,null,12767,null,1534,null,4634,null,1175,null,5630,null,1190,null,1771259,null,6901,null,98141,null,2497,null,127442,null,4691,null,265119,null,3543,null,1280557,null,4367,null,0400000US01,Alabama,01
537579,null,1393,null,281531,null,1691,null,17259,null,2195,null,232,null,232,null,8236,null,1584,null,5094,null,1112,null,3697,null,1029,null,3527,null,969,null,0,null,237,null,1038,null,621,null,756,null,562,null,1733,null,595,null,260745,null,2892,null,18941,null,1240,null,36676,null,2354,null,44465,null,2126,null,160663,null,2489,null,256048,null,1625,null,20048,null,1865,null,25,null,50,null,8361,null,1396,null,4697,null,989,null,6965,null,1048,null,4381,null,1055,null,0,null,237,null,1234,null,591,null,1400,null,595,null,1747,null,711,null,231619,null,2955,null,16022,null,1082,null,24996,null,1569,null,38322,null,2212,null,152279,null,1792,null,0400000US02,Alaska,02
4937757,null,1440,null,2457859,null,1950,null,139822,null,6166,null,548,null,344,null,78718,null,4668,null,36343,null,3589,null,24213,null,2737,null,32565,null,3991,null,67,null,115,null,12818,null,2677,null,10980,null,2260,null,8700,null,1282,null,2285472,null,7107,null,138655,null,1427,null,219273,null,5530,null,434319,null,4220,null,1493225,null,3515,null,2479898,null,1886,null,185959,null,7511,null,1560,null,659,null,91965,null,4733,null,48786,null,3886,null,43648,null,3413,null,36472,null,3163,null,0,null,292,null,11012,null,2155,null,11393,null,1924,null,14067,null,1982,null,2257467,null,8172,null,128727,null,1576,null,178589,null,4831,null,374238,null,4626,null,1575913,null,4527,null,0400000US04,Arizona,04
2251796,null,2484,null,1091269,null,3770,null,59275,null,3606,null,299,null,283,null,36719,null,2867,null,13675,null,2200,null,8582,null,1739,null,10141,null,1537,null,68,null,112,null,5808,null,1089,null,2375,null,889,null,1890,null,836,null,1021853,null,5106,null,60426,null,2208,null,96659,null,3488,null,167571,null,4091,null,697197,null,4061,null,1160527,null,3073,null,77959,null,3896,null,428,null,272,null,43240,null,2484,null,16400,null,2118,null,17891,null,2024,null,14560,null,1874,null,174,null,142,null,8987,null,1468,null,1962,null,765,null,3437,null,896,null,1068008,null,5033,null,57096,null,1975,null,80082,null,3052,null,164028,null,3313,null,766802,null,3541,null,0400000US05,Arkansas,05
28831162,null,3164,null,14327899,null,4095,null,1000089,null,18194,null,7603,null,1357,null,616809,null,12414,null,215287,null,9618,null,160390,null,6393,null,261456,null,8840,null,966,null,485,null,122174,null,6437,null,72924,null,4621,null,65392,null,3976,null,13066354,null,19222,null,844158,null,3386,null,1260699,null,13132,null,2425414,null,11045,null,8536083,null,8383,null,14503263,null,3844,null,1263231,null,18750,null,11745,null,1838,null,708025,null,13889,null,273790,null,9475,null,269671,null,8671,null,325321,null,9675,null,2314,null,767,null,151550,null,6917,null,84853,null,4658,null,86604,null,4514,null,12914711,null,18992,null,794782,null,3510,null,978575,null,13093,null,2133272,null,10979,null,9008082,null,10258,null,0400000US06,California,06
3867717,null,2320,null,1942484,null,2902,null,117684,null,5127,null,1234,null,461,null,75311,null,4594,null,24384,null,2944,null,16755,null,1913,null,31324,null,2959,null,0,null,275,null,12553,null,1833,null,10405,null,1648,null,8366,null,1509,null,1793476,null,6160,null,100269,null,2157,null,159359,null,4226,null,343341,null,4057,null,1190507,null,4649,null,1925233,null,2448,null,147311,null,5655,null,800,null,413,null,80674,null,3798,null,34063,null,2691,null,31774,null,2949,null,38151,null,3058,null,0,null,275,null,14916,null,2067,null,10797,null,1918,null,12438,null,1769,null,1739771,null,6151,null,96038,null,1418,null,122859,null,3936,null,299355,null,4559,null,1221519,null,3948,null,0400000US08,Colorado,08
2834130,null,1717,null,1364373,null,1702,null,66557,null,4652,null,679,null,315,null,41996,null,3535,null,12276,null,1673,null,11606,null,1663,null,45946,null,3104,null,264,null,211,null,30811,null,2505,null,7574,null,1494,null,7297,null,1250,null,1251870,null,5352,null,75700,null,879,null,93757,null,4024,null,183055,null,2962,null,899358,null,2179,null,1469757,null,1621,null,82767,null,3986,null,704,null,395,null,46783,null,2985,null,17658,null,1503,null,17622,null,1964,null,64474,null,3791,null,526,null,281,null,40461,null,2897,null,11119,null,1739,null,12368,null,1764,null,1322516,null,5334,null,72998,null,1246,null,69883,null,3848,null,170975,null,2054,null,1008660,null,3095,null,0400000US09,Connecticut,09
694868,null,560,null,331964,null,737,null,18665,null,2478,null,38,null,69,null,11773,null,1802,null,3546,null,928,null,3308,null,1097,null,6916,null,1117,null,0,null,261,null,3586,null,817,null,1872,null,663,null,1458,null,506,null,306383,null,2828,null,17878,null,600,null,27942,null,1979,null,45520,null,1193,null,215043,null,1509,null,362904,null,550,null,28818,null,2227,null,291,null,220,null,18566,null,1691,null,5017,null,940,null,4944,null,1002,null,8413,null,1741,null,0,null,261,null,3937,null,917,null,2627,null,938,null,1849,null,765,null,325673,null,2428,null,17529,null,482,null,19393,null,1589,null,47398,null,1451,null,241353,null,1348,null,0400000US10,Delaware,10
494235,null,320,null,229811,null,699,null,9746,null,1856,null,184,null,171,null,4563,null,1098,null,2724,null,858,null,2275,null,942,null,16315,null,2347,null,223,null,164,null,8568,null,1512,null,4534,null,1118,null,2990,null,1087,null,203750,null,2402,null,9550,null,474,null,20784,null,1797,null,44741,null,1505,null,128675,null,1265,null,264424,null,690,null,13350,null,2035,null,55,null,90,null,6192,null,1268,null,3391,null,1028,null,3712,null,1099,null,20694,null,2110,null,155,null,151,null,11548,null,1228,null,6066,null,1352,null,2925,null,862,null,230380,null,3061,null,9350,null,520,null,22045,null,1637,null,46546,null,1765,null,152439,null,1324,null,0400000US11,District of Columbia,11
14926522,null,3960,null,7261401,null,5517,null,360570,null,11065,null,2854,null,1008,null,222695,null,7015,null,78459,null,5837,null,56562,null,3677,null,125854,null,6374,null,951,null,500,null,64239,null,4422,null,29282,null,2784,null,31382,null,2996,null,6774977,null,11329,null,365520,null,3119,null,557965,null,7852,null,1038668,null,7597,null,4812824,null,6846,null,7665121,null,5665,null,464099,null,9923,null,3556,null,929,null,256077,null,8205,null,103865,null,5150,null,100601,null,4754,null,159193,null,7690,null,1749,null,728,null,69610,null,4034,null,39206,null,3623,null,48628,null,3559,null,7041829,null,12650,null,343318,null,3132,null,449905,null,8770,null,957700,null,6555,null,5290906,null,8948,null,0400000US12,Florida,12
