C18030_001E,C18030_001EA,C18030_001M,C18030_001MA,C18030_002E,C18030_002EA,C18030_002M,C18030_002MA,C18030_003E,C18030_003EA,C18030_003M,C18030_003MA,C18030_004E,C18030_004EA,C18030_004M,C18030_004MA,C18030_005E,C18030_005EA,C18030_005M,C18030_005MA,C18030_006E,C18030_006EA,C18030_006M,C18030_006MA,C18030_007E,C18030_007EA,C18030_007M,C18030_007MA,C18030_008E,C18030_008EA,C18030_008M,C18030_008MA,C18030_009E,C18030_009EA,C18030_009M,C18030_009MA,C18030_010E,C18030_010EA,C18030_010M,C18030_010MA,C18030_011E,C18030_011EA,C18030_011M,C18030_011MA,C18030_012E,C18030_012EA,C18030_012M,C18030_012MA,C18030_013E,C18030_013EA,C18030_013M,C18030_013MA,C18030_014E,C18030_014EA,C18030_014M,C18030_014MA,C18030_015E,C18030_015EA,C18030_015M,C18030_015MA,GEO_ID,NAME,state
4191504,null,4866,null,874025,null,13796,null,400327,null,10278,null,85467,null,4959,null,314860,null,8449,null,473698,null,8041,null,126833,null,5669,null,346865,null,6827,null,3317479,null,14724,null,1603825,null,11010,null,190964,null,9904,null,1412861,null,13852,null,1713654,null,8504,null,272357,null,11498,null,1441297,null,14273,null,0400000US01,Alabama,01
605600,null,1791,null,89857,null,3947,null,45509,null,2807,null,6138,null,922,null,39371,null,2941,null,44348,null,2815,null,5321,null,935,null,39027,null,2699,null,515743,null,4112,null,263314,null,3398,null,20357,null,2556,null,242957,null,4024,null,252429,null,3284,null,20231,null,2189,null,232198,null,3764,null,0400000US02,Alaska,02
5721472,null,3769,null,815273,null,14139,null,386369,null,8787,null,64105,null,4874,null,322264,null,8589,null,428904,null,10258,null,86824,null,5020,null,342080,null,8767,null,4906199,null,14029,null,2447973,null,8935,null,283058,null,13061,null,2164915,null,13863,null,2458226,null,10351,null,334445,null,14243,null,2123781,null,16101,null,0400000US04,Arizona,04
2555108,null,2801,null,545105,null,10066,null,259981,null,7169,null,59600,null,4330,null,200381,null,5920,null,285124,null,6798,null,76878,null,3830,null,208246,null,6483,null,2010003,null,10623,null,981573,null,8747,null,128370,null,6533,null,853203,null,10138,null,1028430,null,7042,null,171039,null,7794,null,857391,null,9095,null,0400000US05,Arkansas,05
33077163,null,8479,null,4253321,null,33297,null,1963997,null,22608,null,318206,null,11153,null,1645791,null,20421,null,2289324,null,22263,null,419330,null,9913,null,1869994,null,20672,null,28823842,null,33456,null,14399059,null,22937,null,1434569,null,26392,null,12964490,null,35827,null,14424783,null,22737,null,1770095,null,29687,null,12654688,null,36822,null,0400000US06,California,06
4393190,null,4028,null,536283,null,11107,null,254615,null,7485,null,42955,null,3338,null,211660,null,6724,null,281668,null,7889,null,56385,null,4513,null,225283,null,7117,null,3856907,null,11221,null,1939480,null,8554,null,176984,null,9205,null,1762496,null,11644,null,1917427,null,8128,null,227772,null,10092,null,1689655,null,11653,null,0400000US08,Colorado,08
3174416,null,2230,null,409239,null,8980,null,189092,null,5933,null,27508,null,2591,null,161584,null,5592,null,220147,null,5727,null,38516,null,3389,null,181631,null,5064,null,2765177,null,8884,null,1347022,null,6384,null,75015,null,5616,null,1272007,null,8862,null,1418155,null,6479,null,101261,null,6524,null,1316894,null,8847,null,0400000US09,Connecticut,09
778178,null,1609,null,114362,null,5305,null,52590,null,3133,null,7517,null,1621,null,45073,null,2689,null,61772,null,3570,null,10867,null,1673,null,50905,null,3098,null,663816,null,5609,null,322076,null,3287,null,23396,null,2668,null,298680,null,3964,null,341740,null,3762,null,35754,null,4192,null,305986,null,5193,null,0400000US10,Delaware,10
521456,null,759,null,75995,null,4397,null,32780,null,2909,null,10930,null,1722,null,21850,null,2491,null,43215,null,3046,null,14348,null,2105,null,28867,null,2792,null,445461,null,4520,null,209132,null,3278,null,24372,null,3126,null,184760,null,4089,null,236329,null,3475,null,35285,null,4037,null,201044,null,5295,null,0400000US11,District of Columbia,11
16682722,null,6639,null,2606536,null,25828,null,1227329,null,16562,null,190560,null,8675,null,1036769,null,14519,null,1379207,null,17127,null,272769,null,8645,null,1106438,null,14217,null,14076186,null,26253,null,6873343,null,18276,null,634163,null,18390,null,6239180,null,20262,null,7202843,null,17637,null,836978,null,21803,null,6365865,null,24262,null,0400000US12,Florida,12
8541438,null,5347,null,1229776,null,19775,null,560778,null,12737,null,113855,null,6367,null,446923,null,10955,null,668998,null,12873,null,168274,null,7034,null,500724,null,12065,null,7311662,null,20242,null,3577648,null,14895,null,381727,null,13496,null,3195921,null,18216,null,3734014,null,13944,null,493306,null,15539,null,3240708,null,18684,null,0400000US13,Georgia,13
1143019,null,3095,null,155535,null,6457,null,76650,null,4074,null,11612,null,1903,null,65038,null,3907,null,78885,null,4177,null,11913,null,1729,null,66972,null,4043,null,987484,null,7458,null,485198,null,5039,null,28855,null,3130,null,456343,null,5614,null,502286,null,4808,null,37783,null,3461,null,464503,null,5876,null,0400000US15,Hawaii,15
1346444,null,2309,null,193041,null,6603,null,96188,null,5114,null,13517,null,1904,null,82671,null,4471,null,96853,null,4316,null,21157,null,2111,null,75696,null,3789,null,1153403,null,7315,null,575646,null,6303,null,51609,null,4385,null,524037,null,6959,null,577757,null,4812,null,69893,null,4874,null,507864,null,5952,null,0400000US16,Idaho,16
11651830,null,4113,null,1495694,null,18128,null,687933,null,12697,null,124580,null,6579,null,563353,null,10612,null,807761,null,12897,null,170871,null,6045,null,636890,null,11326,null,10156136,null,19044,null,5018084,null,13805,null,455069,null,13271,null,4563015,null,20780,null,5138052,null,13665,null,585517,null,17265,null,4552535,null,20628,null,0400000US17,Illinois,17
5708012,null,3769,null,891603,null,14091,null,416841,null,8713,null,71830,null,4531,null,345011,null,8090,null,474762,null,8626,null,106359,null,4788,null,368403,null,8253,null,4816409,null,14561,null,2378192,null,9014,null,208520,null,9331,null,2169672,null,12414,null,2438217,null,9332,null,279907,null,8855,null,2158310,null,12394,null,0400000US18,Indiana,18
2687485,null,2971,null,393013,null,9501,null,188717,null,6549,null,34369,null,3166,null,154348,null,5938,null,204296,null,5745,null,44207,null,3130,null,160089,null,4994,null,2294472,null,10348,null,1133089,null,8059,null,84989,null,5386,null,1048100,null,9829,null,1161383,null,6273,null,120851,null,6197,null,1040532,null,8944,null,0400000US19,Iowa,19
2484872,null,3251,null,365386,null,7287,null,173258,null,4545,null,29278,null,2413,null,143980,null,4147,null,192128,null,5549,null,38656,null,2731,null,153472,null,4943,null,2119486,null,8795,null,1047141,null,5689,null,88906,null,5702,null,958235,null,7978,null,1072345,null,6367,null,109520,null,5651,null,962825,null,7868,null,0400000US20,Kansas,20
3838540,null,3551,null,819405,null,13972,null,392540,null,9333,null,101565,null,6420,null,290975,null,8490,null,426865,null,9637,null,132379,null,6640,null,294486,null,7972,null,3019135,null,13721,null,1463781,null,8869,null,168766,null,8558,null,1295015,null,12819,null,1555354,null,9972,null,232929,null,9399,null,1322425,null,13768,null,0400000US21,Kentucky,21
3864036,null,3555,null,709377,null,12131,null,337719,null,8829,null,74369,null,4500,null,263350,null,7250,null,371658,null,8032,null,106599,null,5978,null,265059,null,6516,null,3154659,null,13220,null,1510705,null,10271,null,198974,null,8474,null,1311731,null,11349,null,1643954,null,9342,null,308451,null,9745,null,1335503,null,13574,null,0400000US22,Louisiana,22
1210181,null,1936,null,238292,null,6673,null,118174,null,3686,null,21944,null,1689,null,96230,null,3849,null,120118,null,4929,null,30619,null,3000,null,89499,null,3771,null,971889,null,6791,null,468366,null,4160,null,37591,null,3211,null,430775,null,4833,null,503523,null,5308,null,51799,null,4027,null,451724,null,6318,null,0400000US23,Maine,23
5087500,null,2776,null,668499,null,13647,null,309595,null,9218,null,44866,null,4001,null,264729,null,8661,null,358904,null,8648,null,68823,null,4729,null,290081,null,7545,null,4419001,null,13814,null,2122276,null,10255,null,122479,null,9690,null,1999797,null,13405,null,2296725,null,9441,null,177079,null,9973,null,2119646,null,13171,null,0400000US24,Maryland,24
5866464,null,2872,null,822619,null,14569,null,381193,null,8728,null,69676,null,4492,null,311517,null,8290,null,441426,null,9666,null,99652,null,5162,null,341774,null,9190,null,5043845,null,14697,null,2451243,null,9497,null,169115,null,9382,null,2282128,null,11504,null,2592602,null,10047,null,232838,null,9132,null,2359764,null,12136,null,0400000US25,Massachusetts,25
9201828,null,3399,null,1506361,null,17991,null,711533,null,12048,null,147689,null,6039,null,563844,null,10684,null,794828,null,11821,null,194060,null,7863,null,600768,null,10446,null,7695467,null,17811,null,3780873,null,13579,null,383173,null,12522,null,3397700,null,17492,null,3914594,null,12116,null,508620,null,13425,null,3405974,null,16525,null,0400000US26,Michigan,26
4715341,null,2598,null,588327,null,10273,null,288733,null,7130,null,45832,null,3115,null,242901,null,6174,null,299594,null,6377,null,64479,null,4232,null,235115,null,5861,null,4127014,null,10289,null,2056137,null,6926,null,140797,null,7154,null,1915340,null,10167,null,2070877,null,7172,null,181226,null,6610,null,1889651,null,8636,null,0400000US27,Minnesota,27
2605021,null,3796,null,550031,null,11603,null,254503,null,7709,null,63461,null,4700,null,191042,null,6736,null,295528,null,7303,null,90994,null,5035,null,204534,null,6114,null,2054990,null,11876,null,989053,null,8987,null,147651,null,6551,null,841402,null,10901,null,1065937,null,7882,null,207835,null,8733,null,858102,null,11080,null,0400000US28,Mississippi,28
5313092,null,3248,null,913979,null,14616,null,427115,null,8979,null,82838,null,4754,null,344277,null,8085,null,486864,null,10104,null,112780,null,5711,null,374084,null,8927,null,4399113,null,14332,null,2140861,null,9867,null,193633,null,8353,null,1947228,null,13353,null,2258252,null,10148,null,268026,null,8902,null,1990226,null,11196,null,0400000US29,Missouri,29
