B22001_001E,B22001_001EA,B22001_001M,B22001_001MA,B22001_002E,B22001_002EA,B22001_002M,B22001_002MA,B22001_003E,B22001_003EA,B22001_003M,B22001_003MA,B22001_004E,B22001_004EA,B22001_004M,B22001_004MA,B22001_005E,B22001_005EA,B22001_005M,B22001_005MA,B22001_006E,B22001_006EA,B22001_006M,B22001_006MA,B22001_007E,B22001_007EA,B22001_007M,B22001_007MA,GEO_ID,NAME,state
1816313,null,9214,null,177891,null,5673,null,33367,null,2573,null,144524,null,5215,null,1638422,null,10835,null,563838,null,6418,null,1074584,null,10556,null,0400000US01,Alabama,01
236421,null,2731,null,17462,null,1903,null,2229,null,603,null,15233,null,1881,null,218959,null,2847,null,50731,null,1744,null,168228,null,2932,null,0400000US02,Alaska,02
2251546,null,9458,null,155043,null,6571,null,32493,null,2575,null,122550,null,6308,null,2096503,null,11070,null,703731,null,6263,null,1392772,null,11146,null,0400000US04,Arizona,04
1102734,null,8133,null,131688,null,5916,null,26392,null,2420,null,105296,null,5291,null,971046,null,8082,null,342466,null,5425,null,628580,null,7230,null,0400000US05,Arkansas,05
12200672,null,20297,null,525622,null,12422,null,77598,null,3938,null,448024,null,12268,null,11675050,null,21931,null,3648327,null,17567,null,8026723,null,22645,null,0400000US06,California,06
1859965,null,9746,null,91624,null,5510,null,17630,null,1976,null,73994,null,5356,null,1768341,null,10801,null,467577,null,5807,null,1300764,null,10945,null,0400000US08,Colorado,08
1320714,null,5183,null,74637,null,4907,null,20952,null,2192,null,53685,null,4295,null,1246077,null,6962,null,419343,null,3925,null,826734,null,7035,null,0400000US09,Connecticut,09
328477,null,3041,null,23266,null,2821,null,5140,null,1066,null,18126,null,2541,null,305211,null,3513,null,103513,null,2209,null,201698,null,3390,null,0400000US10,Delaware,10
251039,null,2911,null,23092,null,2442,null,5168,null,1022,null,17924,null,2347,null,227947,null,3498,null,64306,null,2104,null,163641,null,3352,null,0400000US11,District of Columbia,11
7088960,null,21361,null,412606,null,9989,null,157982,null,6312,null,254624,null,8459,null,6676354,null,23148,null,2554713,null,12692,null,4121641,null,20339,null,0400000US12,Florida,12
3417115,null,14784,null,271505,null,8163,null,62408,null,3688,null,209097,null,6951,null,3145610,null,15002,null,868866,null,8627,null,2276744,null,14148,null,0400000US13,Georgia,13
439685,null,3621,null,26917,null,2534,null,11988,null,1769,null,14929,null,1876,null,412768,null,4088,null,155083,null,3654,null,257685,null,4300,null,0400000US15,Hawaii,15
560567,null,4368,null,34588,null,2959,null,6526,null,1240,null,28062,null,2713,null,525979,null,5177,null,158111,null,2761,null,367868,null,5040,null,0400000US16,Idaho,16
4759579,null,13538,null,382846,null,9761,null,83470,null,4543,null,299376,null,8917,null,4376733,null,17233,null,1366270,null,8569,null,3010463,null,16312,null,0400000US17,Illinois,17
2462278,null,10822,null,204735,null,5946,null,41983,null,2817,null,162752,null,5575,null,2257543,null,11412,null,689779,null,6708,null,1567764,null,11546,null,0400000US18,Indiana,18
