B17010_001E,B17010_001EA,B17010_001M,B17010_001MA,B17010_002E,B17010_002EA,B17010_002M,B17010_002MA,B17010_003E,B17010_003EA,B17010_003M,B17010_003MA,B17010_004E,B17010_004EA,B17010_004M,B17010_004MA,B17010_005E,B17010_005EA,B17010_005M,B17010_005MA,B17010_006E,B17010_006EA,B17010_006M,B17010_006MA,B17010_007E,B17010_007EA,B17010_007M,B17010_007MA,B17010_008E,B17010_008EA,B17010_008M,B17010_008MA,B17010_009E,B17010_009EA,B17010_009M,B17010_009MA,B17010_010E,B17010_010EA,B17010_010M,B17010_010MA,B17010_011E,B17010_011EA,B17010_011M,B17010_011MA,B17010_012E,B17010_012EA,B17010_012M,B17010_012MA,B17010_013E,B17010_013EA,B17010_013M,B17010_013MA,B17010_014E,B17010_014EA,B17010_014M,B17010_014MA,B17010_015E,B17010_015EA,B17010_015M,B17010_015MA,B17010_016E,B17010_016EA,B17010_016M,B17010_016MA,B17010_017E,B17010_017EA,B17010_017M,B17010_017MA,B17010_018E,B17010_018EA,B17010_018M,B17010_018MA,B17010_019E,B17010_019EA,B17010_019M,B17010_019MA,B17010_020E,B17010_020EA,B17010_020M,B17010_020MA,B17010_021E,B17010_021EA,B17010_021M,B17010_021MA,B17010_022E,B17010_022EA,B17010_022M,B17010_022MA,B17010_023E,B17010_023EA,B17010_023M,B17010_023MA,B17010_024E,B17010_024EA,B17010_024M,B17010_024MA,B17010_025E,B17010_025EA,B17010_025M,B17010_025MA,B17010_026E,B17010_026EA,B17010_026M,B17010_026MA,B17010_027E,B17010_027EA,B17010_027M,B17010_027MA,B17010_028E,B17010_028EA,B17010_028M,B17010_028MA,B17010_029E,B17010_029EA,B17010_029M,B17010_029MA,B17010_030E,B17010_030EA,B17010_030M,B17010_030MA,B17010_031E,B17010_031EA,B17010_031M,B17010_031MA,B17010_032E,B17010_032EA,B17010_032M,B17010_032MA,B17010_033E,B17010_033EA,B17010_033M,B17010_033MA,B17010_034E,B17010_034EA,B17010_034M,B17010_034MA,B17010_035E,B17010_035EA,B17010_035M,B17010_035MA,B17010_036E,B17010_036EA,B17010_036M,B17010_036MA,B17010_037E,B17010_037EA,B17010_037M,B17010_037MA,B17010_038E,B17010_038EA,B17010_038M,B17010_038MA,B17010_039E,B17010_039EA,B17010_039M,B17010_039MA,B17010_040E,B17010_040EA,B17010_040M,B17010_040MA,B17010_041E,B17010_041EA,B17010_041M,B17010_041MA,GEO_ID,NAME,state
2328569,null,18597,null,249293,null,7851,null,77461,null,4849,null,47285,null,3670,null,9848,null,1823,null,15362,null,2021,null,22075,null,2512,null,30176,null,3007,null,171832,null,7171,null,21859,null,2656,null,16772,null,2562,null,2724,null,1050,null,3319,null,1095,null,10729,null,2040,null,5087,null,1363,null,149973,null,6229,null,132396,null,5988,null,25361,null,3081,null,39336,null,4047,null,67699,null,4134,null,17577,null,2044,null,2079276,null,17761,null,1592964,null,16437,null,770253,null,11371,null,149767,null,6491,null,148032,null,7477,null,472454,null,11094,null,822711,null,11647,null,486312,null,11771,null,130823,null,6851,null,64720,null,4808,null,13167,null,2186,null,7964,null,1560,null,43589,null,3654,null,66103,null,4756,null,355489,null,9727,null,225440,null,8240,null,32486,null,3208,null,33581,null,3677,null,159373,null,6620,null,130049,null,5485,null,0400000US13,Georgia,13
306623,null,4387,null,16446,null,2044,null,6127,null,1192,null,3753,null,962,null,339,null,222,null,1650,null,706,null,1764,null,603,null,2374,null,748,null,10319,null,1640,null,1260,null,509,null,719,null,410,null,106,null,85,null,242,null,258,null,371,null,237,null,541,null,393,null,9059,null,1635,null,7603,null,1557,null,1459,null,748,null,2550,null,855,null,3594,null,1096,null,1456,null,646,null,290177,null,4295,null,220982,null,5020,null,103296,null,4253,null,20005,null,2683,null,21971,null,2032,null,61320,null,3658,null,117686,null,3802,null,69195,null,4030,null,21405,null,2347,null,9877,null,1771,null,918,null,512,null,1886,null,760,null,7073,null,1415,null,11528,null,1694,null,47790,null,3245,null,26716,null,2806,null,4159,null,1217,null,3268,null,963,null,19289,null,2255,null,21074,null,2084,null,0400000US15,Hawaii,15
397576,null,5484,null,35240,null,2470,null,16930,null,1878,null,11161,null,1709,null,2204,null,726,null,4763,null,1156,null,4194,null,918,null,5769,null,1042,null,18310,null,2080,null,2564,null,958,null,2229,null,904,null,653,null,518,null,648,null,384,null,928,null,522,null,335,null,296,null,15746,null,1919,null,14091,null,1942,null,3380,null,856,null,3759,null,1098,null,6952,null,1357,null,1655,null,599,null,362336,null,5560,null,306494,null,5906,null,140704,null,5194,null,31491,null,3158,null,33323,null,2576,null,75890,null,3600,null,165790,null,4582,null,55842,null,3769,null,22153,null,2259,null,14904,null,2054,null,2543,null,787,null,1906,null,826,null,10455,null,1714,null,7249,null,1235,null,33689,null,3051,null,22758,null,2586,null,3061,null,812,null,2589,null,808,null,17108,null,2213,null,10931,null,1536,null,0400000US16,Idaho,16
3180087,null,18931,null,279523,null,9798,null,94944,null,5218,null,63499,null,4101,null,10044,null,1817,null,23277,null,3031,null,30178,null,2963,null,31445,null,2783,null,184579,null,7853,null,27296,null,3075,null,20408,null,2809,null,5072,null,1163,null,5751,null,1256,null,9585,null,1899,null,6888,null,1299,null,157283,null,6755,null,139812,null,6364,null,26223,null,2849,null,39239,null,3112,null,74350,null,5182,null,17471,null,2104,null,2900564,null,19034,null,2263259,null,16809,null,1067488,null,13519,null,205415,null,7277,null,227790,null,6828,null,634283,null,10879,null,1195771,null,11626,null,637305,null,11806,null,190877,null,6728,null,98668,null,5078,null,21916,null,2716,null,11022,null,1691,null,65730,null,4056,null,92209,null,4747,null,446428,null,9980,null,269523,null,7669,null,39577,null,3207,null,40578,null,3442,null,189368,null,7924,null,176905,null,5635,null,0400000US17,Illinois,17
1662403,null,13308,null,145114,null,5167,null,45105,null,2939,null,29038,null,2487,null,5935,null,1323,null,10336,null,1599,null,12767,null,1777,null,16067,null,1764,null,100009,null,4681,null,14861,null,2542,null,11489,null,2096,null,3662,null,1108,null,2052,null,800,null,5775,null,1442,null,3372,null,933,null,85148,null,4003,null,77714,null,4051,null,18325,null,2225,null,21285,null,2685,null,38104,null,3223,null,7434,null,1310,null,1517289,null,13135,null,1220874,null,12550,null,519440,null,10932,null,97450,null,4781,null,103738,null,4606,null,318252,null,8027,null,701434,null,9467,null,296415,null,8189,null,93637,null,5172,null,55476,null,4019,null,12785,null,1992,null,7960,null,1704,null,34731,null,2886,null,38161,null,3076,null,202778,null,6751,null,129813,null,5160,null,18920,null,2233,null,16419,null,2142,null,94474,null,4659,null,72965,null,4006,null,0400000US18,Indiana,18
794320,null,8485,null,58433,null,3338,null,19777,null,2147,null,11823,null,1681,null,2645,null,783,null,5043,null,1166,null,4135,null,860,null,7954,null,1194,null,38656,null,2611,null,5527,null,1087,null,4518,null,915,null,1933,null,678,null,843,null,469,null,1742,null,603,null,1009,null,443,null,33129,null,2364,null,30394,null,2336,null,6610,null,1253,null,9249,null,1527,null,14535,null,1808,null,2735,null,581,null,735887,null,8721,null,620498,null,8456,null,253984,null,5556,null,49098,null,3006,null,52668,null,2786,null,152218,null,4461,null,366514,null,6306,null,115389,null,4644,null,38047,null,2813,null,23651,null,2328,null,5201,null,1027,null,2782,null,802,null,15668,null,1851,null,14396,null,1916,null,77342,null,3316,null,51537,null,2777,null,8617,null,1386,null,5962,null,1183,null,36958,null,2560,null,25805,null,2000,null,0400000US19,Iowa,19
728136,null,8195,null,55909,null,3459,null,21491,null,2058,null,13975,null,1843,null,3168,null,949,null,5674,null,912,null,5133,null,1119,null,7516,null,1104,null,34418,null,2912,null,5298,null,1342,null,3868,null,1154,null,753,null,429,null,475,null,358,null,2640,null,925,null,1430,null,617,null,29120,null,2651,null,26504,null,2500,null,6410,null,1381,null,7439,null,1385,null,12655,null,1666,null,2616,null,705,null,672227,null,7896,null,553678,null,8474,null,249721,null,6044,null,51895,null,3305,null,49636,null,3430,null,148190,null,4609,null,303957,null,5550,null,118549,null,4867,null,39320,null,3457,null,24194,null,2629,null,5103,null,1306,null,2843,null,997,null,16248,null,1883,null,15126,null,1889,null,79229,null,4298,null,52338,null,3593,null,8009,null,1505,null,8046,null,1652,null,36283,null,2842,null,26891,null,2347,null,0400000US20,Kansas,20
1114146,null,13621,null,147361,null,6252,null,57929,null,3743,null,34399,null,3379,null,4941,null,1137,null,12043,null,1933,null,17415,null,2243,null,23530,null,2281,null,89432,null,5355,null,14280,null,2062,null,10163,null,1903,null,2274,null,911,null,1770,null,775,null,6119,null,1528,null,4117,null,1043,null,75152,null,4900,null,65655,null,4452,null,16694,null,2505,null,16539,null,2346,null,32422,null,3178,null,9497,null,1561,null,966785,null,13798,null,775071,null,13112,null,325245,null,8436,null,61398,null,3884,null,59994,null,3910,null,203853,null,6752,null,449826,null,8826,null,191714,null,6959,null,59143,null,4115,null,32185,null,3451,null,8499,null,1832,null,2862,null,1043,null,20824,null,2492,null,26958,null,2361,null,132571,null,5747,null,76875,null,4627,null,11806,null,2036,null,8597,null,1533,null,56472,null,3978,null,55696,null,3376,null,0400000US21,Kentucky,21
1080025,null,10940,null,157982,null,5488,null,42100,null,3018,null,23527,null,2226,null,4383,null,1108,null,7446,null,1428,null,11698,null,1482,null,18573,null,2085,null,115882,null,4709,null,11995,null,1960,null,8591,null,1638,null,2243,null,868,null,1849,null,903,null,4499,null,908,null,3404,null,934,null,103887,null,4719,null,92393,null,4749,null,17700,null,2519,null,26456,null,2209,null,48237,null,3833,null,11494,null,1975,null,922043,null,11204,null,703888,null,10530,null,305652,null,7875,null,58486,null,3462,null,62975,null,3822,null,184191,null,5695,null,398236,null,7295,null,218155,null,7066,null,65201,null,4366,null,32463,null,3425,null,8902,null,1912,null,4247,null,1044,null,19314,null,2388,null,32738,null,2888,null,152954,null,5803,null,89522,null,4824,null,12323,null,1888,null,12072,null,1932,null,65127,null,4050,null,63432,null,3467,null,0400000US22,Louisiana,22
355547,null,6511,null,27922,null,2480,null,10586,null,1249,null,6165,null,1095,null,1235,null,554,null,2138,null,805,null,2792,null,727,null,4421,null,866,null,17336,null,2130,null,2188,null,597,null,1812,null,532,null,285,null,205,null,239,null,257,null,1288,null,442,null,376,null,192,null,15148,null,2030,null,13961,null,1947,null,3153,null,839,null,2390,null,822,null,8418,null,1403,null,1187,null,489,null,327625,null,6225,null,272620,null,5676,null,105096,null,3499,null,19053,null,1981,null,16300,null,1875,null,69743,null,3204,null,167524,null,4241,null,55005,null,3903,null,18948,null,2185,null,11459,null,1697,null,3120,null,897,null,1010,null,571,null,7329,null,1215,null,7489,null,1153,null,36057,null,2808,null,22853,null,2252,null,2493,null,717,null,1660,null,601,null,18700,null,1966,null,13204,null,1599,null,0400000US23,Maine,23
1392247,null,11564,null,75748,null,4819,null,20178,null,2604,null,11641,null,2027,null,2424,null,898,null,3282,null,1049,null,5935,null,1231,null,8537,null,1562,null,55570,null,4211,null,6526,null,1342,null,5347,null,1220,null,1546,null,757,null,969,null,530,null,2832,null,943,null,1179,null,518,null,49044,null,4059,null,43302,null,3809,null,6785,null,1387,null,10777,null,1847,null,25740,null,3613,null,5742,null,1371,null,1316499,null,11844,null,988719,null,11565,null,459745,null,11070,null,90509,null,5113,null,92973,null,4924,null,276263,null,7787,null,528974,null,6905,null,327780,null,8268,null,93917,null,4767,null,52027,null,3341,null,11703,null,2184,null,8201,null,1504,null,32123,null,2798,null,41890,null,3008,null,233863,null,6955,null,147369,null,5868,null,21871,null,2804,null,19497,null,2656,null,106001,null,5155,null,86494,null,4059,null,0400000US24,Maryland,24
1561198,null,13396,null,113300,null,6201,null,30935,null,3098,null,17208,null,2216,null,4282,null,1372,null,2931,null,954,null,9995,null,1621,null,13727,null,1895,null,82365,null,5135,null,9403,null,1952,null,7365,null,1747,null,2104,null,866,null,763,null,559,null,4498,null,1356,null,2038,null,712,null,72962,null,4430,null,65619,null,4104,null,11085,null,1809,null,15017,null,2057,null,39517,null,3407,null,7343,null,1542,null,1447898,null,12396,null,1135088,null,11370,null,521189,null,8350,null,112238,null,5475,null,92058,null,5108,null,316893,null,7116,null,613899,null,9735,null,312810,null,8886,null,90727,null,4938,null,46398,null,3822,null,10007,null,1961,null,4882,null,1318,null,31509,null,3025,null,44329,null,3364,null,222083,null,7293,null,128034,null,5597,null,17951,null,3008,null,14203,null,2161,null,95880,null,5491,null,94049,null,4794,null,0400000US25,Massachusetts,25
2560681,null,14089,null,257488,null,7689,null,81798,null,4066,null,50438,null,3416,null,8266,null,1361,null,16789,null,1981,null,25383,null,2667,null,31360,null,2150,null,175690,null,6202,null,26445,null,2682,null,19918,null,2333,null,6055,null,1397,null,3922,null,971,null,9941,null,1631,null,6527,null,1237,null,149245,null,5284,null,130847,null,4713,null,27113,null,2902,null,36419,null,3367,null,67315,null,3673,null,18398,null,2143,null,2303193,null,13485,null,1831669,null,13897,null,783564,null,10393,null,139864,null,4617,null,152625,null,5006,null,491075,null,7248,null,1048105,null,10374,null,471524,null,8467,null,137926,null,5551,null,72758,null,3835,null,12359,null,1820,null,7831,null,1566,null,52568,null,3687,null,65168,null,3638,null,333598,null,7122,null,201780,null,6031,null,29638,null,2803,null,22026,null,2203,null,150116,null,5103,null,131818,null,4438,null,0400000US26,Michigan,26
1353390,null,9195,null,87456,null,3998,null,27367,null,2226,null,16538,null,1840,null,2586,null,722,null,6362,null,1101,null,7590,null,1258,null,10829,null,1083,null,60089,null,3523,null,9338,null,1448,null,7752,null,1483,null,3388,null,1181,null,987,null,494,null,3377,null,903,null,1586,null,514,null,50751,null,3351,null,47020,null,3146,null,12967,null,1740,null,11687,null,2070,null,22366,null,2357,null,3731,null,896,null,1265934,null,9347,null,1046971,null,9588,null,466677,null,6540,null,100129,null,3598,null,88458,null,4108,null,278090,null,5475,null,580294,null,6704,null,218963,null,6768,null,75494,null,3548,null,47433,null,2927,null,10777,null,1652,null,5569,null,1222,null,31087,null,2406,null,28061,null,2696,null,143469,null,6053,null,92488,null,4213,null,14701,null,1823,null,11261,null,1549,null,66526,null,3539,null,50981,null,3088,null,0400000US27,Minnesota,27
753797,null,9564,null,122687,null,5688,null,34416,null,2977,null,20375,null,2374,null,3114,null,1073,null,6347,null,1404,null,10914,null,1654,null,14041,null,1717,null,88271,null,4367,null,10112,null,2048,null,7217,null,1795,null,1527,null,691,null,1947,null,817,null,3743,null,1098,null,2895,null,933,null,78159,null,4033,null,66975,null,3979,null,12770,null,2099,null,17054,null,2383,null,37151,null,3527,null,11184,null,1786,null,631110,null,8813,null,477267,null,9482,null,201979,null,7386,null,35115,null,3029,null,41431,null,3747,null,125433,null,5533,null,275288,null,6922,null,153843,null,5789,null,39101,null,3127,null,19560,null,2462,null,3421,null,1145,null,1803,null,742,null,14336,null,2051,null,19541,null,2371,null,114742,null,5088,null,67926,null,4118,null,8511,null,1530,null,8564,null,1452,null,50851,null,3240,null,46816,null,3411,null,0400000US28,Mississippi,28
1534274,null,13026,null,145777,null,5606,null,48503,null,2628,null,29106,null,2687,null,6827,null,1268,null,9477,null,1475,null,12802,null,1735,null,19397,null,1463,null,97274,null,5229,null,14419,null,1897,null,10957,null,1681,null,3287,null,864,null,2921,null,956,null,4749,null,1067,null,3462,null,858,null,82855,null,4685,null,75479,null,4554,null,17263,null,2077,null,19292,null,2115,null,38924,null,3060,null,7376,null,1144,null,1388497,null,12337,null,1108243,null,12764,null,471481,null,9880,null,91388,null,3898,null,90678,null,4817,null,289415,null,7100,null,636762,null,8753,null,280254,null,8729,null,86152,null,5255,null,45537,null,3257,null,8798,null,1655,null,5367,null,1341,null,31372,null,2888,null,40615,null,3473,null,194102,null,6561,null,120670,null,5418,null,17056,null,2147,null,13374,null,1938,null,90240,null,4458,null,73432,null,3479,null,0400000US29,Missouri,29
240727,null,4609,null,23434,null,2306,null,10278,null,1528,null,6298,null,1121,null,985,null,448,null,2487,null,632,null,2826,null,730,null,3980,null,1056,null,13156,null,1918,null,1992,null,737,null,1535,null,622,null,214,null,199,null,53,null,88,null,1268,null,579,null,457,null,374,null,11164,null,1650,null,10220,null,1604,null,2704,null,705,null,1688,null,680,null,5828,null,1423,null,944,null,442,null,217293,null,4367,null,184719,null,4140,null,68104,null,3004,null,11800,null,1595,null,13484,null,1684,null,42820,null,2680,null,116615,null,2956,null,32574,null,2729,null,12415,null,1858,null,7625,null,1098,null,1341,null,540,null,995,null,483,null,5289,null,964,null,4790,null,1295,null,20159,null,1993,null,12911,null,1553,null,1412,null,566,null,2034,null,658,null,9465,null,1277,null,7248,null,1197,null,0400000US30,Montana,30
