B18008_001E,B18008_001EA,B18008_001M,B18008_001MA,B18008_002E,B18008_002EA,B18008_002M,B18008_002MA,B18008_003E,B18008_003EA,B18008_003M,B18008_003MA,B18008_004E,B18008_004EA,B18008_004M,B18008_004MA,B18008_005E,B18008_005EA,B18008_005M,B18008_005MA,B18008_006E,B18008_006EA,B18008_006M,B18008_006MA,B18008_007E,B18008_007EA,B18008_007M,B18008_007MA,B18008_008E,B18008_008EA,B18008_008M,B18008_008MA,B18008_009E,B18008_009EA,B18008_009M,B18008_009MA,B18008_010E,B18008_010EA,B18008_010M,B18008_010MA,B18008_011E,B18008_011EA,B18008_011M,B18008_011MA,B18008_012E,B18008_012EA,B18008_012M,B18008_012MA,B18008_013E,B18008_013EA,B18008_013M,B18008_013MA,B18008_014E,B18008_014EA,B18008_014M,B18008_014MA,B18008_015E,B18008_015EA,B18008_015M,B18008_015MA,GEO_ID,NAME,state
2956627,null,5820,null,1430566,null,5516,null,170316,null,4760,null,4934,null,1202,null,165382,null,4891,null,1260250,null,5140,null,153514,null,6382,null,1106736,null,7956,null,1526061,null,3555,null,165576,null,4462,null,3903,null,872,null,161673,null,4623,null,1360485,null,4823,null,177525,null,6461,null,1182960,null,7725,null,0400000US01,Alabama,01
457758,null,2791,null,233691,null,2523,null,28863,null,2171,null,400,null,236,null,28463,null,2189,null,204828,null,2467,null,13212,null,1598,null,191616,null,2487,null,224067,null,1724,null,26637,null,1813,null,511,null,381,null,26126,null,1817,null,197430,null,1796,null,14271,null,2082,null,183159,null,2524,null,0400000US02,Alaska,02
3958827,null,4939,null,1985230,null,3993,null,222594,null,5666,null,5931,null,1261,null,216663,null,5894,null,1762636,null,4885,null,120482,null,5992,null,1642154,null,6958,null,1973597,null,3069,null,207673,null,5758,null,3801,null,1018,null,203872,null,5614,null,1765924,null,4530,null,136348,null,7108,null,1629576,null,7655,null,0400000US04,Arizona,04
1783300,null,4047,null,873036,null,4382,null,102874,null,4106,null,4648,null,1183,null,98226,null,3972,null,770162,null,4824,null,93136,null,4691,null,677026,null,6815,null,910264,null,3380,null,98697,null,3628,null,4076,null,1212,null,94621,null,3928,null,811567,null,3718,null,102288,null,3915,null,709279,null,5042,null,0400000US05,Arkansas,05
23813857,null,10948,null,11929485,null,10150,null,1398614,null,12805,null,32032,null,3441,null,1366582,null,12832,null,10530871,null,12230,null,643699,null,12121,null,9887172,null,14556,null,11884372,null,7561,null,1335963,null,11972,null,26512,null,2891,null,1309451,null,12174,null,10548409,null,10258,null,699810,null,11951,null,9848599,null,14795,null,0400000US06,California,06
3244377,null,4392,null,1641484,null,4000,null,168341,null,5191,null,3234,null,951,null,165107,null,5246,null,1473143,null,4712,null,82528,null,5426,null,1390615,null,7027,null,1602893,null,3423,null,159152,null,4389,null,2770,null,990,null,156382,null,4474,null,1443741,null,4376,null,88196,null,4728,null,1355545,null,6455,null,0400000US08,Colorado,08
2280955,null,3659,null,1117675,null,3327,null,129491,null,3337,null,3268,null,847,null,126223,null,3333,null,988184,null,3096,null,55777,null,3683,null,932407,null,4535,null,1163280,null,2359,null,123979,null,3167,null,2564,null,810,null,121415,null,3274,null,1039301,null,2437,null,59808,null,3633,null,979493,null,4191,null,0400000US09,Connecticut,09
557332,null,1905,null,268345,null,1328,null,31207,null,1582,null,965,null,496,null,30242,null,1582,null,237138,null,1727,null,16964,null,2287,null,220174,null,3067,null,288987,null,1246,null,31120,null,1543,null,703,null,348,null,30417,null,1549,null,257867,null,1363,null,19388,null,2201,null,238479,null,2576,null,0400000US10,Delaware,10
404199,null,1682,null,188932,null,1848,null,18422,null,1512,null,73,null,116,null,18349,null,1515,null,170510,null,1526,null,11501,null,1635,null,159009,null,2231,null,215267,null,1601,null,21454,null,1491,null,281,null,284,null,21173,null,1472,null,193813,null,1695,null,11177,null,1763,null,182636,null,2141,null,0400000US11,District of Columbia,11
11362681,null,10312,null,5578459,null,8617,null,598900,null,9118,null,15064,null,2423,null,583836,null,9344,null,4979559,null,8274,null,352097,null,9212,null,4627462,null,12011,null,5784222,null,7819,null,571830,null,9858,null,9987,null,1918,null,561843,null,9788,null,5212392,null,7630,null,374034,null,9201,null,4838358,null,10492,null,0400000US12,Florida,12
6197084,null,6330,null,3019805,null,6126,null,353293,null,8086,null,10388,null,1787,null,342905,null,8180,null,2666512,null,7299,null,197109,null,6946,null,2469403,null,9879,null,3177279,null,5729,null,334326,null,6331,null,7776,null,1691,null,326550,null,6466,null,2842953,null,7040,null,229786,null,8313,null,2613167,null,10577,null,0400000US13,Georgia,13
804033,null,3163,null,398216,null,2995,null,40680,null,1917,null,1081,null,558,null,39599,null,1938,null,357536,null,3093,null,22138,null,2385,null,335398,null,3902,null,405817,null,1650,null,37879,null,2215,null,172,null,175,null,37707,null,2215,null,367938,null,1920,null,18555,null,2271,null,349383,null,3310,null,0400000US15,Hawaii,15
945567,null,3152,null,474310,null,2789,null,50744,null,2805,null,1490,null,596,null,49254,null,2799,null,423566,null,3220,null,27689,null,2558,null,395877,null,3716,null,471257,null,2287,null,53040,null,2515,null,862,null,418,null,52178,null,2547,null,418217,null,2415,null,29340,null,2589,null,388877,null,3516,null,0400000US16,Idaho,16
8371247,null,6306,null,4159851,null,5161,null,484047,null,6271,null,10434,null,1886,null,473613,null,5778,null,3675804,null,5803,null,218978,null,7384,null,3456826,null,10298,null,4211396,null,4452,null,456949,null,5799,null,7927,null,1400,null,449022,null,5944,null,3754447,null,5346,null,227456,null,7188,null,3526991,null,8547,null,0400000US17,Illinois,17
4096381,null,4067,null,2031993,null,3255,null,238181,null,5276,null,6187,null,1176,null,231994,null,5340,null,1793812,null,4568,null,135974,null,5267,null,1657838,null,6712,null,2064388,null,3696,null,231095,null,4800,null,5907,null,1201,null,225188,null,4730,null,1833293,null,4752,null,156515,null,5301,null,1676778,null,7002,null,0400000US18,Indiana,18
1906124,null,3017,null,955880,null,2534,null,111634,null,2846,null,2406,null,820,null,109228,null,2865,null,844246,null,3241,null,54936,null,3326,null,789310,null,5039,null,950244,null,2617,null,109024,null,3185,null,2533,null,695,null,106491,null,3186,null,841220,null,3486,null,60864,null,3139,null,780356,null,4569,null,0400000US19,Iowa,19
1772004,null,4069,null,885460,null,3436,null,107945,null,3167,null,3137,null,759,null,104808,null,3240,null,777515,null,4338,null,51753,null,2627,null,725762,null,4557,null,886544,null,3533,null,98130,null,3144,null,2016,null,610,null,96114,null,3203,null,788414,null,3345,null,55525,null,3373,null,732889,null,4791,null,0400000US20,Kansas,20
2758808,null,4362,null,1350332,null,4354,null,151486,null,5329,null,5061,null,1037,null,146425,null,5352,null,1198846,null,5356,null,151399,null,5266,null,1047447,null,7379,null,1408476,null,3661,null,145026,null,3676,null,4235,null,981,null,140791,null,3703,null,1263450,null,4284,null,167223,null,6990,null,1096227,null,8338,null,0400000US21,Kentucky,21
2748761,null,4585,null,1323107,null,3990,null,163011,null,5027,null,5095,null,1235,null,157916,null,5173,null,1160096,null,4410,null,115703,null,5297,null,1044393,null,7012,null,1425654,null,3618,null,161974,null,5022,null,3833,null,1013,null,158141,null,4938,null,1263680,null,4238,null,123971,null,5852,null,1139709,null,6714,null,0400000US22,Louisiana,22
873828,null,2046,null,429002,null,1587,null,48004,null,2009,null,1433,null,575,null,46571,null,1974,null,380998,null,2119,null,40169,null,2869,null,340829,null,3557,null,444826,null,1651,null,44941,null,1851,null,1930,null,773,null,43011,null,1915,null,399885,null,1620,null,42554,null,2827,null,357331,null,3244,null,0400000US23,Maine,23
3690245,null,4545,null,1772592,null,3633,null,206688,null,4562,null,4166,null,1062,null,202522,null,4491,null,1565904,null,4762,null,96492,null,5474,null,1469412,null,6874,null,1917653,null,3822,null,202796,null,4256,null,3223,null,1000,null,199573,null,4466,null,1714857,null,3937,null,106911,null,5343,null,1607946,null,6326,null,0400000US24,Maryland,24
