B08412_001E,B08412_001EA,B08412_001M,B08412_001MA,B08412_002E,B08412_002EA,B08412_002M,B08412_002MA,B08412_003E,B08412_003EA,B08412_003M,B08412_003MA,B08412_004E,B08412_004EA,B08412_004M,B08412_004MA,B08412_005E,B08412_005EA,B08412_005M,B08412_005MA,B08412_006E,B08412_006EA,B08412_006M,B08412_006MA,B08412_007E,B08412_007EA,B08412_007M,B08412_007MA,B08412_008E,B08412_008EA,B08412_008M,B08412_008MA,B08412_009E,B08412_009EA,B08412_009M,B08412_009MA,B08412_010E,B08412_010EA,B08412_010M,B08412_010MA,B08412_011E,B08412_011EA,B08412_011M,B08412_011MA,B08412_012E,B08412_012EA,B08412_012M,B08412_012MA,B08412_013E,B08412_013EA,B08412_013M,B08412_013MA,B08412_014E,B08412_014EA,B08412_014M,B08412_014MA,B08412_015E,B08412_015EA,B08412_015M,B08412_015MA,B08412_016E,B08412_016EA,B08412_016M,B08412_016MA,B08412_017E,B08412_017EA,B08412_017M,B08412_017MA,B08412_018E,B08412_018EA,B08412_018M,B08412_018MA,B08412_019E,B08412_019EA,B08412_019M,B08412_019MA,B08412_020E,B08412_020EA,B08412_020M,B08412_020MA,B08412_021E,B08412_021EA,B08412_021M,B08412_021MA,B08412_022E,B08412_022EA,B08412_022M,B08412_022MA,B08412_023E,B08412_023EA,B08412_023M,B08412_023MA,B08412_024E,B08412_024EA,B08412_024M,B08412_024MA,B08412_025E,B08412_025EA,B08412_025M,B08412_025MA,B08412_026E,B08412_026EA,B08412_026M,B08412_026MA,B08412_027E,B08412_027EA,B08412_027M,B08412_027MA,B08412_028E,B08412_028EA,B08412_028M,B08412_028MA,B08412_029E,B08412_029EA,B08412_029M,B08412_029MA,B08412_030E,B08412_030EA,B08412_030M,B08412_030MA,B08412_031E,B08412_031EA,B08412_031M,B08412_031MA,B08412_032E,B08412_032EA,B08412_032M,B08412_032MA,B08412_033E,B08412_033EA,B08412_033M,B08412_033MA,B08412_034E,B08412_034EA,B08412_034M,B08412_034MA,B08412_035E,B08412_035EA,B08412_035M,B08412_035MA,B08412_036E,B08412_036EA,B08412_036M,B08412_036MA,B08412_037E,B08412_037EA,B08412_037M,B08412_037MA,B08412_038E,B08412_038EA,B08412_038M,B08412_038MA,B08412_039E,B08412_039EA,B08412_039M,B08412_039MA,GEO_ID,NAME,state
4144769,null,19523,null,110302,null,7222,null,367570,null,10668,null,566241,null,12824,null,639234,null,16704,null,596351,null,13736,null,240759,null,10517,null,562681,null,13167,null,126164,null,5556,null,152270,null,7562,null,372678,null,10620,null,287716,null,11260,null,122803,null,7144,null,2230359,null,14887,null,55409,null,4603,null,179591,null,7019,null,284416,null,9900,null,316556,null,10539,null,312762,null,9844,null,130361,null,6867,null,315814,null,9952,null,72510,null,4834,null,91636,null,5697,null,213648,null,8346,null,176914,null,8837,null,80742,null,6006,null,1914410,null,15157,null,54893,null,4653,null,187979,null,7688,null,281825,null,7910,null,322678,null,10259,null,283589,null,9047,null,110398,null,6500,null,246867,null,8159,null,53654,null,4040,null,60634,null,4518,null,159030,null,6395,null,110802,null,5404,null,42061,null,3837,null,0400000US13,Georgia,13
602048,null,6994,null,19344,null,2558,null,56267,null,4397,null,80505,null,4228,null,77826,null,5107,null,87533,null,5028,null,28039,null,2935,null,101282,null,6220,null,12568,null,2040,null,28729,null,3097,null,59904,null,4028,null,35934,null,2941,null,14117,null,2060,null,329024,null,4336,null,11478,null,2052,null,27254,null,2699,null,43830,null,3056,null,41109,null,3380,null,50886,null,3088,null,16375,null,2502,null,57956,null,4122,null,6855,null,1603,null,15868,null,2231,null,31022,null,2959,null,18033,null,2123,null,8358,null,1557,null,273024,null,5057,null,7866,null,1344,null,29013,null,2688,null,36675,null,3135,null,36717,null,2913,null,36647,null,3192,null,11664,null,1590,null,43326,null,3486,null,5713,null,1148,null,12861,null,2080,null,28882,null,2582,null,17901,null,1922,null,5759,null,1084,null,0400000US15,Hawaii,15
645847,null,8018,null,39800,null,3008,null,103785,null,5558,null,129933,null,4947,null,109218,null,5243,null,86094,null,4021,null,34116,null,3191,null,60920,null,3878,null,9780,null,1195,null,14577,null,1910,null,26497,null,2496,null,20330,null,2382,null,10797,null,1459,null,359204,null,5508,null,21314,null,1990,null,51236,null,3911,null,68416,null,4046,null,58663,null,3454,null,46353,null,2784,null,19094,null,2480,null,36512,null,3090,null,5153,null,906,null,10370,null,1735,null,18105,null,1792,null,15243,null,2054,null,8745,null,1427,null,286643,null,5235,null,18486,null,2148,null,52549,null,3301,null,61517,null,3245,null,50555,null,3653,null,39741,null,2629,null,15022,null,1811,null,24408,null,2299,null,4627,null,943,null,4207,null,855,null,8392,null,1349,null,5087,null,936,null,2052,null,596,null,0400000US16,Idaho,16
5778470,null,22992,null,182034,null,6836,null,584159,null,12557,null,742105,null,15364,null,746195,null,12720,null,734649,null,13158,null,315114,null,9569,null,795637,null,13297,null,163951,null,6884,null,253628,null,8345,null,564847,null,12065,null,512886,null,10847,null,183265,null,8197,null,3116403,null,17529,null,92793,null,4006,null,276078,null,8926,null,368987,null,9799,null,368912,null,9230,null,383027,null,9725,null,172175,null,6323,null,447984,null,11249,null,96755,null,5153,null,148766,null,6351,null,331469,null,9444,null,312479,null,8262,null,116978,null,6402,null,2662067,null,16558,null,89241,null,4584,null,308081,null,9233,null,373118,null,9873,null,377283,null,9382,null,351622,null,7566,null,142939,null,5913,null,347653,null,7922,null,67196,null,4334,null,104862,null,5490,null,233378,null,7884,null,200407,null,7474,null,66287,null,4375,null,0400000US17,Illinois,17
2805460,null,17997,null,118021,null,5246,null,363865,null,9504,null,450815,null,10885,null,470402,null,10743,null,435837,null,10505,null,185478,null,6869,null,318027,null,8656,null,77942,null,4709,null,89644,null,4667,null,164971,null,6220,null,88243,null,4118,null,42215,null,2592,null,1511097,null,11157,null,60899,null,3246,null,175601,null,7018,null,225831,null,7019,null,239334,null,7888,null,228732,null,6370,null,99593,null,4146,null,184492,null,6159,null,44498,null,3390,null,55179,null,3470,null,106805,null,5129,null,59390,null,3244,null,30743,null,2018,null,1294363,null,12346,null,57122,null,3294,null,188264,null,5971,null,224984,null,7197,null,231068,null,6795,null,207105,null,6834,null,85885,null,4711,null,133535,null,5335,null,33444,null,3060,null,34465,null,2898,null,58166,null,3262,null,28853,null,2316,null,11472,null,1304,null,0400000US18,Indiana,18
1427834,null,10942,null,114567,null,5549,null,263439,null,7347,null,276244,null,8174,null,229952,null,7695,null,187825,null,6286,null,79380,null,3910,null,121562,null,4623,null,26529,null,2244,null,27620,null,2401,null,53882,null,2794,null,31413,null,2565,null,15421,null,1421,null,765435,null,7350,null,64154,null,4156,null,135814,null,5879,null,143112,null,5155,null,119714,null,5238,null,99871,null,4216,null,40431,null,2768,null,69567,null,3349,null,15884,null,1764,null,14522,null,1702,null,30922,null,2175,null,20480,null,1742,null,10964,null,1332,null,662399,null,7506,null,50413,null,2707,null,127625,null,4467,null,133132,null,4887,null,110238,null,5118,null,87954,null,4018,null,38949,null,2497,null,51995,null,3100,null,10645,null,1309,null,13098,null,1437,null,22960,null,1909,null,10933,null,1471,null,4457,null,775,null,0400000US19,Iowa,19
1327357,null,11724,null,86451,null,4868,null,217627,null,6623,null,241143,null,6857,null,228769,null,7279,null,198003,null,6781,null,69020,null,3966,null,130886,null,6195,null,25808,null,2379,null,29864,null,2497,null,55200,null,3307,null,28362,null,2204,null,16224,null,1729,null,719606,null,9286,null,45147,null,3183,null,108458,null,4585,null,127819,null,4363,null,120381,null,5448,null,108623,null,4972,null,37521,null,2700,null,74802,null,4474,null,15171,null,2051,null,16907,null,1945,null,33016,null,2820,null,19467,null,1845,null,12294,null,1552,null,607751,null,7656,null,41304,null,2763,null,109169,null,4603,null,113324,null,4809,null,108388,null,4454,null,89380,null,4106,null,31499,null,2655,null,56084,null,3121,null,10637,null,1402,null,12957,null,1590,null,22184,null,1839,null,8895,null,1211,null,3930,null,715,null,0400000US20,Kansas,20
1820288,null,16106,null,74524,null,4220,null,212521,null,7223,null,301819,null,8384,null,326098,null,9460,null,278525,null,9138,null,123209,null,6669,null,212658,null,7959,null,46258,null,3396,null,50379,null,3818,null,101097,null,4741,null,59561,null,3793,null,33639,null,2721,null,969762,null,12027,null,40065,null,3097,null,99498,null,5251,null,151130,null,5317,null,171174,null,6405,null,143142,null,7218,null,66214,null,4617,null,121248,null,5501,null,24794,null,2409,null,29599,null,2980,null,61543,null,3856,null,38338,null,3127,null,23017,null,2223,null,850526,null,9905,null,34459,null,2760,null,113023,null,5440,null,150689,null,6458,null,154924,null,6457,null,135383,null,5710,null,56995,null,3890,null,91410,null,4507,null,21464,null,2292,null,20780,null,2348,null,39554,null,3481,null,21223,null,2478,null,10622,null,1497,null,0400000US21,Kentucky,21
1810118,null,17279,null,71895,null,4353,null,208549,null,7453,null,283906,null,9182,null,294483,null,9776,null,257363,null,9766,null,96759,null,5086,null,242672,null,8757,null,40870,null,3207,null,50144,null,3935,null,117256,null,6225,null,87149,null,5519,null,59072,null,3970,null,977274,null,12300,null,35710,null,3104,null,99026,null,5442,null,141778,null,6905,null,148484,null,6259,null,136614,null,7113,null,49427,null,3430,null,137257,null,5998,null,23138,null,2499,null,28983,null,2957,null,69209,null,4706,null,59514,null,4039,null,48134,null,3874,null,832844,null,11372,null,36185,null,3063,null,109523,null,5019,null,142128,null,5627,null,145999,null,7058,null,120749,null,5718,null,47332,null,3359,null,105415,null,5897,null,17732,null,1876,null,21161,null,2436,null,48047,null,3924,null,27635,null,3166,null,10938,null,1455,null,0400000US22,Louisiana,22
601341,null,6284,null,35659,null,2802,null,88725,null,4286,null,94712,null,4514,null,89025,null,4233,null,81910,null,4096,null,36531,null,3323,null,66348,null,3658,null,14553,null,1785,null,22998,null,2080,null,38399,null,2661,null,22045,null,2030,null,10436,null,1319,null,311368,null,4091,null,19570,null,1910,null,43258,null,2691,null,46858,null,2754,null,43407,null,3095,null,40563,null,3112,null,18806,null,2342,null,34710,null,2727,null,7502,null,1259,null,11243,null,1625,null,23137,null,2147,null,15170,null,1553,null,7144,null,1029,null,289973,null,4850,null,16089,null,1877,null,45467,null,3154,null,47854,null,2842,null,45618,null,2844,null,41347,null,2801,null,17725,null,1933,null,31638,null,2325,null,7051,null,1268,null,11755,null,1613,null,15262,null,1684,null,6875,null,1234,null,3292,null,731,null,0400000US23,Maine,23
2432811,null,18825,null,54946,null,3827,null,183410,null,6758,null,286377,null,9430,null,341267,null,10096,null,338134,null,10882,null,154513,null,6952,null,370011,null,10363,null,84528,null,4595,null,114381,null,5136,null,242327,null,7746,null,188269,null,7130,null,74648,null,4579,null,1269232,null,12111,null,27445,null,2540,null,85887,null,4698,null,135020,null,6776,null,164620,null,6646,null,172467,null,7326,null,79599,null,4929,null,199296,null,7345,null,43994,null,3288,null,60852,null,4304,null,136486,null,6030,null,114132,null,5288,null,49434,null,3696,null,1163579,null,13751,null,27501,null,2853,null,97523,null,5050,null,151357,null,5897,null,176647,null,6948,null,165667,null,7275,null,74914,null,4117,null,170715,null,6539,null,40534,null,3006,null,53529,null,3786,null,105841,null,4905,null,74137,null,4436,null,25214,null,2755,null,0400000US24,Maryland,24
3121025,null,20560,null,87036,null,5514,null,287597,null,8439,null,413521,null,9785,null,418581,null,11796,null,418759,null,10359,null,175643,null,7007,null,430288,null,9728,null,101002,null,5441,null,146803,null,6691,null,306328,null,9478,null,243925,null,8612,null,91542,null,5365,null,1630589,null,13687,null,40378,null,3524,null,128084,null,6466,null,189869,null,7210,null,203177,null,7829,null,210333,null,7352,null,96243,null,4342,null,231798,null,7288,null,59958,null,3769,null,89000,null,5530,null,180013,null,8104,null,146332,null,6370,null,55404,null,4306,null,1490436,null,13296,null,46658,null,3679,null,159513,null,5812,null,223652,null,7281,null,215404,null,8991,null,208426,null,7193,null,79400,null,4905,null,198490,null,6887,null,41044,null,3398,null,57803,null,3602,null,126315,null,5268,null,97593,null,4972,null,36138,null,2495,null,0400000US25,Massachusetts,25
4204894,null,19638,null,162026,null,6205,null,484467,null,10310,null,638715,null,13256,null,665608,null,13245,null,642019,null,11959,null,280832,null,8645,null,515575,null,10167,null,126547,null,5645,null,144442,null,5217,null,295034,null,8302,null,173043,null,6630,null,76586,null,3853,null,2219173,null,14333,null,82987,null,4320,null,225594,null,5743,null,312472,null,7859,null,333419,null,9648,null,334171,null,8509,null,148589,null,6157,null,282244,null,6887,null,72629,null,4079,null,85136,null,4511,null,176723,null,5209,null,113415,null,4915,null,51794,null,3185,null,1985721,null,13507,null,79039,null,3946,null,258873,null,7700,null,326243,null,9163,null,332189,null,7926,null,307848,null,8247,null,132243,null,5100,null,233331,null,7922,null,53918,null,3296,null,59306,null,3402,null,118311,null,5442,null,59628,null,3894,null,24792,null,2113,null,0400000US26,Michigan,26
2561677,null,11341,null,117164,null,3941,null,338110,null,8685,null,396738,null,8344,null,398229,null,7832,null,379805,null,8364,null,170978,null,5899,null,300202,null,6371,null,67836,null,3670,null,91997,null,4367,null,167547,null,5399,null,93895,null,3586,null,39176,null,2712,null,1353286,null,7894,null,62450,null,2896,null,164769,null,5763,null,198551,null,5869,null,203976,null,6219,null,197521,null,6027,null,90074,null,4231,null,166619,null,5508,null,36427,null,2645,null,50810,null,3565,null,96864,null,3729,null,56983,null,2628,null,28242,null,2262,null,1208391,null,7809,null,54714,null,2870,null,173341,null,5332,null,198187,null,6284,null,194253,null,6039,null,182284,null,5725,null,80904,null,3582,null,133583,null,4520,null,31409,null,2259,null,41187,null,2237,null,70683,null,3424,null,36912,null,2431,null,10934,null,1457,null,0400000US27,Minnesota,27
1108499,null,13616,null,52880,null,4073,null,137927,null,6718,null,175405,null,6982,null,188580,null,7408,null,164331,null,6791,null,60582,null,4162,null,150401,null,6319,null,24364,null,2781,null,26097,null,3160,null,67640,null,4201,null,37189,null,3562,null,23103,null,2552,null,578596,null,9260,null,27015,null,2611,null,67384,null,4769,null,84481,null,4691,null,96154,null,5149,null,82750,null,4819,null,31785,null,3350,null,85150,null,4359,null,12540,null,2190,null,14478,null,2337,null,36291,null,2886,null,23115,null,2737,null,17453,null,2194,null,529903,null,8324,null,25865,null,2992,null,70543,null,4871,null,90924,null,5181,null,92426,null,5259,null,81581,null,4231,null,28797,null,2836,null,65251,null,4399,null,11824,null,1677,null,11619,null,1799,null,31349,null,3018,null,14074,null,1883,null,5650,null,1266,null,0400000US28,Mississippi,28
2689126,null,17377,null,107922,null,5587,null,319019,null,8236,null,388497,null,9495,null,426468,null,11425,null,397946,null,8615,null,179181,null,6721,null,351451,null,8661,null,85434,null,4397,null,94920,null,5363,null,187479,null,6704,null,101551,null,4523,null,49258,null,3338,null,1403376,null,11155,null,54242,null,3359,null,156303,null,6132,null,184639,null,6412,null,210759,null,7324,null,203952,null,6408,null,92857,null,4610,null,192722,null,6311,null,50524,null,3113,null,50519,null,3709,null,107972,null,5182,null,63583,null,3723,null,35304,null,2807,null,1285750,null,13241,null,53680,null,3773,null,162716,null,7125,null,203858,null,6369,null,215709,null,8139,null,193994,null,5907,null,86324,null,4511,null,158729,null,6015,null,34910,null,2877,null,44401,null,3335,null,79507,null,3726,null,37968,null,2804,null,13954,null,1764,null,0400000US29,Missouri,29
427478,null,6537,null,39607,null,2994,null,85505,null,4529,null,89936,null,4575,null,74982,null,3951,null,53038,null,3969,null,14076,null,2005,null,28556,null,2708,null,4160,null,901,null,4717,null,822,null,13853,null,1557,null,11779,null,1590,null,7269,null,1315,null,229157,null,4631,null,21623,null,2257,null,42167,null,2920,null,45989,null,3485,null,39996,null,2583,null,28876,null,2478,null,6812,null,1425,null,15914,null,1776,null,2508,null,758,null,2448,null,611,null,8851,null,1235,null,8256,null,1416,null,5717,null,1109,null,198321,null,3964,null,17984,null,1657,null,43338,null,3219,null,43947,null,2669,null,34986,null,2577,null,24162,null,2491,null,7264,null,1330,null,12642,null,1913,null,1652,null,660,null,2269,null,610,null,5002,null,938,null,3523,null,779,null,1552,null,608,null,0400000US30,Montana,30
873741,null,8089,null,64700,null,2986,null,153545,null,5473,null,169082,null,5534,null,152845,null,5911,null,125334,null,4318,null,52637,null,3436,null,74503,null,4015,null,13518,null,1519,null,15416,null,1844,null,29570,null,2452,null,13105,null,1389,null,9486,null,1035,null,467358,null,5569,null,35083,null,2234,null,75616,null,3778,null,88865,null,4027,null,82894,null,4206,null,66350,null,3593,null,29053,null,2665,null,42184,null,3315,null,7099,null,1150,null,8158,null,1285,null,17239,null,1789,null,8446,null,1150,null,6371,null,898,null,406383,null,6282,null,29617,null,1982,null,77929,null,3571,null,80217,null,3612,null,69951,null,3336,null,58984,null,3142,null,23584,null,2117,null,32319,null,2463,null,6419,null,848,null,7258,null,1056,null,12331,null,1634,null,4659,null,830,null,3115,null,720,null,0400000US31,Nebraska,31
