B08412_001E,B08412_001EA,B08412_001M,B08412_001MA,B08412_002E,B08412_002EA,B08412_002M,B08412_002MA,B08412_003E,B08412_003EA,B08412_003M,B08412_003MA,B08412_004E,B08412_004EA,B08412_004M,B08412_004MA,B08412_005E,B08412_005EA,B08412_005M,B08412_005MA,B08412_006E,B08412_006EA,B08412_006M,B08412_006MA,B08412_007E,B08412_007EA,B08412_007M,B08412_007MA,B08412_008E,B08412_008EA,B08412_008M,B08412_008MA,B08412_009E,B08412_009EA,B08412_009M,B08412_009MA,B08412_010E,B08412_010EA,B08412_010M,B08412_010MA,B08412_011E,B08412_011EA,B08412_011M,B08412_011MA,B08412_012E,B08412_012EA,B08412_012M,B08412_012MA,B08412_013E,B08412_013EA,B08412_013M,B08412_013MA,B08412_014E,B08412_014EA,B08412_014M,B08412_014MA,B08412_015E,B08412_015EA,B08412_015M,B08412_015MA,B08412_016E,B08412_016EA,B08412_016M,B08412_016MA,B08412_017E,B08412_017EA,B08412_017M,B08412_017MA,B08412_018E,B08412_018EA,B08412_018M,B08412_018MA,B08412_019E,B08412_019EA,B08412_019M,B08412_019MA,B08412_020E,B08412_020EA,B08412_020M,B08412_020MA,B08412_021E,B08412_021EA,B08412_021M,B08412_021MA,B08412_022E,B08412_022EA,B08412_022M,B08412_022MA,B08412_023E,B08412_023EA,B08412_023M,B08412_023MA,B08412_024E,B08412_024EA,B08412_024M,B08412_024MA,B08412_025E,B08412_025EA,B08412_025M,B08412_025MA,B08412_026E,B08412_026EA,B08412_026M,B08412_026MA,B08412_027E,B08412_027EA,B08412_027M,B08412_027MA,B08412_028E,B08412_028EA,B08412_028M,B08412_028MA,B08412_029E,B08412_029EA,B08412_029M,B08412_029MA,B08412_030E,B08412_030EA,B08412_030M,B08412_030MA,B08412_031E,B08412_031EA,B08412_031M,B08412_031MA,B08412_032E,B08412_032EA,B08412_032M,B08412_032MA,B08412_033E,B08412_033EA,B08412_033M,B08412_033MA,B08412_034E,B08412_034EA,B08412_034M,B08412_034MA,B08412_035E,B08412_035EA,B08412_035M,B08412_035MA,B08412_036E,B08412_036EA,B08412_036M,B08412_036MA,B08412_037E,B08412_037EA,B08412_037M,B08412_037MA,B08412_038E,B08412_038EA,B08412_038M,B08412_038MA,B08412_039E,B08412_039EA,B08412_039M,B08412_039MA,GEO_ID,NAME,state
1892996,null,17669,null,67621,null,4804,null,196406,null,7286,null,280824,null,10113,null,340919,null,11400,null,280777,null,9581,null,117892,null,6792,null,255925,null,8936,null,52026,null,3388,null,53445,null,3981,null,135944,null,5959,null,76258,null,4408,null,34959,null,3337,null,1023141,null,11786,null,37522,null,3364,null,96102,null,4895,null,139854,null,6395,null,176516,null,8158,null,150559,null,7089,null,63737,null,4268,null,141290,null,6594,null,30061,null,2748,null,31369,null,3047,null,80107,null,4380,null,51871,null,3551,null,24153,null,2692,null,869855,null,11858,null,30099,null,2860,null,100304,null,5274,null,140970,null,5793,null,164403,null,6800,null,130218,null,5116,null,54155,null,4062,null,114635,null,5644,null,21965,null,2363,null,22076,null,2547,null,55837,null,3954,null,24387,null,2086,null,10806,null,1562,null,0400000US01,Alabama,01
315430,null,6079,null,30793,null,2794,null,60059,null,3673,null,62775,null,3878,null,54190,null,3657,null,41244,null,3249,null,14724,null,2296,null,20118,null,2321,null,2820,null,742,null,3711,null,973,null,8754,null,1323,null,9229,null,1512,null,7013,null,1487,null,176343,null,4490,null,18088,null,2075,null,30919,null,2646,null,34078,null,2738,null,29859,null,2535,null,24245,null,2383,null,7600,null,1571,null,10524,null,1614,null,2096,null,730,null,2032,null,654,null,4937,null,1019,null,5857,null,1272,null,6108,null,1389,null,139087,null,3460,null,12705,null,1727,null,29140,null,2305,null,28697,null,2324,null,24331,null,2434,null,16999,null,1994,null,7124,null,1486,null,9594,null,1516,null,724,null,326,null,1679,null,588,null,3817,null,754,null,3372,null,874,null,905,null,406,null,0400000US02,Alaska,02
2618947,null,18653,null,76782,null,4671,null,254172,null,9404,null,354922,null,11659,null,399185,null,11806,null,389343,null,12513,null,161323,null,6951,null,419758,null,11134,null,73081,null,5049,null,107465,null,6313,null,207069,null,9653,null,129321,null,6799,null,46526,null,3906,null,1466146,null,11823,null,38828,null,3585,null,124400,null,6217,null,189179,null,7834,null,212147,null,7815,null,215135,null,7435,null,88629,null,5496,null,255411,null,9133,null,41312,null,4124,null,63875,null,4242,null,121617,null,7202,null,83209,null,5487,null,32404,null,3341,null,1152801,null,11790,null,37954,null,3341,null,129772,null,6189,null,165743,null,7046,null,187038,null,8339,null,174208,null,7784,null,72694,null,4112,null,164347,null,6598,null,31769,null,2829,null,43590,null,4070,null,85452,null,5021,null,46112,null,3788,null,14122,null,1827,null,0400000US04,Arizona,04
1173523,null,11991,null,66312,null,4255,null,165361,null,5652,null,199215,null,6812,null,198552,null,7876,null,166642,null,6892,null,59134,null,3520,null,144428,null,6236,null,26559,null,2970,null,30156,null,2898,null,63679,null,4223,null,36347,null,3082,null,17138,null,2005,null,630392,null,8250,null,37189,null,3145,null,82078,null,4420,null,101044,null,5298,null,103533,null,5369,null,90133,null,4834,null,31060,null,2398,null,80710,null,4791,null,13730,null,2054,null,17313,null,1906,null,37768,null,2759,null,23129,null,2171,null,12705,null,1759,null,543131,null,7743,null,29123,null,2697,null,83283,null,3806,null,98171,null,4676,null,95019,null,4837,null,76509,null,4294,null,28074,null,2559,null,63718,null,3942,null,12829,null,2010,null,12843,null,2009,null,25911,null,2823,null,13218,null,1913,null,4433,null,1112,null,0400000US05,Arkansas,05
15632222,null,43894,null,383161,null,10533,null,1424287,null,22184,null,2124184,null,20468,null,2401887,null,25800,null,2247178,null,26469,null,844886,null,17020,null,2298825,null,24619,null,391370,null,12252,null,619658,null,16657,null,1242513,null,19269,null,1141459,null,22098,null,512814,null,12347,null,8770703,null,30050,null,201492,null,6961,null,698146,null,15316,null,1094269,null,16941,null,1291419,null,19303,null,1255879,null,18373,null,472827,null,12935,null,1351187,null,21377,null,229377,null,8914,null,374710,null,11256,null,739484,null,13993,null,715793,null,16992,null,346120,null,10786,null,6861519,null,27612,null,181669,null,6371,null,726141,null,14516,null,1029915,null,15215,null,1110468,null,16675,null,991299,null,15793,null,372059,null,9794,null,947638,null,14047,null,161993,null,7798,null,244948,null,8697,null,503029,null,13334,null,425666,null,11907,null,166694,null,7497,null,0400000US06,California,06
2288532,null,14417,null,87532,null,4822,null,249889,null,7562,null,329280,null,8142,null,365462,null,10019,null,337067,null,10126,null,162546,null,6352,null,303768,null,9332,null,60029,null,3700,null,77237,null,4528,null,176778,null,7187,null,100366,null,5785,null,38578,null,3147,null,1273120,null,9958,null,45778,null,3545,null,121725,null,5743,null,168813,null,6617,null,200097,null,7537,null,186196,null,6612,null,89759,null,5290,null,179748,null,6537,null,33618,null,3355,null,43626,null,3512,null,110334,null,5305,null,66331,null,5047,null,27095,null,2858,null,1015412,null,10582,null,41754,null,3527,null,128164,null,5299,null,160467,null,5709,null,165365,null,5660,null,150871,null,6508,null,72787,null,3697,null,124020,null,6475,null,26411,null,2476,null,33611,null,2828,null,66444,null,3951,null,34035,null,3107,null,11483,null,1513,null,0400000US08,Colorado,08
1644000,null,12981,null,50463,null,3399,null,174307,null,6661,null,259708,null,7431,null,274237,null,9294,null,254930,null,6492,null,113043,null,5368,null,203728,null,6642,null,43951,null,3654,null,59557,null,3619,null,104950,null,5178,null,72815,null,4611,null,32311,null,3077,null,857203,null,9186,null,26058,null,2404,null,78568,null,4238,null,128912,null,5135,null,135016,null,6451,null,130282,null,4807,null,58153,null,3938,null,110481,null,4519,null,26104,null,2901,null,33624,null,2903,null,62312,null,4339,null,47425,null,3648,null,20268,null,2247,null,786797,null,8364,null,24405,null,2277,null,95739,null,4886,null,130796,null,5452,null,139221,null,5796,null,124648,null,4404,null,54890,null,3420,null,93247,null,4296,null,17847,null,2483,null,25933,null,2254,null,42638,null,2812,null,25390,null,2554,null,12043,null,1656,null,0400000US09,Connecticut,09
401095,null,8667,null,10953,null,1900,null,38909,null,2750,null,58803,null,3936,null,70730,null,3992,null,63779,null,3980,null,25392,null,2398,null,56641,null,4642,null,10535,null,1344,null,12972,null,1799,null,29047,null,2720,null,16200,null,1885,null,7134,null,1484,null,208636,null,5063,null,5722,null,1195,null,19767,null,2123,null,28756,null,2801,null,34816,null,2976,null,31900,null,2601,null,13643,null,1848,null,29201,null,2880,null,7002,null,1296,null,7253,null,1127,null,15517,null,1932,null,9533,null,1411,null,5526,null,1327,null,192459,null,5690,null,5231,null,1338,null,19142,null,2081,null,30047,null,3038,null,35914,null,2647,null,31879,null,2882,null,11749,null,1616,null,27440,null,2789,null,3533,null,913,null,5719,null,1310,null,13530,null,1635,null,6667,null,1243,null,1608,null,516,null,0400000US10,Delaware,10
702795,null,11765,null,4317,null,1032,null,18551,null,2607,null,30246,null,3327,null,47055,null,4037,null,73383,null,4475,null,38431,null,3631,null,113102,null,5067,null,27428,null,2863,null,48377,null,3701,null,121533,null,6801,null,128504,null,6434,null,51868,null,4477,null,362856,null,7531,null,1888,null,586,null,9510,null,1987,null,15595,null,2117,null,26175,null,2901,null,36653,null,3216,null,20808,null,2911,null,58346,null,4326,null,15415,null,2203,null,25308,null,2361,null,60873,null,4505,null,63455,null,3855,null,28830,null,3101,null,339939,null,8314,null,2429,null,856,null,9041,null,1537,null,14651,null,2380,null,20880,null,2576,null,36730,null,3024,null,17623,null,1891,null,54756,null,3469,null,12013,null,1725,null,23069,null,3010,null,60660,null,4258,null,65049,null,4341,null,23038,null,2745,null,0400000US11,District of Columbia,11
7801754,null,34325,null,194042,null,8839,null,651547,null,17346,null,1012190,null,21297,null,1185802,null,18760,null,1243695,null,18529,null,487064,null,14747,null,1273035,null,19614,null,231189,null,8318,null,312399,null,10655,null,648944,null,14853,null,418481,null,13500,null,143366,null,6740,null,4175412,null,21699,null,101212,null,6593,null,317869,null,10928,null,498853,null,13363,null,601375,null,12058,null,659782,null,12509,null,260690,null,10376,null,714081,null,16502,null,129245,null,6251,null,172510,null,7222,null,369615,null,11774,null,253427,null,10101,null,96753,null,4989,null,3626342,null,23146,null,92830,null,5297,null,333678,null,10410,null,513337,null,12982,null,584427,null,14378,null,583913,null,12089,null,226374,null,8595,null,558954,null,12442,null,101944,null,6324,null,139889,null,7076,null,279329,null,8788,null,165054,null,6690,null,46613,null,4054,null,0400000US12,Florida,12
