B18007_001E,B18007_001EA,B18007_001M,B18007_001MA,B18007_002E,B18007_002EA,B18007_002M,B18007_002MA,B18007_003E,B18007_003EA,B18007_003M,B18007_003MA,B18007_004E,B18007_004EA,B18007_004M,B18007_004MA,B18007_005E,B18007_005EA,B18007_005M,B18007_005MA,B18007_006E,B18007_006EA,B18007_006M,B18007_006MA,B18007_007E,B18007_007EA,B18007_007M,B18007_007MA,B18007_008E,B18007_008EA,B18007_008M,B18007_008MA,B18007_009E,B18007_009EA,B18007_009M,B18007_009MA,B18007_010E,B18007_010EA,B18007_010M,B18007_010MA,B18007_011E,B18007_011EA,B18007_011M,B18007_011MA,B18007_012E,B18007_012EA,B18007_012M,B18007_012MA,B18007_013E,B18007_013EA,B18007_013M,B18007_013MA,B18007_014E,B18007_014EA,B18007_014M,B18007_014MA,B18007_015E,B18007_015EA,B18007_015M,B18007_015MA,B18007_016E,B18007_016EA,B18007_016M,B18007_016MA,B18007_017E,B18007_017EA,B18007_017M,B18007_017MA,B18007_018E,B18007_018EA,B18007_018M,B18007_018MA,B18007_019E,B18007_019EA,B18007_019M,B18007_019MA,B18007_020E,B18007_020EA,B18007_020M,B18007_020MA,B18007_021E,B18007_021EA,B18007_021M,B18007_021MA,B18007_022E,B18007_022EA,B18007_022M,B18007_022MA,B18007_023E,B18007_023EA,B18007_023M,B18007_023MA,B18007_024E,B18007_024EA,B18007_024M,B18007_024MA,B18007_025E,B18007_025EA,B18007_025M,B18007_025MA,B18007_026E,B18007_026EA,B18007_026M,B18007_026MA,B18007_027E,B18007_027EA,B18007_027M,B18007_027MA,GEO_ID,NAME,state
3555995,null,5175,null,1680997,null,5530,null,170316,null,4760,null,3655,null,1059,null,166661,null,4891,null,1260250,null,5140,null,61859,null,4816,null,1198391,null,6285,null,150666,null,1914,null,14510,null,1641,null,136156,null,2312,null,99765,null,1733,null,26385,null,1990,null,73380,null,2269,null,1874998,null,3489,null,165576,null,4462,null,2418,null,651,null,163158,null,4593,null,1360485,null,4823,null,84572,null,4491,null,1275913,null,5958,null,181094,null,1611,null,28546,null,1999,null,152548,null,2600,null,167843,null,1755,null,65062,null,2515,null,102781,null,2449,null,0400000US01,Alabama,01
503921,null,2418,null,255688,null,2451,null,28863,null,2171,null,301,null,209,null,28562,null,2185,null,204828,null,2467,null,4276,null,883,null,200552,null,2463,null,14320,null,619,null,1294,null,482,null,13026,null,701,null,7677,null,646,null,1478,null,419,null,6199,null,700,null,248233,null,1787,null,26637,null,1813,null,309,null,354,null,26328,null,1864,null,197430,null,1796,null,8718,null,1480,null,188712,null,1972,null,15032,null,1016,null,2427,null,772,null,12605,null,924,null,9134,null,610,null,3692,null,711,null,5442,null,709,null,0400000US02,Alaska,02
4765502,null,5017,null,2347587,null,4000,null,222594,null,5666,null,4181,null,987,null,218413,null,5757,null,1762636,null,4885,null,48565,null,3993,null,1714071,null,5587,null,196878,null,1155,null,10654,null,1728,null,186224,null,1994,null,165479,null,1023,null,28916,null,2461,null,136563,null,2531,null,2417915,null,3215,null,207673,null,5758,null,2021,null,569,null,205652,null,5741,null,1765924,null,4530,null,67466,null,4834,null,1698458,null,6013,null,222355,null,1218,null,19480,null,2157,null,202875,null,2212,null,221963,null,1263,null,67667,null,3627,null,154296,null,3605,null,0400000US04,Arizona,04
2161050,null,3744,null,1037889,null,4704,null,102874,null,4106,null,2106,null,578,null,100768,null,3972,null,770162,null,4824,null,36449,null,3205,null,733713,null,5792,null,95538,null,1513,null,8057,null,1262,null,87481,null,1927,null,69315,null,1266,null,15513,null,1716,null,53802,null,2053,null,1123161,null,3520,null,98697,null,3628,null,2853,null,998,null,95844,null,3845,null,811567,null,3718,null,42980,null,3074,null,768587,null,4668,null,110788,null,1406,null,13678,null,1416,null,97110,null,1843,null,102109,null,1387,null,34867,null,2477,null,67242,null,2717,null,0400000US05,Arkansas,05
27710198,null,10125,null,13600159,null,10067,null,1398614,null,12805,null,19967,null,2682,null,1378647,null,13134,null,10530871,null,12230,null,268980,null,8773,null,10261891,null,13908,null,931379,null,2616,null,74030,null,4306,null,857349,null,5109,null,739295,null,2944,null,158092,null,5338,null,581203,null,5600,null,14110039,null,7866,null,1335963,null,11972,null,17577,null,2146,null,1318386,null,12458,null,10548409,null,10258,null,341265,null,9947,null,10207144,null,12334,null,1095115,null,2650,null,129842,null,5208,null,965273,null,5776,null,1130552,null,3552,null,387388,null,8178,null,743164,null,8801,null,0400000US06,California,06
3720581,null,4379,null,1850663,null,4230,null,168341,null,5191,null,1750,null,614,null,166591,null,5203,null,1473143,null,4712,null,35810,null,3189,null,1437333,null,5578,null,124653,null,1484,null,7122,null,1222,null,117531,null,1858,null,84526,null,1342,null,15877,null,1613,null,68649,null,1947,null,1869918,null,3619,null,159152,null,4389,null,1644,null,574,null,157508,null,4414,null,1443741,null,4376,null,41664,null,3704,null,1402077,null,5320,null,138656,null,1639,null,11338,null,1452,null,127318,null,2003,null,128369,null,1616,null,37938,null,2464,null,90431,null,2728,null,0400000US08,Colorado,08
2724136,null,3360,null,1303800,null,3592,null,129491,null,3337,null,2322,null,780,null,127169,null,3294,null,988184,null,3096,null,22288,null,2310,null,965896,null,3783,null,102910,null,902,null,5490,null,1035,null,97420,null,1215,null,83215,null,1141,null,14801,null,1521,null,68414,null,1976,null,1420336,null,2713,null,123979,null,3167,null,1686,null,634,null,122293,null,3275,null,1039301,null,2437,null,27896,null,2817,null,1011405,null,3850,null,122141,null,1162,null,11420,null,1565,null,110721,null,1829,null,134915,null,1417,null,38046,null,2388,null,96869,null,2555,null,0400000US09,Connecticut,09
669539,null,1687,null,317421,null,1269,null,31207,null,1582,null,668,null,446,null,30539,null,1536,null,237138,null,1727,null,5495,null,1025,null,231643,null,2044,null,28408,null,699,null,1400,null,369,null,27008,null,829,null,20668,null,473,null,3210,null,643,null,17458,null,769,null,352118,null,1129,null,31120,null,1543,null,329,null,220,null,30791,null,1529,null,257867,null,1363,null,9192,null,1590,null,248675,null,2213,null,32410,null,596,null,2818,null,766,null,29592,null,814,null,30721,null,607,null,8196,null,1122,null,22525,null,1225,null,0400000US10,Delaware,10
471022,null,1606,null,215082,null,1945,null,18422,null,1512,null,60,null,101,null,18362,null,1506,null,170510,null,1526,null,3906,null,962,null,166604,null,1688,null,15241,null,461,null,1351,null,435,null,13890,null,661,null,10909,null,487,null,1330,null,545,null,9579,null,709,null,255940,null,1720,null,21454,null,1491,null,202,null,250,null,21252,null,1481,null,193813,null,1695,null,4833,null,1127,null,188980,null,1793,null,20170,null,507,null,3254,null,904,null,16916,null,913,null,20503,null,610,null,6493,null,927,null,14010,null,1068,null,0400000US11,District of Columbia,11
14372681,null,9104,null,6909971,null,8887,null,598900,null,9118,null,11398,null,2103,null,587502,null,9236,null,4979559,null,8274,null,140703,null,6259,null,4838856,null,10083,null,677196,null,3254,null,43196,null,3159,null,634000,null,4700,null,654316,null,3249,null,113051,null,4962,null,541265,null,5515,null,7462710,null,7838,null,571830,null,9858,null,6920,null,1671,null,564910,null,9752,null,5212392,null,7630,null,180698,null,6829,null,5031694,null,9145,null,794749,null,3267,null,73908,null,4371,null,720841,null,5358,null,883739,null,4054,null,242959,null,7781,null,640780,null,7155,null,0400000US12,Florida,12
