B19019_001E,B19019_001EA,B19019_001M,B19019_001MA,B19019_002E,B19019_002EA,B19019_002M,B19019_002MA,B19019_003E,B19019_003EA,B19019_003M,B19019_003MA,B19019_004E,B19019_004EA,B19019_004M,B19019_004MA,B19019_005E,B19019_005EA,B19019_005M,B19019_005MA,B19019_006E,B19019_006EA,B19019_006M,B19019_006MA,B19019_007E,B19019_007EA,B19019_007M,B19019_007MA,B19019_008E,B19019_008EA,B19019_008M,B19019_008MA,GEO_ID,NAME,state
40554,null,428,null,20313,null,474,null,45463,null,1023,null,51070,null,1216,null,61436,null,1646,null,59816,null,2933,null,56411,null,8397,null,54279,null,6380,null,0400000US01,Alabama,01
64333,null,1594,null,35558,null,2654,null,71114,null,2396,null,74443,null,5962,null,88287,null,4640,null,75454,null,7173,null,83510,null,12869,null,87008,null,6592,null,0400000US02,Alaska,02
49889,null,508,null,28674,null,702,null,56805,null,796,null,63448,null,2374,null,68720,null,2295,null,61172,null,2359,null,57829,null,2779,null,58307,null,4285,null,0400000US04,Arizona,04
38134,null,739,null,19083,null,669,null,43896,null,1054,null,47616,null,1811,null,53799,null,2335,null,49339,null,3526,null,49609,null,3250,null,46062,null,7851,null,0400000US05,Arkansas,05
59948,null,295,null,33772,null,515,null,66206,null,569,null,71196,null,838,null,77919,null,1055,null,66951,null,1140,null,66204,null,1438,null,74609,null,2620,null,0400000US06,California,06
55212,null,650,null,31347,null,627,null,64305,null,1175,null,69038,null,2198,null,76128,null,2097,null,71039,null,2956,null,61548,null,4614,null,66957,null,5292,null,0400000US08,Colorado,08
65967,null,815,null,32019,null,799,null,71037,null,1453,null,82688,null,2170,null,98598,null,2346,null,101411,null,3061,null,89919,null,9000,null,85222,null,16609,null,0400000US09,Connecticut,09
54610,null,1581,null,29904,null,1669,null,60603,null,2661,null,73297,null,4340,null,76373,null,3883,null,75180,null,7071,null,66682,null,16793,null,59176,null,10602,null,0400000US10,Delaware,10
54317,null,1984,null,41575,null,1841,null,78472,null,4643,null,70411,null,9994,null,68073,null,7476,null,71455,null,18221,null,55143,null,63618,null,81676,null,44014,null,0400000US11,District of Columbia,11
47804,null,341,null,26663,null,374,null,53618,null,500,null,60139,null,819,null,68103,null,1268,null,65232,null,1231,null,62994,null,2820,null,61678,null,3420,null,0400000US12,Florida,12
49136,null,488,null,28146,null,760,null,53199,null,906,null,60315,null,1105,null,68095,null,1531,null,62336,null,2501,null,59320,null,3709,null,58082,null,3205,null,0400000US13,Georgia,13
63746,null,1923,null,31919,null,1511,null,64977,null,2143,null,72132,null,3600,null,85340,null,4215,null,88854,null,6555,null,91139,null,9934,null,112248,null,9851,null,0400000US15,Hawaii,15
46253,null,755,null,24490,null,910,null,50653,null,1307,null,52883,null,1821,null,63649,null,3427,null,59859,null,3380,null,57856,null,5907,null,66099,null,10255,null,0400000US16,Idaho,16
54124,null,370,null,29557,null,696,null,59446,null,759,null,66794,null,1007,null,77893,null,1127,null,73288,null,1640,null,70178,null,3246,null,71840,null,3369,null,0400000US17,Illinois,17
47448,null,378,null,25756,null,427,null,51676,null,522,null,59888,null,1428,null,67108,null,1262,null,67293,null,2328,null,63160,null,2454,null,66612,null,5269,null,0400000US18,Indiana,18
47292,null,577,null,23494,null,637,null,53158,null,816,null,61104,null,1392,null,69805,null,1928,null,67508,null,3520,null,62656,null,4533,null,63931,null,9798,null,0400000US19,Iowa,19
47451,null,640,null,25183,null,728,null,53661,null,1110,null,60998,null,1764,null,71288,null,1665,null,67838,null,3194,null,62146,null,3396,null,55373,null,4546,null,0400000US20,Kansas,20
40267,null,522,null,20740,null,495,null,44640,null,882,null,54015,null,1235,null,62219,null,1889,null,58157,null,4030,null,54924,null,4108,null,54401,null,6181,null,0400000US21,Kentucky,21
40926,null,457,null,20420,null,714,null,45663,null,827,null,51158,null,1568,null,63344,null,2672,null,58762,null,3691,null,50910,null,8652,null,54036,null,7739,null,0400000US22,Louisiana,22
45888,null,710,null,21734,null,754,null,50882,null,1098,null,62386,null,2238,null,67643,null,2394,null,62472,null,3680,null,63494,null,7301,null,62987,null,17094,null,0400000US23,Maine,23
68080,null,740,null,37149,null,689,null,72914,null,1333,null,83408,null,1874,null,97833,null,2003,null,100966,null,2215,null,91607,null,4725,null,88929,null,6937,null,0400000US24,Maryland,24
62365,null,510,null,30639,null,638,null,67127,null,1060,null,81053,null,1530,null,95790,null,1917,null,100789,null,2565,null,97261,null,4862,null,101821,null,8455,null,0400000US25,Massachusetts,25
47950,null,386,null,26075,null,363,null,52017,null,627,null,61057,null,829,null,72192,null,1096,null,70618,null,1621,null,63660,null,3352,null,57044,null,2892,null,0400000US26,Michigan,26
55802,null,605,null,29189,null,775,null,61080,null,646,null,72095,null,1605,null,82748,null,1266,null,79644,null,2292,null,73414,null,3343,null,68657,null,6307,null,0400000US27,Minnesota,27
36338,null,686,null,17882,null,894,null,41032,null,1140,null,45605,null,2035,null,53240,null,2160,null,50866,null,2775,null,43762,null,4653,null,44192,null,9479,null,0400000US28,Mississippi,28
45114,null,489,null,23261,null,517,null,50525,null,705,null,57271,null,1440,null,66802,null,1462,null,64209,null,2543,null,64480,null,3785,null,57095,null,6026,null,0400000US29,Missouri,29
43531,null,1028,null,22353,null,1349,null,50450,null,1614,null,51116,null,2647,null,62033,null,2808,null,58263,null,2753,null,59056,null,5293,null,53614,null,16175,null,0400000US30,Montana,30
47085,null,689,null,24767,null,810,null,52419,null,1243,null,59871,null,2206,null,68243,null,2001,null,66845,null,3580,null,59743,null,3820,null,66638,null,18189,null,0400000US31,Nebraska,31
55062,null,936,null,31875,null,929,null,61037,null,1128,null,65968,null,1887,null,73548,null,3344,null,71505,null,2616,null,66937,null,5184,null,64509,null,9560,null,0400000US32,Nevada,32
62369,null,1147,null,29886,null,1616,null,65445,null,1614,null,76628,null,3406,null,89541,null,3165,null,88941,null,5502,null,89977,null,17844,null,112642,null,18527,null,0400000US33,New Hampshire,33
