C16001_001E,C16001_001EA,C16001_001M,C16001_001MA,C16001_002E,C16001_002EA,C16001_002M,C16001_002MA,C16001_003E,C16001_003EA,C16001_003M,C16001_003MA,C16001_004E,C16001_004EA,C16001_004M,C16001_004MA,C16001_005E,C16001_005EA,C16001_005M,C16001_005MA,C16001_006E,C16001_006EA,C16001_006M,C16001_006MA,C16001_007E,C16001_007EA,C16001_007M,C16001_007MA,C16001_008E,C16001_008EA,C16001_008M,C16001_008MA,C16001_009E,C16001_009EA,C16001_009M,C16001_009MA,C16001_010E,C16001_010EA,C16001_010M,C16001_010MA,C16001_011E,C16001_011EA,C16001_011M,C16001_011MA,C16001_012E,C16001_012EA,C16001_012M,C16001_012MA,C16001_013E,C16001_013EA,C16001_013M,C16001_013MA,GEO_ID,NAME,state
11703178,null,2317,null,10596161,null,18679,null,441766,null,10402,null,54247,null,6158,null,119980,null,7936,null,89205,null,7005,null,161882,null,7892,null,26804,null,3673,null,59157,null,5163,null,33822,null,4962,null,10585,null,1741,null,52297,null,4827,null,57272,null,5799,null,0400000US42,Pennsylvania,42
996158,null,751,null,789087,null,7240,null,99961,null,2715,null,18677,null,3065,null,2485,null,1101,null,5299,null,1602,null,51690,null,6105,null,2398,null,1406,null,6586,null,2225,null,1267,null,1220,null,902,null,534,null,9695,null,1960,null,8111,null,2359,null,0400000US44,Rhode Island,44
4113842,null,2081,null,3872698,null,7406,null,145215,null,4991,null,13123,null,2223,null,12104,null,2031,null,8800,null,2384,null,21566,null,3322,null,3160,null,1269,null,9672,null,2766,null,4376,null,1733,null,5370,null,1489,null,9517,null,1901,null,8241,null,2589,null,0400000US45,South Carolina,45
740248,null,1039,null,693864,null,3298,null,12045,null,1582,null,796,null,468,null,11069,null,1933,null,2950,null,1062,null,1749,null,701,null,275,null,210,null,619,null,359,null,966,null,466,null,1724,null,649,null,1064,null,478,null,13127,null,1989,null,0400000US46,South Dakota,46
5750581,null,2490,null,5415021,null,9094,null,190156,null,5935,null,13336,null,2144,null,19039,null,3604,null,12191,null,3136,null,28671,null,4131,null,7649,null,2428,null,11122,null,2348,null,8148,null,2935,null,3967,null,1065,null,19882,null,3331,null,21399,null,4336,null,0400000US47,Tennessee,47
21924924,null,4212,null,14487090,null,33801,null,6421693,null,29143,null,65610,null,5215,null,78087,null,5217,null,43299,null,5143,null,228616,null,13854,null,47857,null,4134,null,114422,null,8024,null,159398,null,10290,null,50692,null,4917,null,112633,null,7143,null,115527,null,11356,null,0400000US48,Texas,48
2392633,null,1600,null,2060951,null,9818,null,217924,null,6914,null,7978,null,2032,null,11794,null,1959,null,10051,null,2274,null,23013,null,3501,null,5100,null,1768,null,9295,null,2122,null,5492,null,2098,null,3390,null,994,null,22901,null,2842,null,14744,null,1925,null,0400000US49,Utah,49
588849,null,722,null,558675,null,2658,null,6494,null,1400,null,10067,null,1542,null,3144,null,1041,null,2113,null,963,null,4160,null,1081,null,191,null,150,null,687,null,537,null,1218,null,679,null,117,null,129,null,1116,null,766,null,867,null,415,null,0400000US50,Vermont,50
7201765,null,3517,null,6245517,null,15770,null,424381,null,8602,null,44047,null,5560,null,29062,null,3416,null,27962,null,4454,null,128592,null,10330,null,55006,null,5868,null,47184,null,4378,null,38914,null,5601,null,38565,null,4826,null,47242,null,5504,null,75293,null,8669,null,0400000US51,Virginia,51
6046464,null,2021,null,5034024,null,14311,null,442464,null,9928,null,24664,null,3013,null,38429,null,3759,null,75317,null,7418,null,72059,null,5835,null,49361,null,6336,null,74508,null,7528,null,56879,null,6867,null,50662,null,6011,null,83494,null,6762,null,44603,null,5656,null,0400000US53,Washington,53
1707922,null,1406,null,1668769,null,3884,null,17914,null,2301,null,3148,null,876,null,3082,null,897,null,1490,null,612,null,5315,null,1351,null,265,null,234,null,2372,null,1035,null,1252,null,865,null,675,null,440,null,1690,null,921,null,1950,null,678,null,0400000US54,West Virginia,54
5245596,null,1650,null,4816806,null,9968,null,223741,null,5376,null,12299,null,1534,null,44242,null,3093,null,26918,null,4178,null,36447,null,3658,null,6064,null,1835,null,9663,null,1512,null,3547,null,1106,null,4058,null,1128,null,46067,null,4439,null,15744,null,3331,null,0400000US55,Wisconsin,55
487399,null,1061,null,456980,null,3326,null,20126,null,2860,null,561,null,329,null,2494,null,819,null,978,null,808,null,2115,null,1120,null,251,null,266,null,550,null,470,null,339,null,563,null,94,null,168,null,518,null,442,null,2393,null,1104,null,0400000US56,Wyoming,56
3697190,null,0,*****,174694,null,10136,null,3517822,null,10232,null,1819,null,656,null,618,null,444,null,59,null,88,null,1045,null,417,null,0,null,283,null,898,null,798,null,0,null,283,null,0,null,283,null,162,null,157,null,73,null,105,null,0400000US72,Puerto Rico,72
