B25087_001E,B25087_001EA,B25087_001M,B25087_001MA,B25087_002E,B25087_002EA,B25087_002M,B25087_002MA,B25087_003E,B25087_003EA,B25087_003M,B25087_003MA,B25087_004E,B25087_004EA,B25087_004M,B25087_004MA,B25087_005E,B25087_005EA,B25087_005M,B25087_005MA,B25087_006E,B25087_006EA,B25087_006M,B25087_006MA,B25087_007E,B25087_007EA,B25087_007M,B25087_007MA,B25087_008E,B25087_008EA,B25087_008M,B25087_008MA,B25087_009E,B25087_009EA,B25087_009M,B25087_009MA,B25087_010E,B25087_010EA,B25087_010M,B25087_010MA,B25087_011E,B25087_011EA,B25087_011M,B25087_011MA,B25087_012E,B25087_012EA,B25087_012M,B25087_012MA,B25087_013E,B25087_013EA,B25087_013M,B25087_013MA,B25087_014E,B25087_014EA,B25087_014M,B25087_014MA,B25087_015E,B25087_015EA,B25087_015M,B25087_015MA,B25087_016E,B25087_016EA,B25087_016M,B25087_016MA,B25087_017E,B25087_017EA,B25087_017M,B25087_017MA,B25087_018E,B25087_018EA,B25087_018M,B25087_018MA,B25087_019E,B25087_019EA,B25087_019M,B25087_019MA,B25087_020E,B25087_020EA,B25087_020M,B25087_020MA,B25087_021E,B25087_021EA,B25087_021M,B25087_021MA,B25087_022E,B25087_022EA,B25087_022M,B25087_022MA,B25087_023E,B25087_023EA,B25087_023M,B25087_023MA,B25087_024E,B25087_024EA,B25087_024M,B25087_024MA,B25087_025E,B25087_025EA,B25087_025M,B25087_025MA,B25087_026E,B25087_026EA,B25087_026M,B25087_026MA,B25087_027E,B25087_027EA,B25087_027M,B25087_027MA,B25087_028E,B25087_028EA,B25087_028M,B25087_028MA,B25087_029E,B25087_029EA,B25087_029M,B25087_029MA,GEO_ID,NAME,state
1287825,null,11794,null,783099,null,11189,null,412,null,276,null,4091,null,1014,null,10646,null,1470,null,28362,null,2443,null,44171,null,3469,null,63197,null,3709,null,67761,null,4062,null,73315,null,4102,null,70475,null,3461,null,148727,null,6228,null,98480,null,4424,null,94751,null,4420,null,40371,null,2833,null,17254,null,1915,null,21086,null,2042,null,504726,null,7302,null,10510,null,1718,null,23994,null,2307,null,56302,null,3210,null,74521,null,4434,null,80008,null,4256,null,68808,null,2904,null,57331,null,3076,null,66881,null,3030,null,30941,null,2178,null,13981,null,1719,null,21449,null,2183,null,0400000US01,Alabama,01
149018,null,3290,null,106434,null,3482,null,182,null,183,null,61,null,59,null,680,null,218,null,1094,null,408,null,949,null,348,null,1396,null,454,null,2042,null,469,null,3398,null,754,null,3741,null,857,null,12149,null,1402,null,14171,null,1594,null,30867,null,2409,null,17607,null,1959,null,10043,null,1355,null,8054,null,1181,null,42584,null,2470,null,810,null,294,null,1003,null,336,null,2067,null,532,null,1605,null,341,null,2963,null,744,null,2947,null,700,null,3186,null,732,null,5372,null,881,null,5959,null,913,null,5433,null,917,null,11239,null,1329,null,0400000US02,Alaska,02
1533145,null,12918,null,1088152,null,14480,null,604,null,425,null,2786,null,762,null,7162,null,1201,null,12968,null,2195,null,21724,null,2156,null,35402,null,2543,null,43876,null,3238,null,54569,null,3220,null,66246,null,3891,null,162695,null,6201,null,159120,null,5985,null,252928,null,8709,null,129354,null,5012,null,60085,null,3588,null,78633,null,3423,null,444993,null,8776,null,20258,null,1986,null,23538,null,2091,null,36646,null,3251,null,50015,null,3591,null,55324,null,2996,null,53773,null,3506,null,48359,null,3432,null,74357,null,3596,null,35385,null,2533,null,21894,null,2186,null,25444,null,2295,null,0400000US04,Arizona,04
746839,null,10273,null,444022,null,9086,null,462,null,289,null,1968,null,667,null,7069,null,1412,null,22201,null,2620,null,39857,null,2774,null,46652,null,3466,null,48729,null,3191,null,47286,null,3860,null,38969,null,2522,null,73653,null,3988,null,42249,null,3312,null,44133,null,3119,null,15830,null,1952,null,5800,null,1017,null,9164,null,1232,null,302817,null,6609,null,7323,null,1211,null,17876,null,1699,null,34525,null,2760,null,46741,null,3227,null,51072,null,3395,null,41572,null,3239,null,31843,null,2597,null,38126,null,2410,null,16881,null,1895,null,7660,null,1231,null,9198,null,1398,null,0400000US05,Arkansas,05
7076972,null,24937,null,5381874,null,22097,null,1703,null,710,null,4827,null,1074,null,13716,null,2088,null,25726,null,2140,null,39680,null,2348,null,60071,null,3513,null,75315,null,4407,null,96520,null,4609,null,113567,null,4819,null,353636,null,9251,null,430786,null,9678,null,929688,null,14641,null,868911,null,14127,null,700092,null,12062,null,1667636,null,16752,null,1695098,null,14541,null,34109,null,2665,null,45816,null,2576,null,85672,null,4234,null,132706,null,5010,null,163823,null,5643,null,163992,null,4455,null,151426,null,5626,null,258507,null,7401,null,194034,null,6019,null,135737,null,5392,null,329276,null,7222,null,0400000US06,California,06
1280207,null,11127,null,982672,null,12272,null,626,null,284,null,2040,null,765,null,3965,null,913,null,9482,null,1655,null,13702,null,1834,null,20069,null,2117,null,31156,null,2914,null,38052,null,2611,null,41453,null,2861,null,132373,null,4790,null,157719,null,5619,null,261067,null,7402,null,136929,null,4632,null,60982,null,3899,null,73057,null,3315,null,297535,null,7908,null,2498,null,628,null,7908,null,1304,null,18894,null,2177,null,29093,null,2358,null,41817,null,3055,null,40408,null,2865,null,36694,null,2976,null,52743,null,3402,null,28724,null,2380,null,15991,null,1737,null,22765,null,1782,null,0400000US08,Colorado,08
924839,null,7954,null,664729,null,8049,null,13,null,21,null,660,null,329,null,1473,null,468,null,2260,null,562,null,3730,null,1012,null,5433,null,1209,null,6171,null,1091,null,11350,null,1743,null,15973,null,1820,null,53533,null,3171,null,74704,null,4430,null,166563,null,5671,null,123262,null,5168,null,76992,null,3921,null,122612,null,4125,null,260110,null,5917,null,900,null,420,null,525,null,287,null,763,null,325,null,1637,null,561,null,2759,null,825,null,4039,null,869,null,5973,null,1018,null,26064,null,2136,null,42278,null,2787,null,39700,null,2600,null,135472,null,4609,null,0400000US09,Connecticut,09
238141,null,4151,null,169331,null,3858,null,63,null,85,null,234,null,207,null,1517,null,540,null,1355,null,399,null,2856,null,848,null,3459,null,722,null,6380,null,1263,null,8604,null,1251,null,8501,null,1398,null,25935,null,2335,null,28277,null,2578,null,39841,null,2585,null,22527,null,1963,null,9034,null,1544,null,10748,null,1345,null,68810,null,2781,null,339,null,321,null,1755,null,576,null,3594,null,828,null,6441,null,1017,null,9098,null,1382,null,7823,null,1094,null,8005,null,1203,null,12715,null,1377,null,8253,null,1168,null,4551,null,955,null,6236,null,1039,null,0400000US10,Delaware,10
111813,null,2883,null,85774,null,3207,null,146,null,178,null,142,null,175,null,301,null,192,null,536,null,381,null,487,null,273,null,1194,null,651,null,1718,null,567,null,1682,null,554,null,2631,null,698,null,7403,null,1370,null,8057,null,1368,null,16327,null,2011,null,12011,null,1712,null,10438,null,1435,null,22701,null,2201,null,26039,null,2124,null,374,null,254,null,455,null,275,null,1031,null,428,null,1554,null,556,null,1372,null,440,null,2367,null,629,null,2425,null,722,null,3750,null,859,null,2145,null,683,null,2807,null,905,null,7759,null,1164,null,0400000US11,District of Columbia,11
5005708,null,26411,null,3288932,null,22623,null,1070,null,427,null,6085,null,1223,null,16282,null,2007,null,34973,null,3263,null,64463,null,4716,null,94178,null,5164,null,123646,null,5569,null,147912,null,6181,null,165887,null,6461,null,442762,null,11380,null,427824,null,10209,null,697477,null,12866,null,447890,null,11605,null,246571,null,7748,null,371912,null,8850,null,1716776,null,17430,null,27423,null,2495,null,48169,null,3000,null,79532,null,4507,null,105357,null,4747,null,131917,null,5331,null,142977,null,6390,null,153815,null,6297,null,277215,null,7892,null,216770,null,7899,null,155816,null,6486,null,377785,null,8565,null,0400000US12,Florida,12
