C07008_001E,C07008_001EA,C07008_001M,C07008_001MA,C07008_002E,C07008_002EA,C07008_002M,C07008_002MA,C07008_003E,C07008_003EA,C07008_003M,C07008_003MA,C07008_004E,C07008_004EA,C07008_004M,C07008_004MA,C07008_005E,C07008_005EA,C07008_005M,C07008_005MA,C07008_006E,C07008_006EA,C07008_006M,C07008_006MA,C07008_007E,C07008_007EA,C07008_007M,C07008_007MA,C07008_008E,C07008_008EA,C07008_008M,C07008_008MA,C07008_009E,C07008_009EA,C07008_009M,C07008_009MA,C07008_010E,C07008_010EA,C07008_010M,C07008_010MA,C07008_011E,C07008_011EA,C07008_011M,C07008_011MA,C07008_012E,C07008_012EA,C07008_012M,C07008_012MA,C07008_013E,C07008_013EA,C07008_013M,C07008_013MA,C07008_014E,C07008_014EA,C07008_014M,C07008_014MA,C07008_015E,C07008_015EA,C07008_015M,C07008_015MA,C07008_016E,C07008_016EA,C07008_016M,C07008_016MA,C07008_017E,C07008_017EA,C07008_017M,C07008_017MA,C07008_018E,C07008_018EA,C07008_018M,C07008_018MA,C07008_019E,C07008_019EA,C07008_019M,C07008_019MA,C07008_020E,C07008_020EA,C07008_020M,C07008_020MA,C07008_021E,C07008_021EA,C07008_021M,C07008_021MA,C07008_022E,C07008_022EA,C07008_022M,C07008_022MA,C07008_023E,C07008_023EA,C07008_023M,C07008_023MA,C07008_024E,C07008_024EA,C07008_024M,C07008_024MA,C07008_025E,C07008_025EA,C07008_025M,C07008_025MA,C07008_026E,C07008_026EA,C07008_026M,C07008_026MA,C07008_027E,C07008_027EA,C07008_027M,C07008_027MA,C07008_028E,C07008_028EA,C07008_028M,C07008_028MA,C07008_029E,C07008_029EA,C07008_029M,C07008_029MA,C07008_030E,C07008_030EA,C07008_030M,C07008_030MA,GEO_ID,NAME,state
3702685,null,3710,null,1002318,null,15326,null,1894188,null,21980,null,526942,null,11400,null,279237,null,8312,null,3105782,null,16306,null,757945,null,14461,null,1675745,null,20509,null,415925,null,10081,null,256167,null,8046,null,340630,null,12451,null,136217,null,8113,null,119819,null,7611,null,69521,null,5214,null,15073,null,2154,null,127956,null,6720,null,55831,null,4066,null,44782,null,4778,null,23238,null,2583,null,4105,null,910,null,112195,null,6562,null,44815,null,3954,null,47102,null,4237,null,16553,null,2138,null,3725,null,856,null,16122,null,3381,null,7510,null,2522,null,6740,null,1995,null,1705,null,685,null,167,null,148,null,0400000US01,Alabama,01
537579,null,1393,null,174531,null,5475,null,272379,null,6782,null,72968,null,5007,null,17701,null,1498,null,424110,null,6797,null,125082,null,5589,null,228629,null,6473,null,54508,null,4014,null,15891,null,1477,null,59094,null,5272,null,25969,null,2882,null,20962,null,3178,null,11133,null,2082,null,1030,null,417,null,17023,null,2458,null,7261,null,1345,null,6129,null,1736,null,3269,null,884,null,364,null,434,null,30071,null,3205,null,12240,null,1795,null,13876,null,2569,null,3550,null,985,null,405,null,280,null,7281,null,2231,null,3979,null,1536,null,2783,null,1250,null,508,null,634,null,11,null,18,null,0400000US02,Alaska,02
4937757,null,1440,null,1512155,null,19941,null,2432539,null,26442,null,703772,null,16525,null,289291,null,9121,null,3958917,null,21661,null,1092702,null,19477,null,2081868,null,23036,null,529190,null,14340,null,255157,null,8312,null,623050,null,17055,null,276218,null,12067,null,205479,null,11305,null,121145,null,8045,null,20208,null,2333,null,89209,null,7340,null,42493,null,4234,null,28667,null,4298,null,15889,null,2572,null,2160,null,748,null,215744,null,12559,null,79945,null,7127,null,92013,null,8389,null,33130,null,3683,null,10656,null,2118,null,50837,null,6030,null,20797,null,3326,null,24512,null,3427,null,4418,null,1540,null,1110,null,628,null,0400000US04,Arizona,04
2251796,null,2484,null,553499,null,10583,null,1207865,null,16135,null,320195,null,9634,null,170237,null,4529,null,1848833,null,12978,null,397448,null,10466,null,1054389,null,15174,null,243883,null,8769,null,153113,null,4238,null,234832,null,10759,null,88759,null,6304,null,89756,null,5909,null,44929,null,4122,null,11388,null,1768,null,91751,null,5576,null,40410,null,3816,null,28597,null,2988,null,19978,null,2597,null,2766,null,695,null,68536,null,5855,null,23730,null,3095,null,31285,null,4257,null,10627,null,1940,null,2894,null,844,null,7844,null,1852,null,3152,null,1024,null,3838,null,1180,null,778,null,478,null,76,null,96,null,0400000US05,Arkansas,05
28831162,null,3164,null,9966272,null,45480,null,13880741,null,59025,null,3444767,null,31865,null,1539382,null,15293,null,24340590,null,54096,null,7835374,null,48096,null,12299007,null,54238,null,2809124,null,29280,null,1397085,null,15052,null,2873549,null,45295,null,1332622,null,28299,null,1016061,null,27223,null,433179,null,14944,null,91687,null,5260,null,953793,null,20671,null,490376,null,15210,null,296587,null,12803,null,137444,null,5790,null,29386,null,2977,null,415244,null,12368,null,200241,null,7474,null,152080,null,8475,null,49919,null,4304,null,13004,null,2036,null,247986,null,11969,null,107659,null,7409,null,117006,null,8536,null,15101,null,2350,null,8220,null,1802,null,0400000US06,California,06
3867717,null,2320,null,1136887,null,13518,null,2011553,null,17768,null,541133,null,13116,null,178144,null,5848,null,3116880,null,16511,null,802594,null,14704,null,1741375,null,16039,null,415552,null,10907,null,157359,null,5582,null,373151,null,13549,null,167672,null,9177,null,126592,null,8463,null,67836,null,5450,null,11051,null,1845,null,192915,null,8766,null,89773,null,5363,null,63258,null,5147,null,34513,null,3649,null,5371,null,1131,null,160190,null,8869,null,66191,null,5095,null,68274,null,5811,null,21513,null,3200,null,4212,null,1063,null,24581,null,3251,null,10657,null,1858,null,12054,null,2415,null,1719,null,647,null,151,null,167,null,0400000US08,Colorado,08
2834130,null,1717,null,892917,null,11136,null,1438206,null,15096,null,316360,null,9000,null,186647,null,5913,null,2473415,null,12989,null,712748,null,11134,null,1327447,null,15455,null,262172,null,8274,null,171048,null,5733,null,216887,null,11062,null,101342,null,7340,null,64348,null,5949,null,40706,null,3744,null,10491,null,1701,null,59223,null,4382,null,34822,null,2992,null,16018,null,2704,null,6089,null,1278,null,2294,null,736,null,69804,null,4808,null,38152,null,3004,null,22939,null,2877,null,6432,null,1916,null,2281,null,724,null,14801,null,2062,null,5853,null,1247,null,7454,null,1509,null,961,null,562,null,533,null,300,null,0400000US09,Connecticut,09
694868,null,560,null,213677,null,6347,null,349908,null,9423,null,82605,null,4734,null,48678,null,2994,null,591323,null,6617,null,162892,null,6134,null,318263,null,9478,null,66742,null,4200,null,43426,null,2810,null,59359,null,4953,null,29153,null,3125,null,16243,null,2674,null,10894,null,1994,null,3069,null,974,null,7621,null,1925,null,3895,null,1022,null,2485,null,1093,null,1084,null,475,null,157,null,147,null,32939,null,3397,null,16307,null,1874,null,11055,null,2382,null,3760,null,1106,null,1817,null,609,null,3626,null,1121,null,1430,null,716,null,1862,null,894,null,125,null,144,null,209,null,307,null,0400000US10,Delaware,10
494235,null,320,null,265864,null,5339,null,132401,null,6660,null,66153,null,4675,null,29817,null,2035,null,396083,null,5779,null,197824,null,6700,null,114194,null,6653,null,56620,null,4460,null,27445,null,1913,null,48088,null,4983,null,32336,null,3734,null,8569,null,2626,null,5745,null,1421,null,1438,null,579,null,0,null,300,null,0,null,300,null,0,null,300,null,0,null,300,null,0,null,300,null,43911,null,3781,null,31497,null,2902,null,8029,null,1945,null,3451,null,1059,null,934,null,553,null,6153,null,1577,null,4207,null,1435,null,1609,null,947,null,337,null,292,null,0,null,300,null,0400000US11,District of Columbia,11
14926522,null,3960,null,4191857,null,31887,null,7437955,null,49840,null,2173255,null,32558,null,1123455,null,15347,null,12468669,null,32544,null,3146091,null,29398,null,6566648,null,49397,null,1740575,null,31356,null,1015355,null,15709,null,1418822,null,25303,null,603258,null,15877,null,478793,null,17087,null,272913,null,9161,null,63858,null,4582,null,493146,null,15541,null,228531,null,10977,null,155047,null,8099,null,89232,null,5674,null,20336,null,2470,null,418302,null,15683,null,163547,null,8713,null,177349,null,9063,null,58304,null,4478,null,19102,null,2512,null,127583,null,8578,null,50430,null,5734,null,60118,null,5659,null,12231,null,2371,null,4804,null,1478,null,0400000US12,Florida,12
