B07008_001E,B07008_001EA,B07008_001M,B07008_001MA,B07008_002E,B07008_002EA,B07008_002M,B07008_002MA,B07008_003E,B07008_003EA,B07008_003M,B07008_003MA,B07008_004E,B07008_004EA,B07008_004M,B07008_004MA,B07008_005E,B07008_005EA,B07008_005M,B07008_005MA,B07008_006E,B07008_006EA,B07008_006M,B07008_006MA,B07008_007E,B07008_007EA,B07008_007M,B07008_007MA,B07008_008E,B07008_008EA,B07008_008M,B07008_008MA,B07008_009E,B07008_009EA,B07008_009M,B07008_009MA,B07008_010E,B07008_010EA,B07008_010M,B07008_010MA,B07008_011E,B07008_011EA,B07008_011M,B07008_011MA,B07008_012E,B07008_012EA,B07008_012M,B07008_012MA,B07008_013E,B07008_013EA,B07008_013M,B07008_013MA,B07008_014E,B07008_014EA,B07008_014M,B07008_014MA,B07008_015E,B07008_015EA,B07008_015M,B07008_015MA,B07008_016E,B07008_016EA,B07008_016M,B07008_016MA,B07008_017E,B07008_017EA,B07008_017M,B07008_017MA,B07008_018E,B07008_018EA,B07008_018M,B07008_018MA,B07008_019E,B07008_019EA,B07008_019M,B07008_019MA,B07008_020E,B07008_020EA,B07008_020M,B07008_020MA,B07008_021E,B07008_021EA,B07008_021M,B07008_021MA,B07008_022E,B07008_022EA,B07008_022M,B07008_022MA,B07008_023E,B07008_023EA,B07008_023M,B07008_023MA,B07008_024E,B07008_024EA,B07008_024M,B07008_024MA,B07008_025E,B07008_025EA,B07008_025M,B07008_025MA,B07008_026E,B07008_026EA,B07008_026M,B07008_026MA,B07008_027E,B07008_027EA,B07008_027M,B07008_027MA,B07008_028E,B07008_028EA,B07008_028M,B07008_028MA,B07008_029E,B07008_029EA,B07008_029M,B07008_029MA,B07008_030E,B07008_030EA,B07008_030M,B07008_030MA,B07008_031E,B07008_031EA,B07008_031M,B07008_031MA,B07008_032E,B07008_032EA,B07008_032M,B07008_032MA,B07008_033E,B07008_033EA,B07008_033M,B07008_033MA,B07008_034E,B07008_034EA,B07008_034M,B07008_034MA,B07008_035E,B07008_035EA,B07008_035M,B07008_035MA,B07008_036E,B07008_036EA,B07008_036M,B07008_036MA,GEO_ID,NAME,state
7438414,null,4178,null,2334466,null,21514,null,3638394,null,29507,null,848059,null,15174,null,179638,null,7974,null,437857,null,10217,null,6118628,null,25575,null,1729305,null,25211,null,3192842,null,27207,null,687598,null,13431,null,119685,null,6703,null,389198,null,9208,null,612660,null,18244,null,277183,null,13304,null,201970,null,10994,null,76843,null,5646,null,29449,null,2941,null,27215,null,2974,null,402440,null,13564,null,199835,null,9711,null,119144,null,7510,null,54817,null,4953,null,17237,null,2229,null,11407,null,1728,null,260913,null,13242,null,109713,null,7334,null,104949,null,8032,null,26000,null,3185,null,11155,null,2061,null,9096,null,2117,null,43773,null,4682,null,18430,null,2873,null,19489,null,2837,null,2801,null,991,null,2112,null,1491,null,941,null,524,null,0400000US13,Georgia,13
1047000,null,707,null,327375,null,7772,null,536911,null,9424,null,97284,null,5815,null,16774,null,2542,null,68656,null,3365,null,883784,null,9111,null,265023,null,7587,null,464828,null,9589,null,79292,null,4849,null,11772,null,2027,null,62869,null,3016,null,98496,null,7333,null,38270,null,4534,null,41824,null,4490,null,11068,null,2125,null,2846,null,964,null,4488,null,1066,null,7930,null,2085,null,2787,null,1280,null,2647,null,1287,null,1987,null,1089,null,232,null,178,null,277,null,246,null,43034,null,4659,null,15829,null,2407,null,21679,null,3581,null,3751,null,1142,null,1024,null,853,null,751,null,508,null,13756,null,2642,null,5466,null,1663,null,5933,null,1480,null,1186,null,514,null,900,null,952,null,271,null,229,null,0400000US15,Hawaii,15
1159925,null,2020,null,276841,null,7266,null,676786,null,10929,null,131989,null,6314,null,13621,null,2286,null,60688,null,2911,null,936045,null,8221,null,189524,null,7207,null,582415,null,10562,null,101948,null,5256,null,7942,null,1427,null,54216,null,2607,null,123501,null,6303,null,45783,null,4048,null,49958,null,4477,null,20378,null,2108,null,3519,null,1245,null,3863,null,1047,null,40116,null,4035,null,16221,null,2164,null,15968,null,2546,null,5719,null,1651,null,1383,null,709,null,825,null,404,null,51209,null,4417,null,19844,null,2515,null,25295,null,3462,null,3828,null,909,null,558,null,296,null,1684,null,665,null,9054,null,1829,null,5469,null,1454,null,3150,null,1023,null,116,null,159,null,219,null,355,null,100,null,121,null,0400000US16,Idaho,16
10208594,null,2850,null,3341867,null,23587,null,5083965,null,31977,null,968920,null,15781,null,180992,null,7949,null,632850,null,9554,null,8746956,null,28841,null,2603519,null,21946,null,4619348,null,34580,null,814054,null,15947,null,133120,null,6272,null,576915,null,10037,null,891641,null,24204,null,438880,null,14351,null,279751,null,13972,null,103495,null,6149,null,32947,null,3485,null,36568,null,3031,null,318451,null,11917,null,178572,null,7160,null,89604,null,5885,null,30712,null,2819,null,8693,null,1656,null,10870,null,1840,null,192450,null,8387,null,97431,null,5291,null,65653,null,5166,null,18016,null,2451,null,5248,null,1239,null,6102,null,1536,null,59096,null,6512,null,23465,null,3014,null,29609,null,4390,null,2643,null,921,null,984,null,551,null,2395,null,866,null,0400000US17,Illinois,17
5035925,null,2853,null,1383045,null,14413,null,2652655,null,22791,null,610124,null,12688,null,75954,null,5342,null,314147,null,6567,null,4222087,null,18025,null,1013182,null,15286,null,2394688,null,20284,null,482735,null,9372,null,47965,null,3889,null,283517,null,6550,null,477703,null,17584,null,203370,null,8764,null,153649,null,9424,null,82618,null,6005,null,17763,null,2358,null,20303,null,2306,null,195199,null,7216,null,98410,null,4583,null,53479,null,4065,null,30114,null,2542,null,6550,null,1616,null,6646,null,1280,null,122970,null,6809,null,58301,null,3789,null,44461,null,4849,null,13527,null,1768,null,3351,null,920,null,3330,null,905,null,17966,null,2699,null,9782,null,1885,null,6378,null,1450,null,1130,null,507,null,325,null,280,null,351,null,271,null,0400000US18,Indiana,18
2403350,null,2552,null,647506,null,10067,null,1326033,null,14976,null,236651,null,6916,null,31329,null,2807,null,161831,null,4474,null,2009338,null,12505,null,451255,null,9407,null,1204144,null,15986,null,188539,null,5355,null,18834,null,2193,null,146566,null,4263,null,220540,null,8450,null,104010,null,6006,null,67979,null,4351,null,30147,null,2955,null,8380,null,1593,null,10024,null,1177,null,97840,null,5881,null,56554,null,3723,null,25117,null,2924,null,10732,null,1990,null,1820,null,599,null,3617,null,752,null,67697,null,4829,null,31756,null,2687,null,25305,null,3002,null,6776,null,1341,null,2272,null,860,null,1588,null,516,null,7935,null,1511,null,3931,null,911,null,3488,null,1289,null,457,null,294,null,23,null,37,null,36,null,50,null,0400000US19,Iowa,19
2200722,null,2978,null,579857,null,9976,null,1204324,null,16666,null,244041,null,8243,null,31191,null,2789,null,141309,null,4560,null,1802300,null,13180,null,403512,null,9966,null,1062238,null,16113,null,192762,null,7205,null,19441,null,1908,null,124347,null,4288,null,225716,null,10103,null,95295,null,6422,null,79255,null,5569,null,32586,null,3233,null,7383,null,1468,null,11197,null,1668,null,89482,null,5740,null,45357,null,3859,null,26617,null,3419,null,11354,null,1888,null,2724,null,948,null,3430,null,953,null,71373,null,5372,null,29453,null,3136,null,31020,null,3081,null,7158,null,1500,null,1592,null,802,null,2150,null,583,null,11851,null,1992,null,6240,null,1289,null,5194,null,1402,null,181,null,180,null,51,null,86,null,185,null,165,null,0400000US20,Kansas,20
3414048,null,2839,null,903078,null,13980,null,1760367,null,25076,null,426067,null,11938,null,75002,null,5194,null,249534,null,6983,null,2881907,null,14709,null,682822,null,12611,null,1583554,null,25074,null,340802,null,10408,null,49845,null,4306,null,224884,null,6752,null,288571,null,11493,null,111270,null,5880,null,97167,null,6709,null,49508,null,4146,null,15070,null,2027,null,15556,null,2083,null,129993,null,7015,null,58937,null,4367,null,37512,null,4095,null,23194,null,2316,null,5376,null,1306,null,4974,null,1109,null,101266,null,6910,null,43883,null,4148,null,37248,null,3756,null,11865,null,2405,null,4252,null,1098,null,4018,null,1030,null,12311,null,2471,null,6166,null,1503,null,4886,null,1437,null,698,null,359,null,459,null,409,null,102,null,137,null,0400000US21,Kentucky,21
3405579,null,2414,null,1096073,null,14324,null,1603353,null,19250,null,373746,null,11161,null,87743,null,5514,null,244664,null,6427,null,2872180,null,13982,null,850782,null,14035,null,1426582,null,18499,null,310667,null,10269,null,64762,null,4526,null,219387,null,5459,null,284609,null,11662,null,128009,null,7704,null,93880,null,6480,null,36769,null,3834,null,12879,null,1997,null,13072,null,2139,null,132396,null,8189,null,61276,null,4802,null,42695,null,3995,null,16046,null,2212,null,5958,null,1567,null,6421,null,1509,null,102879,null,7042,null,50282,null,5599,null,33749,null,4337,null,9407,null,1559,null,3993,null,1174,null,5448,null,1424,null,13515,null,2565,null,5724,null,1366,null,6447,null,1846,null,857,null,387,null,151,null,137,null,336,null,374,null,0400000US22,Louisiana,22
1093023,null,1529,null,282331,null,6986,null,587927,null,11303,null,135534,null,5916,null,14861,null,2098,null,72370,null,3600,null,939906,null,7129,null,210037,null,6767,null,541034,null,10561,null,114763,null,5356,null,10369,null,1632,null,63703,null,3291,null,85242,null,5248,null,39838,null,3540,null,24981,null,3064,null,13030,null,2033,null,2607,null,907,null,4786,null,1073,null,34130,null,3377,null,17574,null,2236,null,8259,null,1873,null,5054,null,1009,null,1070,null,676,null,2173,null,750,null,30316,null,4107,null,13003,null,1889,null,12546,null,3141,null,2289,null,739,null,770,null,469,null,1708,null,926,null,3429,null,1089,null,1879,null,764,null,1107,null,534,null,398,null,413,null,45,null,54,null,0,null,226,null,0400000US23,Maine,23
4507480,null,2077,null,1501038,null,14450,null,2183212,null,20969,null,423603,null,11922,null,122708,null,6388,null,276919,null,6540,null,3873433,null,17956,null,1180236,null,16647,null,1979401,null,21132,null,367005,null,10390,null,94064,null,5593,null,252727,null,6513,null,313718,null,11671,null,153263,null,8635,null,98377,null,6120,null,33275,null,3402,null,16005,null,2457,null,12798,null,1962,null,155646,null,8161,null,85252,null,6246,null,44924,null,4332,null,11354,null,2096,null,7945,null,1809,null,6171,null,1328,null,130982,null,8360,null,68649,null,5532,null,42968,null,4638,null,11025,null,2049,null,4539,null,1214,null,3801,null,1038,null,33701,null,4049,null,13638,null,2621,null,17542,null,2874,null,944,null,395,null,155,null,180,null,1422,null,716,null,0400000US24,Maryland,24
5281448,null,1164,null,1848809,null,18474,null,2524255,null,23098,null,482484,null,12539,null,94710,null,6644,null,331190,null,7415,null,4554269,null,21133,null,1443970,null,21083,null,2321850,null,22260,null,412479,null,11715,null,72287,null,5335,null,303683,null,6912,null,411933,null,16812,null,216122,null,11172,null,118107,null,7398,null,44209,null,4123,null,15480,null,2535,null,18015,null,2117,null,149926,null,8770,null,89054,null,5554,null,36073,null,4564,null,14932,null,2435,null,4164,null,1218,null,5703,null,1374,null,118658,null,6774,null,74138,null,4314,null,29599,null,3717,null,9462,null,1816,null,2358,null,852,null,3101,null,802,null,46662,null,4237,null,25525,null,3352,null,18626,null,3216,null,1402,null,523,null,421,null,269,null,688,null,380,null,0400000US25,Massachusetts,25
8081548,null,2648,null,2524499,null,17239,null,4026336,null,25824,null,895779,null,12370,null,120417,null,5535,null,514517,null,7342,null,6933861,null,21974,null,1927917,null,16921,null,3707267,null,25122,null,749394,null,10895,null,83091,null,5019,null,466192,null,7659,null,691260,null,18487,null,350742,null,10904,null,192064,null,8159,null,93585,null,6053,null,25225,null,3097,null,29644,null,2977,null,310623,null,10004,null,179282,null,8137,null,70500,null,5005,null,40582,null,3232,null,8577,null,1627,null,11682,null,1925,null,108004,null,5086,null,51621,null,3535,null,37352,null,3999,null,9834,null,1650,null,3329,null,898,null,5868,null,1115,null,37800,null,3566,null,14937,null,2119,null,19153,null,2388,null,2384,null,760,null,195,null,174,null,1131,null,631,null,0400000US26,Michigan,26
4163745,null,2318,null,1252031,null,12642,null,2237301,null,17342,null,396754,null,7876,null,47938,null,4078,null,229721,null,5414,null,3560391,null,14002,null,931138,null,12340,null,2059181,null,16228,null,331711,null,7657,null,32992,null,3142,null,205369,null,5554,null,306395,null,10475,null,154810,null,7795,null,90543,null,5178,null,36322,null,3140,null,8712,null,1880,null,16008,null,1872,null,189187,null,7537,null,108514,null,5607,null,51552,null,4281,null,20280,null,2364,null,4061,null,1062,null,4780,null,1034,null,85846,null,5671,null,45770,null,3557,null,29031,null,3207,null,6712,null,1175,null,1829,null,695,null,2504,null,599,null,21926,null,2720,null,11799,null,2142,null,6994,null,1306,null,1729,null,759,null,344,null,222,null,1060,null,655,null,0400000US27,Minnesota,27
2286965,null,2543,null,715810,null,11830,null,1085040,null,18138,null,244088,null,8636,null,66875,null,4622,null,175152,null,5393,null,1925794,null,12633,null,559748,null,12762,null,961658,null,16504,null,196144,null,7724,null,48299,null,4260,null,159945,null,5338,null,194137,null,9490,null,78296,null,5378,null,71914,null,5521,null,24848,null,2987,null,10207,null,1840,null,8872,null,1561,null,94527,null,5592,null,44806,null,3263,null,27301,null,2715,null,14222,null,2338,null,4195,null,1303,null,4003,null,1013,null,67207,null,5444,null,29968,null,3507,null,22096,null,3288,null,8717,null,1773,null,4174,null,1378,null,2252,null,675,null,5300,null,1744,null,2992,null,1234,null,2071,null,993,null,157,null,203,null,0,null,289,null,80,null,103,null,0400000US28,Mississippi,28
4708846,null,2600,null,1313227,null,15715,null,2432436,null,24823,null,550208,null,12943,null,101179,null,4832,null,311796,null,6731,null,3928492,null,18540,null,969401,null,13857,null,2178141,null,24490,null,436382,null,12166,null,66316,null,4039,null,278252,null,6088,null,408005,null,16125,null,173560,null,8719,null,131348,null,8142,null,64435,null,4605,null,21108,null,2849,null,17554,null,1973,null,219772,null,9174,null,103697,null,5028,null,66391,null,6093,null,30272,null,2692,null,9368,null,1500,null,10044,null,1585,null,137403,null,7142,null,59662,null,3827,null,50320,null,4874,null,17741,null,2227,null,4040,null,1005,null,5640,null,1250,null,15174,null,2050,null,6907,null,1305,null,6236,null,1437,null,1378,null,622,null,347,null,359,null,306,null,217,null,0400000US29,Missouri,29
778701,null,1622,null,216348,null,5445,null,411480,null,8515,null,94990,null,4850,null,10825,null,2078,null,45058,null,2284,null,645122,null,7234,null,155365,null,5926,null,365349,null,7410,null,76740,null,4756,null,7345,null,1625,null,40323,null,2310,null,76082,null,5970,null,32653,null,3388,null,26921,null,3578,null,10506,null,1774,null,2524,null,1084,null,3478,null,744,null,23867,null,2603,null,13048,null,1598,null,6751,null,1742,null,3108,null,843,null,396,null,296,null,564,null,418,null,31210,null,3172,null,13788,null,2151,null,11805,null,1829,null,4546,null,1166,null,378,null,204,null,693,null,299,null,2420,null,929,null,1494,null,876,null,654,null,313,null,90,null,97,null,182,null,316,null,0,null,233,null,0400000US30,Montana,30
1405522,null,1763,null,398887,null,8046,null,761725,null,10963,null,136321,null,5843,null,17429,null,1735,null,91160,null,2942,null,1160999,null,8880,null,284397,null,7268,null,676259,null,10753,null,108674,null,5168,null,10465,null,1342,null,81204,null,2794,null,142488,null,7601,null,66711,null,5616,null,47090,null,3894,null,18074,null,2424,null,4177,null,950,null,6436,null,1046,null,53137,null,3957,null,26800,null,2848,null,16178,null,2198,null,6784,null,1357,null,1551,null,534,null,1824,null,578,null,42723,null,4074,null,18505,null,2247,null,18839,null,3073,null,2636,null,861,null,1176,null,689,null,1567,null,520,null,6175,null,1458,null,2474,null,808,null,3359,null,1301,null,153,null,178,null,60,null,105,null,129,null,145,null,0400000US31,Nebraska,31
2009549,null,2043,null,577769,null,10688,null,1013012,null,12596,null,271373,null,8495,null,45985,null,4007,null,101410,null,4424,null,1602141,null,14842,null,419200,null,10974,null,852335,null,13900,null,214347,null,7946,null,28976,null,3325,null,87283,null,4055,null,267157,null,12026,null,104606,null,7214,null,100319,null,8246,null,40997,null,3724,null,12444,null,1935,null,8791,null,1904,null,20626,null,3619,null,8544,null,1877,null,7518,null,1790,null,2623,null,1046,null,1174,null,794,null,767,null,490,null,103666,null,7804,null,37479,null,4231,null,46265,null,5503,null,12830,null,2049,null,3055,null,1049,null,4037,null,1108,null,15959,null,2940,null,7940,null,2208,null,6575,null,1598,null,576,null,395,null,336,null,225,null,532,null,509,null,0400000US32,Nevada,32
1075473,null,1210,null,302570,null,6653,null,577283,null,10366,null,122425,null,6451,null,14116,null,1688,null,59079,null,2935,null,920833,null,8455,null,229091,null,7205,null,529154,null,10311,null,99185,null,5220,null,9537,null,1424,null,53866,null,2699,null,80946,null,6124,null,36011,null,3921,null,24737,null,3604,null,14103,null,2526,null,2847,null,940,null,3248,null,760,null,26527,null,2960,null,14991,null,1853,null,7321,null,2286,null,2812,null,917,null,750,null,574,null,653,null,314,null,43520,null,4346,null,20889,null,2468,null,14455,null,2814,null,5954,null,1584,null,982,null,483,null,1240,null,643,null,3647,null,1033,null,1588,null,621,null,1616,null,707,null,371,null,437,null,0,null,253,null,72,null,122,null,0400000US33,New Hampshire,33
6992064,null,1544,null,2224590,null,20188,null,3565496,null,30516,null,570982,null,14555,null,155722,null,6707,null,475274,null,8614,null,6224616,null,21335,null,1870866,null,21829,null,3283876,null,30682,null,503318,null,14281,null,128669,null,6823,null,437887,null,8288,null,414124,null,16047,null,187689,null,10017,null,150975,null,8126,null,37723,null,4165,null,16604,null,2575,null,21133,null,2790,null,186003,null,8298,null,92244,null,5154,null,61856,null,5456,null,17554,null,2662,null,5058,null,1105,null,9291,null,1592,null,123341,null,7864,null,56485,null,5607,null,47285,null,5670,null,10213,null,1777,null,3868,null,1079,null,5490,null,1245,null,43980,null,4773,null,17306,null,3256,null,21504,null,3117,null,2174,null,844,null,1523,null,781,null,1473,null,693,null,0400000US34,New Jersey,34
1560804,null,1805,null,499674,null,10485,null,736986,null,14282,null,197494,null,7195,null,30483,null,2687,null,96167,null,4036,null,1311520,null,11176,null,386682,null,10655,null,656135,null,13354,null,161331,null,6227,null,20735,null,2537,null,86637,null,3857,null,138559,null,8644,null,64926,null,5302,null,42434,null,4579,null,19817,null,3051,null,6593,null,1513,null,4789,null,1117,null,46480,null,4958,null,23073,null,3439,null,12432,null,2442,null,7698,null,1721,null,1514,null,706,null,1763,null,874,null,56992,null,4847,null,22869,null,2439,null,22372,null,3314,null,7603,null,1492,null,1249,null,558,null,2899,null,1087,null,7253,null,2035,null,2124,null,874,null,3613,null,1289,null,1045,null,757,null,392,null,279,null,79,null,148,null,0400000US35,New Mexico,35
