B07008_001E,B07008_001EA,B07008_001M,B07008_001MA,B07008_002E,B07008_002EA,B07008_002M,B07008_002MA,B07008_003E,B07008_003EA,B07008_003M,B07008_003MA,B07008_004E,B07008_004EA,B07008_004M,B07008_004MA,B07008_005E,B07008_005EA,B07008_005M,B07008_005MA,B07008_006E,B07008_006EA,B07008_006M,B07008_006MA,B07008_007E,B07008_007EA,B07008_007M,B07008_007MA,B07008_008E,B07008_008EA,B07008_008M,B07008_008MA,B07008_009E,B07008_009EA,B07008_009M,B07008_009MA,B07008_010E,B07008_010EA,B07008_010M,B07008_010MA,B07008_011E,B07008_011EA,B07008_011M,B07008_011MA,B07008_012E,B07008_012EA,B07008_012M,B07008_012MA,B07008_013E,B07008_013EA,B07008_013M,B07008_013MA,B07008_014E,B07008_014EA,B07008_014M,B07008_014MA,B07008_015E,B07008_015EA,B07008_015M,B07008_015MA,B07008_016E,B07008_016EA,B07008_016M,B07008_016MA,B07008_017E,B07008_017EA,B07008_017M,B07008_017MA,B07008_018E,B07008_018EA,B07008_018M,B07008_018MA,B07008_019E,B07008_019EA,B07008_019M,B07008_019MA,B07008_020E,B07008_020EA,B07008_020M,B07008_020MA,B07008_021E,B07008_021EA,B07008_021M,B07008_021MA,B07008_022E,B07008_022EA,B07008_022M,B07008_022MA,B07008_023E,B07008_023EA,B07008_023M,B07008_023MA,B07008_024E,B07008_024EA,B07008_024M,B07008_024MA,B07008_025E,B07008_025EA,B07008_025M,B07008_025MA,B07008_026E,B07008_026EA,B07008_026M,B07008_026MA,B07008_027E,B07008_027EA,B07008_027M,B07008_027MA,B07008_028E,B07008_028EA,B07008_028M,B07008_028MA,B07008_029E,B07008_029EA,B07008_029M,B07008_029MA,B07008_030E,B07008_030EA,B07008_030M,B07008_030MA,B07008_031E,B07008_031EA,B07008_031M,B07008_031MA,B07008_032E,B07008_032EA,B07008_032M,B07008_032MA,B07008_033E,B07008_033EA,B07008_033M,B07008_033MA,B07008_034E,B07008_034EA,B07008_034M,B07008_034MA,B07008_035E,B07008_035EA,B07008_035M,B07008_035MA,B07008_036E,B07008_036EA,B07008_036M,B07008_036MA,GEO_ID,NAME,state
3702685,null,3710,null,1002318,null,15326,null,1894188,null,21980,null,436990,null,10739,null,89952,null,5188,null,279237,null,8312,null,3105782,null,16306,null,757945,null,14461,null,1675745,null,20509,null,353218,null,10068,null,62707,null,4103,null,256167,null,8046,null,340630,null,12451,null,136217,null,8113,null,119819,null,7611,null,53169,null,4679,null,16352,null,2111,null,15073,null,2154,null,127956,null,6720,null,55831,null,4066,null,44782,null,4778,null,17454,null,2132,null,5784,null,1441,null,4105,null,910,null,112195,null,6562,null,44815,null,3954,null,47102,null,4237,null,12023,null,1761,null,4530,null,1174,null,3725,null,856,null,16122,null,3381,null,7510,null,2522,null,6740,null,1995,null,1126,null,534,null,579,null,479,null,167,null,148,null,0400000US01,Alabama,01
537579,null,1393,null,174531,null,5475,null,272379,null,6782,null,61964,null,4398,null,11004,null,1813,null,17701,null,1498,null,424110,null,6797,null,125082,null,5589,null,228629,null,6473,null,46788,null,3424,null,7720,null,1612,null,15891,null,1477,null,59094,null,5272,null,25969,null,2882,null,20962,null,3178,null,9352,null,1847,null,1781,null,740,null,1030,null,417,null,17023,null,2458,null,7261,null,1345,null,6129,null,1736,null,2338,null,749,null,931,null,470,null,364,null,434,null,30071,null,3205,null,12240,null,1795,null,13876,null,2569,null,3108,null,935,null,442,null,322,null,405,null,280,null,7281,null,2231,null,3979,null,1536,null,2783,null,1250,null,378,null,587,null,130,null,215,null,11,null,18,null,0400000US02,Alaska,02
4937757,null,1440,null,1512155,null,19941,null,2432539,null,26442,null,610461,null,14834,null,93311,null,6786,null,289291,null,9121,null,3958917,null,21661,null,1092702,null,19477,null,2081868,null,23036,null,471667,null,13164,null,57523,null,5033,null,255157,null,8312,null,623050,null,17055,null,276218,null,12067,null,205479,null,11305,null,94131,null,6223,null,27014,null,3673,null,20208,null,2333,null,89209,null,7340,null,42493,null,4234,null,28667,null,4298,null,13000,null,2125,null,2889,null,1038,null,2160,null,748,null,215744,null,12559,null,79945,null,7127,null,92013,null,8389,null,28303,null,3554,null,4827,null,1397,null,10656,null,2118,null,50837,null,6030,null,20797,null,3326,null,24512,null,3427,null,3360,null,1358,null,1058,null,620,null,1110,null,628,null,0400000US04,Arizona,04
2251796,null,2484,null,553499,null,10583,null,1207865,null,16135,null,266047,null,9009,null,54148,null,3973,null,170237,null,4529,null,1848833,null,12978,null,397448,null,10466,null,1054389,null,15174,null,207949,null,8259,null,35934,null,3208,null,153113,null,4238,null,234832,null,10759,null,88759,null,6304,null,89756,null,5909,null,34643,null,3338,null,10286,null,1866,null,11388,null,1768,null,91751,null,5576,null,40410,null,3816,null,28597,null,2988,null,14866,null,2351,null,5112,null,1134,null,2766,null,695,null,68536,null,5855,null,23730,null,3095,null,31285,null,4257,null,8032,null,1627,null,2595,null,852,null,2894,null,844,null,7844,null,1852,null,3152,null,1024,null,3838,null,1180,null,557,null,395,null,221,null,218,null,76,null,96,null,0400000US05,Arkansas,05
28831162,null,3164,null,9966272,null,45480,null,13880741,null,59025,null,2736695,null,26973,null,708072,null,14649,null,1539382,null,15293,null,24340590,null,54096,null,7835374,null,48096,null,12299007,null,54238,null,2281105,null,25410,null,528019,null,12359,null,1397085,null,15052,null,2873549,null,45295,null,1332622,null,28299,null,1016061,null,27223,null,306045,null,12830,null,127134,null,6881,null,91687,null,5260,null,953793,null,20671,null,490376,null,15210,null,296587,null,12803,null,100847,null,5136,null,36597,null,3680,null,29386,null,2977,null,415244,null,12368,null,200241,null,7474,null,152080,null,8475,null,39112,null,4086,null,10807,null,2083,null,13004,null,2036,null,247986,null,11969,null,107659,null,7409,null,117006,null,8536,null,9586,null,1753,null,5515,null,1337,null,8220,null,1802,null,0400000US06,California,06
3867717,null,2320,null,1136887,null,13518,null,2011553,null,17768,null,473833,null,10329,null,67300,null,5889,null,178144,null,5848,null,3116880,null,16511,null,802594,null,14704,null,1741375,null,16039,null,374320,null,9422,null,41232,null,3827,null,157359,null,5582,null,373151,null,13549,null,167672,null,9177,null,126592,null,8463,null,54702,null,5069,null,13134,null,2445,null,11051,null,1845,null,192915,null,8766,null,89773,null,5363,null,63258,null,5147,null,26884,null,3153,null,7629,null,1910,null,5371,null,1131,null,160190,null,8869,null,66191,null,5095,null,68274,null,5811,null,16562,null,2461,null,4951,null,1574,null,4212,null,1063,null,24581,null,3251,null,10657,null,1858,null,12054,null,2415,null,1365,null,570,null,354,null,322,null,151,null,167,null,0400000US08,Colorado,08
2834130,null,1717,null,892917,null,11136,null,1438206,null,15096,null,272968,null,7626,null,43392,null,3672,null,186647,null,5913,null,2473415,null,12989,null,712748,null,11134,null,1327447,null,15455,null,229831,null,7114,null,32341,null,3275,null,171048,null,5733,null,216887,null,11062,null,101342,null,7340,null,64348,null,5949,null,33382,null,3538,null,7324,null,1395,null,10491,null,1701,null,59223,null,4382,null,34822,null,2992,null,16018,null,2704,null,4669,null,969,null,1420,null,652,null,2294,null,736,null,69804,null,4808,null,38152,null,3004,null,22939,null,2877,null,4399,null,1300,null,2033,null,958,null,2281,null,724,null,14801,null,2062,null,5853,null,1247,null,7454,null,1509,null,687,null,487,null,274,null,302,null,533,null,300,null,0400000US09,Connecticut,09
694868,null,560,null,213677,null,6347,null,349908,null,9423,null,71255,null,4505,null,11350,null,1764,null,48678,null,2994,null,591323,null,6617,null,162892,null,6134,null,318263,null,9478,null,59395,null,3900,null,7347,null,1318,null,43426,null,2810,null,59359,null,4953,null,29153,null,3125,null,16243,null,2674,null,8057,null,1626,null,2837,null,977,null,3069,null,974,null,7621,null,1925,null,3895,null,1022,null,2485,null,1093,null,874,null,407,null,210,null,189,null,157,null,147,null,32939,null,3397,null,16307,null,1874,null,11055,null,2382,null,2804,null,1013,null,956,null,616,null,1817,null,609,null,3626,null,1121,null,1430,null,716,null,1862,null,894,null,125,null,144,null,0,null,261,null,209,null,307,null,0400000US10,Delaware,10
494235,null,320,null,265864,null,5339,null,132401,null,6660,null,48065,null,3918,null,18088,null,2296,null,29817,null,2035,null,396083,null,5779,null,197824,null,6700,null,114194,null,6653,null,41648,null,3655,null,14972,null,2207,null,27445,null,1913,null,48088,null,4983,null,32336,null,3734,null,8569,null,2626,null,3651,null,958,null,2094,null,877,null,1438,null,579,null,0,null,300,null,0,null,300,null,0,null,300,null,0,null,300,null,0,null,300,null,0,null,300,null,43911,null,3781,null,31497,null,2902,null,8029,null,1945,null,2550,null,958,null,901,null,539,null,934,null,553,null,6153,null,1577,null,4207,null,1435,null,1609,null,947,null,216,null,211,null,121,null,203,null,0,null,300,null,0400000US11,District of Columbia,11
14926522,null,3960,null,4191857,null,31887,null,7437955,null,49840,null,1829507,null,27647,null,343748,null,12439,null,1123455,null,15347,null,12468669,null,32544,null,3146091,null,29398,null,6566648,null,49397,null,1494344,null,25835,null,246231,null,10802,null,1015355,null,15709,null,1418822,null,25303,null,603258,null,15877,null,478793,null,17087,null,209267,null,8466,null,63646,null,5372,null,63858,null,4582,null,493146,null,15541,null,228531,null,10977,null,155047,null,8099,null,69046,null,5500,null,20186,null,2763,null,20336,null,2470,null,418302,null,15683,null,163547,null,8713,null,177349,null,9063,null,47032,null,4426,null,11272,null,1846,null,19102,null,2512,null,127583,null,8578,null,50430,null,5734,null,60118,null,5659,null,9818,null,2026,null,2413,null,925,null,4804,null,1478,null,0400000US12,Florida,12
