C17012_001E,C17012_001EA,C17012_001M,C17012_001MA,C17012_002E,C17012_002EA,C17012_002M,C17012_002MA,C17012_003E,C17012_003EA,C17012_003M,C17012_003MA,C17012_004E,C17012_004EA,C17012_004M,C17012_004MA,C17012_005E,C17012_005EA,C17012_005M,C17012_005MA,C17012_006E,C17012_006EA,C17012_006M,C17012_006MA,C17012_007E,C17012_007EA,C17012_007M,C17012_007MA,C17012_008E,C17012_008EA,C17012_008M,C17012_008MA,C17012_009E,C17012_009EA,C17012_009M,C17012_009MA,C17012_010E,C17012_010EA,C17012_010M,C17012_010MA,C17012_011E,C17012_011EA,C17012_011M,C17012_011MA,GEO_ID,NAME,state
1245126,null,10267,null,162943,null,6985,null,37326,null,3496,null,88459,null,5650,null,32492,null,3237,null,4666,null,1141,null,1082183,null,10796,null,595466,null,8906,null,411302,null,8892,null,71586,null,4703,null,3829,null,1082,null,0400000US01,Alabama,01
162345,null,3643,null,10479,null,1522,null,1316,null,379,null,6102,null,1158,null,2665,null,727,null,396,null,174,null,151866,null,3431,null,71355,null,2710,null,61534,null,2841,null,16366,null,1505,null,2611,null,781,null,0400000US02,Alaska,02
1491772,null,13954,null,151973,null,6630,null,30808,null,3169,null,68843,null,4614,null,42226,null,3737,null,10096,null,1464,null,1339799,null,14101,null,700696,null,9472,null,497266,null,11041,null,128414,null,5581,null,13423,null,1905,null,0400000US04,Arizona,04
756113,null,10348,null,103529,null,5709,null,20026,null,1778,null,56172,null,4593,null,24544,null,3158,null,2787,null,870,null,652584,null,8478,null,363227,null,7059,null,241692,null,5813,null,45241,null,3067,null,2424,null,789,null,0400000US05,Arkansas,05
8330684,null,27121,null,774183,null,13795,null,146336,null,6367,null,378726,null,9341,null,211934,null,8164,null,37187,null,3332,null,7556501,null,27990,null,3586492,null,19625,null,3156019,null,23279,null,755063,null,13653,null,58927,null,4083,null,0400000US06,California,06
1202485,null,10691,null,100762,null,5794,null,17625,null,2222,null,54633,null,4777,null,24951,null,2992,null,3553,null,1053,null,1101723,null,9674,null,561578,null,8617,null,441631,null,8081,null,91576,null,4974,null,6938,null,1327,null,0400000US08,Colorado,08
885471,null,7409,null,50353,null,3653,null,9380,null,1629,null,27588,null,2856,null,11890,null,1642,null,1495,null,606,null,835118,null,6915,null,429198,null,6608,null,335808,null,6233,null,67531,null,3977,null,2581,null,836,null,0400000US09,Connecticut,09
224451,null,4325,null,16916,null,2128,null,3611,null,880,null,8548,null,1487,null,4351,null,1203,null,406,null,339,null,207535,null,4750,null,111788,null,3655,null,81348,null,4176,null,13633,null,1738,null,766,null,378,null,0400000US10,Delaware,10
108181,null,3697,null,14098,null,2048,null,3836,null,1094,null,6834,null,1443,null,3253,null,1001,null,175,null,174,null,94083,null,3637,null,50545,null,3256,null,36673,null,2428,null,6406,null,1300,null,459,null,368,null,0400000US11,District of Columbia,11
4626215,null,26538,null,397771,null,11413,null,104316,null,4765,null,203641,null,9272,null,76861,null,5446,null,12953,null,2135,null,4228444,null,24996,null,2417484,null,20064,null,1517518,null,16004,null,275493,null,7850,null,17949,null,2085,null,0400000US12,Florida,12
2328569,null,18597,null,249293,null,7851,null,52840,null,3740,null,129806,null,6839,null,58072,null,3946,null,8575,null,1906,null,2079276,null,17761,null,1018863,null,12799,null,879307,null,13257,null,172104,null,7134,null,9002,null,1540,null,0400000US13,Georgia,13
306623,null,4387,null,16446,null,2044,null,4371,null,1103,null,7620,null,1676,null,3731,null,796,null,724,null,494,null,290177,null,4295,null,150288,null,3855,null,110482,null,4144,null,27133,null,2709,null,2274,null,688,null,0400000US15,Hawaii,15
397576,null,5484,null,35240,null,2470,null,7759,null,1223,null,16137,null,2078,null,9844,null,1653,null,1500,null,651,null,362336,null,5560,null,183970,null,4807,null,135061,null,4463,null,38946,null,2459,null,4359,null,929,null,0400000US16,Idaho,16
3180087,null,18931,null,279523,null,9798,null,55804,null,3793,null,140437,null,6968,null,69234,null,4299,null,14048,null,1975,null,2900564,null,19034,null,1464885,null,13886,null,1146561,null,14046,null,270069,null,8441,null,19049,null,2169,null,0400000US17,Illinois,17
1662403,null,13308,null,145114,null,5167,null,26873,null,2260,null,78297,null,4487,null,35313,null,2768,null,4631,null,1130,null,1517289,null,13135,null,812560,null,10201,null,565548,null,9638,null,130758,null,5302,null,8423,null,1222,null,0400000US18,Indiana,18
794320,null,8485,null,58433,null,3338,null,11698,null,1385,null,31181,null,2384,null,13158,null,1751,null,2396,null,977,null,735887,null,8721,null,406715,null,7022,null,258479,null,6696,null,67124,null,3620,null,3569,null,701,null,0400000US19,Iowa,19
728136,null,8195,null,55909,null,3459,null,11562,null,1557,null,29723,null,2849,null,11758,null,1676,null,2866,null,777,null,672227,null,7896,null,345974,null,5700,null,254747,null,5865,null,67047,null,3511,null,4459,null,830,null,0400000US20,Kansas,20
1114146,null,13621,null,147361,null,6252,null,37144,null,3221,null,80077,null,4968,null,27070,null,2890,null,3070,null,1028,null,966785,null,13798,null,532480,null,9071,null,368678,null,8715,null,62601,null,3951,null,3026,null,859,null,0400000US21,Kentucky,21
1080025,null,10940,null,157982,null,5488,null,33471,null,3362,null,83610,null,5318,null,34336,null,2819,null,6565,null,1528,null,922043,null,11204,null,494406,null,8129,null,355634,null,9530,null,67347,null,3949,null,4656,null,1248,null,0400000US22,Louisiana,22
355547,null,6511,null,27922,null,2480,null,5984,null,1000,null,15680,null,1747,null,5477,null,1109,null,781,null,468,null,327625,null,6225,null,188217,null,4504,null,119446,null,4625,null,18964,null,2281,null,998,null,434,null,0400000US23,Maine,23
1392247,null,11564,null,75748,null,4819,null,15458,null,2131,null,43382,null,3328,null,14101,null,2141,null,2807,null,842,null,1316499,null,11844,null,657358,null,8012,null,544316,null,10313,null,108632,null,5283,null,6193,null,1390,null,0400000US24,Maryland,24
1561198,null,13396,null,113300,null,6201,null,23108,null,2670,null,66300,null,4819,null,21966,null,2263,null,1926,null,720,null,1447898,null,12396,null,752277,null,9891,null,581436,null,9027,null,109133,null,5118,null,5052,null,1251,null,0400000US25,Massachusetts,25
2560681,null,14089,null,257488,null,7689,null,56285,null,3463,null,132120,null,5987,null,57948,null,4108,null,11135,null,1418,null,2303193,null,13485,null,1245091,null,11255,null,852126,null,10286,null,192121,null,5673,null,13855,null,1512,null,0400000US26,Michigan,26
1353390,null,9195,null,87456,null,3998,null,16146,null,1385,null,47937,null,3048,null,18265,null,1810,null,5108,null,1200,null,1265934,null,9347,null,659336,null,6748,null,481922,null,6794,null,115037,null,3806,null,9639,null,1550,null,0400000US27,Minnesota,27
753797,null,9564,null,122687,null,5688,null,28120,null,2718,null,65071,null,4325,null,25459,null,3043,null,4037,null,953,null,631110,null,8813,null,341645,null,7804,null,242053,null,6589,null,44831,null,3648,null,2581,null,909,null,0400000US28,Mississippi,28
1534274,null,13026,null,145777,null,5606,null,30235,null,2101,null,79965,null,4097,null,30628,null,3234,null,4949,null,1311,null,1388497,null,12337,null,750809,null,8995,null,515103,null,9124,null,114852,null,4633,null,7733,null,1460,null,0400000US29,Missouri,29
