C25074_001E,C25074_001EA,C25074_001M,C25074_001MA,C25074_002E,C25074_002EA,C25074_002M,C25074_002MA,C25074_003E,C25074_003EA,C25074_003M,C25074_003MA,C25074_004E,C25074_004EA,C25074_004M,C25074_004MA,C25074_005E,C25074_005EA,C25074_005M,C25074_005MA,C25074_006E,C25074_006EA,C25074_006M,C25074_006MA,C25074_007E,C25074_007EA,C25074_007M,C25074_007MA,C25074_008E,C25074_008EA,C25074_008M,C25074_008MA,C25074_009E,C25074_009EA,C25074_009M,C25074_009MA,C25074_010E,C25074_010EA,C25074_010M,C25074_010MA,C25074_011E,C25074_011EA,C25074_011M,C25074_011MA,C25074_012E,C25074_012EA,C25074_012M,C25074_012MA,C25074_013E,C25074_013EA,C25074_013M,C25074_013MA,C25074_014E,C25074_014EA,C25074_014M,C25074_014MA,C25074_015E,C25074_015EA,C25074_015M,C25074_015MA,C25074_016E,C25074_016EA,C25074_016M,C25074_016MA,C25074_017E,C25074_017EA,C25074_017M,C25074_017MA,C25074_018E,C25074_018EA,C25074_018M,C25074_018MA,C25074_019E,C25074_019EA,C25074_019M,C25074_019MA,C25074_020E,C25074_020EA,C25074_020M,C25074_020MA,C25074_021E,C25074_021EA,C25074_021M,C25074_021MA,C25074_022E,C25074_022EA,C25074_022M,C25074_022MA,C25074_023E,C25074_023EA,C25074_023M,C25074_023MA,C25074_024E,C25074_024EA,C25074_024M,C25074_024MA,C25074_025E,C25074_025EA,C25074_025M,C25074_025MA,GEO_ID,NAME,state
1075150,null,12173,null,168806,null,7666,null,9547,null,1477,null,120056,null,6978,null,39203,null,3289,null,193891,null,7876,null,25798,null,2612,null,153799,null,7248,null,14294,null,1829,null,259447,null,7244,null,89449,null,5197,null,153844,null,7009,null,16154,null,1883,null,188744,null,7871,null,134988,null,7120,null,43200,null,4302,null,10556,null,1774,null,160739,null,6611,null,143187,null,6183,null,10425,null,2097,null,7127,null,1660,null,103523,null,5159,null,97938,null,5129,null,869,null,463,null,4716,null,954,null,0400000US13,Georgia,13
177767,null,4965,null,18144,null,2194,null,2398,null,913,null,10057,null,1739,null,5689,null,1244,null,19316,null,2108,null,2511,null,758,null,14847,null,1811,null,1958,null,698,null,30069,null,3127,null,4253,null,1086,null,22757,null,2788,null,3059,null,829,null,30079,null,2754,null,11328,null,1980,null,16864,null,2182,null,1887,null,559,null,36335,null,2888,null,19761,null,2343,null,14386,null,1674,null,2188,null,722,null,43824,null,3250,null,34741,null,2882,null,6186,null,1131,null,2897,null,709,null,0400000US15,Hawaii,15
156663,null,5790,null,19377,null,2007,null,1818,null,654,null,14516,null,1829,null,3043,null,936,null,30158,null,2897,null,4375,null,995,null,23454,null,2651,null,2329,null,770,null,43806,null,3275,null,20958,null,2212,null,18747,null,2310,null,4101,null,1026,null,28386,null,3459,null,23899,null,3123,null,3218,null,950,null,1269,null,673,null,22244,null,2514,null,19538,null,2344,null,811,null,390,null,1895,null,752,null,12692,null,1919,null,11397,null,1818,null,0,null,257,null,1295,null,592,null,0400000US16,Idaho,16
1425040,null,15932,null,230935,null,8442,null,17775,null,2136,null,167957,null,6786,null,45203,null,4363,null,267984,null,8043,null,37775,null,3047,null,218822,null,7886,null,11387,null,1678,null,319266,null,9798,null,108997,null,4651,null,196955,null,8442,null,13314,null,1684,null,216367,null,7321,null,153357,null,5750,null,55456,null,3675,null,7554,null,1210,null,215465,null,8074,null,187313,null,7434,null,20775,null,2527,null,7377,null,1303,null,175023,null,6658,null,161778,null,6510,null,4333,null,1034,null,8912,null,1332,null,0400000US17,Illinois,17
698544,null,10682,null,118011,null,5377,null,10413,null,1737,null,88861,null,5159,null,18737,null,2150,null,146542,null,6517,null,23742,null,2161,null,113675,null,5419,null,9125,null,1430,null,175818,null,6731,null,90028,null,5418,null,76437,null,4503,null,9353,null,1510,null,115786,null,5194,null,98069,null,4751,null,10815,null,1516,null,6902,null,1032,null,91724,null,5041,null,84723,null,4969,null,1733,null,739,null,5268,null,1090,null,50663,null,3607,null,46337,null,3181,null,582,null,559,null,3744,null,1070,null,0400000US18,Indiana,18
319512,null,6976,null,51232,null,3207,null,4165,null,805,null,40827,null,3035,null,6240,null,1007,null,72146,null,3545,null,15787,null,1602,null,51705,null,3145,null,4654,null,755,null,82927,null,4550,null,52297,null,3502,null,25681,null,2515,null,4949,null,1102,null,48707,null,3778,null,40115,null,3497,null,2995,null,930,null,5597,null,1009,null,42436,null,2813,null,36516,null,2816,null,1284,null,592,null,4636,null,705,null,22064,null,2411,null,18130,null,2269,null,212,null,253,null,3722,null,842,null,0400000US19,Iowa,19
324948,null,6818,null,48869,null,2951,null,5006,null,1076,null,34509,null,2796,null,9354,null,1711,null,61383,null,3271,null,11832,null,1555,null,45644,null,2787,null,3907,null,807,null,88410,null,4485,null,45085,null,3508,null,35900,null,2921,null,7425,null,1146,null,55492,null,3235,null,46577,null,3051,null,5192,null,1015,null,3723,null,760,null,46250,null,3635,null,41020,null,3498,null,1480,null,510,null,3750,null,1041,null,24544,null,2557,null,22690,null,2411,null,217,null,201,null,1637,null,591,null,0400000US20,Kansas,20
484820,null,9603,null,106696,null,4774,null,12158,null,1716,null,73095,null,3878,null,21443,null,2573,null,104607,null,4961,null,22175,null,2475,null,72309,null,4098,null,10123,null,1537,null,117428,null,6588,null,68929,null,4800,null,38892,null,3483,null,9607,null,1686,null,73829,null,5073,null,60754,null,4570,null,6425,null,1448,null,6650,null,1238,null,54825,null,4147,null,48897,null,3844,null,721,null,388,null,5207,null,1220,null,27435,null,2315,null,25143,null,2263,null,97,null,120,null,2195,null,709,null,0400000US21,Kentucky,21
512057,null,9217,null,107286,null,4664,null,5309,null,1006,null,68999,null,4086,null,32978,null,3671,null,114245,null,5033,null,15832,null,2202,null,80995,null,4669,null,17418,null,2439,null,112755,null,5032,null,47135,null,3797,null,50862,null,3417,null,14758,null,2077,null,74706,null,4162,null,52818,null,3633,null,13020,null,1918,null,8868,null,1377,null,58627,null,4099,null,49102,null,4149,null,2588,null,734,null,6937,null,1347,null,44438,null,3494,null,39520,null,3232,null,417,null,218,null,4501,null,1071,null,0400000US22,Louisiana,22
141695,null,5173,null,25151,null,2176,null,4113,null,724,null,17975,null,1917,null,3063,null,735,null,32119,null,2716,null,9949,null,1466,null,19696,null,2413,null,2474,null,610,null,34447,null,3007,null,15216,null,1813,null,17032,null,2542,null,2199,null,635,null,21239,null,2094,null,15931,null,1881,null,3460,null,878,null,1848,null,647,null,19447,null,2300,null,16435,null,2142,null,1404,null,583,null,1608,null,636,null,9292,null,1522,null,8365,null,1389,null,135,null,153,null,792,null,320,null,0400000US23,Maine,23
626355,null,9915,null,68572,null,4117,null,9219,null,1624,null,47413,null,3499,null,11940,null,1850,null,85038,null,4994,null,11408,null,1673,null,68703,null,4516,null,4927,null,1125,null,119725,null,5989,null,23497,null,2741,null,90670,null,5157,null,5558,null,1121,null,108487,null,5007,null,51625,null,3617,null,52184,null,3606,null,4678,null,1189,null,122945,null,6001,null,91919,null,5549,null,26392,null,2908,null,4634,null,1206,null,121588,null,5626,null,112368,null,5561,null,4542,null,1070,null,4678,null,1070,null,0400000US24,Maryland,24
854974,null,11198,null,134562,null,5423,null,20963,null,2183,null,95781,null,4539,null,17818,null,2575,null,148413,null,6070,null,34383,null,3194,null,109230,null,5445,null,4800,null,995,null,157790,null,6798,null,39319,null,3152,null,111510,null,6397,null,6961,null,1617,null,122302,null,5421,null,63788,null,4691,null,53281,null,3708,null,5233,null,1100,null,140353,null,5674,null,108851,null,5032,null,27426,null,2941,null,4076,null,1145,null,151554,null,6852,null,139455,null,6434,null,6667,null,1290,null,5432,null,1225,null,0400000US25,Massachusetts,25
968606,null,12230,null,194561,null,6281,null,15405,null,1830,null,145651,null,5095,null,33505,null,3129,null,208953,null,5636,null,33208,null,2641,null,164187,null,5848,null,11558,null,1648,null,231835,null,7857,null,94403,null,4903,null,123998,null,5550,null,13434,null,1677,null,141288,null,6042,null,109225,null,5077,null,23443,null,2823,null,8620,null,1485,null,119692,null,5302,null,106243,null,5134,null,6431,null,1434,null,7018,null,1250,null,72277,null,3995,null,65962,null,3994,null,1389,null,589,null,4926,null,1116,null,0400000US26,Michigan,26
510692,null,8490,null,79046,null,4818,null,9630,null,1346,null,59325,null,4171,null,10091,null,1379,null,101276,null,4493,null,19315,null,1788,null,76821,null,4322,null,5140,null,941,null,122747,null,4885,null,51250,null,3199,null,64892,null,3864,null,6605,null,1090,null,88028,null,4151,null,67723,null,3687,null,16692,null,2197,null,3613,null,756,null,73155,null,4285,null,63557,null,4140,null,5804,null,1249,null,3794,null,658,null,46440,null,3207,null,42841,null,3061,null,851,null,453,null,2748,null,670,null,0400000US27,Minnesota,27
310116,null,9499,null,73103,null,5154,null,6450,null,1331,null,47673,null,4040,null,18980,null,2620,null,71019,null,5224,null,11115,null,1716,null,49949,null,4444,null,9955,null,1960,null,71932,null,4923,null,33658,null,3290,null,29020,null,3231,null,9254,null,1848,null,40494,null,3216,null,31355,null,2725,null,4056,null,1074,null,5083,null,1340,null,32541,null,3640,null,26101,null,3247,null,705,null,536,null,5735,null,1189,null,21027,null,2453,null,17203,null,2357,null,38,null,64,null,3786,null,897,null,0400000US28,Mississippi,28
677614,null,10558,null,124636,null,5659,null,10244,null,1512,null,93520,null,5333,null,20872,null,2249,null,148744,null,6505,null,25873,null,2445,null,112553,null,6013,null,10318,null,1516,null,171109,null,6899,null,90895,null,5792,null,68450,null,4073,null,11764,null,1860,null,104698,null,5082,null,85300,null,4629,null,13383,null,1952,null,6015,null,1380,null,82648,null,5070,null,75454,null,4673,null,2227,null,766,null,4967,null,1253,null,45779,null,3470,null,41390,null,3285,null,782,null,532,null,3607,null,723,null,0400000US29,Missouri,29
112989,null,4047,null,19608,null,2233,null,2216,null,732,null,13312,null,1966,null,4080,null,1062,null,24357,null,2333,null,4891,null,967,null,17131,null,2017,null,2335,null,607,null,25662,null,2358,null,14261,null,1741,null,8599,null,1364,null,2802,null,640,null,19036,null,2226,null,15512,null,1886,null,1650,null,579,null,1874,null,508,null,15824,null,1938,null,13635,null,1841,null,362,null,236,null,1827,null,549,null,8502,null,1357,null,7414,null,1306,null,86,null,146,null,1002,null,404,null,0400000US30,Montana,30
218574,null,5618,null,31924,null,2641,null,2692,null,625,null,24937,null,2423,null,4295,null,971,null,45582,null,3046,null,9037,null,1419,null,32979,null,2590,null,3566,null,742,null,57763,null,3371,null,31758,null,2685,null,21362,null,2365,null,4643,null,908,null,38623,null,2939,null,31948,null,3175,null,3292,null,962,null,3383,null,710,null,30710,null,2523,null,27318,null,2508,null,996,null,427,null,2396,null,480,null,13972,null,1280,null,12640,null,1299,null,51,null,82,null,1281,null,366,null,0400000US31,Nebraska,31
377691,null,8956,null,32814,null,3151,null,1846,null,805,null,23265,null,2575,null,7703,null,1651,null,47555,null,3750,null,2657,null,938,null,41760,null,3685,null,3138,null,980,null,82430,null,4413,null,15155,null,2277,null,64402,null,4002,null,2873,null,819,null,73671,null,4819,null,39425,null,3948,null,33030,null,3266,null,1216,null,462,null,77759,null,4647,null,60848,null,3769,null,15284,null,2320,null,1627,null,609,null,63462,null,4556,null,59674,null,4288,null,2494,null,1022,null,1294,null,624,null,0400000US32,Nevada,32
129847,null,4305,null,13726,null,1912,null,1544,null,637,null,9911,null,1688,null,2271,null,693,null,21280,null,2369,null,4953,null,1211,null,15546,null,2031,null,781,null,354,null,29048,null,2423,null,7434,null,1428,null,20815,null,2064,null,799,null,496,null,20901,null,2419,null,14427,null,2072,null,5874,null,1296,null,600,null,305,null,23088,null,2314,null,20459,null,2195,null,2148,null,710,null,481,null,271,null,21804,null,2556,null,20222,null,2489,null,488,null,404,null,1094,null,589,null,0400000US33,New Hampshire,33
1030912,null,12580,null,123691,null,6265,null,12912,null,1896,null,86500,null,5553,null,24279,null,2751,null,152514,null,6017,null,21206,null,2281,null,124883,null,5576,null,6425,null,1097,null,198170,null,7642,null,30493,null,3082,null,161669,null,7400,null,6008,null,1097,null,158806,null,7152,null,71731,null,4827,null,82964,null,5628,null,4111,null,978,null,188248,null,7496,null,146044,null,6932,null,36787,null,3715,null,5417,null,1108,null,209483,null,7230,null,194386,null,7083,null,7659,null,1497,null,7438,null,1381,null,0400000US34,New Jersey,34
220356,null,6918,null,37069,null,2911,null,2821,null,1001,null,26516,null,2317,null,7732,null,1334,null,45304,null,3341,null,6466,null,1339,null,34163,null,2832,null,4675,null,1214,null,55938,null,3955,null,26306,null,2893,null,25687,null,3003,null,3945,null,1065,null,36148,null,3780,null,26799,null,3525,null,5032,null,1287,null,4317,null,1331,null,27323,null,2483,null,24538,null,2410,null,1180,null,503,null,1605,null,484,null,18574,null,2367,null,16609,null,2285,null,90,null,106,null,1875,null,666,null,0400000US35,New Mexico,35
3158150,null,19192,null,475429,null,11201,null,42804,null,3389,null,363379,null,9109,null,69246,null,4517,null,520231,null,12610,null,77804,null,3970,null,423434,null,10932,null,18993,null,2090,null,594886,null,12067,null,165610,null,7216,null,405361,null,11287,null,23915,null,2631,null,468140,null,12104,null,268565,null,8802,null,180065,null,7034,null,19510,null,2339,null,503998,null,12166,null,386863,null,11000,null,97585,null,5991,null,19550,null,2578,null,595466,null,12269,null,543130,null,11308,null,32385,null,3388,null,19951,null,2337,null,0400000US36,New York,36
1122623,null,16411,null,190480,null,7801,null,14328,null,2222,null,132492,null,6902,null,43660,null,3809,null,228810,null,8058,null,30539,null,3139,null,175397,null,7592,null,22874,null,2314,null,278421,null,8636,null,118829,null,5537,null,142697,null,6235,null,16895,null,1944,null,174494,null,8421,null,140767,null,7448,null,22897,null,2798,null,10830,null,1883,null,159530,null,7516,null,143820,null,6812,null,4689,null,1182,null,11021,null,1832,null,90888,null,5555,null,82981,null,5607,null,856,null,410,null,7051,null,1304,null,0400000US37,North Carolina,37
93134,null,3164,null,15960,null,2283,null,1835,null,586,null,12219,null,2023,null,1906,null,701,null,21458,null,1993,null,6160,null,1236,null,14304,null,1712,null,994,null,351,null,22777,null,2213,null,14250,null,1766,null,6260,null,1247,null,2267,null,606,null,14228,null,1797,null,11545,null,1641,null,1415,null,615,null,1268,null,404,null,11531,null,1562,null,10000,null,1564,null,150,null,170,null,1381,null,440,null,7180,null,1165,null,6177,null,1145,null,0,null,203,null,1003,null,503,null,0400000US38,North Dakota,38
1366336,null,14317,null,271492,null,8517,null,29495,null,2726,null,191196,null,7492,null,50801,null,3933,null,297995,null,7635,null,44545,null,3216,null,235910,null,7322,null,17540,null,2042,null,324490,null,9048,null,152598,null,6099,null,155829,null,6471,null,16063,null,1876,null,213744,null,7666,null,178471,null,6628,null,26830,null,2551,null,8443,null,1384,null,167678,null,7229,null,155368,null,7069,null,4907,null,1027,null,7403,null,1413,null,90937,null,4981,null,84276,null,4754,null,891,null,492,null,5770,null,1055,null,0400000US39,Ohio,39
444786,null,7868,null,82364,null,4332,null,6961,null,1305,null,55336,null,4017,null,20067,null,2145,null,95149,null,4373,null,15880,null,1933,null,69646,null,3619,null,9623,null,1414,null,113530,null,5201,null,62087,null,3377,null,40716,null,3442,null,10727,null,1609,null,69310,null,4073,null,57757,null,3890,null,5945,null,1204,null,5608,null,1131,null,54170,null,4069,null,47819,null,3511,null,566,null,422,null,5785,null,1198,null,30263,null,3164,null,27082,null,3026,null,274,null,187,null,2907,null,719,null,0400000US40,Oklahoma,40
521192,null,9768,null,71313,null,4071,null,5443,null,1152,null,53224,null,3637,null,12646,null,1938,null,94446,null,5268,null,9251,null,1289,null,79641,null,5088,null,5554,null,1111,null,131121,null,5997,null,47608,null,3228,null,78871,null,5226,null,4642,null,1261,null,90154,null,4924,null,68277,null,4773,null,17717,null,2219,null,4160,null,1002,null,81322,null,5066,null,74673,null,4703,null,4424,null,1051,null,2225,null,782,null,52836,null,3510,null,49626,null,3428,null,966,null,459,null,2244,null,800,null,0400000US41,Oregon,41
1382326,null,15412,null,231306,null,8246,null,23957,null,2777,null,171245,null,7392,null,36104,null,3289,null,295075,null,8563,null,56186,null,3137,null,217868,null,7789,null,21021,null,2386,null,321494,null,9472,null,141055,null,6726,null,160832,null,7387,null,19607,null,2123,null,211676,null,7369,null,164588,null,6708,null,35090,null,3210,null,11998,null,1429,null,190304,null,7702,null,168534,null,7269,null,11712,null,1304,null,10058,null,1457,null,132471,null,5815,null,121281,null,5697,null,2428,null,759,null,8762,null,1260,null,0400000US42,Pennsylvania,42
146505,null,4198,null,24752,null,2773,null,4827,null,1080,null,16378,null,2286,null,3547,null,1167,null,31150,null,2773,null,6972,null,1160,null,22837,null,2680,null,1341,null,516,null,31838,null,2807,null,8549,null,1523,null,21358,null,2455,null,1931,null,689,null,20409,null,2145,null,14116,null,1925,null,5940,null,1206,null,353,null,228,null,21526,null,2584,null,19213,null,2480,null,1859,null,706,null,454,null,276,null,16830,null,2214,null,15431,null,2070,null,675,null,582,null,724,null,377,null,0400000US44,Rhode Island,44
510098,null,11410,null,99201,null,5029,null,6407,null,1412,null,63506,null,4158,null,29288,null,3007,null,97416,null,5119,null,13648,null,2070,null,71622,null,4660,null,12146,null,1802,null,119406,null,5665,null,54919,null,4332,null,51294,null,3555,null,13193,null,2098,null,83469,null,5062,null,67407,null,4780,null,9591,null,1798,null,6471,null,1569,null,65086,null,4866,null,55530,null,4165,null,2680,null,790,null,6876,null,1538,null,45520,null,4103,null,38976,null,3710,null,1467,null,747,null,5077,null,1232,null,0400000US45,South Carolina,45
99883,null,3872,null,16717,null,1943,null,2437,null,613,null,12151,null,1792,null,2129,null,612,null,22295,null,2265,null,6921,null,1120,null,13342,null,2007,null,2032,null,497,null,27450,null,2473,null,17422,null,2189,null,7458,null,1363,null,2570,null,647,null,17306,null,2310,null,13556,null,1918,null,1001,null,450,null,2749,null,880,null,10188,null,1513,null,8633,null,1479,null,360,null,426,null,1195,null,379,null,5927,null,1046,null,4672,null,979,null,0,null,221,null,1255,null,422,null,0400000US46,South Dakota,46
723835,null,11090,null,140783,null,5981,null,15578,null,2173,null,93530,null,5041,null,31675,null,2947,null,154200,null,5620,null,25877,null,2736,null,113929,null,5512,null,14394,null,1991,null,177945,null,7734,null,89755,null,5218,null,74035,null,5491,null,14155,null,2463,null,111475,null,5456,null,92699,null,5120,null,11298,null,1820,null,7478,null,1431,null,89327,null,5038,null,80284,null,4929,null,1739,null,677,null,7304,null,1521,null,50105,null,4534,null,45450,null,4176,null,444,null,369,null,4211,null,1104,null,0400000US47,Tennessee,47
2870498,null,26030,null,414501,null,9612,null,24578,null,2471,null,293230,null,9058,null,96693,null,5271,null,528689,null,11757,null,55486,null,4150,null,432729,null,10863,null,40474,null,2782,null,709988,null,14976,null,269747,null,9547,null,399871,null,10234,null,40370,null,3377,null,481840,null,12482,null,362585,null,11503,null,93610,null,5565,null,25645,null,2392,null,420315,null,10856,null,373357,null,9851,null,25915,null,2828,null,21043,null,2537,null,315165,null,9733,null,293691,null,9261,null,4412,null,1159,null,17062,null,1932,null,0400000US48,Texas,48
236119,null,5432,null,23923,null,2207,null,2881,null,923,null,16240,null,1917,null,4802,null,1024,null,38833,null,3232,null,4518,null,1160,null,31704,null,2935,null,2611,null,844,null,57926,null,3512,null,22775,null,2361,null,32433,null,2594,null,2718,null,609,null,48593,null,3812,null,37251,null,3329,null,9467,null,1844,null,1875,null,686,null,38843,null,3658,null,33651,null,3351,null,2989,null,1059,null,2203,null,605,null,28001,null,3133,null,26673,null,3024,null,276,null,213,null,1052,null,487,null,0400000US49,Utah,49
68660,null,2867,null,8982,null,1182,null,1224,null,375,null,6173,null,1027,null,1585,null,599,null,14790,null,1522,null,2543,null,555,null,11172,null,1479,null,1075,null,425,null,15711,null,1552,null,5280,null,1022,null,9373,null,1315,null,1058,null,352,null,12287,null,1583,null,8259,null,1366,null,3248,null,913,null,780,null,282,null,9210,null,1291,null,8077,null,1245,null,407,null,229,null,726,null,295,null,7680,null,1217,null,6629,null,1134,null,535,null,446,null,516,null,267,null,0400000US50,Vermont,50
894136,null,13541,null,111838,null,5457,null,10918,null,1640,null,75803,null,4593,null,25117,null,3012,null,129855,null,5915,null,19579,null,2088,null,98950,null,5974,null,11326,null,1635,null,181395,null,7016,null,57265,null,3883,null,112642,null,5739,null,11488,null,1871,null,150603,null,6971,null,87251,null,5090,null,56650,null,4440,null,6702,null,1259,null,161586,null,7230,null,126825,null,6426,null,27128,null,2877,null,7633,null,1525,null,158859,null,7020,null,141473,null,6387,null,10407,null,1792,null,6979,null,1252,null,0400000US51,Virginia,51
848776,null,11681,null,113148,null,5582,null,9396,null,1681,null,90401,null,5482,null,13351,null,1857,null,133716,null,5548,null,18972,null,2290,null,108671,null,5478,null,6073,null,1302,null,194355,null,7563,null,65319,null,4125,null,121102,null,5989,null,7934,null,1379,null,144496,null,6262,null,96754,null,5265,null,41485,null,3468,null,6257,null,1164,null,144272,null,6067,null,123464,null,5854,null,15560,null,2030,null,5248,null,1204,null,118789,null,5227,null,111202,null,5308,null,3026,null,869,null,4561,null,1103,null,0400000US53,Washington,53
