C25015_001E,C25015_001EA,C25015_001M,C25015_001MA,C25015_002E,C25015_002EA,C25015_002M,C25015_002MA,C25015_003E,C25015_003EA,C25015_003M,C25015_003MA,C25015_004E,C25015_004EA,C25015_004M,C25015_004MA,C25015_005E,C25015_005EA,C25015_005M,C25015_005MA,C25015_006E,C25015_006EA,C25015_006M,C25015_006MA,C25015_007E,C25015_007EA,C25015_007M,C25015_007MA,C25015_008E,C25015_008EA,C25015_008M,C25015_008MA,C25015_009E,C25015_009EA,C25015_009M,C25015_009MA,C25015_010E,C25015_010EA,C25015_010M,C25015_010MA,C25015_011E,C25015_011EA,C25015_011M,C25015_011MA,C25015_012E,C25015_012EA,C25015_012M,C25015_012MA,C25015_013E,C25015_013EA,C25015_013M,C25015_013MA,C25015_014E,C25015_014EA,C25015_014M,C25015_014MA,C25015_015E,C25015_015EA,C25015_015M,C25015_015MA,C25015_016E,C25015_016EA,C25015_016M,C25015_016MA,C25015_017E,C25015_017EA,C25015_017M,C25015_017MA,C25015_018E,C25015_018EA,C25015_018M,C25015_018MA,C25015_019E,C25015_019EA,C25015_019M,C25015_019MA,C25015_020E,C25015_020EA,C25015_020M,C25015_020MA,C25015_021E,C25015_021EA,C25015_021M,C25015_021MA,GEO_ID,NAME,state
1816313,null,9214,null,1287825,null,11794,null,163175,null,5940,null,159545,null,5923,null,3630,null,908,null,788834,null,7863,null,779100,null,7861,null,9734,null,1475,null,335816,null,4745,null,334711,null,4756,null,1105,null,462,null,528488,null,10257,null,223076,null,6702,null,214538,null,6670,null,8538,null,1551,null,241384,null,7029,null,233162,null,7353,null,8222,null,1565,null,64028,null,3693,null,63781,null,3676,null,247,null,241,null,0400000US01,Alabama,01
236421,null,2731,null,149018,null,3290,null,18923,null,2019,null,17808,null,1978,null,1115,null,487,null,109262,null,2736,null,103825,null,2764,null,5437,null,1144,null,20833,null,1349,null,20361,null,1345,null,472,null,226,null,87403,null,3597,null,36546,null,2643,null,32510,null,2309,null,4036,null,1078,null,44007,null,2601,null,39862,null,2635,null,4145,null,838,null,6850,null,1076,null,6797,null,1084,null,53,null,51,null,0400000US02,Alaska,02
2251546,null,9458,null,1533145,null,12918,null,202387,null,6648,null,190059,null,6036,null,12328,null,2243,null,924329,null,10433,null,893883,null,10132,null,30446,null,2544,null,406429,null,5336,null,403186,null,5361,null,3243,null,690,null,718401,null,12688,null,305856,null,7480,null,275266,null,7158,null,30590,null,3598,null,333612,null,11345,null,309704,null,11071,null,23908,null,3076,null,78933,null,3561,null,78006,null,3490,null,927,null,595,null,0400000US04,Arizona,04
1102734,null,8133,null,746839,null,10273,null,93418,null,4610,null,91205,null,4557,null,2213,null,679,null,450731,null,7979,null,442982,null,7951,null,7749,null,1331,null,202690,null,4240,null,201942,null,4238,null,748,null,376,null,355895,null,8224,null,145370,null,5799,null,137517,null,5584,null,7853,null,1584,null,164251,null,6121,null,158308,null,6098,null,5943,null,1444,null,46274,null,2876,null,45914,null,2858,null,360,null,323,null,0400000US05,Arkansas,05
12200672,null,20297,null,7076972,null,24937,null,720998,null,11995,null,670379,null,12419,null,50619,null,3448,null,4642687,null,21994,null,4424935,null,21995,null,217752,null,6077,null,1713287,null,13457,null,1697040,null,13200,null,16247,null,1957,null,5123700,null,28871,null,1812767,null,15072,null,1541068,null,14788,null,271699,null,8450,null,2728651,null,25676,null,2363187,null,23477,null,365464,null,11579,null,582282,null,11115,null,567373,null,10671,null,14909,null,2114,null,0400000US06,California,06
1859965,null,9746,null,1280207,null,11127,null,181552,null,5729,null,177933,null,5789,null,3619,null,1151,null,852793,null,8205,null,841717,null,8061,null,11076,null,1877,null,245862,null,4044,null,245378,null,4052,null,484,null,410,null,579758,null,10271,null,254227,null,7315,null,241328,null,6873,null,12899,null,2081,null,267789,null,7336,null,257440,null,7510,null,10349,null,1818,null,57742,null,3362,null,57498,null,3319,null,244,null,283,null,0400000US08,Colorado,08
1320714,null,5183,null,924839,null,7954,null,94040,null,4416,null,92960,null,4479,null,1080,null,535,null,617247,null,6282,null,610534,null,6192,null,6713,null,1306,null,213552,null,3789,null,213251,null,3763,null,301,null,228,null,395875,null,7185,null,126605,null,4926,null,119859,null,4805,null,6746,null,1415,null,199772,null,6637,null,192454,null,6520,null,7318,null,1216,null,69498,null,3427,null,69030,null,3433,null,468,null,394,null,0400000US09,Connecticut,09
328477,null,3041,null,238141,null,4151,null,31499,null,2165,null,30787,null,2178,null,712,null,415,null,148826,null,3043,null,147498,null,3153,null,1328,null,714,null,57816,null,1913,null,57758,null,1903,null,58,null,84,null,90336,null,3436,null,32616,null,2401,null,30788,null,2440,null,1828,null,739,null,44857,null,2948,null,43594,null,2833,null,1263,null,611,null,12863,null,1627,null,12863,null,1627,null,0,null,261,null,0400000US10,Delaware,10
251039,null,2911,null,111813,null,2883,null,15231,null,1750,null,15085,null,1729,null,146,null,149,null,66997,null,2693,null,66495,null,2743,null,502,null,313,null,29585,null,1424,null,29336,null,1419,null,249,null,159,null,139226,null,3601,null,55114,null,3045,null,52064,null,3004,null,3050,null,1033,null,67047,null,2894,null,64298,null,2995,null,2749,null,885,null,17065,null,1478,null,16880,null,1476,null,185,null,166,null,0400000US11,District of Columbia,11
7088960,null,21361,null,5005708,null,26411,null,514763,null,10870,null,499425,null,10764,null,15338,null,2287,null,2929535,null,19198,null,2884293,null,19640,null,45242,null,3410,null,1561410,null,12822,null,1557565,null,12895,null,3845,null,1125,null,2083252,null,21269,null,776807,null,13663,null,725564,null,12862,null,51243,null,4752,null,1022923,null,14734,null,970091,null,14136,null,52832,null,4294,null,283522,null,8255,null,279997,null,8168,null,3525,null,1078,null,0400000US12,Florida,12
