B22008_001E,B22008_001EA,B22008_001M,B22008_001MA,B22008_002E,B22008_002EA,B22008_002M,B22008_002MA,B22008_003E,B22008_003EA,B22008_003M,B22008_003MA,GEO_ID,NAME,state
40554,null,428,null,12219,null,389,null,44487,null,539,null,0400000US01,Alabama,01
64333,null,1594,null,20770,null,3304,null,68212,null,2061,null,0400000US02,Alaska,02
49889,null,508,null,20211,null,1162,null,52141,null,468,null,0400000US04,Arizona,04
38134,null,739,null,13530,null,544,null,42284,null,608,null,0400000US05,Arkansas,05
59948,null,295,null,20007,null,509,null,61736,null,210,null,0400000US06,California,06
55212,null,650,null,15453,null,1276,null,57607,null,797,null,0400000US08,Colorado,08
65967,null,815,null,14590,null,1012,null,69932,null,940,null,0400000US09,Connecticut,09
54610,null,1581,null,17985,null,2696,null,58339,null,1837,null,0400000US10,Delaware,10
54317,null,1984,null,15120,null,4325,null,60591,null,2103,null,0400000US11,District of Columbia,11
47804,null,341,null,17100,null,526,null,50208,null,267,null,0400000US12,Florida,12
49136,null,488,null,14972,null,563,null,52175,null,363,null,0400000US13,Georgia,13
63746,null,1923,null,20088,null,3439,null,66289,null,1235,null,0400000US15,Hawaii,15
46253,null,755,null,16221,null,1625,null,48658,null,787,null,0400000US16,Idaho,16
54124,null,370,null,16059,null,467,null,58023,null,456,null,0400000US17,Illinois,17
47448,null,378,null,13920,null,503,null,51011,null,307,null,0400000US18,Indiana,18
47292,null,577,null,15315,null,942,null,50662,null,459,null,0400000US19,Iowa,19
47451,null,640,null,14934,null,1318,null,50303,null,623,null,0400000US20,Kansas,20
40267,null,522,null,11721,null,422,null,45510,null,630,null,0400000US21,Kentucky,21
40926,null,457,null,13327,null,660,null,45806,null,569,null,0400000US22,Louisiana,22
45888,null,710,null,14976,null,982,null,50905,null,538,null,0400000US23,Maine,23
68080,null,740,null,18512,null,1531,null,70859,null,587,null,0400000US24,Maryland,24
62365,null,510,null,13172,null,698,null,66817,null,562,null,0400000US25,Massachusetts,25
47950,null,386,null,14716,null,461,null,52464,null,345,null,0400000US26,Michigan,26
55802,null,605,null,14776,null,1227,null,58305,null,643,null,0400000US27,Minnesota,27
36338,null,686,null,12511,null,730,null,41179,null,657,null,0400000US28,Mississippi,28
45114,null,489,null,14329,null,563,null,49474,null,505,null,0400000US29,Missouri,29
43531,null,1028,null,13673,null,1612,null,46369,null,1016,null,0400000US30,Montana,30
47085,null,689,null,13760,null,1500,null,49944,null,665,null,0400000US31,Nebraska,31
55062,null,936,null,16957,null,1979,null,56620,null,836,null,0400000US32,Nevada,32
62369,null,1147,null,17301,null,1893,null,64849,null,1241,null,0400000US33,New Hampshire,33
67035,null,573,null,14426,null,847,null,69921,null,707,null,0400000US34,New Jersey,34
41452,null,677,null,14458,null,1387,null,45088,null,833,null,0400000US35,New Mexico,35
53514,null,349,null,12723,null,323,null,59037,null,411,null,0400000US36,New York,36
44670,null,432,null,12986,null,519,null,48610,null,495,null,0400000US37,North Carolina,37
43753,null,1205,null,12359,null,1346,null,46668,null,1061,null,0400000US38,North Dakota,38
46597,null,304,null,12545,null,368,null,50838,null,296,null,0400000US39,Ohio,39
41567,null,395,null,14177,null,847,null,45198,null,521,null,0400000US40,Oklahoma,40
48730,null,681,null,17502,null,1088,null,52383,null,540,null,0400000US41,Oregon,41
48576,null,297,null,13582,null,456,null,51914,null,230,null,0400000US42,Pennsylvania,42
53568,null,1353,null,11879,null,1320,null,57880,null,1607,null,0400000US44,Rhode Island,44
43329,null,635,null,13909,null,979,null,47302,null,670,null,0400000US45,South Carolina,45
43424,null,944,null,14592,null,1781,null,46038,null,857,null,0400000US46,South Dakota,46
42367,null,345,null,13946,null,612,null,47301,null,396,null,0400000US47,Tennessee,47
47548,null,308,null,15955,null,368,null,51477,null,276,null,0400000US48,Texas,48
55109,null,762,null,18560,null,1473,null,56865,null,745,null,0400000US49,Utah,49
49907,null,1176,null,16170,null,1348,null,53413,null,1680,null,0400000US50,Vermont,50
59562,null,589,null,15123,null,910,null,62360,null,402,null,0400000US51,Virginia,51
55591,null,501,null,15908,null,878,null,59595,null,642,null,0400000US53,Washington,53
37060,null,760,null,12076,null,526,null,41668,null,661,null,0400000US54,West Virginia,54
50578,null,364,null,15182,null,700,null,52885,null,460,null,0400000US55,Wisconsin,55
51731,null,1322,null,15956,null,4021,null,53686,null,2231,null,0400000US56,Wyoming,56
17741,null,390,null,5928,null,208,null,25893,null,465,null,0400000US72,Puerto Rico,72
