C13004_001E,C13004_001EA,C13004_001M,C13004_001MA,C13004_002E,C13004_002EA,C13004_002M,C13004_002MA,C13004_003E,C13004_003EA,C13004_003M,C13004_003MA,C13004_004E,C13004_004EA,C13004_004M,C13004_004MA,C13004_005E,C13004_005EA,C13004_005M,C13004_005MA,C13004_006E,C13004_006EA,C13004_006M,C13004_006MA,C13004_007E,C13004_007EA,C13004_007M,C13004_007MA,GEO_ID,NAME,state
1131608,null,4742,null,65760,null,4315,null,38753,null,3432,null,27007,null,2723,null,1065848,null,6650,null,531747,null,8347,null,534101,null,9229,null,0400000US01,Alabama,01
173608,null,2143,null,11442,null,1671,null,7375,null,1347,null,4067,null,998,null,162166,null,2406,null,82295,null,3446,null,79871,null,3596,null,0400000US02,Alaska,02
1514362,null,3983,null,97486,null,5907,null,60649,null,4629,null,36837,null,3291,null,1416876,null,7186,null,669965,null,10238,null,746911,null,10097,null,0400000US04,Arizona,04
670042,null,3598,null,39472,null,3378,null,22946,null,2351,null,16526,null,2297,null,630570,null,4693,null,342101,null,6855,null,288469,null,7556,null,0400000US05,Arkansas,05
9258623,null,11230,null,510069,null,12365,null,350345,null,9580,null,159724,null,7861,null,8748554,null,15539,null,4108809,null,29571,null,4639745,null,29599,null,0400000US06,California,06
1219049,null,3755,null,66751,null,4130,null,50379,null,3391,null,16372,null,2196,null,1152298,null,5474,null,586020,null,8203,null,566278,null,8207,null,0400000US08,Colorado,08
846993,null,3078,null,43235,null,3269,null,30948,null,2689,null,12287,null,1920,null,803758,null,4211,null,391585,null,6787,null,412173,null,6746,null,0400000US09,Connecticut,09
211878,null,1317,null,8726,null,1523,null,5893,null,1182,null,2833,null,1056,null,203152,null,1880,null,96615,null,4495,null,106537,null,4215,null,0400000US10,Delaware,10
160307,null,1889,null,7408,null,1538,null,3422,null,937,null,3986,null,1176,null,152899,null,2339,null,38630,null,2808,null,114269,null,3459,null,0400000US11,District of Columbia,11
4270634,null,8630,null,216500,null,8648,null,138640,null,6358,null,77860,null,5617,null,4054134,null,12189,null,1917944,null,18852,null,2136190,null,19069,null,0400000US12,Florida,12
2448011,null,6236,null,136501,null,7570,null,85060,null,6010,null,51441,null,4399,null,2311510,null,10123,null,1111525,null,13724,null,1199985,null,12918,null,0400000US13,Georgia,13
300062,null,2122,null,17371,null,2184,null,12697,null,1821,null,4674,null,1357,null,282691,null,3184,null,140222,null,4382,null,142469,null,4300,null,0400000US15,Hawaii,15
359915,null,2869,null,27613,null,2656,null,21251,null,2302,null,6362,null,1456,null,332302,null,4160,null,186148,null,5063,null,146154,null,5565,null,0400000US16,Idaho,16
3201827,null,5134,null,182582,null,7181,null,121885,null,5569,null,60697,null,4573,null,3019245,null,8539,null,1434412,null,12351,null,1584833,null,13947,null,0400000US17,Illinois,17
1535191,null,4250,null,89368,null,4950,null,58722,null,3659,null,30646,null,3285,null,1445823,null,6588,null,736530,null,9563,null,709293,null,10872,null,0400000US18,Indiana,18
696631,null,3136,null,42208,null,2828,null,30016,null,2350,null,12192,null,1807,null,654423,null,4264,null,349126,null,6197,null,305297,null,6628,null,0400000US19,Iowa,19
664881,null,3535,null,44842,null,2960,null,32800,null,2814,null,12042,null,1576,null,620039,null,4954,null,330544,null,7202,null,289495,null,8060,null,0400000US20,Kansas,20
1043326,null,4236,null,61861,null,3849,null,40807,null,3184,null,21054,null,2319,null,981465,null,6075,null,509357,null,9216,null,472108,null,8421,null,0400000US21,Kentucky,21
1083841,null,4117,null,63225,null,4107,null,34746,null,2974,null,28479,null,3091,null,1020616,null,5714,null,461148,null,6460,null,559468,null,7593,null,0400000US22,Louisiana,22
314290,null,2005,null,16175,null,2162,null,11572,null,1739,null,4603,null,1032,null,298115,null,2829,null,151723,null,4206,null,146392,null,4166,null,0400000US23,Maine,23
1441266,null,3632,null,82018,null,4984,null,54924,null,4053,null,27094,null,3055,null,1359248,null,6082,null,631991,null,8545,null,727257,null,9851,null,0400000US24,Maryland,24
1613977,null,4044,null,73506,null,4173,null,54779,null,3665,null,18727,null,2138,null,1540471,null,6198,null,694389,null,9176,null,846082,null,10599,null,0400000US25,Massachusetts,25
2465146,null,4763,null,133051,null,5273,null,84751,null,4125,null,48300,null,3915,null,2332095,null,6897,null,1086390,null,11609,null,1245705,null,12973,null,0400000US26,Michigan,26
1271490,null,3342,null,77468,null,3589,null,55556,null,3136,null,21912,null,2236,null,1194022,null,5058,null,614357,null,7728,null,579665,null,7894,null,0400000US27,Minnesota,27
714014,null,3607,null,41467,null,3701,null,22440,null,2685,null,19027,null,2436,null,672547,null,4899,null,314795,null,7820,null,357752,null,8987,null,0400000US28,Mississippi,28
1436380,null,4669,null,80887,null,4556,null,54295,null,3360,null,26592,null,2960,null,1355493,null,6517,null,676200,null,10741,null,679293,null,11645,null,0400000US29,Missouri,29
221712,null,1940,null,10711,null,1406,null,7892,null,1212,null,2819,null,711,null,211001,null,2256,null,106464,null,3635,null,104537,null,3706,null,0400000US30,Montana,30
420178,null,2417,null,27952,null,2723,null,19316,null,2173,null,8636,null,1411,null,392226,null,3634,null,204282,null,5122,null,187944,null,4998,null,0400000US31,Nebraska,31
622194,null,2569,null,37300,null,3440,null,23498,null,2640,null,13802,null,1859,null,584894,null,4129,null,293878,null,5593,null,291016,null,6611,null,0400000US32,Nevada,32
325509,null,2396,null,13778,null,1916,null,9963,null,1808,null,3815,null,1011,null,311731,null,3191,null,160629,null,4392,null,151102,null,5322,null,0400000US33,New Hampshire,33
2144720,null,4926,null,113998,null,5112,null,82084,null,4043,null,31914,null,3287,null,2030722,null,7173,null,993250,null,10904,null,1037472,null,11852,null,0400000US34,New Jersey,34
480905,null,3101,null,29213,null,2978,null,16206,null,1838,null,13007,null,2165,null,451692,null,4493,null,203395,null,6582,null,248297,null,6359,null,0400000US35,New Mexico,35
4838077,null,8068,null,238173,null,7427,null,160343,null,5870,null,77830,null,5456,null,4599904,null,11262,null,2046625,null,17848,null,2553279,null,18794,null,0400000US36,New York,36
2236674,null,6376,null,126903,null,5878,null,83100,null,4839,null,43803,null,4152,null,2109771,null,8290,null,1090064,null,12057,null,1019707,null,11755,null,0400000US37,North Carolina,37
148541,null,1730,null,9537,null,1399,null,6722,null,1174,null,2815,null,662,null,139004,null,2114,null,75083,null,2612,null,63921,null,3132,null,0400000US38,North Dakota,38
2790144,null,4976,null,156531,null,4851,null,99484,null,3779,null,57047,null,2848,null,2633613,null,6822,null,1255818,null,13771,null,1377795,null,14249,null,0400000US39,Ohio,39
856824,null,3758,null,51833,null,3383,null,34560,null,2846,null,17273,null,1825,null,804991,null,4790,null,423693,null,5578,null,381298,null,6670,null,0400000US40,Oklahoma,40
901798,null,4351,null,46687,null,3297,null,33359,null,2897,null,13328,null,1832,null,855111,null,5797,null,426566,null,7823,null,428545,null,7404,null,0400000US41,Oregon,41
2928852,null,6452,null,151715,null,5522,null,100594,null,4550,null,51121,null,3499,null,2777137,null,8109,null,1359176,null,12408,null,1417961,null,12576,null,0400000US42,Pennsylvania,42
