B15002G_001E,B15002G_001EA,B15002G_001M,B15002G_001MA,B15002G_002E,B15002G_002EA,B15002G_002M,B15002G_002MA,B15002G_003E,B15002G_003EA,B15002G_003M,B15002G_003MA,B15002G_004E,B15002G_004EA,B15002G_004M,B15002G_004MA,B15002G_005E,B15002G_005EA,B15002G_005M,B15002G_005MA,B15002G_006E,B15002G_006EA,B15002G_006M,B15002G_006MA,B15002G_007E,B15002G_007EA,B15002G_007M,B15002G_007MA,B15002G_008E,B15002G_008EA,B15002G_008M,B15002G_008MA,B15002G_009E,B15002G_009EA,B15002G_009M,B15002G_009MA,B15002G_010E,B15002G_010EA,B15002G_010M,B15002G_010MA,B15002G_011E,B15002G_011EA,B15002G_011M,B15002G_011MA,B15002G_012E,B15002G_012EA,B15002G_012M,B15002G_012MA,B15002G_013E,B15002G_013EA,B15002G_013M,B15002G_013MA,B15002G_014E,B15002G_014EA,B15002G_014M,B15002G_014MA,B15002G_015E,B15002G_015EA,B15002G_015M,B15002G_015MA,B15002G_016E,B15002G_016EA,B15002G_016M,B15002G_016MA,B15002G_017E,B15002G_017EA,B15002G_017M,B15002G_017MA,GEO_ID,NAME,state
25321,null,2357,null,12101,null,1540,null,1005,null,583,null,1516,null,469,null,3771,null,923,null,3060,null,824,null,721,null,356,null,1467,null,536,null,561,null,312,null,13220,null,1616,null,1049,null,486,null,1685,null,595,null,4154,null,881,null,3434,null,703,null,785,null,331,null,1313,null,487,null,800,null,392,null,0400000US01,Alabama,01
16394,null,2057,null,8079,null,1393,null,87,null,95,null,645,null,303,null,3417,null,1003,null,1916,null,608,null,620,null,391,null,999,null,561,null,395,null,269,null,8315,null,1137,null,274,null,276,null,970,null,589,null,2650,null,663,null,2710,null,691,null,473,null,320,null,578,null,307,null,660,null,374,null,0400000US02,Alaska,02
51887,null,4558,null,24828,null,2775,null,1166,null,462,null,2264,null,731,null,7008,null,1326,null,7489,null,1567,null,2230,null,792,null,3142,null,880,null,1529,null,461,null,27059,null,2591,null,1418,null,622,null,2954,null,849,null,5350,null,1052,null,7821,null,1406,null,2680,null,1015,null,4076,null,1087,null,2760,null,790,null,0400000US04,Arizona,04
20599,null,2194,null,9769,null,1437,null,814,null,401,null,1200,null,529,null,4320,null,953,null,2184,null,658,null,293,null,236,null,620,null,399,null,338,null,235,null,10830,null,1431,null,1468,null,687,null,1840,null,674,null,3407,null,831,null,2006,null,650,null,560,null,360,null,1112,null,463,null,437,null,263,null,0400000US05,Arkansas,05
497805,null,12542,null,245730,null,7576,null,14115,null,1886,null,29229,null,2926,null,55871,null,4270,null,63193,null,4451,null,22245,null,2134,null,41976,null,3293,null,19101,null,2222,null,252075,null,8569,null,16102,null,2438,null,23291,null,2291,null,50828,null,4022,null,67702,null,4525,null,26080,null,2731,null,45767,null,3938,null,22305,null,2277,null,0400000US06,California,06
51125,null,3906,null,24546,null,2468,null,569,null,382,null,2123,null,800,null,7649,null,1505,null,5814,null,1101,null,1636,null,574,null,4701,null,1257,null,2054,null,713,null,26579,null,2688,null,1083,null,542,null,2003,null,757,null,7063,null,1465,null,5940,null,1286,null,3140,null,1193,null,4154,null,984,null,3196,null,984,null,0400000US08,Colorado,08
26113,null,2880,null,11522,null,1789,null,407,null,280,null,525,null,338,null,4689,null,1278,null,2571,null,1043,null,828,null,435,null,1313,null,497,null,1189,null,549,null,14591,null,2042,null,639,null,427,null,1030,null,425,null,3643,null,1064,null,3964,null,844,null,1035,null,471,null,2885,null,802,null,1395,null,554,null,0400000US09,Connecticut,09
5548,null,1300,null,2942,null,1018,null,56,null,90,null,65,null,107,null,626,null,474,null,637,null,395,null,777,null,585,null,256,null,215,null,525,null,389,null,2606,null,802,null,0,null,261,null,97,null,104,null,803,null,396,null,913,null,515,null,299,null,304,null,224,null,204,null,270,null,202,null,0400000US10,Delaware,10
5397,null,1282,null,2090,null,1032,null,52,null,66,null,58,null,91,null,138,null,152,null,0,null,300,null,198,null,315,null,1145,null,741,null,499,null,328,null,3307,null,841,null,0,null,300,null,0,null,300,null,422,null,329,null,634,null,399,null,216,null,183,null,659,null,299,null,1376,null,627,null,0400000US11,District of Columbia,11
140649,null,6642,null,67222,null,4186,null,6307,null,1587,null,8624,null,1486,null,19432,null,2420,null,12339,null,1637,null,5640,null,1289,null,10243,null,1610,null,4637,null,994,null,73427,null,4347,null,4437,null,1020,null,7251,null,1507,null,19737,null,2276,null,18011,null,2221,null,7299,null,1171,null,10491,null,1505,null,6201,null,1160,null,0400000US12,Florida,12
