B17006_001E,B17006_001EA,B17006_001M,B17006_001MA,B17006_002E,B17006_002EA,B17006_002M,B17006_002MA,B17006_003E,B17006_003EA,B17006_003M,B17006_003MA,B17006_004E,B17006_004EA,B17006_004M,B17006_004MA,B17006_005E,B17006_005EA,B17006_005M,B17006_005MA,B17006_006E,B17006_006EA,B17006_006M,B17006_006MA,B17006_007E,B17006_007EA,B17006_007M,B17006_007MA,B17006_008E,B17006_008EA,B17006_008M,B17006_008MA,B17006_009E,B17006_009EA,B17006_009M,B17006_009MA,B17006_010E,B17006_010EA,B17006_010M,B17006_010MA,B17006_011E,B17006_011EA,B17006_011M,B17006_011MA,B17006_012E,B17006_012EA,B17006_012M,B17006_012MA,B17006_013E,B17006_013EA,B17006_013M,B17006_013MA,B17006_014E,B17006_014EA,B17006_014M,B17006_014MA,B17006_015E,B17006_015EA,B17006_015M,B17006_015MA,B17006_016E,B17006_016EA,B17006_016M,B17006_016MA,B17006_017E,B17006_017EA,B17006_017M,B17006_017MA,B17006_018E,B17006_018EA,B17006_018M,B17006_018MA,B17006_019E,B17006_019EA,B17006_019M,B17006_019MA,B17006_020E,B17006_020EA,B17006_020M,B17006_020MA,B17006_021E,B17006_021EA,B17006_021M,B17006_021MA,B17006_022E,B17006_022EA,B17006_022M,B17006_022MA,B17006_023E,B17006_023EA,B17006_023M,B17006_023MA,B17006_024E,B17006_024EA,B17006_024M,B17006_024MA,B17006_025E,B17006_025EA,B17006_025M,B17006_025MA,B17006_026E,B17006_026EA,B17006_026M,B17006_026MA,B17006_027E,B17006_027EA,B17006_027M,B17006_027MA,B17006_028E,B17006_028EA,B17006_028M,B17006_028MA,B17006_029E,B17006_029EA,B17006_029M,B17006_029MA,GEO_ID,NAME,state
1101764,null,5352,null,264227,null,11312,null,64797,null,6885,null,20651,null,3057,null,4042,null,1027,null,40104,null,4939,null,199430,null,9962,null,17806,null,3975,null,5566,null,1538,null,1025,null,546,null,11215,null,2920,null,181624,null,9625,null,57766,null,4109,null,11114,null,2041,null,112744,null,7643,null,837537,null,11561,null,627919,null,12748,null,172547,null,5903,null,33436,null,2613,null,421936,null,9953,null,209618,null,9398,null,54021,null,5616,null,14350,null,2117,null,1939,null,722,null,37732,null,4840,null,155597,null,7998,null,33059,null,3410,null,6760,null,1392,null,115778,null,7166,null,0400000US01,Alabama,01
176194,null,1618,null,18910,null,2889,null,4921,null,1255,null,1755,null,661,null,114,null,85,null,3052,null,856,null,13989,null,2569,null,2877,null,872,null,1347,null,548,null,97,null,78,null,1433,null,598,null,11112,null,2488,null,4476,null,1421,null,484,null,281,null,6152,null,1557,null,157284,null,3029,null,120545,null,4749,null,33572,null,2305,null,9424,null,1665,null,77549,null,3145,null,36739,null,3941,null,11159,null,2230,null,2480,null,862,null,373,null,273,null,8306,null,1727,null,25580,null,3546,null,5661,null,1548,null,1403,null,487,null,18516,null,2658,null,0400000US02,Alaska,02
1631545,null,4764,null,322332,null,15924,null,119934,null,11370,null,43693,null,6170,null,8132,null,1911,null,68109,null,6695,null,202398,null,12638,null,28091,null,5081,null,9534,null,2639,null,1933,null,881,null,16624,null,3407,null,174307,null,11519,null,59321,null,5884,null,9418,null,2089,null,105568,null,7696,null,1309213,null,16638,null,980603,null,17720,null,295378,null,8119,null,53947,null,3501,null,631278,null,13026,null,328610,null,14624,null,100668,null,7902,null,29099,null,3053,null,5399,null,1622,null,66170,null,5617,null,227942,null,13092,null,52322,null,4617,null,9498,null,1731,null,166122,null,10076,null,0400000US04,Arizona,04
685691,null,3179,null,174108,null,8476,null,59987,null,5325,null,20012,null,3007,null,3189,null,764,null,36786,null,3539,null,114121,null,7622,null,11383,null,2246,null,4944,null,1626,null,622,null,406,null,5817,null,1505,null,102738,null,7239,null,30780,null,3184,null,6209,null,1194,null,65749,null,5204,null,511583,null,9007,null,395205,null,9244,null,110542,null,4436,null,20579,null,2196,null,264084,null,6452,null,116378,null,7519,null,32088,null,4225,null,9201,null,1977,null,2021,null,885,null,20866,null,2983,null,84290,null,6271,null,18502,null,2437,null,4340,null,1174,null,61448,null,4715,null,0400000US05,Arkansas,05
9171950,null,11497,null,1546064,null,35324,null,635796,null,23300,null,201956,null,8721,null,35259,null,3266,null,398581,null,17149,null,910268,null,28700,null,127050,null,11144,null,47055,null,4925,null,7240,null,1838,null,72755,null,7104,null,783218,null,26695,null,240458,null,12102,null,41224,null,3652,null,501536,null,17882,null,7625886,null,35322,null,5800231,null,41105,null,1677380,null,17299,null,310252,null,8225,null,3812599,null,31939,null,1825655,null,29419,null,574946,null,18720,null,165034,null,7920,null,26541,null,3149,null,383371,null,14260,null,1250709,null,23760,null,281632,null,11542,null,53378,null,4437,null,915699,null,19319,null,0400000US06,California,06
1167832,null,3649,null,185240,null,10800,null,74719,null,7077,null,26464,null,3446,null,4969,null,1349,null,43286,null,4710,null,110521,null,9200,null,14671,null,3258,null,6188,null,2090,null,316,null,307,null,8167,null,2170,null,95850,null,8215,null,32419,null,3672,null,6181,null,1373,null,57250,null,5969,null,982592,null,11048,null,775011,null,13696,null,235032,null,6127,null,43245,null,2719,null,496734,null,10693,null,207581,null,9638,null,74156,null,7106,null,18981,null,3144,null,3112,null,921,null,52063,null,5263,null,133425,null,6967,null,26619,null,2781,null,7225,null,1560,null,99581,null,5601,null,0400000US08,Colorado,08
803218,null,2955,null,85530,null,7578,null,16108,null,3093,null,5394,null,1642,null,891,null,582,null,9823,null,1984,null,69422,null,6593,null,5783,null,1487,null,1515,null,676,null,685,null,550,null,3583,null,1069,null,63639,null,6522,null,19399,null,2613,null,4349,null,1128,null,39891,null,4934,null,717688,null,7636,null,561628,null,8721,null,149436,null,3916,null,28014,null,2518,null,384178,null,7265,null,156060,null,8061,null,34470,null,3811,null,9394,null,2000,null,1678,null,706,null,23398,null,3015,null,121590,null,6916,null,23554,null,2494,null,4860,null,1131,null,93176,null,5909,null,0400000US09,Connecticut,09
199301,null,1618,null,28525,null,3837,null,6753,null,2045,null,1500,null,666,null,250,null,213,null,5003,null,1586,null,21772,null,3793,null,2255,null,1251,null,827,null,740,null,126,null,148,null,1302,null,716,null,19517,null,3552,null,8095,null,2019,null,1353,null,671,null,10069,null,2343,null,170776,null,4039,null,124706,null,4644,null,35920,null,2280,null,6397,null,1072,null,82389,null,3878,null,46070,null,4643,null,11028,null,2713,null,2931,null,1224,null,353,null,304,null,7744,null,2106,null,35042,null,4048,null,9006,null,1850,null,2326,null,822,null,23710,null,3050,null,0400000US10,Delaware,10
112200,null,568,null,25147,null,4029,null,1159,null,833,null,296,null,287,null,52,null,85,null,811,null,718,null,23988,null,3976,null,1103,null,718,null,71,null,120,null,0,null,300,null,1032,null,695,null,22885,null,3983,null,6535,null,1890,null,688,null,463,null,15662,null,2853,null,87053,null,4096,null,44114,null,3906,null,18877,null,1994,null,2455,null,795,null,22782,null,2821,null,42939,null,4561,null,6644,null,2198,null,2250,null,1113,null,271,null,326,null,4123,null,1580,null,36295,null,4224,null,8227,null,1909,null,2565,null,893,null,25503,null,3551,null,0400000US11,District of Columbia,11
3947642,null,7003,null,654826,null,22476,null,187214,null,12707,null,64081,null,6056,null,11025,null,2177,null,112108,null,7879,null,467612,null,20127,null,47611,null,6133,null,20400,null,3723,null,959,null,554,null,26252,null,4104,null,420001,null,20825,null,139252,null,9297,null,25443,null,3737,null,255306,null,13326,null,3292816,null,22152,null,2374372,null,26971,null,686554,null,11259,null,121303,null,5358,null,1566515,null,22254,null,918444,null,23552,null,243222,null,12315,null,69778,null,5763,null,9949,null,2109,null,163495,null,8990,null,675222,null,20399,null,145278,null,7503,null,30149,null,3740,null,499795,null,15233,null,0400000US12,Florida,12
