C07408_001E,C07408_001EA,C07408_001M,C07408_001MA,C07408_002E,C07408_002EA,C07408_002M,C07408_002MA,C07408_003E,C07408_003EA,C07408_003M,C07408_003MA,C07408_004E,C07408_004EA,C07408_004M,C07408_004MA,C07408_005E,C07408_005EA,C07408_005M,C07408_005MA,C07408_006E,C07408_006EA,C07408_006M,C07408_006MA,C07408_007E,C07408_007EA,C07408_007M,C07408_007MA,C07408_008E,C07408_008EA,C07408_008M,C07408_008MA,C07408_009E,C07408_009EA,C07408_009M,C07408_009MA,C07408_010E,C07408_010EA,C07408_010M,C07408_010MA,C07408_011E,C07408_011EA,C07408_011M,C07408_011MA,C07408_012E,C07408_012EA,C07408_012M,C07408_012MA,C07408_013E,C07408_013EA,C07408_013M,C07408_013MA,C07408_014E,C07408_014EA,C07408_014M,C07408_014MA,C07408_015E,C07408_015EA,C07408_015M,C07408_015MA,C07408_016E,C07408_016EA,C07408_016M,C07408_016MA,C07408_017E,C07408_017EA,C07408_017M,C07408_017MA,C07408_018E,C07408_018EA,C07408_018M,C07408_018MA,C07408_019E,C07408_019EA,C07408_019M,C07408_019MA,C07408_020E,C07408_020EA,C07408_020M,C07408_020MA,C07408_021E,C07408_021EA,C07408_021M,C07408_021MA,C07408_022E,C07408_022EA,C07408_022M,C07408_022MA,C07408_023E,C07408_023EA,C07408_023M,C07408_023MA,C07408_024E,C07408_024EA,C07408_024M,C07408_024MA,C07408_025E,C07408_025EA,C07408_025M,C07408_025MA,GEO_ID,NAME,state
7340189,null,18890,null,2299442,null,23945,null,3593728,null,28142,null,1013733,null,17598,null,433286,null,10082,null,6118628,null,25575,null,1729305,null,25211,null,3192842,null,27207,null,807283,null,15086,null,389198,null,9208,null,612660,null,18244,null,277183,null,13304,null,201970,null,10994,null,106292,null,6549,null,27215,null,2974,null,402440,null,13564,null,199835,null,9711,null,119144,null,7510,null,72054,null,5676,null,11407,null,1728,null,206461,null,10553,null,93119,null,6084,null,79772,null,7374,null,28104,null,3431,null,5466,null,1089,null,0400000US13,Georgia,13
1043790,null,8398,null,328672,null,8264,null,532745,null,10182,null,113998,null,6425,null,68375,null,3257,null,883784,null,9111,null,265023,null,7587,null,464828,null,9589,null,91064,null,5378,null,62869,null,3016,null,98496,null,7333,null,38270,null,4534,null,41824,null,4490,null,13914,null,2467,null,4488,null,1066,null,7930,null,2085,null,2787,null,1280,null,2647,null,1287,null,2219,null,1103,null,277,null,246,null,53580,null,6112,null,22592,null,3246,null,23446,null,4087,null,6801,null,1633,null,741,null,420,null,0400000US15,Hawaii,15
1140326,null,6366,null,270809,null,7696,null,664310,null,11030,null,145481,null,6889,null,59726,null,2762,null,936045,null,8221,null,189524,null,7207,null,582415,null,10562,null,109890,null,5334,null,54216,null,2607,null,123501,null,6303,null,45783,null,4048,null,49958,null,4477,null,23897,null,2532,null,3863,null,1047,null,40116,null,4035,null,16221,null,2164,null,15968,null,2546,null,7102,null,1770,null,825,null,404,null,40664,null,4136,null,19281,null,2912,null,15969,null,2137,null,4592,null,1134,null,822,null,370,null,0400000US16,Idaho,16
10205171,null,12786,null,3346938,null,24141,null,5075607,null,32509,null,1150892,null,17269,null,631734,null,9626,null,8746956,null,28841,null,2603519,null,21946,null,4619348,null,34580,null,947174,null,17542,null,576915,null,10037,null,891641,null,24204,null,438880,null,14351,null,279751,null,13972,null,136442,null,7716,null,36568,null,3031,null,318451,null,11917,null,178572,null,7160,null,89604,null,5885,null,39405,null,3447,null,10870,null,1840,null,248123,null,8907,null,125967,null,6627,null,86904,null,6497,null,27871,null,2831,null,7381,null,1300,null,0400000US17,Illinois,17
5018096,null,9745,null,1371356,null,15307,null,2646735,null,22164,null,686009,null,13553,null,313996,null,6531,null,4222087,null,18025,null,1013182,null,15286,null,2394688,null,20284,null,530700,null,10265,null,283517,null,6550,null,477703,null,17584,null,203370,null,8764,null,153649,null,9424,null,100381,null,6235,null,20303,null,2306,null,195199,null,7216,null,98410,null,4583,null,53479,null,4065,null,36664,null,3087,null,6646,null,1280,null,123107,null,6996,null,56394,null,4537,null,44919,null,5151,null,18264,null,2241,null,3530,null,818,null,0400000US18,Indiana,18
2385737,null,7839,null,639314,null,10845,null,1318232,null,15108,null,266009,null,7491,null,162182,null,4457,null,2009338,null,12505,null,451255,null,9407,null,1204144,null,15986,null,207373,null,6027,null,146566,null,4263,null,220540,null,8450,null,104010,null,6006,null,67979,null,4351,null,38527,null,2947,null,10024,null,1177,null,97840,null,5881,null,56554,null,3723,null,25117,null,2924,null,12552,null,1970,null,3617,null,752,null,58019,null,4963,null,27495,null,3307,null,20992,null,2853,null,7557,null,1550,null,1975,null,617,null,0400000US19,Iowa,19
2191939,null,8651,null,575309,null,9537,null,1195975,null,16787,null,279016,null,8706,null,141639,null,4485,null,1802300,null,13180,null,403512,null,9966,null,1062238,null,16113,null,212203,null,7664,null,124347,null,4288,null,225716,null,10103,null,95295,null,6422,null,79255,null,5569,null,39969,null,3589,null,11197,null,1668,null,89482,null,5740,null,45357,null,3859,null,26617,null,3419,null,14078,null,2034,null,3430,null,953,null,74441,null,5500,null,31145,null,3091,null,27865,null,3472,null,12766,null,1790,null,2665,null,787,null,0400000US20,Kansas,20
3386127,null,11331,null,889372,null,14325,null,1752523,null,25444,null,495837,null,13591,null,248395,null,6858,null,2881907,null,14709,null,682822,null,12611,null,1583554,null,25074,null,390647,null,11577,null,224884,null,6752,null,288571,null,11493,null,111270,null,5880,null,97167,null,6709,null,64578,null,4799,null,15556,null,2083,null,129993,null,7015,null,58937,null,4367,null,37512,null,4095,null,28570,null,2939,null,4974,null,1109,null,85656,null,6000,null,36343,null,4086,null,34290,null,4136,null,12042,null,1943,null,2981,null,896,null,0400000US21,Kentucky,21
3384424,null,10949,null,1084201,null,16670,null,1596620,null,19550,null,462498,null,13942,null,241105,null,6192,null,2872180,null,13982,null,850782,null,14035,null,1426582,null,18499,null,375429,null,12341,null,219387,null,5459,null,284609,null,11662,null,128009,null,7704,null,93880,null,6480,null,49648,null,4487,null,13072,null,2139,null,132396,null,8189,null,61276,null,4802,null,42695,null,3995,null,22004,null,2809,null,6421,null,1509,null,95239,null,7137,null,44134,null,4706,null,33463,null,4056,null,15417,null,2187,null,2225,null,727,null,0400000US22,Louisiana,22
1089835,null,5564,null,283930,null,7798,null,585119,null,11593,null,149690,null,6385,null,71096,null,3430,null,939906,null,7129,null,210037,null,6767,null,541034,null,10561,null,125132,null,5729,null,63703,null,3291,null,85242,null,5248,null,39838,null,3540,null,24981,null,3064,null,15637,null,2039,null,4786,null,1073,null,34130,null,3377,null,17574,null,2236,null,8259,null,1873,null,6124,null,1203,null,2173,null,750,null,30557,null,3440,null,16481,null,2457,null,10845,null,2279,null,2797,null,925,null,434,null,271,null,0400000US23,Maine,23
4499933,null,11814,null,1494070,null,15062,null,2181351,null,22099,null,549372,null,14040,null,275140,null,6514,null,3873433,null,17956,null,1180236,null,16647,null,1979401,null,21132,null,461069,null,12527,null,252727,null,6513,null,313718,null,11671,null,153263,null,8635,null,98377,null,6120,null,49280,null,4169,null,12798,null,1962,null,155646,null,8161,null,85252,null,6246,null,44924,null,4332,null,19299,null,2575,null,6171,null,1328,null,157136,null,8171,null,75319,null,5015,null,58649,null,4804,null,19724,null,2561,null,3444,null,956,null,0400000US24,Maryland,24
5269807,null,11257,null,1833662,null,19620,null,2525668,null,23849,null,579357,null,14293,null,331120,null,7254,null,4554269,null,21133,null,1443970,null,21083,null,2321850,null,22260,null,484766,null,13214,null,303683,null,6912,null,411933,null,16812,null,216122,null,11172,null,118107,null,7398,null,59689,null,4899,null,18015,null,2117,null,149926,null,8770,null,89054,null,5554,null,36073,null,4564,null,19096,null,3104,null,5703,null,1374,null,153679,null,8687,null,84516,null,5572,null,49638,null,5322,null,15806,null,2556,null,3719,null,881,null,0400000US25,Massachusetts,25
8108739,null,12405,null,2533017,null,18341,null,4039011,null,25903,null,1022309,null,14122,null,514402,null,7812,null,6933861,null,21974,null,1927917,null,16921,null,3707267,null,25122,null,832485,null,12008,null,466192,null,7659,null,691260,null,18487,null,350742,null,10904,null,192064,null,8159,null,118810,null,7140,null,29644,null,2977,null,310623,null,10004,null,179282,null,8137,null,70500,null,5005,null,49159,null,3528,null,11682,null,1925,null,172995,null,9013,null,75076,null,4937,null,69180,null,5762,null,21855,null,2860,null,6884,null,1770,null,0400000US26,Michigan,26
4154128,null,9154,null,1242315,null,13677,null,2238722,null,17748,null,443748,null,9244,null,229343,null,5397,null,3560391,null,14002,null,931138,null,12340,null,2059181,null,16228,null,364703,null,8987,null,205369,null,5554,null,306395,null,10475,null,154810,null,7795,null,90543,null,5178,null,45034,null,3643,null,16008,null,1872,null,189187,null,7537,null,108514,null,5607,null,51552,null,4281,null,24341,null,2767,null,4780,null,1034,null,98155,null,5728,null,47853,null,4214,null,37446,null,3332,null,9670,null,1769,null,3186,null,943,null,0400000US27,Minnesota,27
2282994,null,8296,null,713086,null,12717,null,1087942,null,18036,null,306736,null,8670,null,175230,null,5377,null,1925794,null,12633,null,559748,null,12762,null,961658,null,16504,null,244443,null,8164,null,159945,null,5338,null,194137,null,9490,null,78296,null,5378,null,71914,null,5521,null,35055,null,3595,null,8872,null,1561,null,94527,null,5592,null,44806,null,3263,null,27301,null,2715,null,18417,null,2756,null,4003,null,1013,null,68536,null,5631,null,30236,null,3413,null,27069,null,3974,null,8821,null,1564,null,2410,null,700,null,0400000US28,Mississippi,28
4681413,null,11463,null,1299196,null,16832,null,2426700,null,24853,null,644512,null,13140,null,311005,null,6222,null,3928492,null,18540,null,969401,null,13857,null,2178141,null,24490,null,502698,null,12848,null,278252,null,6088,null,408005,null,16125,null,173560,null,8719,null,131348,null,8142,null,85543,null,5078,null,17554,null,1973,null,219772,null,9174,null,103697,null,5028,null,66391,null,6093,null,39640,null,3176,null,10044,null,1585,null,125144,null,7748,null,52538,null,4864,null,50820,null,4972,null,16631,null,2410,null,5155,null,1160,null,0400000US29,Missouri,29
771393,null,4794,null,214664,null,6036,null,406389,null,8321,null,104899,null,5197,null,45441,null,2430,null,645122,null,7234,null,155365,null,5926,null,365349,null,7410,null,84085,null,4821,null,40323,null,2310,null,76082,null,5970,null,32653,null,3388,null,26921,null,3578,null,13030,null,2204,null,3478,null,744,null,23867,null,2603,null,13048,null,1598,null,6751,null,1742,null,3504,null,873,null,564,null,418,null,26322,null,3224,null,13598,null,2001,null,7368,null,1612,null,4280,null,1910,null,1076,null,450,null,0400000US30,Montana,30
1400402,null,6044,null,398122,null,9095,null,757160,null,11074,null,154183,null,6227,null,90937,null,2870,null,1160999,null,8880,null,284397,null,7268,null,676259,null,10753,null,119139,null,5523,null,81204,null,2794,null,142488,null,7601,null,66711,null,5616,null,47090,null,3894,null,22251,null,2692,null,6436,null,1046,null,53137,null,3957,null,26800,null,2848,null,16178,null,2198,null,8335,null,1512,null,1824,null,578,null,43778,null,4097,null,20214,null,2432,null,17633,null,2649,null,4458,null,1167,null,1473,null,516,null,0400000US31,Nebraska,31
1980065,null,10671,null,567270,null,11735,null,996807,null,13224,null,315354,null,9007,null,100634,null,4516,null,1602141,null,14842,null,419200,null,10974,null,852335,null,13900,null,243323,null,8238,null,87283,null,4055,null,267157,null,12026,null,104606,null,7214,null,100319,null,8246,null,53441,null,4613,null,8791,null,1904,null,20626,null,3619,null,8544,null,1877,null,7518,null,1790,null,3797,null,1341,null,767,null,490,null,90141,null,6495,null,34920,null,3808,null,36635,null,3992,null,14793,null,2436,null,3793,null,1032,null,0400000US32,Nevada,32
1068199,null,5972,null,300029,null,6786,null,573768,null,10769,null,134346,null,6712,null,60056,null,3089,null,920833,null,8455,null,229091,null,7205,null,529154,null,10311,null,108722,null,5482,null,53866,null,2699,null,80946,null,6124,null,36011,null,3921,null,24737,null,3604,null,16950,null,2630,null,3248,null,760,null,26527,null,2960,null,14991,null,1853,null,7321,null,2286,null,3562,null,1093,null,653,null,314,null,39893,null,3512,null,19936,null,2379,null,12556,null,2404,null,5112,null,1111,null,2289,null,1064,null,0400000US33,New Hampshire,33
7007467,null,14362,null,2249144,null,22256,null,3557297,null,31011,null,726040,null,16592,null,474986,null,8424,null,6224616,null,21335,null,1870866,null,21829,null,3283876,null,30682,null,631987,null,15319,null,437887,null,8288,null,414124,null,16047,null,187689,null,10017,null,150975,null,8126,null,54327,null,4991,null,21133,null,2790,null,186003,null,8298,null,92244,null,5154,null,61856,null,5456,null,22612,null,2787,null,9291,null,1592,null,182724,null,10090,null,98345,null,6416,null,60590,null,5618,null,17114,null,2588,null,6675,null,1210,null,0400000US34,New Jersey,34
1553748,null,7733,null,496002,null,11403,null,735657,null,13354,null,226636,null,7562,null,95453,null,3981,null,1311520,null,11176,null,386682,null,10655,null,656135,null,13354,null,182066,null,6709,null,86637,null,3857,null,138559,null,8644,null,64926,null,5302,null,42434,null,4579,null,26410,null,3324,null,4789,null,1117,null,46480,null,4958,null,23073,null,3439,null,12432,null,2442,null,9212,null,1768,null,1763,null,874,null,57189,null,5207,null,21321,null,2685,null,24656,null,3377,null,8948,null,2101,null,2264,null,808,null,0400000US35,New Mexico,35
15719157,null,18387,null,5650242,null,30430,null,7256466,null,37376,null,1766922,null,25174,null,1045527,null,13529,null,13816689,null,30848,null,4677377,null,27574,null,6649470,null,36667,null,1522627,null,22740,null,967215,null,13348,null,1093180,null,27185,null,532035,null,16577,null,354978,null,15807,null,155069,null,9286,null,51098,null,3595,null,431108,null,10468,null,251022,null,7616,null,116578,null,7393,null,48410,null,3794,null,15098,null,1889,null,378180,null,13566,null,189808,null,8659,null,135440,null,7541,null,40816,null,3698,null,12116,null,1610,null,0400000US36,New York,36
7089327,null,17843,null,1996406,null,20391,null,3692183,null,29629,null,939405,null,18905,null,461333,null,8457,null,5968452,null,23651,null,1489369,null,19716,null,3318720,null,28150,null,737531,null,15187,null,422832,null,8298,null,669695,null,20803,null,300052,null,13006,null,221919,null,11899,null,122413,null,7027,null,25311,null,2298,null,271232,null,11169,null,133947,null,7266,null,76725,null,6400,null,52251,null,4853,null,8309,null,1471,null,179948,null,10356,null,73038,null,5754,null,74819,null,6152,null,27210,null,3538,null,4881,null,1156,null,0400000US37,North Carolina,37
518464,null,3779,null,151884,null,5584,null,282404,null,8455,null,47099,null,3328,null,37077,null,1843,null,430358,null,4404,null,101467,null,4954,null,257169,null,7616,null,37719,null,3018,null,34003,null,1731,null,49886,null,3654,null,28128,null,2622,null,14017,null,2297,null,5962,null,1070,null,1779,null,489,null,19269,null,2504,null,10888,null,1940,null,5733,null,1502,null,2076,null,751,null,572,null,323,null,18951,null,2467,null,11401,null,1696,null,5485,null,1357,null,1342,null,506,null,723,null,320,null,0400000US38,North Dakota,38
9206093,null,12246,null,2713234,null,25437,null,4634211,null,33707,null,1233164,null,20633,null,625484,null,10304,null,7830930,null,24171,null,2045876,null,25603,null,4222380,null,30938,null,994847,null,18881,null,567827,null,10369,null,866843,null,20356,null,406632,null,13881,null,251396,null,10841,null,169418,null,6855,null,39397,null,3249,null,328740,null,11724,null,176047,null,7308,null,93008,null,6384,null,48492,null,3741,null,11193,null,1733,null,179580,null,9389,null,84679,null,6302,null,67427,null,5658,null,20407,null,2913,null,7067,null,1410,null,0400000US39,Ohio,39
2832148,null,8552,null,720445,null,11378,null,1491329,null,17211,null,422588,null,9182,null,197786,null,5638,null,2319652,null,15568,null,506639,null,11607,null,1309359,null,16850,null,328376,null,7259,null,175278,null,5521,null,314602,null,11642,null,127612,null,6714,null,113948,null,8572,null,57866,null,4466,null,15176,null,1792,null,125059,null,6390,null,56980,null,4141,null,36973,null,3597,null,26290,null,2520,null,4816,null,1074,null,72835,null,5031,null,29214,null,3406,null,31049,null,3351,null,10056,null,1696,null,2516,null,777,null,0400000US40,Oklahoma,40
3005971,null,9920,null,837131,null,12614,null,1557514,null,19353,null,438922,null,11289,null,172404,null,6260,null,2463696,null,14526,null,598336,null,11182,null,1374879,null,18030,null,339996,null,9647,null,150485,null,5702,null,331799,null,11704,null,147204,null,8598,null,107392,null,6840,null,62499,null,5407,null,14704,null,1940,null,118871,null,7309,null,56140,null,5329,null,38052,null,3483,null,21009,null,2248,null,3670,null,969,null,91605,null,7418,null,35451,null,4270,null,37191,null,5144,null,15418,null,2075,null,3545,null,980,null,0400000US41,Oregon,41
10125085,null,12657,null,3118176,null,19656,null,5091878,null,31648,null,1152275,null,20382,null,762756,null,10747,null,8878760,null,22834,null,2480419,null,19967,null,4730691,null,30804,null,967609,null,17742,null,700041,null,9679,null,734352,null,20301,null,356141,null,11792,null,214280,null,11399,null,122568,null,5856,null,41363,null,3599,null,303923,null,9231,null,171594,null,6278,null,80684,null,5137,null,38584,null,3238,null,13061,null,1710,null,208050,null,9115,null,110022,null,7218,null,66223,null,5671,null,23514,null,3042,null,8291,null,1601,null,0400000US42,Pennsylvania,42
860983,null,5212,null,286501,null,7773,null,408245,null,9698,null,105750,null,5662,null,60487,null,2936,null,749176,null,7349,null,225752,null,7497,null,377296,null,9572,null,89597,null,5453,null,56531,null,2944,null,68174,null,6485,null,35852,null,4679,null,18430,null,2801,null,11510,null,2137,null,2382,null,682,null,13189,null,2233,null,6807,null,1453,null,3626,null,1195,null,2283,null,886,null,473,null,404,null,30444,null,3962,null,18090,null,3073,null,8893,null,2015,null,2360,null,858,null,1101,null,568,null,0400000US44,Rhode Island,44
3463440,null,10549,null,1030577,null,14044,null,1717378,null,22281,null,471630,null,12252,null,243855,null,7210,null,2984760,null,17081,null,803456,null,13414,null,1572286,null,20776,null,386760,null,11773,null,222258,null,6825,null,279092,null,12842,null,122942,null,6998,null,87958,null,6528,null,53851,null,4487,null,14341,null,2153,null,114949,null,7071,null,63799,null,5487,null,27834,null,3321,null,17686,null,2302,null,5630,null,1340,null,84639,null,6135,null,40380,null,3462,null,29300,null,3821,null,13333,null,2266,null,1626,null,615,null,0400000US45,South Carolina,45
629608,null,4980,null,182316,null,5518,null,337165,null,6588,null,68778,null,3553,null,41349,null,2146,null,531259,null,5175,null,132787,null,5468,null,306258,null,6498,null,54961,null,3296,null,37253,null,2264,null,51797,null,3906,null,25083,null,2875,null,15611,null,2137,null,8554,null,1595,null,2549,null,640,null,26312,null,2693,null,15107,null,2095,null,7465,null,1726,null,2954,null,771,null,786,null,291,null,20240,null,2825,null,9339,null,1680,null,7831,null,1848,null,2309,null,818,null,761,null,351,null,0400000US46,South Dakota,46
4906548,null,9403,null,1334863,null,16883,null,2495968,null,26383,null,735608,null,16552,null,340109,null,8577,null,4145738,null,21081,null,1018211,null,16850,null,2231974,null,27231,null,585006,null,13265,null,310547,null,7417,null,477652,null,19147,null,197627,null,10050,null,160539,null,11152,null,98971,null,6519,null,20515,null,2517,null,150060,null,7233,null,64834,null,4514,null,49011,null,5109,null,31765,null,3239,null,4450,null,1102,null,133098,null,6839,null,54191,null,3880,null,54444,null,4798,null,19866,null,2817,null,4597,null,1051,null,0400000US47,Tennessee,47
18095830,null,22805,null,5385334,null,33784,null,9293825,null,48608,null,2408593,null,26563,null,1008078,null,12603,null,14852305,null,42739,null,4013447,null,32530,null,8100537,null,50511,null,1844247,null,24481,null,894074,null,12294,null,2025869,null,35783,null,828123,null,20512,null,758494,null,20685,null,367967,null,13277,null,71285,null,5217,null,879752,null,16600,null,406906,null,11436,null,293267,null,10728,null,149078,null,7061,null,30501,null,2845,null,337904,null,11262,null,136858,null,6777,null,141527,null,6608,null,47301,null,4521,null,12218,null,1976,null,0400000US48,Texas,48
1911883,null,8371,null,534518,null,10628,null,1103956,null,14630,null,198030,null,7096,null,75379,null,3924,null,1571041,null,10681,null,402964,null,8718,null,944330,null,13021,null,155643,null,6480,null,68104,null,3641,null,217700,null,8757,null,82759,null,5812,null,102700,null,6941,null,27223,null,2901,null,5018,null,1020,null,64490,null,4518,null,25952,null,2773,null,28082,null,3276,null,9196,null,1598,null,1260,null,359,null,58652,null,4476,null,22843,null,2528,null,28844,null,3076,null,5968,null,1359,null,997,null,489,null,0400000US49,Utah,49
515726,null,4438,null,151481,null,4583,null,263301,null,7500,null,69994,null,4708,null,30950,null,1885,null,441541,null,5057,null,113061,null,4436,null,242713,null,7196,null,57123,null,3791,null,28644,null,1907,null,38287,null,3842,null,18556,null,2475,null,10492,null,2351,null,7800,null,1296,null,1439,null,632,null,13426,null,1860,null,6789,null,1166,null,3245,null,982,null,2917,null,808,null,475,null,255,null,22472,null,3036,null,13075,null,2097,null,6851,null,1723,null,2154,null,807,null,392,null,247,null,0400000US50,Vermont,50
