C07408_001E,C07408_001EA,C07408_001M,C07408_001MA,C07408_002E,C07408_002EA,C07408_002M,C07408_002MA,C07408_003E,C07408_003EA,C07408_003M,C07408_003MA,C07408_004E,C07408_004EA,C07408_004M,C07408_004MA,C07408_005E,C07408_005EA,C07408_005M,C07408_005MA,C07408_006E,C07408_006EA,C07408_006M,C07408_006MA,C07408_007E,C07408_007EA,C07408_007M,C07408_007MA,C07408_008E,C07408_008EA,C07408_008M,C07408_008MA,C07408_009E,C07408_009EA,C07408_009M,C07408_009MA,C07408_010E,C07408_010EA,C07408_010M,C07408_010MA,C07408_011E,C07408_011EA,C07408_011M,C07408_011MA,C07408_012E,C07408_012EA,C07408_012M,C07408_012MA,C07408_013E,C07408_013EA,C07408_013M,C07408_013MA,C07408_014E,C07408_014EA,C07408_014M,C07408_014MA,C07408_015E,C07408_015EA,C07408_015M,C07408_015MA,C07408_016E,C07408_016EA,C07408_016M,C07408_016MA,C07408_017E,C07408_017EA,C07408_017M,C07408_017MA,C07408_018E,C07408_018EA,C07408_018M,C07408_018MA,C07408_019E,C07408_019EA,C07408_019M,C07408_019MA,C07408_020E,C07408_020EA,C07408_020M,C07408_020MA,C07408_021E,C07408_021EA,C07408_021M,C07408_021MA,C07408_022E,C07408_022EA,C07408_022M,C07408_022MA,C07408_023E,C07408_023EA,C07408_023M,C07408_023MA,C07408_024E,C07408_024EA,C07408_024M,C07408_024MA,C07408_025E,C07408_025EA,C07408_025M,C07408_025MA,GEO_ID,NAME,state
3665798,null,10451,null,983871,null,16129,null,1876346,null,21702,null,526212,null,11817,null,279369,null,8351,null,3105782,null,16306,null,757945,null,14461,null,1675745,null,20509,null,415925,null,10081,null,256167,null,8046,null,340630,null,12451,null,136217,null,8113,null,119819,null,7611,null,69521,null,5214,null,15073,null,2154,null,127956,null,6720,null,55831,null,4066,null,44782,null,4778,null,23238,null,2583,null,4105,null,910,null,91430,null,6962,null,33878,null,3338,null,36000,null,4465,null,17528,null,2604,null,4024,null,930,null,0400000US01,Alabama,01
550122,null,6615,null,181407,null,6529,null,275940,null,8028,null,73969,null,4995,null,18806,null,1644,null,424110,null,6797,null,125082,null,5589,null,228629,null,6473,null,54508,null,4014,null,15891,null,1477,null,59094,null,5272,null,25969,null,2882,null,20962,null,3178,null,11133,null,2082,null,1030,null,417,null,17023,null,2458,null,7261,null,1345,null,6129,null,1736,null,3269,null,884,null,364,null,434,null,49895,null,5309,null,23095,null,3200,null,20220,null,3248,null,5059,null,1344,null,1521,null,786,null,0400000US02,Alaska,02
4824522,null,16835,null,1469621,null,20944,null,2381547,null,25571,null,689493,null,16883,null,283861,null,8962,null,3958917,null,21661,null,1092702,null,19477,null,2081868,null,23036,null,529190,null,14340,null,255157,null,8312,null,623050,null,17055,null,276218,null,12067,null,205479,null,11305,null,121145,null,8045,null,20208,null,2333,null,89209,null,7340,null,42493,null,4234,null,28667,null,4298,null,15889,null,2572,null,2160,null,748,null,153346,null,10516,null,58208,null,5115,null,65533,null,6455,null,23269,null,3182,null,6336,null,1140,null,0400000US04,Arizona,04
2243651,null,8796,null,556336,null,11823,null,1197279,null,15863,null,319894,null,10177,null,170142,null,4469,null,1848833,null,12978,null,397448,null,10466,null,1054389,null,15174,null,243883,null,8769,null,153113,null,4238,null,234832,null,10759,null,88759,null,6304,null,89756,null,5909,null,44929,null,4122,null,11388,null,1768,null,91751,null,5576,null,40410,null,3816,null,28597,null,2988,null,19978,null,2597,null,2766,null,695,null,68235,null,5881,null,29719,null,3594,null,24537,null,3371,null,11104,null,2142,null,2875,null,779,null,0400000US05,Arkansas,05
28709472,null,23180,null,9879860,null,45058,null,13841823,null,61478,null,3449189,null,32642,null,1538600,null,15634,null,24340590,null,54096,null,7835374,null,48096,null,12299007,null,54238,null,2809124,null,29280,null,1397085,null,15052,null,2873549,null,45295,null,1332622,null,28299,null,1016061,null,27223,null,433179,null,14944,null,91687,null,5260,null,953793,null,20671,null,490376,null,15210,null,296587,null,12803,null,137444,null,5790,null,29386,null,2977,null,541540,null,14664,null,221488,null,9142,null,230168,null,10281,null,69442,null,4791,null,20442,null,3106,null,0400000US06,California,06
3828974,null,11812,null,1121597,null,16028,null,1992445,null,17121,null,538242,null,12703,null,176690,null,5931,null,3116880,null,16511,null,802594,null,14704,null,1741375,null,16039,null,415552,null,10907,null,157359,null,5582,null,373151,null,13549,null,167672,null,9177,null,126592,null,8463,null,67836,null,5450,null,11051,null,1845,null,192915,null,8766,null,89773,null,5363,null,63258,null,5147,null,34513,null,3649,null,5371,null,1131,null,146028,null,7695,null,61558,null,5340,null,61220,null,4848,null,20341,null,2814,null,2909,null,856,null,0400000US08,Colorado,08
2834298,null,7838,null,890996,null,11854,null,1436942,null,14953,null,319427,null,8659,null,186933,null,5976,null,2473415,null,12989,null,712748,null,11134,null,1327447,null,15455,null,262172,null,8274,null,171048,null,5733,null,216887,null,11062,null,101342,null,7340,null,64348,null,5949,null,40706,null,3744,null,10491,null,1701,null,59223,null,4382,null,34822,null,2992,null,16018,null,2704,null,6089,null,1278,null,2294,null,736,null,84773,null,5585,null,42084,null,3901,null,29129,null,3833,null,10460,null,1795,null,3100,null,883,null,0400000US09,Connecticut,09
683691,null,5103,null,209491,null,5618,null,345001,null,9379,null,82044,null,4698,null,47155,null,2899,null,591323,null,6617,null,162892,null,6134,null,318263,null,9478,null,66742,null,4200,null,43426,null,2810,null,59359,null,4953,null,29153,null,3125,null,16243,null,2674,null,10894,null,1994,null,3069,null,974,null,7621,null,1925,null,3895,null,1022,null,2485,null,1093,null,1084,null,475,null,157,null,147,null,25388,null,3460,null,13551,null,2187,null,8010,null,1853,null,3324,null,1024,null,503,null,328,null,0400000US10,Delaware,10
497990,null,6654,null,262703,null,7134,null,136195,null,7382,null,68979,null,4978,null,30113,null,2043,null,396083,null,5779,null,197824,null,6700,null,114194,null,6653,null,56620,null,4460,null,27445,null,1913,null,48088,null,4983,null,32336,null,3734,null,8569,null,2626,null,5745,null,1421,null,1438,null,579,null,0,null,267,null,0,null,267,null,0,null,267,null,0,null,267,null,0,null,267,null,53819,null,5469,null,32543,null,3989,null,13432,null,2523,null,6614,null,1550,null,1230,null,689,null,0400000US11,District of Columbia,11
14816633,null,23949,null,4142752,null,32511,null,7379722,null,50705,null,2169439,null,32624,null,1124720,null,16218,null,12468669,null,32544,null,3146091,null,29398,null,6566648,null,49397,null,1740575,null,31356,null,1015355,null,15709,null,1418822,null,25303,null,603258,null,15877,null,478793,null,17087,null,272913,null,9161,null,63858,null,4582,null,493146,null,15541,null,228531,null,10977,null,155047,null,8099,null,89232,null,5674,null,20336,null,2470,null,435996,null,13364,null,164872,null,7147,null,179234,null,9450,null,66719,null,4660,null,25171,null,3043,null,0400000US12,Florida,12
