C06003_001E,C06003_001EA,C06003_001M,C06003_001MA,C06003_002E,C06003_002EA,C06003_002M,C06003_002MA,C06003_003E,C06003_003EA,C06003_003M,C06003_003MA,C06003_004E,C06003_004EA,C06003_004M,C06003_004MA,C06003_005E,C06003_005EA,C06003_005M,C06003_005MA,C06003_006E,C06003_006EA,C06003_006M,C06003_006MA,C06003_007E,C06003_007EA,C06003_007M,C06003_007MA,C06003_008E,C06003_008EA,C06003_008M,C06003_008MA,C06003_009E,C06003_009EA,C06003_009M,C06003_009MA,C06003_010E,C06003_010EA,C06003_010M,C06003_010MA,C06003_011E,C06003_011EA,C06003_011M,C06003_011MA,C06003_012E,C06003_012EA,C06003_012M,C06003_012MA,C06003_013E,C06003_013EA,C06003_013M,C06003_013MA,GEO_ID,NAME,state
4627851,null,0,*****,2238295,null,5238,null,2389556,null,5238,null,3300499,null,19114,null,1589001,null,12205,null,1711498,null,12380,null,1157122,null,18470,null,561171,null,10521,null,595951,null,12700,null,32955,null,3093,null,17329,null,2280,null,15626,null,1950,null,137275,null,6688,null,0400000US01,Alabama,01
683478,null,0,*****,357280,null,1766,null,326198,null,1766,null,264365,null,5676,null,137446,null,4438,null,126919,null,3407,null,354080,null,6267,null,188091,null,4324,null,165989,null,3993,null,16105,null,2364,null,8222,null,1730,null,7883,null,1358,null,48928,null,3479,null,0400000US02,Alaska,02
6338755,null,0,*****,3173292,null,2602,null,3165463,null,2602,null,2259108,null,25007,null,1136509,null,15748,null,1122599,null,14079,null,3023548,null,25656,null,1483348,null,16013,null,1540200,null,14828,null,64515,null,4669,null,32227,null,3149,null,32288,null,3166,null,991584,null,21150,null,0400000US04,Arizona,04
2834797,null,0,*****,1387235,null,3965,null,1447562,null,3965,null,1731175,null,13796,null,851214,null,10229,null,879961,null,8561,null,967490,null,13465,null,464965,null,9661,null,502525,null,8046,null,17727,null,2383,null,9035,null,1459,null,8692,null,1640,null,118405,null,5995,null,0400000US05,Arkansas,05
36553215,null,0,*****,18281748,null,4844,null,18271467,null,4844,null,19239727,null,58766,null,9686331,null,33061,null,9553396,null,36500,null,6918204,null,45923,null,3402218,null,24585,null,3515986,null,28825,null,370932,null,10905,null,190461,null,7189,null,180471,null,7224,null,10024352,null,44960,null,0400000US06,California,06
4861515,null,0,*****,2451108,null,3586,null,2410407,null,3586,null,2066182,null,19485,null,1044342,null,11631,null,1021840,null,12906,null,2246659,null,20872,null,1120085,null,13264,null,1126574,null,12693,null,63504,null,3902,null,32723,null,2663,null,30781,null,2634,null,485170,null,16736,null,0400000US08,Colorado,08
3502309,null,0,*****,1706150,null,1888,null,1796159,null,1888,null,1944924,null,17899,null,959960,null,10526,null,984964,null,10957,null,997924,null,15071,null,472563,null,10430,null,525361,null,8453,null,109800,null,6861,null,51606,null,3769,null,58194,null,4037,null,449661,null,13332,null,0400000US09,Connecticut,09
864764,null,0,*****,418659,null,993,null,446105,null,993,null,393589,null,9576,null,197314,null,6443,null,196275,null,5287,null,392848,null,9386,null,182101,null,5886,null,210747,null,5692,null,12506,null,2306,null,5708,null,1404,null,6798,null,1519,null,65821,null,4221,null,0400000US10,Delaware,10
588292,null,0,*****,277076,null,806,null,311216,null,806,null,233489,null,6415,null,111466,null,4245,null,122023,null,4198,null,274054,null,6893,null,125420,null,4446,null,148634,null,4755,null,6340,null,1310,null,3013,null,880,null,3327,null,823,null,74409,null,4708,null,0400000US11,District of Columbia,11
18251243,null,0,*****,8964955,null,6749,null,9286288,null,6749,null,6210283,null,34358,null,3104980,null,22320,null,3105303,null,24212,null,8050726,null,35175,null,3902887,null,22871,null,4147839,null,23627,null,549316,null,15595,null,268363,null,9743,null,280953,null,10169,null,3440918,null,30327,null,0400000US12,Florida,12
9544750,null,0,*****,4698253,null,6939,null,4846497,null,6939,null,5327312,null,28184,null,2601845,null,18688,null,2725467,null,17758,null,3248108,null,28100,null,1573682,null,18616,null,1674426,null,17662,null,100917,null,5796,null,49279,null,4916,null,51638,null,4433,null,868413,null,15730,null,0400000US13,Georgia,13
1283388,null,0,*****,645483,null,1826,null,637905,null,1826,null,701253,null,12228,null,352309,null,6814,null,348944,null,8040,null,326939,null,6786,null,181615,null,4656,null,145324,null,4324,null,33748,null,3372,null,17773,null,2229,null,15975,null,2060,null,221448,null,8691,null,0400000US15,Hawaii,15
1499402,null,0,*****,752500,null,2343,null,746902,null,2343,null,696856,null,10499,null,353002,null,6870,null,343854,null,6189,null,707166,null,10737,null,347190,null,7567,null,359976,null,6141,null,11476,null,1719,null,6294,null,1255,null,5182,null,1131,null,83904,null,4686,null,0400000US16,Idaho,16
12852548,null,0,*****,6332498,null,3001,null,6520050,null,3001,null,8584417,null,30986,null,4223623,null,18010,null,4360794,null,19600,null,2378721,null,25811,null,1132625,null,13046,null,1246096,null,17832,null,120892,null,7059,null,61104,null,4110,null,59788,null,4793,null,1768518,null,25167,null,0400000US17,Illinois,17
6345289,null,0,*****,3125322,null,3069,null,3219967,null,3069,null,4344573,null,20993,null,2152192,null,13925,null,2192381,null,13052,null,1701900,null,20848,null,821074,null,13727,null,880826,null,12912,null,34968,null,3571,null,15748,null,2126,null,19220,null,2393,null,263848,null,8308,null,0400000US18,Indiana,18
2988047,null,0,*****,1474159,null,2908,null,1513888,null,2908,null,2158962,null,13690,null,1066766,null,8239,null,1092196,null,8117,null,697195,null,13270,null,337672,null,8158,null,359523,null,7952,null,14453,null,1845,null,7725,null,1399,null,6728,null,1150,null,117437,null,5296,null,0400000US19,Iowa,19
2775997,null,0,*****,1373442,null,2984,null,1402555,null,2984,null,1634246,null,14239,null,813983,null,8918,null,820263,null,9454,null,953995,null,14254,null,459910,null,9399,null,494085,null,9013,null,20671,null,2224,null,10832,null,1363,null,9839,null,1560,null,167085,null,5670,null,0400000US20,Kansas,20
