B14001A_001E,B14001A_001EA,B14001A_001M,B14001A_001MA,B14001A_002E,B14001A_002EA,B14001A_002M,B14001A_002MA,B14001A_003E,B14001A_003EA,B14001A_003M,B14001A_003MA,B14001A_004E,B14001A_004EA,B14001A_004M,B14001A_004MA,B14001A_005E,B14001A_005EA,B14001A_005M,B14001A_005MA,B14001A_006E,B14001A_006EA,B14001A_006M,B14001A_006MA,B14001A_007E,B14001A_007EA,B14001A_007M,B14001A_007MA,GEO_ID,NAME,state
3138710,null,5611,null,733135,null,8577,null,84791,null,5225,null,317083,null,4931,null,156344,null,3036,null,174917,null,6038,null,2405575,null,8993,null,0400000US01,Alabama,01
447412,null,2591,null,118006,null,3822,null,11106,null,1690,null,44881,null,1700,null,28854,null,1908,null,33165,null,2949,null,329406,null,3962,null,0400000US02,Alaska,02
4643135,null,20700,null,1167075,null,14927,null,129949,null,5382,null,488998,null,8349,null,249500,null,5937,null,298628,null,8935,null,3476060,null,16760,null,0400000US04,Arizona,04
2145761,null,5740,null,510754,null,7246,null,61485,null,3501,null,215208,null,4060,null,112591,null,3264,null,121470,null,4855,null,1635007,null,7267,null,0400000US05,Arkansas,05
21167430,null,58408,null,5716676,null,34231,null,608701,null,12639,null,2212164,null,18442,null,1282159,null,14401,null,1613652,null,20092,null,15450754,null,45157,null,0400000US06,California,06
3896820,null,14108,null,994515,null,12247,null,114535,null,5505,null,394685,null,5313,null,208415,null,4353,null,276880,null,9024,null,2902305,null,14270,null,0400000US08,Colorado,08
2697695,null,9644,null,704299,null,8140,null,76879,null,4298,null,271420,null,4763,null,155265,null,3624,null,200735,null,6373,null,1993396,null,8975,null,0400000US09,Connecticut,09
602547,null,3101,null,145735,null,3912,null,14782,null,1686,null,56042,null,2179,null,31252,null,1866,null,43659,null,2881,null,456812,null,3492,null,0400000US10,Delaware,10
203153,null,2969,null,48032,null,2992,null,6009,null,1334,null,8639,null,1098,null,3596,null,698,null,29788,null,2620,null,155121,null,3463,null,0400000US11,District of Columbia,11
13469743,null,24727,null,2943194,null,20353,null,342455,null,8011,null,1187915,null,10261,null,628534,null,9885,null,784290,null,15143,null,10526549,null,23657,null,0400000US12,Florida,12
5682105,null,14664,null,1457932,null,10836,null,191060,null,6580,null,613596,null,7460,null,297599,null,5622,null,355677,null,9717,null,4224173,null,14949,null,0400000US13,Georgia,13
326690,null,3627,null,67240,null,3451,null,7210,null,1236,null,22597,null,1508,null,12373,null,1358,null,25060,null,2676,null,259450,null,3962,null,0400000US15,Hawaii,15
1322821,null,4350,null,352663,null,5501,null,39132,null,2800,null,155244,null,2901,null,80929,null,2645,null,77358,null,4379,null,970158,null,5707,null,0400000US16,Idaho,16
8736692,null,18796,null,2311864,null,13926,null,271455,null,7729,null,890063,null,7775,null,479921,null,6456,null,670425,null,9817,null,6424828,null,16020,null,0400000US17,Illinois,17
5232710,null,8176,null,1366049,null,10638,null,154997,null,5829,null,566028,null,5751,null,290160,null,4731,null,354864,null,7334,null,3866661,null,11252,null,0400000US18,Indiana,18
2663962,null,5449,null,692255,null,5808,null,80270,null,3665,null,267912,null,3553,null,151975,null,3183,null,192098,null,4538,null,1971707,null,6089,null,0400000US19,Iowa,19
2283567,null,6178,null,624506,null,6270,null,70370,null,3168,null,244824,null,3631,null,133812,null,3261,null,175500,null,5183,null,1659061,null,6446,null,0400000US20,Kansas,20
3639294,null,5266,null,898029,null,8787,null,100030,null,4780,null,374998,null,5332,null,202344,null,4645,null,220657,null,6668,null,2741265,null,8020,null,0400000US21,Kentucky,21
2657746,null,5445,null,657429,null,7711,null,78869,null,4051,null,275151,null,4017,null,138518,null,3112,null,164891,null,6510,null,2000317,null,8576,null,0400000US22,Louisiana,22
1216615,null,3335,null,282488,null,4873,null,26867,null,2273,null,111262,null,2633,null,68424,null,2205,null,75935,null,3369,null,934127,null,4207,null,0400000US23,Maine,23
3285082,null,9751,null,833622,null,8720,null,94126,null,4316,null,310266,null,4900,null,182274,null,4405,null,246956,null,6553,null,2451460,null,10282,null,0400000US24,Maryland,24
5166993,null,12219,null,1329616,null,11397,null,149649,null,5727,null,498501,null,6217,null,273214,null,5080,null,408252,null,8489,null,3837377,null,14334,null,0400000US25,Massachusetts,25
7731956,null,10739,null,2061845,null,12905,null,209417,null,6443,null,793846,null,6041,null,457591,null,4943,null,600991,null,9223,null,5670111,null,12702,null,0400000US26,Michigan,26
4402578,null,7135,null,1118165,null,7466,null,123909,null,4084,null,442641,null,4497,null,252297,null,3939,null,299318,null,6094,null,3284413,null,9453,null,0400000US27,Minnesota,27
1681917,null,4720,null,407661,null,6875,null,49242,null,3171,null,169413,null,4248,null,83951,null,3556,null,105055,null,5058,null,1274256,null,6532,null,0400000US28,Mississippi,28
